Baton Rouge,59,Georgia Tech,2582
8:54,59,Tadric Jackson made Layup.,19,22
8:38,2582,Josh Robinson made Layup.,21,22
8:26,59,Tadric Jackson made Three Point Jumper.,21,25
8:17,2582,Josh Robinson Turnover.,21,25
7:54,59,Corey Heyward Turnover.,21,25
7:54,2582,Josh Robinson Steal.,21,25
7:54,59,Foul on Corey Heyward.,21,25
7:54,59,Official TV Timeout,21,25
7:43,2582,Josh Robinson missed Three Point Jumper.,21,25
7:43,59,Josh Okogie Defensive Rebound.,21,25
7:34,59,Josh Okogie missed Three Point Jumper.,21,25
7:34,2582,Southern Deadball Team Rebound.,21,25
7:32,59,Foul on Abdoulaye Gueye.,21,25
7:17,2582,Chris Thomas Turnover.,21,25
7:16,59,Ben Lammers Steal.,21,25
7:07,59,Tadric Jackson made Layup.,21,27
6:36,2582,Josh Robinson missed Layup.,21,27
6:36,59,Abdoulaye Gueye Defensive Rebound.,21,27
6:30,59,Tadric Jackson made Layup. Assisted by Abdoulaye Gueye.,21,29
6:22,2582,Southern  Timeout,21,29
5:56,2582,Southern  Turnover.,21,29
5:44,59,Corey Heyward made Three Point Jumper. Assisted by Josh Okogie.,21,32
5:17,2582,Tre'lun Banks Turnover.,21,32
5:16,59,Corey Heyward Steal.,21,32
5:16,2582,Foul on Tre'lun Banks.,21,32
5:16,59,Corey Heyward made Free Throw.,21,33
5:16,59,Corey Heyward missed Free Throw.,21,33
5:16,2582,JaMarcus Weatherspoon Defensive Rebound.,21,33
4:59,2582,JaMarcus Weatherspoon made Jumper.,23,33
4:49,59,Ben Lammers made Dunk. Assisted by Josh Okogie.,23,35
4:27,2582,LaQuentin Collins missed Jumper.,23,35
4:27,59,Quinton Stephens Block.,23,35
4:27,59,Abdoulaye Gueye Defensive Rebound.,23,35
4:18,59,Quinton Stephens missed Three Point Jumper.,23,35
4:18,2582,JaMarcus Weatherspoon Defensive Rebound.,23,35
4:08,59,Foul on Corey Heyward.,23,35
4:08,2582,JaMarcus Weatherspoon missed Free Throw.,23,35
4:08,59,Ben Lammers Defensive Rebound.,23,35
3:57,59,Corey Heyward Turnover.,23,35
3:56,2582,Shawn Prudhomme Steal.,23,35
3:53,2582,Shawn Prudhomme missed Three Point Jumper.,23,35
3:53,59,Georgia Tech Defensive Rebound.,23,35
3:50,59,Official TV Timeout,23,35
3:20,59,Corey Heyward missed Jumper.,23,35
3:20,59,Quinton Stephens Offensive Rebound.,23,35
3:05,59,Abdoulaye Gueye Turnover.,23,35
2:42,2582,Brendon Ganaway Turnover.,23,35
2:42,59,Josh Okogie Steal.,23,35
2:40,59,Josh Okogie made Dunk.,23,37
2:09,2582,Patrick Smith missed Layup.,23,37
2:09,59,Josh Okogie Block.,23,37
2:09,59,Abdoulaye Gueye Defensive Rebound.,23,37
2:02,2582,Foul on Brendon Ganaway.,23,37
2:02,59,Josh Okogie made Free Throw.,23,38
2:02,59,Josh Okogie made Free Throw.,23,39
1:48,2582,JaMarcus Weatherspoon missed Jumper.,23,39
1:48,2582,Shawn Prudhomme Offensive Rebound.,23,39
1:39,2582,Brendon Ganaway made Layup.,25,39
1:23,59,Sylvester Ogbonda missed Jumper.,25,39
1:23,2582,Shawn Prudhomme Block.,25,39
1:21,2582,JaMarcus Weatherspoon Defensive Rebound.,25,39
1:15,2582,JaMarcus Weatherspoon missed Layup.,25,39
1:15,59,Quinton Stephens Block.,25,39
1:15,2582,Southern Offensive Rebound.,25,39
1:13,2582,Shawn Prudhomme missed Jumper.,25,39
1:13,2582,JaMarcus Weatherspoon Offensive Rebound.,25,39
0:59,2582,Brendon Ganaway missed Three Point Jumper.,25,39
0:59,59,Quinton Stephens Defensive Rebound.,25,39
0:50,2582,Foul on Brendon Ganaway.,25,39
0:50,59,Tadric Jackson made Free Throw.,25,40
0:50,59,Tadric Jackson made Free Throw.,25,41
0:50,59,Tadric Jackson missed Free Throw.,25,41
0:50,2582,JaMarcus Weatherspoon Defensive Rebound.,25,41
0:25,2582,Jared Sam missed Jumper.,25,41
0:25,59,Abdoulaye Gueye Defensive Rebound.,25,41
0:22,59,Georgia Tech  Timeout,25,41
0:06,59,Tadric Jackson Turnover.,25,41
0:00,59,End of 1st half,25,41
19:46,2582,JaMarcus Weatherspoon made Layup.,27,41
19:22,59,Quinton Stephens missed Three Point Jumper.,27,41
19:22,59,Ben Lammers Offensive Rebound.,27,41
19:09,59,Josh Okogie made Jumper. Assisted by Justin Moore.,27,43
18:41,2582,Patrick Smith missed Jumper.,27,43
18:41,59,Abdoulaye Gueye Block.,27,43
18:41,59,Ben Lammers Defensive Rebound.,27,43
18:34,59,Justin Moore made Layup. Assisted by Ben Lammers.,27,45
18:26,2582,Shawn Prudhomme made Dunk. Assisted by Tre'lun Banks.,29,45
18:08,59,Ben Lammers made Layup. Assisted by Quinton Stephens.,29,47
18:02,59,Foul on Justin Moore.,29,47
18:01,2582,Shawn Prudhomme made Three Point Jumper. Assisted by Tre'lun Banks.,32,47
17:36,2582,Foul on Patrick Smith.,32,47
17:35,59,Justin Moore missed Layup.,32,47
17:35,59,Justin Moore Offensive Rebound.,32,47
17:20,2582,Foul on Shawn Prudhomme.,32,47
17:11,59,Quinton Stephens missed Layup.,32,47
17:11,2582,Jared Sam Defensive Rebound.,32,47
17:04,2582,Shawn Prudhomme made Three Point Jumper. Assisted by JaMarcus Weatherspoon.,35,47
16:48,59,Corey Heyward Turnover.,35,47
16:48,2582,Tre'lun Banks Steal.,35,47
16:48,59,Foul on Justin Moore.,35,47
16:40,59,Foul on Abdoulaye Gueye.,35,47
16:34,2582,Tre'lun Banks missed Layup.,35,47
16:34,59,Ben Lammers Block.,35,47
16:34,2582,Southern Offensive Rebound.,35,47
16:20,2582,Tre'lun Banks made Jumper.,37,47
16:04,59,Corey Heyward made Three Point Jumper. Assisted by Josh Okogie.,37,50
15:42,2582,Tre'lun Banks Turnover.,37,50
15:42,59,Official TV Timeout,37,50
15:13,59,Abdoulaye Gueye missed Three Point Jumper.,37,50
15:13,2582,JaMarcus Weatherspoon Defensive Rebound.,37,50
15:03,2582,Shawn Prudhomme missed Three Point Jumper.,37,50
15:03,59,Georgia Tech Defensive Rebound.,37,50
14:52,59,Josh Okogie missed Layup.,37,50
14:52,2582,Chris Thomas Defensive Rebound.,37,50
14:38,2582,Jared Sam missed Jumper.,37,50
14:38,2582,Chris Thomas Offensive Rebound.,37,50
14:27,2582,Tre'lun Banks made Jumper.,39,50
14:13,59,Josh Okogie missed Layup.,39,50
14:13,2582,Jared Sam Block.,39,50
14:13,59,Georgia Tech Offensive Rebound.,39,50
14:00,59,Josh Okogie missed Jumper.,39,50
14:00,59,Ben Lammers Offensive Rebound.,39,50
13:49,59,Tadric Jackson made Layup.,39,52
13:49,2582,Foul on JaMarcus Weatherspoon.,39,52
13:49,59,Tadric Jackson made Free Throw.,39,53
13:42,2582,JaMarcus Weatherspoon missed Layup.,39,53
13:42,59,Ben Lammers Block.,39,53
13:40,2582,JaMarcus Weatherspoon Offensive Rebound.,39,53
13:38,2582,JaMarcus Weatherspoon missed Jumper.,39,53
13:38,59,Quinton Stephens Defensive Rebound.,39,53
13:35,2582,Foul on Tre'lun Banks.,39,53
13:30,2582,Foul on Shawn Prudhomme.,39,53
13:27,59,Ben Lammers made Jumper. Assisted by Josh Okogie.,39,55
12:50,2582,JaMarcus Weatherspoon missed Layup.,39,55
12:50,59,Ben Lammers Block.,39,55
12:48,59,Ben Lammers Defensive Rebound.,39,55
12:43,59,Quinton Stephens Turnover.,39,55
12:39,2582,Chris Thomas missed Layup.,39,55
12:39,59,Ben Lammers Block.,39,55
12:38,2582,Southern Deadball Team Rebound.,39,55
12:38,59,Foul on Tadric Jackson.,39,55
12:28,2582,Patrick Smith missed Layup.,39,55
12:28,59,Christian Matthews Block.,39,55
12:27,2582,Jared Sam Offensive Rebound.,39,55
12:25,2582,Jared Sam missed Layup.,39,55
12:25,2582,JaMarcus Weatherspoon Offensive Rebound.,39,55
12:23,59,Foul on Ben Lammers.,39,55
12:23,2582,JaMarcus Weatherspoon missed Free Throw.,39,55
12:23,2582,Southern Deadball Team Rebound.,39,55
12:23,2582,JaMarcus Weatherspoon made Free Throw.,40,55
12:07,59,Tadric Jackson made Jumper.,40,57
11:59,2582,Chris Thomas missed Jumper.,40,57
11:59,2582,Southern Offensive Rebound.,40,57
11:56,59,Official TV Timeout,40,57
11:32,2582,Josh Robinson missed Three Point Jumper.,40,57
11:32,59,Tadric Jackson Defensive Rebound.,40,57
11:25,2582,Foul on Josh Robinson.,40,57
11:25,59,Tadric Jackson missed Free Throw.,40,57
11:25,59,Georgia Tech Deadball Team Rebound.,40,57
11:25,59,Tadric Jackson missed Free Throw.,40,57
11:25,2582,Patrick Smith Defensive Rebound.,40,57
11:17,59,Foul on Christian Matthews.,40,57
11:08,2582,Patrick Smith missed Jumper.,40,57
11:08,59,Ben Lammers Block.,40,57
11:06,2582,Southern Offensive Rebound.,40,57
10:40,2582,Chris Thomas made Three Point Jumper. Assisted by Josh Robinson.,43,57
10:28,59,Tadric Jackson missed Jumper.,43,57
10:28,2582,Jared Sam Defensive Rebound.,43,57
9:57,2582,Josh Robinson made Three Point Jumper.,46,57
9:43,59,Christian Matthews missed Layup.,46,57
9:43,2582,Chris Thomas Defensive Rebound.,46,57
9:24,2582,Chris Thomas missed Three Point Jumper.,46,57
9:24,59,Corey Heyward Defensive Rebound.,46,57
9:14,59,Georgia Tech  Timeout,46,57
9:14,59,Official TV Timeout,46,57
9:02,59,Quinton Stephens missed Three Point Jumper.,46,57
9:02,59,Abdoulaye Gueye Offensive Rebound.,46,57
8:32,59,Abdoulaye Gueye missed Three Point Jumper.,46,57
8:32,2582,Southern Defensive Rebound.,46,57
8:06,2582,Josh Robinson missed Three Point Jumper.,46,57
8:06,59,Quinton Stephens Defensive Rebound.,46,57
7:47,59,Josh Okogie missed Jumper.,46,57
7:47,59,Ben Lammers Offensive Rebound.,46,57
7:42,59,Ben Lammers missed Jumper.,46,57
7:42,2582,Tre'lun Banks Defensive Rebound.,46,57
7:35,2582,Tre'lun Banks made Jumper.,48,57
7:05,59,Abdoulaye Gueye missed Jumper.,48,57
7:05,2582,Jared Sam Defensive Rebound.,48,57
6:57,2582,Shawn Prudhomme made Layup. Assisted by Tre'lun Banks.,50,57
6:32,59,Josh Okogie missed Jumper.,50,57
6:32,59,Josh Okogie Offensive Rebound.,50,57
6:30,59,Josh Okogie made Two Point Tip Shot.,50,59
6:22,59,Foul on Corey Heyward.,50,59
6:22,59,Official TV Timeout,50,59
6:22,2582,Tre'lun Banks made Free Throw.,51,59
6:22,2582,Tre'lun Banks made Free Throw.,52,59
6:11,59,Ben Lammers made Layup.,52,61
6:11,2582,Foul on Jared Sam.,52,61
6:11,59,Ben Lammers made Free Throw.,52,62
5:53,2582,Chris Thomas Offensive Rebound.,52,62
5:53,2582,Jared Sam missed Layup.,52,62
5:51,2582,Chris Thomas made Layup.,54,62
5:35,2582,Foul on Chris Thomas.,54,62
5:35,59,Quinton Stephens made Free Throw.,54,63
5:35,59,Quinton Stephens made Free Throw.,54,64
5:23,59,Foul on Quinton Stephens.,54,64
5:23,59,Foul on Quinton Stephens.,54,64
5:23,2582,Shawn Prudhomme missed Free Throw.,54,64
5:23,2582,Southern Deadball Team Rebound.,54,64
5:23,2582,Shawn Prudhomme made Free Throw.,55,64
5:18,2582,Foul on Shawn Prudhomme.,55,64
5:18,59,Josh Okogie missed Free Throw.,55,64
5:18,59,Georgia Tech Deadball Team Rebound.,55,64
5:18,59,Josh Okogie missed Free Throw.,55,64
5:18,59,Ben Lammers Offensive Rebound.,55,64
5:10,2582,Foul on Tre'lun Banks.,55,64
5:10,59,Quinton Stephens missed Free Throw.,55,64
5:10,59,Georgia Tech Deadball Team Rebound.,55,64
5:10,59,Quinton Stephens made Free Throw.,55,65
4:52,2582,Tre'lun Banks made Three Point Jumper. Assisted by Shawn Prudhomme.,58,65
4:23,59,Ben Lammers missed Jumper.,58,65
4:23,2582,Chris Thomas Defensive Rebound.,58,65
4:13,2582,Patrick Smith missed Three Point Jumper.,58,65
4:13,59,Ben Lammers Defensive Rebound.,58,65
4:06,59,Josh Okogie missed Free Throw.,58,65
4:06,2582,Foul on Patrick Smith.,58,65
4:06,59,Georgia Tech Deadball Team Rebound.,58,65
4:06,59,Josh Okogie made Free Throw.,58,66
3:52,2582,Jared Sam missed Jumper.,58,66
3:52,59,Ben Lammers Block.,58,66
3:50,59,Ben Lammers Defensive Rebound.,58,66
3:45,2582,Foul on Patrick Smith.,58,66
3:45,59,Official TV Timeout,58,66
3:45,59,Quinton Stephens made Free Throw.,58,67
3:45,59,Quinton Stephens made Free Throw.,58,68
3:23,59,Foul on Ben Lammers.,58,68
3:23,2582,Jared Sam made Free Throw.,59,68
3:23,2582,Jared Sam made Free Throw.,60,68
3:04,59,Ben Lammers made Dunk. Assisted by Quinton Stephens.,60,70
2:43,2582,Chris Thomas missed Jumper.,60,70
2:43,59,Tadric Jackson Defensive Rebound.,60,70
2:34,59,Ben Lammers Turnover.,60,70
2:18,2582,JaMarcus Weatherspoon missed Jumper.,60,70
2:18,59,Tadric Jackson Block.,60,70
2:16,59,Tadric Jackson Defensive Rebound.,60,70
2:13,59,Josh Okogie missed Layup.,60,70
2:13,59,Tadric Jackson Offensive Rebound.,60,70
2:11,59,Tadric Jackson made Two Point Tip Shot.,60,72
2:08,2582,Patrick Smith Turnover.,60,72
2:08,59,Josh Okogie Steal.,60,72
2:07,2582,Foul on Patrick Smith.,60,72
2:07,59,Josh Okogie made Free Throw.,60,73
2:07,59,Josh Okogie made Free Throw.,60,74
1:58,2582,Tre'lun Banks made Jumper.,62,74
1:37,2582,Foul on Jared Sam.,62,74
1:37,59,Tadric Jackson missed Free Throw.,62,74
1:37,59,Georgia Tech Deadball Team Rebound.,62,74
1:37,59,Tadric Jackson missed Free Throw.,62,74
1:37,2582,Chris Thomas Defensive Rebound.,62,74
1:28,2582,Tre'lun Banks missed Jumper.,62,74
1:28,59,Tadric Jackson Defensive Rebound.,62,74
1:21,59,Quinton Stephens made Layup. Assisted by Tadric Jackson.,62,76
1:00,2582,Shawn Prudhomme missed Jumper.,62,76
1:00,59,Ben Lammers Defensive Rebound.,62,76
0:53,59,Georgia Tech  Timeout,62,76
0:27,59,Jodan Price missed Three Point Jumper.,62,76
0:27,2582,Chris Thomas Defensive Rebound.,62,76
0:17,2582,Josh Robinson Turnover.,62,76
0:14,2582,Foul on Shawn Prudhomme.,62,76
0:14,59,Christian Matthews missed Free Throw.,62,76
0:14,59,Georgia Tech Deadball Team Rebound.,62,76
0:14,59,Christian Matthews made Free Throw.,62,77
0:06,2582,Josh Robinson missed Three Point Jumper.,62,77
0:06,2582,Brandon Bolden Offensive Rebound.,62,77
0:05,59,Foul on Sylvester Ogbonda.,62,77
0:05,2582,Brandon Bolden missed Free Throw.,62,77
0:05,2582,Southern Deadball Team Rebound.,62,77
0:05,2582,Brandon Bolden missed Free Throw.,62,77
0:05,59,Sylvester Ogbonda Defensive Rebound.,62,77
0:00,59,End of Game,62,77
