UC Riverside,25,California,27
6:44,25,Official TV Timeout,23,15
6:41,27,Ryker Pierce made Three Point Jumper. Assisted by Dikymbe Martin.,26,15
6:19,25,Nick Hamilton Turnover.,26,15
5:54,27,Ryker Pierce made Three Point Jumper. Assisted by Dikymbe Martin.,29,15
5:53,25,Foul on Nick Hamilton.,29,15
5:53,27,Idy Diallo made Free Throw.,30,15
5:53,27,Idy Diallo made Free Throw.,31,15
5:32,25,Don Coleman missed Jumper.,31,15
5:32,27,UC Riverside Defensive Rebound.,31,15
5:21,27,Brandon Rosser missed Dunk.,31,15
5:21,25,Marcus Lee Block.,31,15
5:17,27,Ryker Pierce Offensive Rebound.,31,15
5:16,27,Ryker Pierce missed Jumper.,31,15
5:15,25,Marcus Lee Block.,31,15
5:14,25,Grant Anticevich Defensive Rebound.,31,15
5:06,27,Foul on Idy Diallo.,31,15
5:06,25,Don Coleman made Free Throw.,31,16
5:06,25,Don Coleman made Free Throw.,31,17
5:00,27,Brandon Rosser made Three Point Jumper. Assisted by Dikymbe Martin.,34,17
4:39,25,Darius McNeill missed Three Point Jumper.,34,17
4:39,27,Chance Murray Defensive Rebound.,34,17
4:15,27,Foul on Idy Diallo.,34,17
4:15,27,Idy Diallo Turnover.,34,17
3:54,25,Marcus Lee missed Jumper.,34,17
3:54,27,Brandon Rosser Defensive Rebound.,34,17
3:25,27,Dominick Pickett Turnover.,34,17
3:17,25,Darius McNeill missed Jumper.,34,17
3:17,27,Alex Larsson Defensive Rebound.,34,17
3:09,27,Ryker Pierce missed Three Point Jumper.,34,17
3:09,25,Justice Sueing Defensive Rebound.,34,17
3:01,25,Don Coleman missed Jumper.,34,17
3:01,27,Dikymbe Martin Defensive Rebound.,34,17
2:54,27,Dikymbe Martin missed Layup.,34,17
2:54,25,Nick Hamilton Defensive Rebound.,34,17
2:45,25,Justice Sueing missed Jumper.,34,17
2:45,27,UC Riverside Deadball Team Rebound.,34,17
2:43,25,Foul on Marcus Lee.,34,17
2:43,25,Official TV Timeout,34,17
2:43,27,Ryker Pierce made Free Throw.,35,17
2:43,27,Ryker Pierce made Free Throw.,36,17
2:28,25,Don Coleman missed Jumper.,36,17
2:28,27,Alex Larsson Defensive Rebound.,36,17
2:13,27,Alex Larsson made Jumper. Assisted by Dikymbe Martin.,38,17
2:03,25,Austin McCullough missed Three Point Jumper.,38,17
2:03,27,Dikymbe Martin Defensive Rebound.,38,17
1:38,27,Alex Larsson made Jumper.,40,17
1:09,27,Foul on Brandon Rosser.,40,17
1:09,25,Justice Sueing made Free Throw.,40,18
1:09,25,Justice Sueing made Free Throw.,40,19
0:55,27,Dikymbe Martin Turnover.,40,19
0:55,25,Grant Anticevich Steal.,40,19
0:42,25,Grant Anticevich missed Three Point Jumper.,40,19
0:42,27,Chance Murray Defensive Rebound.,40,19
0:33,27,UC Riverside  Timeout,40,19
0:17,27,Dikymbe Martin missed Layup.,40,19
0:17,27,Alex Larsson Offensive Rebound.,40,19
0:14,27,Alex Larsson missed Two Point Tip Shot.,40,19
0:14,25,Darius McNeill Defensive Rebound.,40,19
0:08,25,Austin McCullough missed Three Point Jumper.,40,19
0:08,25,Don Coleman Offensive Rebound.,40,19
0:04,25,Don Coleman made Jumper.,40,21
0:00,25,End of 1st half,40,21
19:36,27,Alex Larsson missed Jumper.,40,21
19:36,25,Kingsley Okoroh Block.,40,21
19:35,25,Kingsley Okoroh Defensive Rebound.,40,21
19:26,27,Foul on Brandon Rosser.,40,21
19:23,25,Kingsley Okoroh missed Jumper.,40,21
19:23,27,Dominick Pickett Defensive Rebound.,40,21
18:57,27,Menno Dijkstra missed Three Point Jumper.,40,21
18:57,25,Darius McNeill Defensive Rebound.,40,21
18:37,25,Justice Sueing Turnover.,40,21
18:35,27,Dominick Pickett Steal.,40,21
18:25,27,Alex Larsson missed Jumper.,40,21
18:25,25,Kingsley Okoroh Block.,40,21
18:23,27,Dikymbe Martin Offensive Rebound.,40,21
18:21,27,Dikymbe Martin missed Jumper.,40,21
18:21,25,Marcus Lee Defensive Rebound.,40,21
18:15,25,Don Coleman made Layup. Assisted by Darius McNeill.,40,23
18:15,27,Foul on Chance Murray.,40,23
18:15,25,Don Coleman made Free Throw.,40,24
17:48,27,Menno Dijkstra missed Three Point Jumper.,40,24
17:48,27,UC Riverside Offensive Rebound.,40,24
17:30,27,Chance Murray missed Jumper.,40,24
17:30,25,Justice Sueing Defensive Rebound.,40,24
17:23,25,Kingsley Okoroh Turnover.,40,24
17:22,27,Dikymbe Martin Steal.,40,24
17:16,27,Menno Dijkstra missed Jumper.,40,24
17:16,27,Menno Dijkstra Offensive Rebound.,40,24
17:12,27,Menno Dijkstra made Layup.,42,24
17:10,27,UC Riverside  Timeout,42,24
16:54,25,Justice Sueing missed Jumper.,42,24
16:54,25,Kingsley Okoroh Offensive Rebound.,42,24
16:51,27,Foul on Alex Larsson.,42,24
16:51,25,Kingsley Okoroh missed Free Throw.,42,24
16:51,25,California Deadball Team Rebound.,42,24
16:51,25,Kingsley Okoroh missed Free Throw.,42,24
16:51,27,Alex Larsson Defensive Rebound.,42,24
16:37,27,Menno Dijkstra missed Three Point Jumper.,42,24
16:37,25,Kingsley Okoroh Defensive Rebound.,42,24
16:28,25,Foul on Marcus Lee.,42,24
16:28,25,Marcus Lee Turnover.,42,24
16:07,27,Chance Murray missed Jumper.,42,24
16:07,25,Kingsley Okoroh Defensive Rebound.,42,24
16:00,25,Don Coleman missed Jumper.,42,24
16:00,25,Kingsley Okoroh Offensive Rebound.,42,24
15:55,27,Foul on Ryker Pierce.,42,24
15:55,25,Official TV Timeout,42,24
15:27,25,Don Coleman missed Three Point Jumper.,42,24
15:27,27,Chance Murray Defensive Rebound.,42,24
14:59,27,Dikymbe Martin made Layup.,44,24
14:46,25,Don Coleman made Layup.,44,26
14:30,27,Dikymbe Martin Turnover.,44,26
14:29,25,Justice Sueing Steal.,44,26
14:27,27,Foul on Menno Dijkstra.,44,26
14:27,25,Don Coleman missed Free Throw.,44,26
14:27,25,California Deadball Team Rebound.,44,26
14:27,25,Don Coleman made Free Throw.,44,27
14:11,27,Ryker Pierce missed Three Point Jumper.,44,27
14:11,27,Alex Larsson Offensive Rebound.,44,27
14:06,27,Ryker Pierce missed Layup.,44,27
14:06,27,Menno Dijkstra Offensive Rebound.,44,27
14:03,27,Menno Dijkstra missed Jumper.,44,27
14:03,25,Kingsley Okoroh Defensive Rebound.,44,27
13:58,27,Foul on Alex Larsson.,44,27
13:58,27,Foul on Dominick Pickett.,44,27
13:58,25,Justice Sueing made Free Throw.,44,28
13:58,25,Justice Sueing made Free Throw.,44,29
13:56,25,Foul on Justice Sueing.,44,29
13:49,27,Foul on Dikymbe Martin.,44,29
13:49,27,Dikymbe Martin Turnover.,44,29
13:42,25,Don Coleman made Layup.,44,31
13:25,27,Chance Murray made Jumper.,46,31
13:25,25,Foul on Justice Sueing.,46,31
13:25,27,Chance Murray made Free Throw.,47,31
13:14,25,Don Coleman made Three Point Jumper.,47,34
12:51,27,Chance Murray missed Jumper.,47,34
12:51,25,Don Coleman Defensive Rebound.,47,34
12:48,25,Don Coleman missed Layup.,47,34
12:48,27,Dikymbe Martin Defensive Rebound.,47,34
12:37,25,Foul on Kingsley Okoroh.,47,34
12:37,27,Brandon Rosser made Free Throw.,48,34
12:37,27,Brandon Rosser missed Free Throw.,48,34
12:37,25,Grant Anticevich Defensive Rebound.,48,34
12:24,25,Darius McNeill made Three Point Jumper. Assisted by Justice Sueing.,48,37
12:09,27,Dominick Pickett Turnover.,48,37
12:09,25,Justice Sueing Steal.,48,37
12:08,25,Foul on Don Coleman.,48,37
12:08,25,Technical Foul on Don Coleman.,48,37
12:08,27,Foul on Brandon Rosser.,48,37
12:08,25,Justice Sueing made Free Throw.,48,38
12:08,25,Justice Sueing made Free Throw.,48,39
12:08,27,Ryker Pierce missed Free Throw.,48,39
12:08,27,UC Riverside Deadball Team Rebound.,48,39
12:08,27,Ryker Pierce made Free Throw.,49,39
11:50,27,Alex Larsson made Layup. Assisted by Chance Murray.,51,39
11:37,25,Don Coleman missed Jumper.,51,39
11:37,27,Brandon Rosser Defensive Rebound.,51,39
11:28,27,Alex Larsson missed Jumper.,51,39
11:28,27,Chance Murray Offensive Rebound.,51,39
11:26,27,Chance Murray missed Three Point Jumper.,51,39
11:26,27,Idy Diallo Offensive Rebound.,51,39
11:23,27,Idy Diallo made Layup.,53,39
10:59,27,Foul on Idy Diallo.,53,39
10:59,25,Official TV Timeout,53,39
10:59,25,Marcus Lee made Free Throw.,53,40
10:59,25,Marcus Lee missed Free Throw.,53,40
10:59,27,Alex Larsson Defensive Rebound.,53,40
10:37,27,Dikymbe Martin made Three Point Jumper. Assisted by Dominick Pickett.,56,40
10:25,25,Don Coleman missed Three Point Jumper.,56,40
10:25,25,Marcus Lee Offensive Rebound.,56,40
10:21,25,Justice Sueing made Layup. Assisted by Marcus Lee.,56,42
10:10,27,Dikymbe Martin Turnover.,56,42
10:01,27,Foul on Alex Larsson.,56,42
10:01,25,Kingsley Okoroh missed Free Throw.,56,42
10:01,25,California Deadball Team Rebound.,56,42
10:01,25,Kingsley Okoroh missed Free Throw.,56,42
10:01,27,Idy Diallo Defensive Rebound.,56,42
9:38,27,Dikymbe Martin missed Jumper.,56,42
9:38,25,Kingsley Okoroh Defensive Rebound.,56,42
9:30,25,Justice Sueing missed Jumper.,56,42
9:30,27,Dominick Pickett Defensive Rebound.,56,42
9:08,27,Idy Diallo missed Jumper.,56,42
9:08,25,Kingsley Okoroh Defensive Rebound.,56,42
9:00,27,Foul on Menno Dijkstra.,56,42
9:00,25,Don Coleman missed Free Throw.,56,42
9:00,25,California Deadball Team Rebound.,56,42
9:00,25,Don Coleman made Free Throw.,56,43
8:35,27,Chance Murray missed Jumper.,56,43
8:35,27,Idy Diallo Offensive Rebound.,56,43
8:22,27,Dikymbe Martin missed Layup.,56,43
8:22,25,Kingsley Okoroh Block.,56,43
8:21,27,Dikymbe Martin Offensive Rebound.,56,43
8:16,27,Dikymbe Martin made Jumper.,58,43
8:13,27,Foul on Menno Dijkstra.,58,43
8:13,25,Don Coleman made Free Throw.,58,44
8:13,25,Don Coleman missed Free Throw.,58,44
8:13,27,Chance Murray Defensive Rebound.,58,44
7:53,27,Dominick Pickett made Jumper. Assisted by Idy Diallo.,60,44
7:47,25,Official TV Timeout,60,44
7:38,25,Don Coleman made Layup.,60,46
7:12,27,Chance Murray made Jumper.,62,46
6:54,25,Don Coleman missed Jumper.,62,46
6:54,27,Chance Murray Defensive Rebound.,62,46
6:37,27,Chance Murray Turnover.,62,46
6:33,25,Deschon Winston missed Jumper.,62,46
6:33,25,Kingsley Okoroh Offensive Rebound.,62,46
6:24,27,Foul on James Jackson.,62,46
6:24,25,Kingsley Okoroh made Free Throw.,62,47
6:24,25,Kingsley Okoroh made Free Throw.,62,48
5:57,27,Chance Murray missed Jumper.,62,48
5:57,25,Kingsley Okoroh Block.,62,48
5:55,25,Don Coleman Defensive Rebound.,62,48
5:52,27,Foul on Idy Diallo.,62,48
5:52,25,Don Coleman missed Free Throw.,62,48
5:52,25,California Deadball Team Rebound.,62,48
5:52,25,Don Coleman missed Free Throw.,62,48
5:52,27,Alex Larsson Defensive Rebound.,62,48
5:32,27,Chance Murray missed Three Point Jumper.,62,48
5:32,27,Brandon Rosser Offensive Rebound.,62,48
5:21,27,Alex Larsson missed Layup.,62,48
5:21,25,Kingsley Okoroh Block.,62,48
5:18,25,Kingsley Okoroh Defensive Rebound.,62,48
5:14,25,Don Coleman missed Layup.,62,48
5:14,25,Marcus Lee Offensive Rebound.,62,48
5:11,25,Marcus Lee made Dunk.,62,50
5:00,27,UC Riverside  Timeout,62,50
4:44,27,Dikymbe Martin Turnover.,62,50
4:36,25,Justice Sueing made Layup.,62,52
4:36,27,Foul on Brandon Rosser.,62,52
4:36,25,Justice Sueing made Free Throw.,62,53
4:20,27,Menno Dijkstra Turnover.,62,53
4:20,25,Justice Sueing Steal.,62,53
4:14,25,Don Coleman missed Jumper.,62,53
4:14,27,Dikymbe Martin Defensive Rebound.,62,53
3:52,27,Dikymbe Martin missed Jumper.,62,53
3:52,25,Marcus Lee Defensive Rebound.,62,53
3:43,25,Deschon Winston missed Layup.,62,53
3:43,27,Alex Larsson Defensive Rebound.,62,53
3:14,27,Dominick Pickett missed Three Point Jumper.,62,53
3:14,25,Justice Sueing Defensive Rebound.,62,53
3:05,27,Foul on Dominick Pickett.,62,53
3:05,25,Official TV Timeout,62,53
3:05,25,Don Coleman missed Free Throw.,62,53
3:05,25,California Deadball Team Rebound.,62,53
3:05,25,Don Coleman missed Free Throw.,62,53
3:05,27,Alex Larsson Defensive Rebound.,62,53
2:49,27,Dikymbe Martin made Jumper.,64,53
2:42,25,Darius McNeill missed Layup.,64,53
2:42,25,Kingsley Okoroh Offensive Rebound.,64,53
2:39,25,Kingsley Okoroh missed Jumper.,64,53
2:39,27,Dikymbe Martin Defensive Rebound.,64,53
2:28,25,Foul on Darius McNeill.,64,53
2:19,27,Dominick Pickett made Three Point Jumper. Assisted by Dikymbe Martin.,67,53
2:00,25,Justice Sueing missed Three Point Jumper.,67,53
2:00,25,Marcus Lee Offensive Rebound.,67,53
1:56,27,Foul on Menno Dijkstra.,67,53
1:56,25,Marcus Lee missed Free Throw.,67,53
1:56,25,California Deadball Team Rebound.,67,53
1:56,25,Marcus Lee made Free Throw.,67,54
1:49,27,Alex Larsson made Dunk. Assisted by Chance Murray.,69,54
1:48,27,Technical Foul on Alex Larsson.,69,54
1:48,25,Don Coleman made Free Throw.,69,55
1:48,25,California  Timeout,69,55
1:38,25,Don Coleman made Jumper.,69,57
1:28,25,Foul on Justice Sueing.,69,57
1:28,27,James Jackson missed Free Throw.,69,57
1:28,25,Kingsley Okoroh Defensive Rebound.,69,57
1:19,25,Don Coleman Turnover.,69,57
1:19,27,Chance Murray Steal.,69,57
1:17,25,Foul on Don Coleman.,69,57
1:17,27,Chance Murray missed Free Throw.,69,57
1:17,25,Marcus Lee Defensive Rebound.,69,57
1:08,25,Darius McNeill missed Jumper.,69,57
1:08,27,Alex Larsson Defensive Rebound.,69,57
1:04,25,Foul on Justice Sueing.,69,57
1:04,27,Alex Larsson made Free Throw.,70,57
1:04,27,Alex Larsson missed Free Throw.,70,57
1:04,25,Marcus Lee Defensive Rebound.,70,57
0:54,25,Don Coleman missed Jumper.,70,57
0:54,27,James Jackson Defensive Rebound.,70,57
0:49,25,Foul on Marcus Lee.,70,57
0:49,27,James Jackson missed Free Throw.,70,57
0:49,27,UC Riverside Deadball Team Rebound.,70,57
0:49,27,James Jackson missed Free Throw.,70,57
0:49,25,Kingsley Okoroh Defensive Rebound.,70,57
0:39,25,Don Coleman made Three Point Jumper.,70,60
0:34,25,Foul on Kingsley Okoroh.,70,60
0:34,27,Dikymbe Martin made Free Throw.,71,60
0:34,27,Dikymbe Martin made Free Throw.,72,60
0:32,25,Don Coleman missed Three Point Jumper.,72,60
0:32,25,Marcus Lee Offensive Rebound.,72,60
0:28,25,Marcus Lee made Dunk.,72,62
0:27,25,Foul on Austin McCullough.,72,62
0:27,27,Dikymbe Martin missed Free Throw.,72,62
0:27,27,UC Riverside Deadball Team Rebound.,72,62
0:27,27,Dikymbe Martin made Free Throw.,73,62
0:22,27,Foul on Alex Larsson.,73,62
0:22,25,Don Coleman made Free Throw.,73,63
0:22,25,Don Coleman made Free Throw.,73,64
0:17,25,Foul on Austin McCullough.,73,64
0:17,27,Chance Murray made Free Throw.,74,64
0:17,27,Chance Murray missed Free Throw.,74,64
0:17,25,Kingsley Okoroh Defensive Rebound.,74,64
0:10,25,Marcus Lee made Jumper. Assisted by Don Coleman.,74,66
0:10,27,Foul on James Jackson.,74,66
0:10,25,Marcus Lee missed Free Throw.,74,66
0:10,27,Chance Murray Defensive Rebound.,74,66
0:00,25,End of Game,74,66
