Edward Waters,Error,Florida Atlantic,2226
14:40,2226,Jailyn Ingram made Free Throw.,29,67
14:17,-1,Deatry Lang Turnover.,29,67
14:12,-1,Edward Waters College Fla  Timeout,29,67
14:04,2226,Payton Hulsey made Layup.,29,69
13:32,-1,Charles-Eddie Smith missed Jumper.,29,69
13:32,2226,Gerdarius Troutman Defensive Rebound.,29,69
13:12,2226,Simeon Lepichev missed Three Point Jumper.,29,69
13:12,-1,Charles-Eddie Smith Defensive Rebound.,29,69
12:59,-1,Prince Braymen Turnover.,29,69
12:57,2226,Je'Quan Perry Steal.,29,69
12:52,2226,Payton Hulsey Turnover.,29,69
12:50,-1,Prince Braymen Steal.,29,69
12:48,-1,Charles-Eddie Smith made Three Point Jumper. Assisted by Alex Thomas.,32,69
12:36,2226,Gerdarius Troutman missed Jumper.,32,69
12:36,-1,Rasaad Morgan Defensive Rebound.,32,69
12:20,-1,Prince Braymen missed Jumper.,32,69
12:20,2226,Ronald Delph Defensive Rebound.,32,69
12:02,2226,Payton Hulsey made Jumper.,32,71
11:49,-1,Prince Braymen missed Layup.,32,71
11:49,2226,Gerdarius Troutman Defensive Rebound.,32,71
11:28,2226,Justin Massey missed Three Point Jumper.,32,71
11:28,-1,Rasaad Morgan Defensive Rebound.,32,71
11:13,-1,Charles-Eddie Smith missed Three Point Jumper.,32,71
11:13,2226,Ronald Delph Defensive Rebound.,32,71
10:52,2226,Gerdarius Troutman missed Three Point Jumper.,32,71
10:52,2226,Ronald Delph Offensive Rebound.,32,71
10:46,2226,Ronald Delph missed Jumper.,32,71
10:46,-1,Rasaad Morgan Defensive Rebound.,32,71
10:39,-1,Charles-Eddie Smith missed Three Point Jumper.,32,71
10:39,2226,Gerdarius Troutman Defensive Rebound.,32,71
10:29,2226,Florida Atlantic  Timeout,32,71
10:12,2226,Anthony Adger made Three Point Jumper. Assisted by Jailyn Ingram.,32,74
9:40,2226,Foul on Amir Smith.,32,74
9:40,-1,Rasaad Morgan made Free Throw.,33,74
9:40,-1,Rasaad Morgan missed Free Throw.,33,74
9:40,2226,Devorious Brown Defensive Rebound.,33,74
9:20,2226,Jailyn Ingram missed Layup.,33,74
9:20,-1,Rasaad Morgan Block.,33,74
9:18,-1,Rasaad Morgan Defensive Rebound.,33,74
9:09,-1,Rasaad Morgan made Jumper.,35,74
8:43,2226,Devorious Brown missed Jumper.,35,74
8:43,-1,Prince Braymen Defensive Rebound.,35,74
8:33,-1,Charles-Eddie Smith made Three Point Jumper. Assisted by Trumell McCrimmon II.,38,74
8:11,2226,Jailyn Ingram missed Three Point Jumper.,38,74
8:11,-1,Prince Braymen Defensive Rebound.,38,74
8:05,-1,Charles-Eddie Smith made Jumper.,40,74
7:37,2226,Official TV Timeout,40,74
7:25,2226,Anthony Adger missed Three Point Jumper.,40,74
7:25,-1,Rasaad Morgan Defensive Rebound.,40,74
7:14,-1,Prince Braymen missed Dunk.,40,74
7:14,2226,Devorious Brown Defensive Rebound.,40,74
7:09,2226,Anthony Adger made Three Point Jumper. Assisted by Devorious Brown.,40,77
6:51,-1,Deatry Lang made Three Point Jumper. Assisted by Trumell McCrimmon II.,43,77
6:28,2226,Jailyn Ingram missed Three Point Jumper.,43,77
6:28,-1,Trumell McCrimmon II Defensive Rebound.,43,77
6:13,-1,Charles-Eddie Smith made Three Point Jumper. Assisted by Prince Braymen.,46,77
5:47,2226,Jailyn Ingram made Jumper. Assisted by Anthony Adger.,46,79
5:38,-1,Charles-Eddie Smith Turnover.,46,79
5:37,2226,Jailyn Ingram Steal.,46,79
5:34,2226,Tre' Maloney made Layup. Assisted by Anthony Adger.,46,81
5:25,2226,Foul on Devorious Brown.,46,81
5:25,-1,Deatry Lang made Free Throw.,47,81
5:25,-1,Deatry Lang made Free Throw.,48,81
5:03,2226,Gerdarius Troutman made Three Point Jumper. Assisted by Payton Hulsey.,48,84
4:49,2226,Foul on William Pfister.,48,84
4:36,-1,Deatry Lang made Three Point Jumper. Assisted by Prince Braymen.,51,84
4:13,2226,Payton Hulsey missed Three Point Jumper.,51,84
4:13,2226,Ronald Delph Offensive Rebound.,51,84
4:04,2226,Ronald Delph Turnover.,51,84
4:02,-1,Rasaad Morgan Steal.,51,84
3:58,-1,Charles-Eddie Smith missed Three Point Jumper.,51,84
3:58,-1,Prince Braymen Offensive Rebound.,51,84
3:56,-1,Prince Braymen made Jumper.,53,84
3:39,2226,Anthony Adger missed Three Point Jumper.,53,84
3:39,-1,Rasaad Morgan Defensive Rebound.,53,84
3:23,-1,Deatry Lang made Three Point Jumper. Assisted by Prince Braymen.,56,84
3:01,2226,Payton Hulsey Turnover.,56,84
2:47,2226,Foul on Simeon Lepichev.,56,84
2:47,-1,Prince Braymen missed Free Throw.,56,84
2:47,-1,Edward Waters College Fla Deadball Team Rebound.,56,84
2:47,-1,Prince Braymen made Free Throw.,57,84
2:25,-1,Foul on Rasaad Morgan.,57,84
2:11,-1,Foul on Rasaad Morgan.,57,84
2:11,2226,Amir Smith missed Free Throw.,57,84
2:11,2226,Amir Smith made Free Throw.,57,85
2:00,2226,Amir Smith missed Layup.,57,85
2:00,2226,Je'Quan Perry Defensive Rebound.,57,85
1:35,2226,Je'Quan Perry made Three Point Jumper. Assisted by Payton Hulsey.,57,88
1:24,-1,Robert Iii Thomas Turnover.,57,88
1:24,2226,Payton Hulsey Steal.,57,88
1:24,2226,Payton Hulsey made Layup.,57,90
1:23,2226,Payton Hulsey made Free Throw.,57,91
1:08,-1,Preston Harvey Turnover.,57,91
0:55,2226,Je'Quan Perry missed Three Point Jumper.,57,91
0:55,-1,Rasaad Morgan Defensive Rebound.,57,91
0:52,2226,Foul on Chisom Obidike.,57,91
0:32,2226,Foul on Devorious Brown.,57,91
0:20,-1,Rasaad Morgan made Layup. Assisted by Liric Chavers.,59,91
0:00,2226,End of Game,60,90
