Milligan,Error,William &amp; Mary,2729
14:28,-1,Alex Biggerstaff missed Three Point Jumper.,0,13
14:28,2729,Paul Rowley Defensive Rebound.,0,13
14:15,2729,Paul Rowley made Layup. Assisted by Greg Malinowski.,0,15
14:15,-1,Foul on Ike Ndulue.,0,15
14:15,2729,Paul Rowley made Free Throw.,0,16
14:08,-1,Ike Ndulue Turnover.,0,16
14:08,-1,Foul on Ike Ndulue.,0,16
13:51,2729,Justin Pierce made Dunk.,0,18
13:50,-1,Milligan  Timeout,0,18
13:38,-1,Daxton Bostian Turnover.,0,18
13:28,2729,Daniel Dixon made Three Point Jumper. Assisted by Paul Rowley.,0,21
13:13,-1,Aaron Levarity made Jumper.,2,21
12:46,2729,Connor Burchfield made Three Point Jumper. Assisted by David Cohn.,2,24
12:33,2729,Foul on David Cohn.,2,24
12:33,-1,Mike Featherston made Free Throw.,3,24
12:33,-1,Mike Featherston missed Free Throw.,3,24
12:33,2729,Justin Pierce Defensive Rebound.,3,24
12:14,-1,Foul on Alex Biggerstaff.,3,24
12:06,2729,Justin Pierce missed Layup.,3,24
12:06,2729,Nathan Knight Offensive Rebound.,3,24
12:02,2729,Connor Burchfield made Layup.,3,26
11:48,2729,Foul on Justin Pierce.,3,26
11:48,2729,Official TV Timeout,3,26
11:48,-1,Tyler Nichols made Free Throw.,4,26
11:48,-1,Tyler Nichols made Free Throw.,5,26
11:33,2729,Connor Burchfield made Three Point Jumper. Assisted by Daniel Dixon.,5,29
11:14,-1,Tyler Nichols made Jumper.,7,29
10:58,2729,Daniel Dixon made Layup. Assisted by Oliver Tot.,7,31
10:48,-1,Mike Featherston missed Jumper.,7,31
10:48,2729,Nathan Knight Block.,7,31
10:47,2729,Nathan Knight Defensive Rebound.,7,31
10:34,2729,Justin Pierce Turnover.,7,31
10:32,-1,Tyler Faulkenberry Steal.,7,31
10:28,-1,Tyler Faulkenberry missed Three Point Jumper.,7,31
10:28,2729,William & Mary Defensive Rebound.,7,31
10:12,2729,Greg Malinowski made Three Point Jumper. Assisted by Daniel Dixon.,7,34
9:56,-1,Aaron Levarity made Three Point Jumper. Assisted by Mike Featherston.,10,34
9:39,2729,Connor Burchfield made Three Point Jumper. Assisted by Daniel Dixon.,10,37
9:20,-1,Aaron Levarity missed Layup.,10,37
9:20,2729,Paul Rowley Defensive Rebound.,10,37
9:14,2729,Oliver Tot Turnover.,10,37
8:54,-1,Will Buckner missed Jumper.,10,37
8:54,2729,Paul Rowley Defensive Rebound.,10,37
8:47,2729,Nathan Knight made Layup. Assisted by Michael Schlotman.,10,39
8:47,-1,Foul on Will Buckner.,10,39
8:47,2729,Nathan Knight made Free Throw.,10,40
8:31,-1,Mike Featherston Turnover.,10,40
8:30,2729,Nathan Knight Steal.,10,40
8:22,2729,Greg Malinowski missed Three Point Jumper.,10,40
8:22,-1,David Casaday Defensive Rebound.,10,40
8:15,-1,Bo Pless missed Three Point Jumper.,10,40
8:15,2729,Nathan Knight Defensive Rebound.,10,40
8:07,2729,Paul Rowley missed Three Point Jumper.,10,40
8:07,-1,Mike Featherston Defensive Rebound.,10,40
7:58,-1,David Casaday made Layup.,12,40
7:38,-1,Foul on Jacob Waldroop.,12,40
7:38,2729,Official TV Timeout,12,40
7:38,2729,Greg Malinowski made Free Throw.,12,41
7:38,2729,Greg Malinowski made Free Throw.,12,42
7:29,-1,David Casaday made Three Point Jumper. Assisted by Mike Featherston.,15,42
7:07,2729,Greg Malinowski made Layup.,15,44
6:58,-1,David Casaday missed Three Point Jumper.,15,44
6:58,2729,Connor Burchfield Defensive Rebound.,15,44
6:39,2729,Justin Pierce missed Jumper.,15,44
6:39,-1,Jacob Waldroop Defensive Rebound.,15,44
6:28,-1,Jacob Waldroop made Layup.,17,44
6:13,2729,Connor Burchfield missed Layup.,17,44
6:13,-1,David Casaday Defensive Rebound.,17,44
6:03,-1,Will Buckner made Jumper.,19,44
6:00,2729,William & Mary  Timeout,19,44
5:32,2729,David Cohn made Three Point Jumper. Assisted by Daniel Dixon.,19,47
5:18,-1,Will Buckner made Layup. Assisted by Jacob Waldroop.,21,47
5:09,2729,Daniel Dixon Turnover.,21,47
4:58,-1,Will Buckner Turnover.,21,47
4:57,2729,David Cohn Steal.,21,47
4:55,2729,David Cohn made Layup.,21,49
4:45,-1,Jacob Waldroop Turnover.,21,49
4:44,2729,Justin Pierce Steal.,21,49
4:41,2729,Daniel Dixon made Layup. Assisted by Justin Pierce.,21,51
4:24,-1,Jacob Waldroop Turnover.,21,51
3:56,2729,Daniel Dixon Turnover.,21,51
3:56,2729,Foul on Daniel Dixon.,21,51
3:56,2729,Official TV Timeout,21,51
3:44,-1,Tyler Nichols Turnover.,21,51
3:44,2729,Daniel Dixon Steal.,21,51
3:40,2729,Nathan Knight made Layup. Assisted by Daniel Dixon.,21,53
3:40,-1,Foul on Tyler Nichols.,21,53
3:40,2729,Nathan Knight made Free Throw.,21,54
3:31,-1,Daxton Bostian Turnover.,21,54
3:28,2729,Connor Burchfield Steal.,21,54
3:27,2729,Justin Pierce made Dunk. Assisted by Connor Burchfield.,21,56
3:10,-1,Daxton Bostian missed Three Point Jumper.,21,56
3:10,-1,Jacob Cawood Offensive Rebound.,21,56
3:02,2729,Foul on Daniel Dixon.,21,56
3:02,-1,Aaron Levarity missed Free Throw.,21,56
3:02,-1,Milligan Deadball Team Rebound.,21,56
3:02,-1,Aaron Levarity missed Free Throw.,21,56
3:02,2729,Justin Pierce Defensive Rebound.,21,56
2:38,2729,Daniel Dixon missed Three Point Jumper.,21,56
2:38,2729,Nathan Knight Offensive Rebound.,21,56
2:35,2729,Nathan Knight made Layup.,21,58
2:29,-1,Daxton Bostian Turnover.,21,58
2:28,2729,Oliver Tot Steal.,21,58
2:02,2729,Connor Burchfield made Three Point Jumper. Assisted by Oliver Tot.,21,61
1:48,-1,Aaron Levarity missed Layup.,21,61
1:48,2729,Justin Pierce Block.,21,61
1:47,2729,Daniel Dixon Defensive Rebound.,21,61
1:30,-1,Foul on David Casaday.,21,61
1:30,2729,Nathan Knight missed Free Throw.,21,61
1:30,-1,Tyler Faulkenberry Defensive Rebound.,21,61
1:13,-1,Tyler Faulkenberry Turnover.,21,61
1:13,2729,Connor Burchfield Steal.,21,61
1:10,-1,Foul on Jacob Cawood.,21,61
1:10,2729,Nathan Knight made Free Throw.,21,62
1:10,2729,Nathan Knight made Free Throw.,21,63
0:53,-1,David Casaday missed Three Point Jumper.,21,63
0:53,2729,Connor Burchfield Defensive Rebound.,21,63
0:43,-1,Foul on David Casaday.,21,63
0:43,2729,Daniel Dixon made Free Throw.,21,64
0:43,2729,Daniel Dixon made Free Throw.,21,65
0:30,2729,Foul on Connor Burchfield.,21,65
0:30,-1,Aaron Levarity made Free Throw.,22,65
0:30,-1,Aaron Levarity made Free Throw.,23,65
0:02,2729,Greg Malinowski missed Jumper.,23,65
0:02,2729,Connor Burchfield Offensive Rebound.,23,65
0:00,2729,Daniel Dixon made Three Point Jumper. Assisted by Connor Burchfield.,23,68
0:00,2729,End of 1st half,23,68
19:47,-1,Bo Pless missed Three Point Jumper.,23,68
19:47,-1,Ike Ndulue Offensive Rebound.,23,68
19:40,-1,Jacob Cawood missed Layup.,23,68
19:40,2729,Nathan Knight Block.,23,68
19:39,-1,Jacob Cawood Offensive Rebound.,23,68
19:33,-1,David Casaday missed Three Point Jumper.,23,68
19:33,-1,Bo Pless Offensive Rebound.,23,68
19:24,-1,David Casaday Turnover.,23,68
19:14,2729,Connor Burchfield made Three Point Jumper. Assisted by David Cohn.,23,71
18:58,-1,Jacob Cawood missed Jumper.,23,71
18:58,2729,Paul Rowley Block.,23,71
18:57,2729,David Cohn Defensive Rebound.,23,71
18:53,-1,Foul on David Casaday.,23,71
18:53,2729,Greg Malinowski missed Free Throw.,23,71
18:53,2729,William & Mary Deadball Team Rebound.,23,71
18:53,2729,Greg Malinowski made Free Throw.,23,72
18:41,-1,Daxton Bostian made Jumper.,25,72
18:19,2729,Nathan Knight missed Layup.,25,72
18:19,-1,Ike Ndulue Block.,25,72
18:18,-1,David Casaday Defensive Rebound.,25,72
18:08,2729,Foul on Greg Malinowski.,25,72
17:42,-1,David Casaday missed Three Point Jumper.,25,72
17:42,2729,Paul Rowley Defensive Rebound.,25,72
17:35,2729,David Cohn missed Three Point Jumper.,25,72
17:35,2729,Paul Rowley Offensive Rebound.,25,72
17:30,-1,Foul on David Casaday.,25,72
17:30,2729,Nathan Knight made Free Throw.,25,73
17:30,2729,Nathan Knight made Free Throw.,25,74
17:25,-1,Daxton Bostian missed Three Point Jumper.,25,74
17:25,-1,Milligan Offensive Rebound.,25,74
17:08,2729,Greg Malinowski Turnover.,25,74
16:58,2729,Paul Rowley missed Three Point Jumper.,25,74
16:58,2729,Nathan Knight Offensive Rebound.,25,74
16:52,2729,Connor Burchfield missed Three Point Jumper.,25,74
16:52,2729,Paul Rowley Offensive Rebound.,25,74
16:47,2729,Paul Rowley Steal.,25,74
16:47,2729,Paul Rowley Turnover.,25,74
16:34,-1,Tyler Nichols made Layup.,27,74
16:05,2729,Greg Malinowski made Layup. Assisted by Paul Rowley.,27,76
16:03,-1,Bo Pless made Three Point Jumper. Assisted by Tyler Nichols.,30,76
15:48,2729,Connor Burchfield made Three Point Jumper. Assisted by Paul Rowley.,30,79
15:34,2729,Foul on Paul Rowley.,30,79
15:34,2729,Official TV Timeout,30,79
15:32,-1,Bo Pless missed Three Point Jumper.,30,79
15:32,2729,Nathan Knight Defensive Rebound.,30,79
15:21,2729,Greg Malinowski missed Layup.,30,79
15:21,-1,Bo Pless Defensive Rebound.,30,79
14:56,-1,Tyler Nichols missed Jumper.,30,79
14:56,2729,Greg Malinowski Defensive Rebound.,30,79
14:38,2729,Daniel Dixon Turnover.,30,79
14:37,-1,Mike Featherston Steal.,30,79
14:29,-1,Daxton Bostian missed Three Point Jumper.,30,79
14:29,-1,Bo Pless Offensive Rebound.,30,79
14:25,2729,Foul on Nathan Knight.,30,79
14:25,-1,Bo Pless made Free Throw.,31,79
14:25,-1,Bo Pless made Free Throw.,32,79
14:11,2729,Daniel Dixon made Layup.,32,81
13:50,-1,Mike Featherston missed Jumper.,32,81
13:50,2729,Omar Prewitt Defensive Rebound.,32,81
13:33,2729,Daniel Dixon Turnover.,32,81
13:32,-1,Daxton Bostian Steal.,32,81
13:28,2729,Foul on Omar Prewitt.,32,81
13:28,-1,Mike Featherston missed Free Throw.,32,81
13:28,-1,Milligan Deadball Team Rebound.,32,81
13:28,-1,Mike Featherston missed Free Throw.,32,81
13:28,2729,Paul Rowley Defensive Rebound.,32,81
13:15,2729,Daniel Dixon made Jumper.,32,83
12:58,-1,Tyler Nichols missed Three Point Jumper.,32,83
12:58,2729,Daniel Dixon Block.,32,83
12:56,-1,Milligan Offensive Rebound.,32,83
12:47,-1,Tyler Nichols missed Jumper.,32,83
12:47,2729,Oliver Tot Block.,32,83
12:46,-1,Tyler Nichols Offensive Rebound.,32,83
12:44,-1,Tyler Nichols made Layup.,34,83
12:38,2729,Justin Pierce missed Three Point Jumper.,34,83
12:38,-1,Will Buckner Defensive Rebound.,34,83
12:27,-1,Tyler Nichols missed Layup.,34,83
12:27,2729,Daniel Dixon Block.,34,83
12:25,2729,Paul Rowley Defensive Rebound.,34,83
12:20,2729,Justin Pierce made Layup.,34,85
11:57,-1,Mike Featherston missed Jumper.,34,85
11:57,2729,Justin Pierce Block.,34,85
11:56,2729,Justin Pierce Defensive Rebound.,34,85
11:44,2729,Paul Rowley made Jumper.,34,87
11:27,2729,Foul on Justin Pierce.,34,87
11:27,2729,Official TV Timeout,34,87
11:27,-1,Mike Featherston made Free Throw.,35,87
11:27,-1,Mike Featherston missed Free Throw.,35,87
11:27,2729,William & Mary Defensive Rebound.,35,87
11:10,2729,Justin Pierce missed Three Point Jumper.,35,87
11:10,-1,Jacob Waldroop Defensive Rebound.,35,87
10:48,-1,Ike Ndulue Turnover.,35,87
10:47,2729,Omar Prewitt Steal.,35,87
10:44,-1,Foul on Aaron Levarity.,35,87
10:44,2729,Omar Prewitt missed Free Throw.,35,87
10:44,2729,William & Mary Deadball Team Rebound.,35,87
10:44,2729,Omar Prewitt missed Free Throw.,35,87
10:44,-1,Ike Ndulue Defensive Rebound.,35,87
10:31,-1,Aaron Levarity Turnover.,35,87
10:30,2729,Omar Prewitt Steal.,35,87
10:28,2729,Justin Pierce Turnover.,35,87
10:26,-1,Tyler Nichols Steal.,35,87
10:22,-1,Tyler Nichols made Layup.,37,87
10:15,2729,Daniel Dixon made Layup.,37,89
9:54,-1,Tyler Nichols made Jumper.,39,89
9:38,2729,Justin Pierce Turnover.,39,89
9:37,-1,Ike Ndulue Steal.,39,89
9:29,-1,Tyler Nichols missed Three Point Jumper.,39,89
9:29,-1,Mike Featherston Offensive Rebound.,39,89
9:27,2729,Foul on Daniel Dixon.,39,89
9:27,-1,Mike Featherston missed Free Throw.,39,89
9:27,-1,Milligan Deadball Team Rebound.,39,89
9:27,-1,Mike Featherston missed Free Throw.,39,89
9:27,2729,Greg Malinowski Defensive Rebound.,39,89
9:18,2729,Connor Burchfield missed Three Point Jumper.,39,89
9:18,-1,Jacob Waldroop Defensive Rebound.,39,89
9:05,-1,Bo Pless made Jumper. Assisted by Tyler Nichols.,41,89
8:45,2729,Greg Malinowski missed Three Point Jumper.,41,89
8:45,-1,Mike Featherston Defensive Rebound.,41,89
8:26,-1,Tyler Nichols missed Layup.,41,89
8:26,2729,Nathan Knight Block.,41,89
8:26,2729,Michael Schlotman Defensive Rebound.,41,89
8:22,-1,Foul on Bo Pless.,41,89
8:22,2729,Oliver Tot made Free Throw.,41,90
8:22,2729,Oliver Tot made Free Throw.,41,91
8:06,-1,Bo Pless made Three Point Jumper. Assisted by Jacob Waldroop.,44,91
7:52,2729,Greg Malinowski made Layup. Assisted by Michael Schlotman.,44,93
7:35,-1,Jacob Cawood missed Layup.,44,93
7:35,2729,Nathan Knight Block.,44,93
7:35,2729,Nathan Knight Defensive Rebound.,44,93
7:26,2729,Greg Malinowski missed Three Point Jumper.,44,93
7:26,-1,Ike Ndulue Defensive Rebound.,44,93
7:07,-1,Jacob Waldroop missed Layup.,44,93
7:07,2729,Michael Schlotman Block.,44,93
7:06,-1,Ike Ndulue Offensive Rebound.,44,93
7:03,-1,Jacob Cawood made Jumper. Assisted by Ike Ndulue.,46,93
6:39,2729,William & Mary  Timeout,46,93
6:33,2729,Connor Burchfield Turnover.,46,93
6:32,-1,David Casaday Steal.,46,93
6:10,-1,Jacob Cawood missed Layup.,46,93
6:10,2729,Nathan Knight Block.,46,93
6:09,2729,Nathan Knight Defensive Rebound.,46,93
6:01,2729,Greg Malinowski made Three Point Jumper. Assisted by Michael Schlotman.,46,96
5:32,-1,Jacob Cawood missed Three Point Jumper.,46,96
5:32,2729,Michael Schlotman Defensive Rebound.,46,96
5:20,2729,Connor Burchfield missed Jumper.,46,96
5:20,-1,Ike Ndulue Defensive Rebound.,46,96
5:13,-1,Bo Pless made Three Point Jumper. Assisted by Jacob Waldroop.,49,96
4:45,2729,Michael Schlotman made Layup. Assisted by Oliver Tot.,49,98
4:26,-1,Jacob Waldroop missed Three Point Jumper.,49,98
4:26,2729,William & Mary Defensive Rebound.,49,98
4:24,2729,Official TV Timeout,49,98
4:09,2729,Justin Pierce made Layup.,49,100
3:58,2729,Foul on Oliver Tot.,49,100
3:58,2729,Official TV Timeout,49,100
3:58,-1,Tyler Nichols missed Free Throw.,49,100
3:58,2729,Paul Rowley Defensive Rebound.,49,100
3:49,2729,Omar Mostafa missed Three Point Jumper.,49,100
3:49,-1,Daxton Bostian Defensive Rebound.,49,100
3:41,-1,Alex Biggerstaff made Three Point Jumper. Assisted by Daxton Bostian.,52,100
3:18,2729,Omar Mostafa Turnover.,52,100
3:18,-1,David Casaday Steal.,52,100
3:14,-1,David Casaday missed Layup.,52,100
3:14,2729,Oliver Tot Defensive Rebound.,52,100
3:10,2729,Justin Pierce made Dunk. Assisted by Oliver Tot.,52,102
2:58,-1,Nathan Hastings missed Three Point Jumper.,52,102
2:58,2729,William & Mary Defensive Rebound.,52,102
2:37,2729,Paul Rowley made Three Point Jumper. Assisted by Omar Mostafa.,52,105
2:29,-1,Aaron Levarity made Layup.,54,105
2:22,2729,Oliver Tot made Layup. Assisted by Michael Schlotman.,54,107
2:22,-1,Foul on Daxton Bostian.,54,107
2:21,2729,Oliver Tot missed Free Throw.,54,107
2:21,-1,Aaron Levarity Defensive Rebound.,54,107
2:17,-1,Daxton Bostian made Three Point Jumper.,57,107
2:16,2729,Paul Rowley made Layup. Assisted by Michael Schlotman.,57,109
2:16,-1,Aaron Levarity made Layup.,59,109
2:14,-1,Foul on Deandre Thomas.,59,109
1:22,2729,Omar Mostafa missed Free Throw.,59,109
1:22,2729,William & Mary Deadball Team Rebound.,59,109
1:22,2729,Omar Mostafa missed Free Throw.,59,109
1:22,-1,Daxton Bostian Defensive Rebound.,59,109
1:12,-1,Alex Biggerstaff missed Three Point Jumper.,59,109
1:12,-1,Milligan Offensive Rebound.,59,109
1:00,-1,Tyler Nichols missed Jumper.,59,109
1:00,2729,Oliver Tot Defensive Rebound.,59,109
0:55,2729,Oliver Tot Turnover.,59,109
0:55,-1,Daxton Bostian Steal.,59,109
0:53,-1,Daxton Bostian missed Three Point Jumper.,59,109
0:53,2729,Michael Schlotman Defensive Rebound.,59,109
0:52,-1,Foul on Aaron Levarity.,59,109
0:52,2729,Michael Schlotman made Free Throw.,59,110
0:52,2729,Michael Schlotman made Free Throw.,59,111
0:43,-1,Alex Biggerstaff missed Three Point Jumper.,59,111
0:43,2729,Justin Pierce Defensive Rebound.,59,111
0:35,2729,Paul Rowley made Dunk. Assisted by Omar Mostafa.,59,113
0:27,-1,Daxton Bostian Turnover.,59,113
0:26,2729,Michael Schlotman Steal.,59,113
0:00,2729,End of Game,59,113
