Delaware,2169,Delaware State,48
13:09,48,Kevin Anderson missed Three Point Jumper.,11,11
13:09,48,Darian Bryant Offensive Rebound.,11,11
13:02,48,Darian Bryant missed Jumper.,11,11
13:02,2169,Simon Okolue Defensive Rebound.,11,11
12:42,48,Foul on Ryan Daly.,11,11
12:38,48,Foul on Darian Bryant.,11,11
12:38,2169,Artem Tavakalyan made Free Throw.,11,12
12:38,2169,Artem Tavakalyan made Free Throw.,11,13
12:19,48,Anthony Mosley made Layup.,13,13
11:58,2169,Kavon Waller made Jumper.,13,15
11:33,48,Kevin Anderson Turnover.,13,15
11:33,2169,Official TV Timeout,13,15
11:26,2169,Foul on Simon Okolue.,13,15
10:58,48,Darian Bryant made Three Point Jumper. Assisted by Ryan Daly.,16,15
10:34,2169,Artem Tavakalyan missed Jumper.,16,15
10:34,2169,Delaware State Offensive Rebound.,16,15
10:33,48,Foul on Eric Carter.,16,15
10:15,2169,Ameer Bennett missed Jumper.,16,15
10:15,48,Anthony Mosley Defensive Rebound.,16,15
10:07,48,Anthony Mosley missed Layup.,16,15
10:07,48,Anthony Mosley Offensive Rebound.,16,15
9:53,48,Eric Carter made Dunk.,18,15
9:25,2169,Saleik Edwards missed Three Point Jumper.,18,15
9:25,48,Eric Carter Defensive Rebound.,18,15
9:09,48,Ryan Allen made Three Point Jumper. Assisted by Darian Bryant.,21,15
8:46,2169,Foul on Ameer Bennett.,21,15
8:46,2169,Ameer Bennett Turnover.,21,15
8:29,48,Kevin Anderson made Three Point Jumper. Assisted by Ryan Daly.,24,15
8:10,2169,Foul on Ameer Bennett.,24,15
8:10,2169,Ameer Bennett Turnover.,24,15
7:58,48,Ryan Allen made Three Point Jumper. Assisted by Kevin Anderson.,27,15
7:37,48,Foul on Ryan Allen.,27,15
7:37,2169,Official TV Timeout,27,15
7:37,2169,Saleik Edwards made Free Throw.,27,16
7:37,2169,Saleik Edwards made Free Throw.,27,17
7:15,2169,Foul on Saleik Edwards.,27,17
7:02,48,Ryan Daly missed Layup.,27,17
7:02,2169,Kavon Waller Defensive Rebound.,27,17
6:32,2169,Joseph Lewis missed Jumper.,27,17
6:32,48,Kevin Anderson Defensive Rebound.,27,17
6:04,48,Anthony Mosley missed Three Point Jumper.,27,17
6:04,2169,Joseph Lewis Defensive Rebound.,27,17
5:56,2169,Kavon Waller missed Layup.,27,17
5:56,2169,Delaware State Offensive Rebound.,27,17
5:35,2169,Joseph Lewis missed Layup.,27,17
5:35,48,Eric Carter Defensive Rebound.,27,17
5:21,48,Darian Bryant made Three Point Jumper. Assisted by Ryan Daly.,30,17
5:01,2169,Saleik Edwards made Layup.,30,19
5:01,48,Foul on Ryan Allen.,30,19
5:01,2169,Saleik Edwards made Free Throw.,30,20
4:41,48,Ryan Daly made Layup.,32,20
4:20,2169,Joseph Lewis missed Jumper.,32,20
4:20,48,Ryan Daly Defensive Rebound.,32,20
4:12,48,Eric Carter missed Layup.,32,20
4:12,2169,Joseph Lewis Block.,32,20
4:10,48,Kevin Anderson Offensive Rebound.,32,20
3:49,48,Kevin Anderson missed Three Point Jumper.,32,20
3:49,2169,Marquis Collins Defensive Rebound.,32,20
3:37,2169,Johquin Wiley missed Three Point Jumper.,32,20
3:37,48,Chyree Walker Defensive Rebound.,32,20
3:11,48,Kevin Anderson missed Three Point Jumper.,32,20
3:11,2169,Delaware State Defensive Rebound.,32,20
3:08,48,Foul on Chyree Walker.,32,20
3:08,2169,Official TV Timeout,32,20
3:08,2169,Marquis Collins made Free Throw.,32,21
3:08,2169,Marquis Collins made Free Throw.,32,22
2:42,48,Kevin Anderson missed Layup.,32,22
2:42,48,Skye Johnson Offensive Rebound.,32,22
2:36,48,Skye Johnson Turnover.,32,22
2:36,2169,Johquin Wiley Steal.,32,22
2:21,2169,Joseph Lewis missed Three Point Jumper.,32,22
2:21,48,Darian Bryant Defensive Rebound.,32,22
2:17,48,Delaware  Timeout,32,22
1:59,48,Chyree Walker Turnover.,32,22
1:43,48,Foul on Chyree Walker.,32,22
1:43,2169,Jonathan Walker made Free Throw.,32,23
1:43,2169,Jonathan Walker made Free Throw.,32,24
1:24,2169,Foul on Jonathan Walker.,32,24
1:24,48,Darian Bryant missed Free Throw.,32,24
1:24,2169,Demola Onifade Defensive Rebound.,32,24
1:01,2169,Jonathan Walker missed Jumper.,32,24
1:01,2169,Artem Tavakalyan Offensive Rebound.,32,24
0:56,2169,Artem Tavakalyan made Layup.,32,26
0:36,48,Ryan Allen missed Three Point Jumper.,32,26
0:36,2169,Delaware State Defensive Rebound.,32,26
0:27,2169,Delaware State  Timeout,32,26
0:05,2169,Jonathan Walker made Jumper.,32,28
0:05,48,Darian Bryant missed Three Point Jumper.,32,28
0:05,48,Delaware Deadball Team Rebound.,32,28
0:00,2169,End of 1st half,32,28
19:51,2169,Artem Tavakalyan missed Jumper.,32,28
19:51,2169,Artem Tavakalyan Offensive Rebound.,32,28
19:49,2169,Artem Tavakalyan Turnover.,32,28
19:37,2169,Foul on Artem Tavakalyan.,32,28
19:29,2169,Foul on Simon Okolue.,32,28
19:29,48,Ryan Daly missed Free Throw.,32,28
19:29,48,Delaware Deadball Team Rebound.,32,28
19:29,48,Ryan Daly made Free Throw.,33,28
19:06,2169,Simon Okolue made Layup. Assisted by Jonathan Walker.,33,30
18:50,48,Delaware  Turnover.,33,30
18:32,2169,Simon Okolue Turnover.,33,30
18:15,48,Chyree Walker missed Jumper.,33,30
18:15,48,Delaware Offensive Rebound.,33,30
18:09,48,Eric Carter made Layup.,35,30
17:54,2169,Kavon Waller missed Jumper.,35,30
17:54,48,Darian Bryant Defensive Rebound.,35,30
17:43,48,Eric Carter Turnover.,35,30
17:29,2169,Kavon Waller missed Jumper.,35,30
17:29,2169,Kavon Waller Offensive Rebound.,35,30
17:25,2169,Jonathan Walker missed Three Point Jumper.,35,30
17:25,48,Eric Carter Defensive Rebound.,35,30
16:59,48,Kevin Anderson Turnover.,35,30
16:42,48,Foul on Darian Bryant.,35,30
16:40,2169,Artem Tavakalyan Turnover.,35,30
16:38,48,Ryan Daly Steal.,35,30
16:36,48,Ryan Daly made Layup.,37,30
16:36,2169,Foul on Kavon Waller.,37,30
16:36,48,Ryan Daly made Free Throw.,38,30
16:25,48,Foul on Ryan Allen.,38,30
16:12,2169,Johquin Wiley missed Jumper.,38,30
16:12,48,Kevin Anderson Defensive Rebound.,38,30
16:00,48,Ryan Daly Turnover.,38,30
15:59,2169,Johquin Wiley Steal.,38,30
15:55,48,Foul on Ryan Allen.,38,30
15:55,2169,Official TV Timeout,38,30
15:49,2169,Johquin Wiley Turnover.,38,30
15:25,48,Darian Bryant missed Three Point Jumper.,38,30
15:25,2169,Artem Tavakalyan Defensive Rebound.,38,30
14:56,2169,Kavon Waller missed Three Point Jumper.,38,30
14:56,48,Anthony Mosley Defensive Rebound.,38,30
14:51,48,Anthony Mosley missed Layup.,38,30
14:51,2169,Delaware State Defensive Rebound.,38,30
14:28,2169,Jonathan Walker made Jumper.,38,32
14:07,48,Foul on Eric Carter.,38,32
14:07,48,Eric Carter Turnover.,38,32
13:46,2169,Artem Tavakalyan missed Jumper.,38,32
13:46,48,Skye Johnson Defensive Rebound.,38,32
13:44,2169,Foul on Simon Okolue.,38,32
13:25,48,Ryan Daly missed Three Point Jumper.,38,32
13:25,2169,Artem Tavakalyan Defensive Rebound.,38,32
13:13,2169,Delaware State  Timeout,38,32
13:02,2169,Artem Tavakalyan missed Three Point Jumper.,38,32
13:02,48,Ryan Daly Defensive Rebound.,38,32
12:31,48,Anthony Mosley Turnover.,38,32
12:07,2169,Kavon Waller missed Three Point Jumper.,38,32
12:07,48,Kevin Anderson Defensive Rebound.,38,32
11:54,2169,Foul on Joseph Lewis.,38,32
11:53,2169,Official TV Timeout,38,32
11:53,48,Skye Johnson missed Free Throw.,38,32
11:53,48,Delaware Deadball Team Rebound.,38,32
11:53,48,Skye Johnson made Free Throw.,39,32
11:36,2169,Foul on Joseph Lewis.,39,32
11:36,2169,Joseph Lewis Turnover.,39,32
11:18,48,Darian Bryant made Jumper.,41,32
10:58,2169,Jonathan Walker made Three Point Jumper. Assisted by Artem Tavakalyan.,41,35
10:39,48,Ryan Daly missed Layup.,41,35
10:39,2169,Joseph Lewis Defensive Rebound.,41,35
10:24,2169,Johquin Wiley missed Layup.,41,35
10:24,2169,Johquin Wiley Offensive Rebound.,41,35
10:21,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Johquin Wiley.,41,38
9:56,48,Kevin Anderson missed Three Point Jumper.,41,38
9:56,2169,Joseph Lewis Defensive Rebound.,41,38
9:32,2169,Kavon Waller made Three Point Jumper. Assisted by Johquin Wiley.,41,41
9:22,48,Delaware  Timeout,41,41
9:05,48,Delaware  Timeout,41,41
9:02,48,Kevin Anderson made Jumper.,43,41
8:44,2169,Joseph Lewis made Layup.,43,43
8:44,48,Foul on Eric Carter.,43,43
8:44,2169,Joseph Lewis missed Free Throw.,43,43
8:44,48,Eric Carter Defensive Rebound.,43,43
8:22,48,Darian Bryant missed Three Point Jumper.,43,43
8:22,2169,Jonathan Walker Defensive Rebound.,43,43
7:54,48,Foul on Darian Bryant.,43,43
7:54,2169,Official TV Timeout,43,43
7:39,2169,Kavon Waller missed Jumper.,43,43
7:39,48,Eric Carter Defensive Rebound.,43,43
7:25,48,Ryan Daly missed Three Point Jumper.,43,43
7:25,2169,Johquin Wiley Defensive Rebound.,43,43
6:58,2169,Johquin Wiley made Jumper.,43,45
6:31,48,Kevin Anderson missed Three Point Jumper.,43,45
6:31,48,Ryan Daly Offensive Rebound.,43,45
6:28,48,Ryan Daly missed Jumper.,43,45
6:28,48,Darian Bryant Offensive Rebound.,43,45
6:20,2169,Foul on Joseph Lewis.,43,45
6:20,48,Eric Carter missed Free Throw.,43,45
6:20,2169,Joseph Lewis Defensive Rebound.,43,45
5:52,2169,Joseph Lewis made Jumper.,43,47
5:41,2169,Foul on Kavon Waller.,43,47
5:41,48,Ryan Daly missed Free Throw.,43,47
5:41,2169,Johquin Wiley Defensive Rebound.,43,47
5:32,2169,Kavon Waller missed Three Point Jumper.,43,47
5:32,48,Darian Bryant Defensive Rebound.,43,47
5:25,2169,Foul on Joseph Lewis.,43,47
5:25,48,Ryan Allen made Free Throw.,44,47
5:25,48,Ryan Allen missed Free Throw.,44,47
5:25,2169,Kavon Waller Defensive Rebound.,44,47
4:59,2169,Joseph Lewis missed Three Point Jumper.,44,47
4:59,48,Darian Bryant Defensive Rebound.,44,47
4:39,48,Ryan Allen made Three Point Jumper. Assisted by Ryan Daly.,47,47
4:18,48,Foul on Kevin Anderson.,47,47
4:18,2169,Jonathan Walker made Free Throw.,47,48
4:18,2169,Jonathan Walker made Free Throw.,47,49
3:56,48,Darian Bryant made Layup. Assisted by Ryan Daly.,49,49
3:37,2169,Johquin Wiley made Jumper.,49,51
3:09,48,Eric Carter made Jumper.,51,51
2:44,2169,Joseph Lewis made Jumper.,51,53
2:33,48,Ryan Allen missed Three Point Jumper.,51,53
2:33,2169,Joseph Lewis Defensive Rebound.,51,53
2:12,2169,Artem Tavakalyan missed Three Point Jumper.,51,53
2:12,2169,Kavon Waller Offensive Rebound.,51,53
2:08,2169,Official TV Timeout,51,53
1:57,2169,Foul on Kavon Waller.,51,53
1:57,2169,Kavon Waller Turnover.,51,53
1:52,48,Ryan Daly made Three Point Jumper. Assisted by Eric Carter.,54,53
1:28,2169,Johquin Wiley missed Jumper.,54,53
1:28,48,Eric Carter Defensive Rebound.,54,53
1:09,48,Kevin Anderson Turnover.,54,53
0:55,2169,Artem Tavakalyan missed Layup.,54,53
0:55,48,Kevin Anderson Defensive Rebound.,54,53
0:25,48,Ryan Allen missed Three Point Jumper.,54,53
0:25,48,Ryan Daly Offensive Rebound.,54,53
0:21,48,Ryan Daly missed Jumper.,54,53
0:21,48,Eric Carter Offensive Rebound.,54,53
0:20,2169,Foul on Simon Okolue.,54,53
0:20,48,Eric Carter made Free Throw.,55,53
0:20,48,Eric Carter missed Free Throw.,55,53
0:20,2169,Kavon Waller Defensive Rebound.,55,53
0:14,2169,Delaware State  Timeout,55,53
0:14,2169,Delaware State  Timeout,55,53
0:08,2169,Johquin Wiley made Layup.,55,55
0:04,48,Darian Bryant missed Jumper.,55,55
0:04,2169,Artem Tavakalyan Defensive Rebound.,55,55
0:00,2169,End of 2nd half,55,55
4:35,48,Ryan Daly missed Three Point Jumper.,55,55
4:35,48,Kevin Anderson Offensive Rebound.,55,55
4:31,48,Kevin Anderson made Jumper.,57,55
4:02,2169,Kavon Waller Turnover.,57,55
3:47,48,Darian Bryant made Jumper.,59,55
3:28,2169,Johquin Wiley missed Jumper.,59,55
3:28,48,Ryan Daly Defensive Rebound.,59,55
3:04,48,Kevin Anderson missed Three Point Jumper.,59,55
3:04,2169,Johquin Wiley Defensive Rebound.,59,55
3:00,2169,Johquin Wiley Turnover.,59,55
2:59,48,Kevin Anderson Steal.,59,55
2:43,48,Ryan Allen made Three Point Jumper. Assisted by Ryan Daly.,62,55
2:23,48,Foul on Ryan Daly.,62,55
2:23,2169,Joseph Lewis made Free Throw.,62,56
2:23,2169,Joseph Lewis missed Free Throw.,62,56
2:23,48,Ryan Daly Defensive Rebound.,62,56
1:55,48,Eric Carter made Layup. Assisted by Ryan Daly.,64,56
1:38,2169,Kavon Waller missed Three Point Jumper.,64,56
1:38,48,Kevin Anderson Defensive Rebound.,64,56
1:14,48,Eric Carter made Layup. Assisted by Ryan Allen.,66,56
0:53,48,Foul on Kevin Anderson.,66,56
0:53,2169,Jonathan Walker made Free Throw.,66,57
0:53,2169,Jonathan Walker made Free Throw.,66,58
0:46,2169,Foul on Jonathan Walker.,66,58
0:46,48,Ryan Allen made Free Throw.,67,58
0:46,48,Ryan Allen made Free Throw.,68,58
0:39,48,Foul on Kevin Anderson.,68,58
0:39,2169,Delaware State  Timeout,68,58
0:39,2169,Jonathan Walker made Free Throw.,68,59
0:39,2169,Jonathan Walker missed Free Throw.,68,59
0:39,48,Kevin Anderson Defensive Rebound.,68,59
0:11,48,Ryan Allen missed Jumper.,68,59
0:11,2169,Jonathan Walker Defensive Rebound.,68,59
0:00,2169,End of Game,68,59
