Connecticut,127,Michigan State,41
7:35,127,Official TV Timeout,19,20
7:06,127,Nick Ward made Layup. Assisted by Matt McQuaid.,19,22
6:42,41,Terry Larrier missed Jumper.,19,22
6:42,127,Jaren Jackson Jr. Block.,19,22
6:42,41,Connecticut Offensive Rebound.,19,22
6:38,41,Jalen Adams missed Three Point Jumper.,19,22
6:38,127,Michigan State Deadball Team Rebound.,19,22
6:22,127,Jaren Jackson Jr. missed Layup.,19,22
6:22,41,Terry Larrier Block.,19,22
6:22,41,Christian Vital Defensive Rebound.,19,22
6:16,41,Christian Vital missed Layup.,19,22
6:16,41,Terry Larrier Offensive Rebound.,19,22
6:12,127,Foul on Cassius Winston.,19,22
6:12,41,Terry Larrier made Free Throw.,20,22
6:12,41,Terry Larrier made Free Throw.,21,22
5:45,127,Joshua Langford made Jumper.,21,24
5:32,41,Terry Larrier Turnover.,21,24
5:16,127,Nick Ward made Layup.,21,26
4:59,41,Foul on Mamadou Diarra.,21,26
4:59,41,Mamadou Diarra Turnover.,21,26
4:41,127,Joshua Langford missed Layup.,21,26
4:41,127,Nick Ward Offensive Rebound.,21,26
4:41,127,Nick Ward missed Two Point Tip Shot.,21,26
4:41,127,Matt McQuaid Offensive Rebound.,21,26
4:27,127,Nick Ward missed Jumper.,21,26
4:27,41,Connecticut Defensive Rebound.,21,26
4:09,41,Connecticut  Timeout,21,26
4:00,41,Jalen Adams Turnover.,21,26
3:39,127,Lourawls Nairn Jr. missed Jumper.,21,26
3:39,41,David Onuorah Block.,21,26
3:39,127,Nick Ward Offensive Rebound.,21,26
3:39,127,Nick Ward Turnover.,21,26
3:39,41,Alterique Gilbert Steal.,21,26
3:30,127,Foul on Jaren Jackson Jr..,21,26
3:30,41,Alterique Gilbert made Free Throw.,22,26
3:30,41,Alterique Gilbert made Free Throw.,23,26
3:01,127,Lourawls Nairn Jr. missed Three Point Jumper.,23,26
3:01,41,Connecticut Deadball Team Rebound.,23,26
2:48,41,Antwoine Anderson Turnover.,23,26
2:35,127,Nick Ward missed Jumper.,23,26
2:35,41,David Onuorah Defensive Rebound.,23,26
2:29,41,Alterique Gilbert missed Layup.,23,26
2:29,127,Lourawls Nairn Jr. Block.,23,26
2:29,41,Connecticut Offensive Rebound.,23,26
2:09,41,Terry Larrier missed Jumper.,23,26
2:09,127,Lourawls Nairn Jr. Defensive Rebound.,23,26
1:51,41,Foul on David Onuorah.,23,26
1:40,127,Nick Ward missed Jumper.,23,26
1:40,41,Antwoine Anderson Defensive Rebound.,23,26
1:23,41,Terry Larrier made Jumper.,25,26
1:18,127,Joshua Langford missed Jumper.,25,26
1:18,127,Nick Ward Offensive Rebound.,25,26
1:18,127,Nick Ward made Two Point Tip Shot.,25,28
0:45,41,Antwoine Anderson missed Three Point Jumper.,25,28
0:45,41,Josh Carlton Offensive Rebound.,25,28
0:39,127,Foul on Matt McQuaid.,25,28
0:39,41,Josh Carlton made Free Throw.,26,28
0:39,41,Josh Carlton made Free Throw.,27,28
0:24,127,Michigan State  Timeout,27,28
0:16,127,Foul on Joshua Langford.,27,28
0:16,127,Joshua Langford Turnover.,27,28
0:04,41,Terry Larrier missed Three Point Jumper.,27,28
0:04,127,Nick Ward Defensive Rebound.,27,28
0:00,127,End of 1st half,27,28
20:00,41,Jump Ball won by Connecticut,27,28
19:33,41,Alterique Gilbert missed Three Point Jumper.,27,28
19:33,41,Terry Larrier Offensive Rebound.,27,28
19:10,41,Jalen Adams missed Layup.,27,28
19:10,127,Jaren Jackson Jr. Defensive Rebound.,27,28
19:02,127,Nick Ward made Layup. Assisted by Cassius Winston.,27,30
18:49,41,Foul on David Onuorah.,27,30
18:49,41,David Onuorah Turnover.,27,30
18:35,127,Miles Bridges missed Jumper.,27,30
18:35,127,Michigan State Deadball Team Rebound.,27,30
18:29,41,Foul on David Onuorah.,27,30
18:25,127,Miles Bridges missed Three Point Jumper.,27,30
18:25,127,Nick Ward Offensive Rebound.,27,30
18:20,127,Nick Ward made Jumper.,27,32
18:20,41,Foul on Josh Carlton.,27,32
18:20,127,Nick Ward missed Free Throw.,27,32
18:20,41,Terry Larrier Defensive Rebound.,27,32
18:11,41,Jalen Adams missed Jumper.,27,32
18:11,127,Nick Ward Defensive Rebound.,27,32
18:02,127,Cassius Winston made Jumper.,27,34
17:35,41,Terry Larrier made Three Point Jumper. Assisted by Alterique Gilbert.,30,34
17:25,127,Jaren Jackson Jr. made Three Point Jumper. Assisted by Nick Ward.,30,37
17:01,41,Terry Larrier made Three Point Jumper. Assisted by Antwoine Anderson.,33,37
16:44,127,Miles Bridges missed Three Point Jumper.,33,37
16:44,41,Connecticut Defensive Rebound.,33,37
16:33,41,Jalen Adams missed Jumper.,33,37
16:33,127,Miles Bridges Defensive Rebound.,33,37
16:19,41,Foul on Antwoine Anderson.,33,37
16:19,127,Joshua Langford made Free Throw.,33,38
16:19,127,Joshua Langford missed Free Throw.,33,38
16:19,127,Jaren Jackson Jr. Offensive Rebound.,33,38
16:17,127,Jaren Jackson Jr. made Dunk.,33,40
16:00,41,Alterique Gilbert missed Layup.,33,40
16:00,127,Jaren Jackson Jr. Block.,33,40
16:00,127,Jaren Jackson Jr. Defensive Rebound.,33,40
15:55,127,Cassius Winston made Three Point Jumper.,33,43
15:50,41,Connecticut  Timeout,33,43
15:37,41,Jalen Adams made Jumper.,35,43
15:08,127,Cassius Winston missed Three Point Jumper.,35,43
15:08,127,Miles Bridges Offensive Rebound.,35,43
15:03,127,Miles Bridges made Jumper.,35,45
14:45,127,Foul on Matt McQuaid.,35,45
14:41,127,Official TV Timeout,35,45
14:31,41,Antwoine Anderson missed Jumper.,35,45
14:31,127,Miles Bridges Block.,35,45
14:31,41,Christian Vital Offensive Rebound.,35,45
14:26,41,Christian Vital missed Jumper.,35,45
14:26,127,Jaren Jackson Jr. Defensive Rebound.,35,45
14:00,127,Miles Bridges missed Three Point Jumper.,35,45
14:00,127,Michigan State Deadball Team Rebound.,35,45
13:58,41,Foul on Josh Carlton.,35,45
13:52,41,Foul on Antwoine Anderson.,35,45
13:38,127,Jaren Jackson Jr. missed Three Point Jumper.,35,45
13:38,41,Christian Vital Defensive Rebound.,35,45
13:33,127,Foul on Matt McQuaid.,35,45
13:04,41,Terry Larrier made Jumper.,37,45
12:49,127,Jaren Jackson Jr. missed Three Point Jumper.,37,45
12:49,41,Alterique Gilbert Defensive Rebound.,37,45
12:41,41,Terry Larrier made Three Point Jumper. Assisted by Alterique Gilbert.,40,45
12:13,127,Jaren Jackson Jr. made Jumper.,40,47
11:53,41,Terry Larrier missed Jumper.,40,47
11:53,127,Miles Bridges Defensive Rebound.,40,47
11:46,127,Foul on Nick Ward.,40,47
11:46,127,Nick Ward Turnover.,40,47
11:46,127,Official TV Timeout,40,47
11:24,41,Jalen Adams missed Jumper.,40,47
11:24,127,Jaren Jackson Jr. Defensive Rebound.,40,47
11:13,127,Joshua Langford missed Jumper.,40,47
11:13,41,Alterique Gilbert Defensive Rebound.,40,47
10:58,41,Alterique Gilbert made Layup.,42,47
10:47,127,Foul on Jaren Jackson Jr..,42,47
10:47,127,Jaren Jackson Jr. Turnover.,42,47
10:32,41,Jalen Adams missed Jumper.,42,47
10:32,127,Nick Ward Defensive Rebound.,42,47
10:20,127,Foul on Miles Bridges.,42,47
10:20,127,Miles Bridges Turnover.,42,47
10:08,41,Alterique Gilbert missed Three Point Jumper.,42,47
10:08,127,Nick Ward Defensive Rebound.,42,47
9:42,127,Matt McQuaid made Three Point Jumper. Assisted by Ben Carter.,42,50
9:09,41,Antwoine Anderson Turnover.,42,50
8:55,41,Foul on Josh Carlton.,42,50
8:55,127,Nick Ward made Free Throw.,42,51
8:55,127,Nick Ward missed Free Throw.,42,51
8:55,41,Terry Larrier Defensive Rebound.,42,51
8:43,127,Foul on Cassius Winston.,42,51
8:43,41,Jalen Adams made Free Throw.,43,51
8:43,41,Jalen Adams made Free Throw.,44,51
8:23,127,Cassius Winston made Three Point Jumper. Assisted by Ben Carter.,44,54
8:06,41,Terry Larrier missed Layup.,44,54
8:06,127,Lourawls Nairn Jr. Defensive Rebound.,44,54
7:40,127,Cassius Winston made Jumper.,44,56
7:24,41,Terry Larrier made Three Point Jumper. Assisted by Jalen Adams.,47,56
6:58,127,Cassius Winston made Three Point Jumper.,47,59
6:44,41,Jalen Adams missed Jumper.,47,59
6:44,41,Jalen Adams Offensive Rebound.,47,59
6:40,41,Jalen Adams made Jumper.,49,59
6:18,127,Xavier Tillman made Layup. Assisted by Cassius Winston.,49,61
6:02,41,Jalen Adams made Jumper.,51,61
5:48,127,Matt McQuaid made Jumper.,51,63
5:29,41,Jalen Adams made Jumper.,53,63
5:01,127,Cassius Winston made Jumper.,53,65
4:39,41,Alterique Gilbert missed Three Point Jumper.,53,65
4:39,127,Xavier Tillman Defensive Rebound.,53,65
4:13,127,Cassius Winston made Jumper.,53,67
4:10,41,Connecticut  Timeout,53,67
4:03,41,Jalen Adams missed Three Point Jumper.,53,67
4:03,127,Miles Bridges Defensive Rebound.,53,67
3:39,127,Jaren Jackson Jr. Turnover.,53,67
3:39,41,Christian Vital Steal.,53,67
3:36,41,Christian Vital Turnover.,53,67
3:36,127,Xavier Tillman Steal.,53,67
3:29,127,Miles Bridges made Layup. Assisted by Cassius Winston.,53,69
3:16,41,Terry Larrier missed Three Point Jumper.,53,69
3:16,127,Miles Bridges Defensive Rebound.,53,69
2:56,127,Cassius Winston made Layup.,53,71
2:42,41,Jalen Adams made Jumper.,55,71
2:20,127,Joshua Langford missed Jumper.,55,71
2:20,41,Christian Vital Defensive Rebound.,55,71
2:03,41,David Onuorah Turnover.,55,71
2:03,127,Joshua Langford Steal.,55,71
1:42,127,Michigan State  Timeout,55,71
1:36,41,Foul on Tyler Polley.,55,71
1:36,127,Xavier Tillman made Free Throw.,55,72
1:36,127,Xavier Tillman made Free Throw.,55,73
1:27,41,Antwoine Anderson made Jumper.,57,73
0:58,127,Cassius Winston made Jumper.,57,75
0:50,41,Christian Vital missed Three Point Jumper.,57,75
0:50,127,Jaren Jackson Jr. Defensive Rebound.,57,75
0:22,127,Cassius Winston made Layup.,57,77
0:15,41,Antwoine Anderson missed Jumper.,57,77
0:15,127,Cassius Winston Defensive Rebound.,57,77
0:00,127,End of Game,57,77
