CSU Northridge,68,Boise State,2463
10:25,68,Paris Austin Turnover.,7,23
10:23,2463,Aaron Parks Steal.,7,23
10:20,68,Foul on Nick Duncan.,7,23
10:20,2463,Darin Johnson missed Free Throw.,7,23
10:20,2463,CSU Northridge Deadball Team Rebound.,7,23
10:20,2463,Darin Johnson made Free Throw.,8,23
10:01,68,Zach Haney missed Jumper.,8,23
10:01,2463,Kendall Smith Defensive Rebound.,8,23
9:39,2463,Kendall Smith made Jumper.,10,23
9:23,68,Chandler Hutchison made Jumper.,10,25
8:55,2463,Kendall Smith made Three Point Jumper.,13,25
8:39,68,Chandler Hutchison missed Jumper.,13,25
8:39,68,Zach Haney Offensive Rebound.,13,25
8:36,68,Zach Haney missed Jumper.,13,25
8:36,68,Zach Haney Offensive Rebound.,13,25
8:31,68,Zach Haney missed Jumper.,13,25
8:31,2463,Aaron Parks Block.,13,25
8:26,2463,Aaron Parks Defensive Rebound.,13,25
8:23,2463,Reggie Theus Jr. missed Jumper.,13,25
8:23,2463,Aaron Parks Offensive Rebound.,13,25
8:19,2463,Aaron Parks missed Jumper.,13,25
8:19,68,James Reid Defensive Rebound.,13,25
8:19,2463,Foul on Darin Johnson.,13,25
8:19,68,James Reid made Free Throw.,13,26
8:19,68,James Reid made Free Throw.,13,27
7:57,2463,Aaron Parks missed Jumper.,13,27
7:57,68,Chandler Hutchison Defensive Rebound.,13,27
7:50,68,James Reid made Three Point Jumper. Assisted by Chandler Hutchison.,13,30
7:28,2463,Aaron Parks missed Jumper.,13,30
7:28,68,Chandler Hutchison Defensive Rebound.,13,30
7:20,68,Chandler Hutchison made Layup.,13,32
6:59,2463,Reggie Theus Jr. missed Jumper.,13,32
6:59,68,Boise State Deadball Team Rebound.,13,32
6:57,2463,Foul on Mahamadou Kaba-Camara.,13,32
6:57,68,Official TV Timeout,13,32
6:57,68,David Wacker made Free Throw.,13,33
6:57,68,David Wacker made Free Throw.,13,34
6:39,2463,Kendall Smith Turnover.,13,34
6:34,68,Paris Austin missed Layup.,13,34
6:34,2463,Jerron Wilbut Block.,13,34
6:32,2463,Jerron Wilbut Defensive Rebound.,13,34
6:28,2463,Kendall Smith missed Three Point Jumper.,13,34
6:28,68,David Wacker Defensive Rebound.,13,34
6:17,68,Chandler Hutchison made Three Point Jumper. Assisted by Paris Austin.,13,37
5:57,68,Foul on David Wacker.,13,37
5:57,2463,Jerron Wilbut missed Free Throw.,13,37
5:57,2463,CSU Northridge Deadball Team Rebound.,13,37
5:57,2463,Jerron Wilbut missed Free Throw.,13,37
5:57,68,Zach Haney Defensive Rebound.,13,37
5:48,68,Chandler Hutchison Turnover.,13,37
5:33,2463,Jerron Wilbut made Three Point Jumper. Assisted by Kendall Smith.,16,37
5:09,68,Boise State  Timeout,16,37
4:59,2463,Foul on Jerron Wilbut.,16,37
4:59,68,Chandler Hutchison made Free Throw.,16,38
4:59,68,Chandler Hutchison missed Free Throw.,16,38
4:59,2463,Reggie Theus Jr. Defensive Rebound.,16,38
4:48,2463,Reggie Theus Jr. missed Layup.,16,38
4:48,68,Cameron Oluyitan Defensive Rebound.,16,38
4:23,2463,Foul on Dylan Johns.,16,38
4:23,68,Zach Haney made Free Throw.,16,39
4:23,68,Zach Haney made Free Throw.,16,40
4:00,2463,Jerron Wilbut missed Jumper.,16,40
4:00,68,Zach Haney Defensive Rebound.,16,40
3:50,68,Justinian Jessup missed Three Point Jumper.,16,40
3:50,2463,Micheal Warren Defensive Rebound.,16,40
3:37,2463,Reggie Theus Jr. missed Layup.,16,40
3:37,68,Zach Haney Block.,16,40
3:35,68,Zach Haney Defensive Rebound.,16,40
3:29,68,James Reid missed Three Point Jumper.,16,40
3:29,68,Boise State Offensive Rebound.,16,40
3:23,68,Official TV Timeout,16,40
3:21,68,Zach Haney Turnover.,16,40
3:21,68,Foul on Zach Haney.,16,40
3:12,2463,Kendall Smith made Jumper.,18,40
2:45,68,Justinian Jessup made Three Point Jumper.,18,43
2:29,2463,Kendall Smith made Layup.,20,43
2:07,2463,Foul on Aaron Parks.,20,43
2:07,68,Paris Austin made Free Throw.,20,44
2:07,68,Paris Austin made Free Throw.,20,45
1:52,2463,Micheal Warren Turnover.,20,45
1:51,68,James Reid Steal.,20,45
1:34,68,Justinian Jessup missed Three Point Jumper.,20,45
1:34,68,Boise State Deadball Team Rebound.,20,45
1:31,2463,Foul on Mahamadou Kaba-Camara.,20,45
1:31,68,Robin Jorch made Free Throw.,20,46
1:31,68,Robin Jorch made Free Throw.,20,47
1:11,2463,Micheal Warren missed Jumper.,20,47
1:11,68,Chandler Hutchison Defensive Rebound.,20,47
0:59,68,James Reid Turnover.,20,47
0:59,68,Foul on James Reid.,20,47
0:41,2463,Darin Johnson Turnover.,20,47
0:40,68,Justinian Jessup Steal.,20,47
0:36,68,Cameron Oluyitan missed Layup.,20,47
0:36,2463,CSU Northridge Deadball Team Rebound.,20,47
0:35,68,Foul on Robin Jorch.,20,47
0:35,2463,Aaron Parks missed Free Throw.,20,47
0:35,2463,Darin Johnson Offensive Rebound.,20,47
0:07,68,Foul on Chandler Hutchison.,20,47
0:07,2463,Aaron Parks missed Free Throw.,20,47
0:07,2463,CSU Northridge Deadball Team Rebound.,20,47
0:07,2463,Aaron Parks missed Free Throw.,20,47
0:07,2463,CSU Northridge Deadball Team Rebound.,20,47
0:07,2463,Aaron Parks made Free Throw.,21,47
0:00,68,Paris Austin missed Jumper.,21,47
0:00,2463,Mahamadou Kaba-Camara Block.,21,47
0:00,2463,CSU Northridge Deadball Team Rebound.,21,47
0:00,68,End of 1st half,21,47
19:42,2463,Foul on Kendall Smith.,21,47
19:42,68,David Wacker made Free Throw.,21,48
19:42,68,David Wacker missed Free Throw.,21,48
19:42,2463,Rakim Lubin Defensive Rebound.,21,48
19:31,2463,Tavrion Dawson made Jumper.,23,48
19:13,2463,Foul on Rakim Lubin.,23,48
19:03,68,Justinian Jessup missed Jumper.,23,48
19:03,68,David Wacker Offensive Rebound.,23,48
18:53,68,Paris Austin missed Three Point Jumper.,23,48
18:53,2463,Tavrion Dawson Defensive Rebound.,23,48
18:37,2463,Micheal Warren made Layup. Assisted by Dylan Johns.,25,48
18:16,2463,Foul on Dylan Johns.,25,48
18:11,68,Justinian Jessup missed Jumper.,25,48
18:11,68,Zach Haney Offensive Rebound.,25,48
18:08,68,Zach Haney Turnover.,25,48
17:53,2463,Kendall Smith Turnover.,25,48
17:52,68,Justinian Jessup Steal.,25,48
17:33,68,Chandler Hutchison missed Jumper.,25,48
17:33,2463,Kendall Smith Defensive Rebound.,25,48
17:21,2463,Aaron Parks missed Jumper.,25,48
17:21,68,Boise State Deadball Team Rebound.,25,48
17:19,2463,Foul on Dylan Johns.,25,48
17:05,68,Paris Austin missed Layup.,25,48
17:05,2463,Micheal Warren Defensive Rebound.,25,48
16:59,2463,Kendall Smith missed Jumper.,25,48
16:59,68,Chandler Hutchison Defensive Rebound.,25,48
16:30,2463,Foul on Mahamadou Kaba-Camara.,25,48
16:30,68,Chandler Hutchison made Free Throw.,25,49
16:30,68,Chandler Hutchison made Free Throw.,25,50
16:21,68,Foul on Nick Duncan.,25,50
16:00,2463,Darin Johnson made Layup. Assisted by Micheal Warren.,27,50
15:39,2463,Foul on Micheal Warren.,27,50
15:39,68,Official TV Timeout,27,50
15:38,68,Nick Duncan Turnover.,27,50
15:38,68,Foul on Nick Duncan.,27,50
15:22,2463,Darin Johnson made Jumper.,29,50
15:22,68,Foul on Zach Haney.,29,50
15:22,2463,Darin Johnson made Free Throw.,30,50
15:10,2463,Foul on Mahamadou Kaba-Camara.,30,50
15:10,68,Zach Haney missed Free Throw.,30,50
15:10,2463,Tavrion Dawson Defensive Rebound.,30,50
14:57,68,Foul on James Reid.,30,50
14:55,2463,Tavrion Dawson Turnover.,30,50
14:46,68,Chandler Hutchison Turnover.,30,50
14:45,2463,Micheal Warren Steal.,30,50
14:42,68,Foul on Paris Austin.,30,50
14:42,2463,Rakim Lubin made Layup. Assisted by Aaron Parks.,32,50
14:33,68,Boise State  Timeout,32,50
14:10,68,Paris Austin missed Jumper.,32,50
14:10,68,David Wacker Offensive Rebound.,32,50
14:06,68,David Wacker made Dunk.,32,52
13:50,68,Foul on Chandler Hutchison.,32,52
13:50,2463,Rakim Lubin missed Free Throw.,32,52
13:50,2463,CSU Northridge Deadball Team Rebound.,32,52
13:50,2463,Rakim Lubin missed Free Throw.,32,52
13:50,68,Chandler Hutchison Defensive Rebound.,32,52
13:42,2463,Foul on Rakim Lubin.,32,52
13:42,68,Paris Austin made Free Throw.,32,53
13:42,68,Paris Austin made Free Throw.,32,54
13:35,2463,Micheal Warren Turnover.,32,54
13:34,68,Chandler Hutchison Steal.,32,54
13:28,68,James Reid Turnover.,32,54
13:27,2463,Aaron Parks Steal.,32,54
13:18,2463,Mahamadou Kaba-Camara missed Jumper.,32,54
13:18,68,Chandler Hutchison Defensive Rebound.,32,54
13:08,68,James Reid made Three Point Jumper.,32,57
12:48,2463,Micheal Warren Turnover.,32,57
12:47,68,Chandler Hutchison Steal.,32,57
12:43,2463,Foul on Aaron Parks.,32,57
12:43,68,Chandler Hutchison missed Free Throw.,32,57
12:43,68,Boise State Deadball Team Rebound.,32,57
12:43,68,Chandler Hutchison made Free Throw.,32,58
12:36,68,Foul on James Reid.,32,58
12:36,2463,Mahamadou Kaba-Camara missed Free Throw.,32,58
12:36,2463,CSU Northridge Deadball Team Rebound.,32,58
12:36,2463,Mahamadou Kaba-Camara missed Free Throw.,32,58
12:36,68,David Wacker Defensive Rebound.,32,58
12:23,68,Paris Austin missed Jumper.,32,58
12:23,2463,Mahamadou Kaba-Camara Block.,32,58
12:21,68,Chandler Hutchison Offensive Rebound.,32,58
12:15,2463,Foul on Aaron Parks.,32,58
12:15,68,Chandler Hutchison made Free Throw.,32,59
12:15,68,Chandler Hutchison missed Free Throw.,32,59
12:15,2463,Tavrion Dawson Defensive Rebound.,32,59
12:06,2463,Darin Johnson made Jumper.,34,59
12:06,68,Foul on David Wacker.,34,59
12:06,2463,Darin Johnson made Free Throw.,35,59
11:38,68,Marcus Dickinson missed Three Point Jumper.,35,59
11:38,2463,Mahamadou Kaba-Camara Defensive Rebound.,35,59
11:18,2463,Darin Johnson missed Jumper.,35,59
11:18,68,Zach Haney Defensive Rebound.,35,59
10:50,68,Paris Austin Turnover.,35,59
10:50,68,Official TV Timeout,35,59
10:37,68,Foul on David Wacker.,35,59
10:37,2463,Tavrion Dawson missed Free Throw.,35,59
10:37,2463,CSU Northridge Deadball Team Rebound.,35,59
10:37,2463,Tavrion Dawson made Free Throw.,36,59
10:20,68,Nick Duncan missed Three Point Jumper.,36,59
10:20,2463,Mahamadou Kaba-Camara Defensive Rebound.,36,59
10:11,68,Foul on Robin Jorch.,36,59
10:11,2463,Darin Johnson made Free Throw.,37,59
10:11,2463,Darin Johnson made Free Throw.,38,59
9:51,68,Paris Austin made Layup.,38,61
9:26,2463,Tavrion Dawson missed Three Point Jumper.,38,61
9:26,2463,Aaron Parks Offensive Rebound.,38,61
9:22,2463,Aaron Parks missed Jumper.,38,61
9:22,2463,CSU Northridge Offensive Rebound.,38,61
9:17,2463,CSU Northridge  Timeout,38,61
9:04,2463,Aaron Parks missed Layup.,38,61
9:04,2463,Mahamadou Kaba-Camara Offensive Rebound.,38,61
9:02,2463,Mahamadou Kaba-Camara made Layup.,40,61
8:39,2463,Foul on Mahamadou Kaba-Camara.,40,61
8:39,68,Robin Jorch made Free Throw.,40,62
8:39,68,Robin Jorch made Free Throw.,40,63
8:24,2463,Darin Johnson missed Jumper.,40,63
8:24,2463,Kendall Smith Offensive Rebound.,40,63
8:12,68,Foul on Nick Duncan.,40,63
8:12,2463,Rakim Lubin made Free Throw.,41,63
8:12,2463,Rakim Lubin missed Free Throw.,41,63
8:12,68,Chandler Hutchison Defensive Rebound.,41,63
7:59,68,Paris Austin made Layup.,41,65
7:36,68,Official TV Timeout,41,65
7:34,2463,Rakim Lubin Turnover.,41,65
7:34,2463,Foul on Rakim Lubin.,41,65
7:19,68,Chandler Hutchison made Layup.,41,67
7:11,2463,Jerron Wilbut missed Three Point Jumper.,41,67
7:11,68,Cameron Oluyitan Defensive Rebound.,41,67
6:45,68,Chandler Hutchison missed Jumper.,41,67
6:45,68,Robin Jorch Offensive Rebound.,41,67
6:39,68,Cameron Oluyitan missed Three Point Jumper.,41,67
6:39,2463,Reggie Theus Jr. Defensive Rebound.,41,67
6:29,68,Foul on Cameron Oluyitan.,41,67
6:29,2463,Kendall Smith made Free Throw.,42,67
6:29,2463,Kendall Smith missed Free Throw.,42,67
6:29,68,Cameron Oluyitan Defensive Rebound.,42,67
6:03,68,Cameron Oluyitan made Layup.,42,69
5:51,2463,Kendall Smith missed Three Point Jumper.,42,69
5:51,68,Cameron Oluyitan Defensive Rebound.,42,69
5:42,68,Alex Hobbs missed Jumper.,42,69
5:42,2463,Kendall Smith Defensive Rebound.,42,69
5:35,2463,Aaron Parks made Layup.,44,69
5:25,68,Paris Austin missed Layup.,44,69
5:25,2463,Dylan Johns Block.,44,69
5:23,2463,Dylan Johns Defensive Rebound.,44,69
5:17,2463,Darin Johnson missed Three Point Jumper.,44,69
5:17,2463,Kendall Smith Offensive Rebound.,44,69
5:12,2463,Kendall Smith made Jumper.,46,69
5:08,68,Foul on Chandler Hutchison.,46,69
5:08,2463,Kendall Smith made Free Throw.,47,69
4:59,68,Cameron Oluyitan Turnover.,47,69
4:58,2463,Micheal Warren Steal.,47,69
4:55,2463,Micheal Warren made Layup.,49,69
4:48,2463,Foul on Aaron Parks.,49,69
4:48,68,Marcus Dickinson made Free Throw.,49,70
4:48,68,Marcus Dickinson made Free Throw.,49,71
4:30,2463,Aaron Parks Turnover.,49,71
4:10,2463,Foul on Micheal Warren.,49,71
4:10,68,James Reid missed Free Throw.,49,71
4:10,68,Boise State Deadball Team Rebound.,49,71
4:10,68,James Reid missed Free Throw.,49,71
4:10,2463,Tavrion Dawson Defensive Rebound.,49,71
3:56,68,Foul on Cameron Oluyitan.,49,71
3:56,68,Official TV Timeout,49,71
3:56,2463,Micheal Warren made Free Throw.,50,71
3:56,2463,Micheal Warren made Free Throw.,51,71
3:45,2463,Foul on Micheal Warren.,51,71
3:45,68,Paris Austin made Free Throw.,51,72
3:45,68,Paris Austin made Free Throw.,51,73
3:28,2463,Micheal Warren made Layup. Assisted by Aaron Parks.,53,73
3:16,68,Boise State  Timeout,53,73
3:02,68,Paris Austin made Jumper.,53,75
3:02,2463,Foul on Micheal Warren.,53,75
3:02,68,Paris Austin made Free Throw.,53,76
2:49,2463,Tavrion Dawson missed Jumper.,53,76
2:49,68,David Wacker Defensive Rebound.,53,76
2:18,68,David Wacker made Layup. Assisted by Marcus Dickinson.,53,78
2:02,68,Foul on James Reid.,53,78
2:02,2463,Darin Johnson made Free Throw.,54,78
2:02,2463,Darin Johnson made Free Throw.,55,78
1:33,68,Alex Hobbs missed Jumper.,55,78
1:33,68,Robin Jorch Offensive Rebound.,55,78
1:28,68,Malek Harwell missed Three Point Jumper.,55,78
1:28,68,Cameron Oluyitan Offensive Rebound.,55,78
1:00,68,Alex Hobbs missed Three Point Jumper.,55,78
1:00,68,Robin Jorch Offensive Rebound.,55,78
0:54,68,Robin Jorch missed Layup.,55,78
0:54,2463,Reggie Theus Jr. Defensive Rebound.,55,78
0:46,68,Foul on Robin Jorch.,55,78
0:46,2463,Darin Johnson made Free Throw.,56,78
0:46,2463,Darin Johnson made Free Throw.,57,78
0:35,68,Malek Harwell Turnover.,57,78
0:34,2463,Jerron Wilbut Steal.,57,78
0:33,68,Foul on Malek Harwell.,57,78
0:33,2463,Jerron Wilbut made Free Throw.,58,78
0:33,2463,Jerron Wilbut missed Free Throw.,58,78
0:33,68,Cameron Oluyitan Defensive Rebound.,58,78
0:24,2463,Foul on Jerron Wilbut.,58,78
0:24,68,Malek Harwell missed Free Throw.,58,78
0:24,68,Boise State Deadball Team Rebound.,58,78
0:24,68,Malek Harwell made Free Throw.,58,79
0:19,2463,Darin Johnson made Layup.,60,79
0:10,68,Malek Harwell Turnover.,60,79
0:09,2463,Reggie Theus Jr. Steal.,60,79
0:07,2463,Darin Johnson made Layup. Assisted by Julian Richardson.,62,79
0:00,68,End of Game,62,79
