Oregon State,2429,Charlotte,204
6:22,204,Kendal Manuel Turnover.,22,22
6:21,2429,Jon Davis Steal.,22,22
6:21,204,Foul on Stephen Thompson Jr..,22,22
6:10,2429,Jon Davis missed Three Point Jumper.,22,22
6:10,2429,Andrien White Offensive Rebound.,22,22
6:05,2429,Andrien White missed Jumper.,22,22
6:05,204,Jaquori McLaughlin Defensive Rebound.,22,22
5:40,204,Stephen Thompson Jr. made Layup. Assisted by Kendal Manuel.,24,22
5:32,2429,Braxton Ogbueze missed Three Point Jumper.,24,22
5:32,204,Keondre Dew Defensive Rebound.,24,22
5:08,204,Foul on Stephen Thompson Jr..,24,22
5:08,204,Stephen Thompson Jr. Turnover.,24,22
4:44,2429,Andrien White made Three Point Jumper. Assisted by Hudson Price.,24,25
4:24,204,Jaquori McLaughlin Turnover.,24,25
4:23,2429,Andrien White Steal.,24,25
4:21,2429,Andrien White made Dunk.,24,27
4:21,204,Oregon St  Timeout,24,27
4:18,2429,Official TV Timeout,24,27
4:14,204,Jaquori McLaughlin Turnover.,24,27
4:04,2429,Andrien White made Three Point Jumper. Assisted by Jon Davis.,24,30
3:33,204,Cheikh N'Diaye Turnover.,24,30
3:32,2429,Anthony Vanhook Steal.,24,30
3:28,2429,Andrien White missed Three Point Jumper.,24,30
3:28,2429,Anthony Vanhook Offensive Rebound.,24,30
3:26,204,Foul on Tanner Sanders.,24,30
3:26,2429,Anthony Vanhook missed Free Throw.,24,30
3:26,204,Tanner Sanders Defensive Rebound.,24,30
3:11,2429,Foul on Anthony Vanhook.,24,30
3:09,204,Tanner Sanders Turnover.,24,30
3:09,2429,Reid Aube Steal.,24,30
3:05,2429,Hudson Price missed Three Point Jumper.,24,30
3:05,204,Jaquori McLaughlin Defensive Rebound.,24,30
2:55,204,Drew Eubanks missed Jumper.,24,30
2:55,204,Cheikh N'Diaye Offensive Rebound.,24,30
2:50,204,Cheikh N'Diaye made Layup.,26,30
2:22,2429,Hudson Price Turnover.,26,30
2:06,204,Ronnie Stacy Turnover.,26,30
2:05,2429,Andrien White Steal.,26,30
2:02,2429,Andrien White made Layup.,26,32
1:40,204,Ronnie Stacy missed Jumper.,26,32
1:40,204,Cheikh N'Diaye Offensive Rebound.,26,32
1:36,204,Cheikh N'Diaye missed Jumper.,26,32
1:36,2429,Najee Garvin Block.,26,32
1:34,2429,Braxton Ogbueze Defensive Rebound.,26,32
1:27,2429,Charlotte  Timeout,26,32
1:25,2429,Najee Garvin made Layup. Assisted by Jon Davis.,26,34
1:00,204,Drew Eubanks made Jumper.,28,34
0:53,2429,Andrien White missed Three Point Jumper.,28,34
0:53,204,Drew Eubanks Defensive Rebound.,28,34
0:23,204,Jaquori McLaughlin missed Three Point Jumper.,28,34
0:23,2429,Charlotte Defensive Rebound.,28,34
0:06,2429,Foul on Reid Aube.,28,34
0:06,2429,Reid Aube Turnover.,28,34
0:03,2429,Foul on Jon Davis.,28,34
0:00,204,Stephen Thompson Jr. missed Three Point Jumper.,28,34
0:00,2429,Jon Davis Defensive Rebound.,28,34
0:00,2429,End of 1st half,28,34
19:39,204,Stephen Thompson Jr. missed Jumper.,28,34
19:39,2429,Anthony Vanhook Defensive Rebound.,28,34
19:31,2429,Jon Davis made Layup.,28,36
19:20,204,Stephen Thompson Jr. missed Three Point Jumper.,28,36
19:20,204,Matt Dahlen Offensive Rebound.,28,36
19:17,2429,Foul on Reid Aube.,28,36
19:17,204,Matt Dahlen missed Free Throw.,28,36
19:17,204,Oregon St Deadball Team Rebound.,28,36
19:17,204,Matt Dahlen missed Free Throw.,28,36
19:17,2429,Reid Aube Defensive Rebound.,28,36
18:58,2429,Anthony Vanhook missed Jumper.,28,36
18:58,204,Drew Eubanks Defensive Rebound.,28,36
18:32,204,Kendal Manuel missed Three Point Jumper.,28,36
18:32,2429,Andrien White Defensive Rebound.,28,36
18:20,2429,Braxton Ogbueze missed Three Point Jumper.,28,36
18:20,2429,Anthony Vanhook Offensive Rebound.,28,36
18:09,2429,Reid Aube missed Jumper.,28,36
18:09,204,Kendal Manuel Defensive Rebound.,28,36
17:48,204,Stephen Thompson Jr. made Three Point Jumper. Assisted by Matt Dahlen.,31,36
17:35,2429,Braxton Ogbueze missed Three Point Jumper.,31,36
17:35,204,Drew Eubanks Defensive Rebound.,31,36
17:05,204,Stephen Thompson Jr. missed Three Point Jumper.,31,36
17:05,204,Stephen Thompson Jr. Offensive Rebound.,31,36
16:54,204,Foul on Drew Eubanks.,31,36
16:54,2429,Foul on Reid Aube.,31,36
16:42,204,Kendal Manuel Turnover.,31,36
16:22,2429,Jon Davis Turnover.,31,36
16:21,204,Stephen Thompson Jr. Steal.,31,36
15:51,204,Matt Dahlen made Layup. Assisted by Stephen Thompson Jr..,33,36
15:40,2429,Andrien White missed Three Point Jumper.,33,36
15:40,204,Kendal Manuel Defensive Rebound.,33,36
15:24,204,Drew Eubanks made Dunk. Assisted by Jaquori McLaughlin.,35,36
15:24,2429,Foul on Braxton Ogbueze.,35,36
15:24,2429,Official TV Timeout,35,36
15:24,204,Drew Eubanks made Free Throw.,36,36
15:13,2429,Andrien White missed Jumper.,36,36
15:13,2429,Charlotte Offensive Rebound.,36,36
15:05,204,Foul on Drew Eubanks.,36,36
15:05,2429,Andrien White made Free Throw.,36,37
15:05,2429,Andrien White made Free Throw.,36,38
14:39,2429,Foul on Hudson Price.,36,38
14:39,204,Stephen Thompson Jr. made Free Throw.,37,38
14:39,204,Stephen Thompson Jr. made Free Throw.,38,38
14:26,2429,Jon Davis missed Jumper.,38,38
14:26,204,Drew Eubanks Defensive Rebound.,38,38
14:04,204,Matt Dahlen made Layup. Assisted by Drew Eubanks.,40,38
13:45,2429,Anthony Vanhook missed Jumper.,40,38
13:45,204,Drew Eubanks Block.,40,38
13:43,204,Stephen Thompson Jr. Defensive Rebound.,40,38
13:40,2429,Foul on Hudson Price.,40,38
13:40,204,Matt Dahlen made Free Throw.,41,38
13:40,204,Matt Dahlen made Free Throw.,42,38
13:28,204,Foul on Drew Eubanks.,42,38
13:21,2429,Foul on Najee Garvin.,42,38
13:21,2429,Najee Garvin Turnover.,42,38
12:57,204,Jaquori McLaughlin made Three Point Jumper.,45,38
12:36,204,Foul on Jaquori McLaughlin.,45,38
12:36,2429,Andrien White missed Free Throw.,45,38
12:36,2429,Charlotte Deadball Team Rebound.,45,38
12:36,2429,Andrien White missed Free Throw.,45,38
12:36,204,Oregon St Defensive Rebound.,45,38
12:15,204,Jaquori McLaughlin missed Layup.,45,38
12:15,204,Keondre Dew Offensive Rebound.,45,38
12:12,204,Keondre Dew made Layup.,47,38
11:59,2429,Najee Garvin Turnover.,47,38
11:57,2429,Official TV Timeout,47,38
11:44,204,Keondre Dew missed Jumper.,47,38
11:44,2429,Hudson Price Defensive Rebound.,47,38
11:42,204,Foul on Keondre Dew.,47,38
11:29,2429,Hudson Price missed Three Point Jumper.,47,38
11:29,2429,Andrien White Offensive Rebound.,47,38
11:24,204,Foul on Keondre Dew.,47,38
11:24,2429,Andrien White made Free Throw.,47,39
11:24,2429,Andrien White missed Free Throw.,47,39
11:24,204,Keondre Dew Defensive Rebound.,47,39
11:22,204,Keondre Dew Turnover.,47,39
11:19,2429,Anthony Vanhook missed Jumper.,47,39
11:19,204,Cheikh N'Diaye Block.,47,39
11:16,204,Keondre Dew Defensive Rebound.,47,39
10:57,204,Jaquori McLaughlin missed Jumper.,47,39
10:57,204,Cheikh N'Diaye Offensive Rebound.,47,39
10:52,204,Cheikh N'Diaye missed Jumper.,47,39
10:52,2429,Quentin Jackson Block.,47,39
10:50,2429,Andrien White Defensive Rebound.,47,39
10:46,204,Foul on Jaquori McLaughlin.,47,39
10:45,2429,Jon Davis made Free Throw.,47,40
10:45,2429,Jon Davis made Free Throw.,47,41
10:35,2429,Foul on Andrien White.,47,41
10:35,204,Matt Dahlen missed Free Throw.,47,41
10:35,2429,Jon Davis Defensive Rebound.,47,41
10:21,204,Foul on Matt Dahlen.,47,41
10:21,2429,Quentin Jackson made Free Throw.,47,42
10:21,2429,Quentin Jackson made Free Throw.,47,43
10:12,204,Matt Dahlen Turnover.,47,43
10:01,204,Foul on Matt Dahlen.,47,43
10:01,2429,Anthony Vanhook made Free Throw.,47,44
10:01,2429,Anthony Vanhook made Free Throw.,47,45
9:55,2429,Technical Foul on Anthony Vanhook.,47,45
9:51,2429,Foul on Anthony Vanhook.,47,45
9:47,204,Drew Eubanks Turnover.,47,45
9:46,2429,Quentin Jackson Steal.,47,45
9:44,2429,Quentin Jackson made Dunk.,47,47
9:42,204,Stephen Thompson Jr. missed Free Throw.,47,47
9:42,204,Oregon St Deadball Team Rebound.,47,47
9:34,2429,Foul on Jon Davis.,47,47
9:34,204,Stephen Thompson Jr. missed Free Throw.,47,47
9:34,2429,Anthony Vanhook Defensive Rebound.,47,47
9:30,204,Stephen Thompson Jr. missed Free Throw.,47,47
9:30,204,Oregon St Deadball Team Rebound.,47,47
9:22,2429,Jon Davis missed Three Point Jumper.,47,47
9:22,204,Gligorije Rakocevic Defensive Rebound.,47,47
8:58,204,Foul on Stephen Thompson Jr..,47,47
8:58,204,Stephen Thompson Jr. Turnover.,47,47
8:32,2429,Anthony Vanhook made Layup. Assisted by Jon Davis.,47,49
8:09,204,Stephen Thompson Jr. missed Three Point Jumper.,47,49
8:09,2429,Jon Davis Defensive Rebound.,47,49
8:02,2429,Jon Davis made Dunk.,47,51
7:58,204,Oregon St  Timeout,47,51
7:58,2429,Official TV Timeout,47,51
7:32,204,Drew Eubanks made Jumper. Assisted by Stephen Thompson Jr..,49,51
7:11,204,Foul on Matt Dahlen.,49,51
7:11,2429,Official TV Timeout,49,51
7:11,2429,Jon Davis made Free Throw.,49,52
7:11,2429,Jon Davis made Free Throw.,49,53
7:01,204,Kendal Manuel made Three Point Jumper. Assisted by Daine Muller.,52,53
6:59,204,Oregon St  Timeout,52,53
6:46,2429,Jon Davis made Dunk.,52,55
6:28,204,Jaquori McLaughlin missed Jumper.,52,55
6:28,204,Drew Eubanks Offensive Rebound.,52,55
6:26,2429,Foul on Anthony Vanhook.,52,55
6:26,204,Drew Eubanks made Free Throw.,53,55
6:26,204,Drew Eubanks made Free Throw.,54,55
6:11,2429,Jon Davis missed Jumper.,54,55
6:11,204,Jaquori McLaughlin Defensive Rebound.,54,55
6:00,204,Drew Eubanks Turnover.,54,55
6:00,2429,Jon Davis Steal.,54,55
5:42,2429,Reid Aube made Layup. Assisted by Hudson Price.,54,57
5:27,204,Stephen Thompson Jr. missed Jumper.,54,57
5:27,2429,Andrien White Defensive Rebound.,54,57
5:01,2429,Andrien White missed Jumper.,54,57
5:01,204,Daine Muller Defensive Rebound.,54,57
4:38,204,Kendal Manuel made Three Point Jumper. Assisted by Stephen Thompson Jr..,57,57
4:19,2429,Quentin Jackson missed Jumper.,57,57
4:19,204,Drew Eubanks Defensive Rebound.,57,57
4:06,2429,Foul on Quentin Jackson.,57,57
4:06,204,Jaquori McLaughlin missed Free Throw.,57,57
4:06,204,Oregon St Deadball Team Rebound.,57,57
4:06,204,Jaquori McLaughlin made Free Throw.,58,57
3:49,204,Foul on Drew Eubanks.,58,57
3:49,2429,Official TV Timeout,58,57
3:49,2429,Jon Davis made Free Throw.,58,58
3:49,2429,Jon Davis made Free Throw.,58,59
3:37,2429,Foul on Reid Aube.,58,59
3:37,204,Drew Eubanks missed Free Throw.,58,59
3:37,204,Oregon St Deadball Team Rebound.,58,59
3:37,204,Drew Eubanks made Free Throw.,59,59
3:23,2429,Andrien White missed Three Point Jumper.,59,59
3:23,204,Daine Muller Defensive Rebound.,59,59
3:20,204,Daine Muller Turnover.,59,59
3:05,204,Foul on Daine Muller.,59,59
3:05,2429,Jon Davis made Free Throw.,59,60
3:05,2429,Jon Davis made Free Throw.,59,61
2:49,204,Kendal Manuel Turnover.,59,61
2:47,2429,Anthony Vanhook Steal.,59,61
2:43,204,Foul on Drew Eubanks.,59,61
2:43,2429,Jon Davis made Free Throw.,59,62
2:43,2429,Jon Davis made Free Throw.,59,63
2:33,2429,Foul on Najee Garvin.,59,63
2:33,204,Jaquori McLaughlin made Free Throw.,60,63
2:33,204,Jaquori McLaughlin made Free Throw.,61,63
2:16,2429,Quentin Jackson Turnover.,61,63
2:15,204,Daine Muller Steal.,61,63
2:04,204,Jaquori McLaughlin missed Jumper.,61,63
2:04,204,Oregon St Offensive Rebound.,61,63
1:51,204,Stephen Thompson Jr. missed Layup.,61,63
1:51,2429,Najee Garvin Defensive Rebound.,61,63
1:50,204,Foul on Cheikh N'Diaye.,61,63
1:50,2429,Najee Garvin made Free Throw.,61,64
1:50,2429,Najee Garvin made Free Throw.,61,65
1:34,204,Stephen Thompson Jr. missed Three Point Jumper.,61,65
1:34,2429,Quentin Jackson Defensive Rebound.,61,65
1:07,2429,Jon Davis made Layup.,61,67
0:53,204,Kendal Manuel made Three Point Jumper. Assisted by Stephen Thompson Jr..,64,67
0:51,204,Oregon St  Timeout,64,67
0:27,204,Foul on Stephen Thompson Jr..,64,67
0:27,2429,Jon Davis made Free Throw.,64,68
0:27,2429,Jon Davis made Free Throw.,64,69
0:27,2429,Charlotte  Timeout,64,69
0:23,204,Jaquori McLaughlin made Jumper.,66,69
0:10,204,Foul on Jaquori McLaughlin.,66,69
0:10,2429,Braxton Ogbueze missed Free Throw.,66,69
0:10,2429,Charlotte Deadball Team Rebound.,66,69
0:10,2429,Braxton Ogbueze missed Free Throw.,66,69
0:10,204,Keondre Dew Defensive Rebound.,66,69
0:04,204,Stephen Thompson Jr. missed Three Point Jumper.,66,69
0:04,2429,Andrien White Defensive Rebound.,66,69
0:00,2429,End of Game,66,69
