Murray State,139,Saint Louis,93
8:33,139,Jalen Johnson Defensive Rebound.,18,9
8:19,139,Hasahn French missed Jumper.,18,9
8:19,93,Anthony Smith Block.,18,9
8:18,139,Saint Louis Offensive Rebound.,18,9
8:03,139,Jalen Johnson missed Three Point Jumper.,18,9
8:03,139,Hasahn French Offensive Rebound.,18,9
7:51,93,Foul on Anthony Smith.,18,9
7:51,139,Official TV Timeout,18,9
7:51,139,Jalen Johnson made Free Throw.,18,10
7:51,139,Jalen Johnson missed Free Throw.,18,10
7:51,93,Anthony Smith Defensive Rebound.,18,10
7:30,93,Anthony Smith missed Jumper.,18,10
7:30,139,Aaron Hines Defensive Rebound.,18,10
7:23,139,Jalen Johnson Turnover.,18,10
7:05,93,Shaq Buchanan Turnover.,18,10
7:04,139,Jordan Goodwin Steal.,18,10
7:01,139,Jordan Goodwin missed Layup.,18,10
7:01,93,Anthony Smith Block.,18,10
6:59,139,Jalen Johnson Offensive Rebound.,18,10
6:57,139,Jalen Johnson made Layup.,18,12
6:37,93,Anthony Smith missed Jumper.,18,12
6:37,139,Hasahn French Block.,18,12
6:35,139,Javon Bess Defensive Rebound.,18,12
6:27,139,Jordan Goodwin missed Three Point Jumper.,18,12
6:27,139,Jordan Goodwin Offensive Rebound.,18,12
6:25,139,Jordan Goodwin made Layup.,18,14
6:24,93,Murray State  Timeout,18,14
6:03,93,Shaq Buchanan missed Jumper.,18,14
6:03,139,Hasahn French Block.,18,14
6:00,139,Jordan Goodwin Defensive Rebound.,18,14
5:57,139,Hasahn French made Dunk. Assisted by Jordan Goodwin.,18,16
5:57,139,Technical Foul on Hasahn French.,18,16
5:57,139,Foul on Hasahn French.,18,16
5:57,93,Jonathan Stark made Free Throw.,19,16
5:57,93,Jonathan Stark made Free Throw.,20,16
5:57,139,Hasahn French Turnover.,20,16
5:40,93,Ja Morant missed Jumper.,20,16
5:40,139,Jalen Johnson Defensive Rebound.,20,16
5:22,93,Foul on Jalen Dupree.,20,16
5:22,139,Hasahn French missed Free Throw.,20,16
5:22,139,Saint Louis Deadball Team Rebound.,20,16
5:22,139,Hasahn French made Free Throw.,20,17
4:55,139,Javon Bess Steal.,20,17
4:55,93,Shaq Buchanan Turnover.,20,17
4:55,93,Foul on Shaq Buchanan.,20,17
4:55,139,Aaron Hines missed Free Throw.,20,17
4:55,139,Saint Louis Deadball Team Rebound.,20,17
4:55,139,Aaron Hines made Free Throw.,20,18
4:39,93,Jonathan Stark missed Three Point Jumper.,20,18
4:39,139,Jalen Johnson Defensive Rebound.,20,18
4:23,139,Jordan Goodwin missed Three Point Jumper.,20,18
4:23,93,Jalen Dupree Defensive Rebound.,20,18
4:13,93,Jalen Dupree made Layup. Assisted by Ja Morant.,22,18
3:45,139,Aaron Hines made Three Point Jumper. Assisted by Hasahn French.,22,21
3:31,93,Jonathan Stark Turnover.,22,21
3:30,139,Aaron Hines Steal.,22,21
3:24,139,Hasahn French missed Layup.,22,21
3:24,139,Javon Bess Offensive Rebound.,22,21
3:23,139,Javon Bess missed Layup.,22,21
3:23,93,Jalen Dupree Block.,22,21
3:23,139,Saint Louis Offensive Rebound.,22,21
3:23,139,Official TV Timeout,22,21
3:11,139,Hasahn French missed Jumper.,22,21
3:11,93,Ja Morant Defensive Rebound.,22,21
3:10,139,Foul on Javon Bess.,22,21
2:53,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,25,21
2:39,139,Javon Bess made Layup.,25,23
2:39,93,Foul on Byron Hawkins.,25,23
2:39,139,Javon Bess made Free Throw.,25,24
2:26,139,Foul on Javon Bess.,25,24
2:21,139,Foul on Aaron Hines.,25,24
2:21,93,Jonathan Stark made Free Throw.,26,24
2:21,93,Jonathan Stark made Free Throw.,27,24
1:53,139,Hasahn French missed Jumper.,27,24
1:53,139,Jordan Goodwin Offensive Rebound.,27,24
1:52,139,Jordan Goodwin missed Two Point Tip Shot.,27,24
1:52,139,Jordan Goodwin Offensive Rebound.,27,24
1:48,139,Jordan Goodwin missed Layup.,27,24
1:48,139,Jordan Goodwin Offensive Rebound.,27,24
1:45,139,Jordan Goodwin missed Layup.,27,24
1:45,93,Ja Morant Defensive Rebound.,27,24
1:41,93,Byron Hawkins missed Three Point Jumper.,27,24
1:41,139,Jalen Johnson Defensive Rebound.,27,24
1:41,93,Foul on Anthony Smith.,27,24
1:41,139,Jalen Johnson missed Free Throw.,27,24
1:41,139,Saint Louis Deadball Team Rebound.,27,24
1:41,139,Jalen Johnson made Free Throw.,27,25
1:19,93,Jonathan Stark made Three Point Jumper. Assisted by Ja Morant.,30,25
0:58,139,Hasahn French missed Layup.,30,25
0:58,93,Murray State Deadball Team Rebound.,30,25
0:58,139,Foul on Jordan Goodwin.,30,25
0:57,93,Ja Morant made Free Throw.,31,25
0:57,93,Ja Morant missed Free Throw.,31,25
0:57,139,Aaron Hines Defensive Rebound.,31,25
0:41,139,Aaron Hines made Three Point Jumper. Assisted by Davell Roby.,31,28
0:08,93,Ja Morant missed Jumper.,31,28
0:08,139,Jalen Johnson Block.,31,28
0:06,139,Jalen Johnson Defensive Rebound.,31,28
0:00,139,Jordan Goodwin missed Three Point Jumper.,31,28
0:00,139,Saint Louis Deadball Team Rebound.,31,28
0:00,139,End of 1st half,31,28
19:49,93,Terrell Miller Jr. Turnover.,31,28
19:48,139,Javon Bess Steal.,31,28
19:25,139,Davell Roby made Three Point Jumper. Assisted by Hasahn French.,31,31
19:00,93,Terrell Miller Jr. made Jumper.,33,31
18:33,139,Hasahn French made Jumper.,33,33
18:19,93,Shaq Buchanan Turnover.,33,33
18:19,139,Jordan Goodwin Steal.,33,33
17:54,139,Davell Roby made Three Point Jumper. Assisted by Javon Bess.,33,36
17:32,93,Ja Morant missed Layup.,33,36
17:32,139,Jalen Johnson Defensive Rebound.,33,36
17:21,139,Javon Bess missed Three Point Jumper.,33,36
17:21,93,Jonathan Stark Defensive Rebound.,33,36
17:09,93,Jonathan Stark missed Three Point Jumper.,33,36
17:09,139,Hasahn French Defensive Rebound.,33,36
17:00,139,Hasahn French made Layup. Assisted by Davell Roby.,33,38
17:00,139,Saint Louis  Timeout,33,38
17:00,139,Official TV Timeout,33,38
16:41,139,Foul on Davell Roby.,33,38
16:36,139,Foul on Jalen Johnson.,33,38
16:36,93,Terrell Miller Jr. missed Free Throw.,33,38
16:36,93,Murray State Deadball Team Rebound.,33,38
16:36,93,Terrell Miller Jr. made Free Throw.,34,38
16:23,139,Hasahn French missed Jumper.,34,38
16:23,93,Jalen Dupree Block.,34,38
16:22,93,Ja Morant Defensive Rebound.,34,38
16:06,93,Jalen Dupree missed Jumper.,34,38
16:06,93,Murray State Offensive Rebound.,34,38
16:01,93,Jonathan Stark missed Layup.,34,38
16:01,139,Davell Roby Defensive Rebound.,34,38
16:01,93,Foul on Jalen Dupree.,34,38
15:49,139,Hasahn French made Dunk. Assisted by Jalen Johnson.,34,40
15:27,93,Terrell Miller Jr. missed Jumper.,34,40
15:27,139,Davell Roby Defensive Rebound.,34,40
15:21,139,Jalen Johnson missed Three Point Jumper.,34,40
15:21,139,Javon Bess Offensive Rebound.,34,40
15:18,139,Javon Bess made Layup.,34,42
15:18,93,Foul on Ja Morant.,34,42
15:18,139,Official TV Timeout,34,42
15:18,139,Javon Bess made Free Throw.,34,43
15:14,93,Jonathan Stark Turnover.,34,43
15:13,139,Jordan Goodwin Steal.,34,43
15:12,139,Jordan Goodwin missed Layup.,34,43
15:12,93,Ja Morant Defensive Rebound.,34,43
15:08,139,Foul on Hasahn French.,34,43
15:08,93,Jalen Dupree missed Free Throw.,34,43
15:08,93,Murray State Deadball Team Rebound.,34,43
15:08,93,Jalen Dupree made Free Throw.,35,43
14:56,139,Jalen Johnson missed Three Point Jumper.,35,43
14:56,93,Ja Morant Defensive Rebound.,35,43
14:44,93,Jonathan Stark missed Jumper.,35,43
14:44,139,Jalen Johnson Defensive Rebound.,35,43
14:27,93,Foul on Jalen Dupree.,35,43
14:27,139,Javon Bess made Free Throw.,35,44
14:27,139,Javon Bess made Free Throw.,35,45
14:07,93,Ja Morant missed Jumper.,35,45
14:07,93,Ja Morant Offensive Rebound.,35,45
14:05,93,Ja Morant made Two Point Tip Shot.,37,45
13:45,139,Jordan Goodwin missed Three Point Jumper.,37,45
13:45,139,Hasahn French Offensive Rebound.,37,45
13:34,93,Foul on Jonathan Stark.,37,45
13:34,139,Davell Roby made Free Throw.,37,46
13:34,139,Davell Roby made Free Throw.,37,47
13:34,139,Davell Roby made Free Throw.,37,48
13:10,93,Shaq Buchanan Turnover.,37,48
13:09,139,Javon Bess Steal.,37,48
12:55,139,Hasahn French made Jumper.,37,50
12:22,93,Anthony Smith missed Layup.,37,50
12:22,139,Hasahn French Block.,37,50
12:20,139,Jordan Goodwin Defensive Rebound.,37,50
12:00,139,Javon Bess missed Layup.,37,50
12:00,93,Anthony Smith Defensive Rebound.,37,50
11:49,93,Terrell Miller Jr. missed Layup.,37,50
11:49,139,Jalen Johnson Defensive Rebound.,37,50
11:44,139,Jordan Goodwin made Layup.,37,52
11:20,93,Jonathan Stark missed Three Point Jumper.,37,52
11:20,93,Shaq Buchanan Offensive Rebound.,37,52
11:16,139,Official TV Timeout,37,52
10:49,93,Jonathan Stark made Jumper.,39,52
10:16,139,Jalen Johnson missed Three Point Jumper.,39,52
10:16,139,Hasahn French Offensive Rebound.,39,52
10:09,139,Davell Roby Turnover.,39,52
10:08,93,Jachai Taylor Steal.,39,52
10:04,93,Jachai Taylor missed Layup.,39,52
10:04,93,Jachai Taylor Offensive Rebound.,39,52
10:00,93,Jachai Taylor Turnover.,39,52
9:59,139,Jalen Johnson Steal.,39,52
9:58,139,Jalen Johnson Turnover.,39,52
9:45,93,Terrell Miller Jr. missed Three Point Jumper.,39,52
9:45,139,Jalen Johnson Defensive Rebound.,39,52
9:24,139,Javon Bess made Three Point Jumper. Assisted by Davell Roby.,39,55
9:08,93,Ja Morant missed Layup.,39,55
9:08,139,Saint Louis Defensive Rebound.,39,55
8:58,139,Hasahn French made Dunk. Assisted by Jordan Goodwin.,39,57
8:43,93,Terrell Miller Jr. missed Layup.,39,57
8:43,139,Hasahn French Block.,39,57
8:43,93,Terrell Miller Jr. Offensive Rebound.,39,57
8:43,139,Foul on Hasahn French.,39,57
8:43,93,Terrell Miller Jr. made Free Throw.,40,57
8:43,93,Terrell Miller Jr. made Free Throw.,41,57
8:25,139,Davell Roby missed Three Point Jumper.,41,57
8:25,93,Terrell Miller Jr. Defensive Rebound.,41,57
8:15,93,Jonathan Stark made Three Point Jumper.,44,57
7:43,139,Javon Bess missed Layup.,44,57
7:43,93,Jalen Dupree Block.,44,57
7:41,93,Jonathan Stark Defensive Rebound.,44,57
7:37,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,47,57
7:35,139,Saint Louis  Timeout,47,57
7:35,139,Official TV Timeout,47,57
7:16,139,Jordan Goodwin Turnover.,47,57
7:15,93,Shaq Buchanan Steal.,47,57
7:14,93,Shaq Buchanan Turnover.,47,57
6:57,139,Jalen Johnson made Three Point Jumper. Assisted by Jordan Goodwin.,47,60
6:41,93,Jonathan Stark missed Three Point Jumper.,47,60
6:41,139,Javon Bess Defensive Rebound.,47,60
6:15,139,Davell Roby missed Three Point Jumper.,47,60
6:15,139,Hasahn French Offensive Rebound.,47,60
6:11,139,Hasahn French Turnover.,47,60
5:48,93,Jachai Taylor missed Jumper.,47,60
5:48,139,Jalen Johnson Defensive Rebound.,47,60
5:17,139,Hasahn French made Jumper. Assisted by Jordan Goodwin.,47,62
4:59,93,Shaq Buchanan missed Three Point Jumper.,47,62
4:59,139,Hasahn French Defensive Rebound.,47,62
4:54,139,Davell Roby made Layup. Assisted by Jordan Goodwin.,47,64
4:54,93,Foul on Shaq Buchanan.,47,64
4:54,139,Davell Roby missed Free Throw.,47,64
4:54,93,Ja Morant Defensive Rebound.,47,64
4:38,93,Terrell Miller Jr. Turnover.,47,64
4:36,139,Hasahn French Steal.,47,64
4:26,139,Jalen Johnson missed Three Point Jumper.,47,64
4:26,139,Hasahn French Offensive Rebound.,47,64
4:25,93,Foul on Terrell Miller Jr..,47,64
4:14,139,Javon Bess missed Jumper.,47,64
4:14,139,Hasahn French Offensive Rebound.,47,64
4:12,139,Hasahn French missed Two Point Tip Shot.,47,64
4:12,93,Terrell Miller Jr. Defensive Rebound.,47,64
4:04,93,Shaq Buchanan made Layup. Assisted by Jonathan Stark.,49,64
3:32,93,Foul on Shaq Buchanan.,49,64
3:32,139,Official TV Timeout,49,64
3:32,139,Javon Bess made Free Throw.,49,65
3:32,139,Javon Bess made Free Throw.,49,66
3:08,93,Shaq Buchanan missed Three Point Jumper.,49,66
3:08,139,Jalen Johnson Defensive Rebound.,49,66
2:39,139,Javon Bess missed Three Point Jumper.,49,66
2:39,93,Terrell Miller Jr. Defensive Rebound.,49,66
2:19,93,Ja Morant missed Three Point Jumper.,49,66
2:19,93,Shaq Buchanan Offensive Rebound.,49,66
2:16,93,Shaq Buchanan missed Jumper.,49,66
2:16,139,Javon Bess Defensive Rebound.,49,66
2:08,93,Foul on Jonathan Stark.,49,66
2:08,139,Davell Roby missed Free Throw.,49,66
2:08,93,Ja Morant Defensive Rebound.,49,66
2:02,93,Ja Morant made Layup.,51,66
2:02,139,Foul on Davell Roby.,51,66
2:02,93,Ja Morant made Free Throw.,52,66
1:31,139,Javon Bess made Jumper.,52,68
1:04,93,Byron Hawkins missed Layup.,52,68
1:04,93,Ja Morant Offensive Rebound.,52,68
1:01,93,Ja Morant made Two Point Tip Shot.,54,68
0:48,93,Foul on Jachai Taylor.,54,68
0:48,139,Davell Roby made Free Throw.,54,69
0:48,139,Davell Roby missed Free Throw.,54,69
0:48,93,Ja Morant Defensive Rebound.,54,69
0:41,139,Foul on Hasahn French.,54,69
0:41,93,Anthony Smith missed Free Throw.,54,69
0:41,93,Murray State Deadball Team Rebound.,54,69
0:41,93,Anthony Smith missed Free Throw.,54,69
0:41,139,Hasahn French Defensive Rebound.,54,69
0:17,139,Javon Bess missed Jumper.,54,69
0:17,93,Brion Sanchious Block.,54,69
0:14,93,Jachai Taylor Defensive Rebound.,54,69
0:11,139,Foul on Jalen Johnson.,54,69
0:11,93,Anthony Smith missed Free Throw.,54,69
0:11,93,Murray State Deadball Team Rebound.,54,69
0:11,93,Anthony Smith made Free Throw.,55,69
0:00,139,End of Game,55,69
