Green Bay,2306,Kansas State,2739
8:24,2739,Charles Cooper Turnover.,14,25
8:22,2306,Wesley Iwundu Steal.,14,25
8:20,2306,Kamau Stokes made Layup. Assisted by Wesley Iwundu.,14,27
8:20,2739,Green Bay  Timeout,14,27
8:20,2306,Official TV Timeout,14,27
8:15,2739,Khalil Small Turnover.,14,27
8:15,2306,Carlbe Ervin II Steal.,14,27
8:01,2306,Wesley Iwundu Turnover.,14,27
8:00,2739,Charles Cooper Steal.,14,27
7:57,2739,Trevor Anderson Turnover.,14,27
7:55,2306,Wesley Iwundu Steal.,14,27
7:48,2306,Carlbe Ervin II missed Three Point Jumper.,14,27
7:48,2739,Khalil Small Defensive Rebound.,14,27
7:39,2739,Charles Cooper Turnover.,14,27
7:39,2739,Foul on Charles Cooper.,14,27
7:27,2306,Kamau Stokes made Three Point Jumper. Assisted by Carlbe Ervin II.,14,30
7:18,2739,Turner Botz made Three Point Jumper. Assisted by Trevor Anderson.,17,30
6:57,2306,Kamau Stokes missed Three Point Jumper.,17,30
6:57,2739,Trevor Anderson Defensive Rebound.,17,30
6:43,2739,Kenneth Lowe Turnover.,17,30
6:14,2306,Carlbe Ervin II Turnover.,17,30
6:14,2306,Foul on Carlbe Ervin II.,17,30
5:58,2739,Khalil Small missed Three Point Jumper.,17,30
5:58,2739,Trevor Anderson Offensive Rebound.,17,30
5:54,2739,Trevor Anderson missed Three Point Jumper.,17,30
5:54,2306,Kamau Stokes Defensive Rebound.,17,30
5:47,2306,Barry Brown made Layup. Assisted by Wesley Iwundu.,17,32
5:40,2739,Turner Botz missed Three Point Jumper.,17,32
5:40,2306,Barry Brown Defensive Rebound.,17,32
5:22,2306,Xavier Sneed missed Three Point Jumper.,17,32
5:22,2739,Warren Jones Defensive Rebound.,17,32
5:10,2739,Jamar Hurdle made Dunk. Assisted by Warren Jones.,19,32
4:40,2306,Xavier Sneed missed Layup.,19,32
4:40,2739,Kenneth Lowe Block.,19,32
4:38,2739,Jamar Hurdle Defensive Rebound.,19,32
4:35,2739,Trevor Anderson missed Three Point Jumper.,19,32
4:35,2739,Jamar Hurdle Offensive Rebound.,19,32
4:31,2739,Jamar Hurdle missed Jumper.,19,32
4:31,2306,Dean Wade Defensive Rebound.,19,32
4:27,2306,Kansas St  Timeout,19,32
4:27,2306,Official TV Timeout,19,32
4:02,2306,Barry Brown Turnover.,19,32
3:48,2739,Jamar Hurdle missed Jumper.,19,32
3:48,2739,Jamar Hurdle Offensive Rebound.,19,32
3:45,2739,Jamar Hurdle made Two Point Tip Shot.,21,32
3:23,2306,Wesley Iwundu Turnover.,21,32
3:21,2739,Turner Botz Steal.,21,32
3:09,2739,Turner Botz made Three Point Jumper. Assisted by Jamar Hurdle.,24,32
2:44,2306,Barry Brown made Three Point Jumper. Assisted by Wesley Iwundu.,24,35
2:22,2739,Jamar Hurdle Turnover.,24,35
2:06,2306,Dean Wade made Layup. Assisted by Kamau Stokes.,24,37
1:53,2739,Trevor Anderson missed Layup.,24,37
1:53,2306,Isaiah Maurice Defensive Rebound.,24,37
1:42,2306,Dean Wade missed Layup.,24,37
1:42,2306,Kansas St Offensive Rebound.,24,37
1:32,2306,Kamau Stokes Turnover.,24,37
1:20,2739,Jamar Hurdle made Jumper. Assisted by Warren Jones.,26,37
1:00,2306,Barry Brown Turnover.,26,37
0:40,2306,Foul on Barry Brown.,26,37
0:40,2739,Warren Jones made Free Throw.,27,37
0:40,2739,Warren Jones made Free Throw.,28,37
0:40,2739,Warren Jones made Free Throw.,29,37
0:31,2739,Foul on Khalil Small.,29,37
0:05,2306,Barry Brown missed Layup.,29,37
0:05,2739,Khalil Small Defensive Rebound.,29,37
0:00,2739,Khalil Small missed Three Point Jumper.,29,37
0:00,2306,Kansas St Deadball Team Rebound.,29,37
0:00,2306,End of 1st half,29,37
19:43,2306,Dean Wade made Three Point Jumper. Assisted by Wesley Iwundu.,29,40
19:25,2739,Kenneth Lowe missed Jumper.,29,40
19:25,2306,Dean Wade Defensive Rebound.,29,40
19:05,2306,Wesley Iwundu missed Three Point Jumper.,29,40
19:05,2306,Dean Wade Offensive Rebound.,29,40
19:02,2306,Barry Brown made Three Point Jumper. Assisted by Dean Wade.,29,43
18:48,2739,Turner Botz missed Jumper.,29,43
18:48,2306,Dean Wade Defensive Rebound.,29,43
18:35,2306,Kamau Stokes missed Layup.,29,43
18:35,2306,Dean Wade Offensive Rebound.,29,43
18:18,2306,Wesley Iwundu made Dunk. Assisted by Dean Wade.,29,45
18:16,2739,Green Bay  Timeout,29,45
18:16,2739,Green Bay  Timeout,29,45
17:57,2739,Trevor Anderson missed Three Point Jumper.,29,45
17:57,2739,Kenneth Lowe Offensive Rebound.,29,45
17:53,2739,Turner Botz made Jumper. Assisted by Kenneth Lowe.,31,45
17:36,2306,Dean Wade Turnover.,31,45
17:34,2739,Charles Cooper Steal.,31,45
17:29,2306,Foul on Dean Wade.,31,45
17:29,2739,Charles Cooper made Free Throw.,32,45
17:29,2739,Charles Cooper missed Free Throw.,32,45
17:29,2306,D.J. Johnson Defensive Rebound.,32,45
17:18,2739,Khalil Small Steal.,32,45
17:18,2306,Barry Brown Turnover.,32,45
17:02,2739,Turner Botz missed Layup.,32,45
17:02,2739,Green Bay Offensive Rebound.,32,45
17:01,2739,Khalil Small missed Layup.,32,45
17:01,2306,D.J. Johnson Block.,32,45
17:01,2739,Khalil Small Offensive Rebound.,32,45
16:57,2739,Khalil Small Turnover.,32,45
16:29,2306,Barry Brown missed Jumper.,32,45
16:29,2739,Charles Cooper Defensive Rebound.,32,45
16:21,2739,Khalil Small missed Layup.,32,45
16:21,2306,Wesley Iwundu Defensive Rebound.,32,45
16:11,2306,Wesley Iwundu Turnover.,32,45
16:09,2739,Kenneth Lowe Steal.,32,45
16:07,2739,Trevor Anderson made Layup. Assisted by Kenneth Lowe.,34,45
15:35,2306,D.J. Johnson Turnover.,34,45
15:35,2306,Foul on D.J. Johnson.,34,45
15:35,2306,Official TV Timeout,34,45
15:17,2739,Warren Jones missed Three Point Jumper.,34,45
15:17,2306,Kamau Stokes Defensive Rebound.,34,45
15:11,2306,Barry Brown made Dunk. Assisted by Kamau Stokes.,34,47
15:00,2739,Charles Cooper missed Three Point Jumper.,34,47
15:00,2306,Kamau Stokes Defensive Rebound.,34,47
14:37,2306,Kamau Stokes Turnover.,34,47
14:25,2739,Jamar Hurdle missed Jumper.,34,47
14:25,2306,Carlbe Ervin II Defensive Rebound.,34,47
14:08,2306,Kamau Stokes missed Three Point Jumper.,34,47
14:08,2306,Dean Wade Offensive Rebound.,34,47
13:54,2739,Foul on Jamar Hurdle.,34,47
13:54,2306,Dean Wade missed Free Throw.,34,47
13:54,2306,Kansas St Deadball Team Rebound.,34,47
13:54,2306,Dean Wade made Free Throw.,34,48
13:45,2739,Charles Cooper Turnover.,34,48
13:25,2739,Foul on Warren Jones.,34,48
13:02,2306,Carlbe Ervin II made Three Point Jumper.,34,51
12:48,2739,Warren Jones missed Three Point Jumper.,34,51
12:48,2306,Dean Wade Defensive Rebound.,34,51
12:38,2739,Foul on Jamar Hurdle.,34,51
12:38,2739,Technical Foul on Jamar Hurdle.,34,51
12:38,2306,Barry Brown made Free Throw.,34,52
12:38,2306,Barry Brown made Free Throw.,34,53
12:38,2306,Carlbe Ervin II made Free Throw.,34,54
12:38,2739,Foul on Jamar Hurdle.,34,54
12:38,2306,Carlbe Ervin II missed Free Throw.,34,54
12:38,2739,Turner Botz Defensive Rebound.,34,54
12:23,2739,Jamar Hurdle made Three Point Jumper. Assisted by Warren Jones.,37,54
12:02,2306,Kamau Stokes Turnover.,37,54
12:01,2739,Kenneth Lowe Steal.,37,54
11:52,2739,Jamar Hurdle Turnover.,37,54
11:52,2306,Barry Brown Steal.,37,54
11:52,2306,Official TV Timeout,37,54
11:32,2306,Xavier Sneed missed Layup.,37,54
11:32,2739,Kenneth Lowe Block.,37,54
11:30,2306,Dean Wade Offensive Rebound.,37,54
11:29,2739,Foul on Kenneth Lowe.,37,54
11:29,2306,Dean Wade made Free Throw.,37,55
11:29,2306,Dean Wade made Free Throw.,37,56
11:19,2739,Tevin Findlay Turnover.,37,56
11:19,2306,Barry Brown Steal.,37,56
11:04,2306,Xavier Sneed made Jumper. Assisted by Carlbe Ervin II.,37,58
10:32,2739,Trevor Anderson Turnover.,37,58
10:31,2306,Carlbe Ervin II Steal.,37,58
10:28,2306,Carlbe Ervin II made Dunk.,37,60
10:28,2739,Green Bay  Timeout,37,60
10:16,2306,Foul on Barry Brown.,37,60
10:16,2739,Khalil Small made Free Throw.,38,60
10:16,2739,Khalil Small made Free Throw.,39,60
9:59,2306,Xavier Sneed missed Three Point Jumper.,39,60
9:59,2739,Kenneth Lowe Defensive Rebound.,39,60
9:51,2306,Foul on Xavier Sneed.,39,60
9:51,2739,Charles Cooper made Free Throw.,40,60
9:51,2739,Charles Cooper made Free Throw.,41,60
9:32,2306,Wesley Iwundu Turnover.,41,60
9:30,2739,Kenneth Lowe Steal.,41,60
9:22,2739,Trevor Anderson missed Three Point Jumper.,41,60
9:22,2739,Kenneth Lowe Offensive Rebound.,41,60
9:18,2306,Foul on Dean Wade.,41,60
9:18,2739,Kenneth Lowe made Free Throw.,42,60
9:18,2739,Kenneth Lowe missed Free Throw.,42,60
9:18,2739,Green Bay Offensive Rebound.,42,60
9:00,2739,Charles Cooper made Jumper.,44,60
8:53,2306,Wesley Iwundu made Layup.,44,62
8:20,2739,Khalil Small missed Jumper.,44,62
8:19,2306,Xavier Sneed Defensive Rebound.,44,62
7:49,2739,Foul on Khalil Small.,44,62
7:49,2306,Official TV Timeout,44,62
7:48,2306,Barry Brown missed Three Point Jumper.,44,62
7:48,2739,Trevor Anderson Defensive Rebound.,44,62
7:38,2739,Trevor Anderson Turnover.,44,62
7:36,2306,Carlbe Ervin II Steal.,44,62
7:35,2306,Xavier Sneed made Dunk. Assisted by Carlbe Ervin II.,44,64
7:10,2739,Turner Botz made Three Point Jumper. Assisted by Trevor Anderson.,47,64
6:51,2739,Foul on Turner Botz.,47,64
6:51,2306,Xavier Sneed made Free Throw.,47,65
6:51,2306,Xavier Sneed made Free Throw.,47,66
6:42,2739,Khalil Small made Jumper.,49,66
6:13,2306,Carlbe Ervin II made Layup.,49,68
5:52,2739,Charles Cooper missed Layup.,49,68
5:52,2306,D.J. Johnson Block.,49,68
5:50,2306,Carlbe Ervin II Defensive Rebound.,49,68
5:45,2306,Carlbe Ervin II Turnover.,49,68
5:31,2739,Khalil Small missed Three Point Jumper.,49,68
5:31,2306,D.J. Johnson Defensive Rebound.,49,68
5:11,2306,Kamau Stokes missed Three Point Jumper.,49,68
5:11,2739,Charles Cooper Defensive Rebound.,49,68
5:03,2739,Trevor Anderson made Layup.,51,68
4:43,2306,D.J. Johnson made Jumper. Assisted by Xavier Sneed.,51,70
4:27,2739,Kerem Kanter made Layup. Assisted by Trevor Anderson.,53,70
4:03,2306,D.J. Johnson made Jumper. Assisted by Kamau Stokes.,53,72
3:45,2306,Foul on Carlbe Ervin II.,53,72
3:45,2306,Official TV Timeout,53,72
3:45,2739,Kameron Hankerson missed Three Point Jumper.,53,72
3:45,2306,Isaiah Maurice Defensive Rebound.,53,72
3:24,2739,Foul on Khalil Small.,53,72
3:24,2306,Kamau Stokes missed Free Throw.,53,72
3:24,2306,Kansas St Deadball Team Rebound.,53,72
3:24,2306,Kamau Stokes made Free Throw.,53,73
3:14,2739,Kameron Hankerson missed Layup.,53,73
3:14,2306,Dante Williams Defensive Rebound.,53,73
2:58,2306,Carlbe Ervin II made Layup.,53,75
2:40,2739,Kerem Kanter missed Layup.,53,75
2:40,2306,Dante Williams Block.,53,75
2:38,2306,Carlbe Ervin II Defensive Rebound.,53,75
2:35,2306,Brian Patrick missed Layup.,53,75
2:35,2306,Carlbe Ervin II Offensive Rebound.,53,75
2:26,2306,Zach Winter Turnover.,53,75
2:15,2739,Kerem Kanter made Three Point Jumper. Assisted by Tevin Findlay.,56,75
1:48,2306,Zach Winter made Three Point Jumper. Assisted by Dante Williams.,56,78
1:36,2739,David Jesperson made Three Point Jumper. Assisted by Tevin Findlay.,59,78
1:05,2306,Brian Patrick missed Three Point Jumper.,59,78
1:05,2306,Dante Williams Offensive Rebound.,59,78
0:59,2739,Foul on Kerem Kanter.,59,78
0:59,2306,Dante Williams made Free Throw.,59,79
0:59,2306,Dante Williams made Free Throw.,59,80
0:54,2739,Kameron Hankerson made Jumper.,61,80
0:39,2739,Foul on David Jesperson.,61,80
0:39,2306,Pierson McAtee missed Free Throw.,61,80
0:39,2306,Kansas St Deadball Team Rebound.,61,80
0:39,2306,Pierson McAtee missed Free Throw.,61,80
0:39,2306,Dante Williams Offensive Rebound.,61,80
0:30,2306,Zach Winter Turnover.,61,80
0:21,2739,Kaharri Carter missed Three Point Jumper.,61,80
0:21,2306,Pierson McAtee Defensive Rebound.,61,80
0:00,2306,End of Game,61,80
