UC Riverside,26,UCLA,27
8:18,27,Dikymbe Martin missed Jumper.,16,23
8:18,26,Lonzo Ball Defensive Rebound.,16,23
8:11,27,Foul on Dikymbe Martin.,16,23
7:58,26,Isaac Hamilton made Three Point Jumper. Assisted by Aaron Holiday.,16,26
7:35,27,Chance Murray made Jumper.,18,26
7:20,26,Aaron Holiday missed Three Point Jumper.,18,26
7:20,27,Chance Murray Defensive Rebound.,18,26
7:10,27,Chance Murray missed Jumper.,18,26
7:10,26,Isaac Hamilton Defensive Rebound.,18,26
6:50,26,Isaac Hamilton made Layup.,18,28
6:44,27,UC Riverside  Timeout,18,28
6:35,27,Menno Dijkstra made Layup. Assisted by Secean Johnson.,20,28
6:18,26,Aaron Holiday made Three Point Jumper. Assisted by Bryce Alford.,20,31
5:50,27,Secean Johnson made Layup.,22,31
5:43,26,Aaron Holiday missed Jumper.,22,31
5:43,27,Menno Dijkstra Defensive Rebound.,22,31
5:24,27,Dikymbe Martin missed Three Point Jumper.,22,31
5:24,27,Gentrey Thomas Offensive Rebound.,22,31
5:09,27,Gentrey Thomas made Three Point Jumper.,25,31
4:59,26,Thomas Welsh Turnover.,25,31
4:59,27,Malik Thames Steal.,25,31
4:47,27,Malik Thames missed Jumper.,25,31
4:47,26,TJ Leaf Defensive Rebound.,25,31
4:39,26,Aaron Holiday missed Jumper.,25,31
4:39,27,Malik Thames Defensive Rebound.,25,31
4:35,27,Malik Thames Turnover.,25,31
4:29,26,Bryce Alford made Three Point Jumper. Assisted by Isaac Hamilton.,25,34
4:01,27,Secean Johnson missed Three Point Jumper.,25,34
4:01,26,Bryce Alford Defensive Rebound.,25,34
3:46,26,TJ Leaf made Layup. Assisted by Aaron Holiday.,25,36
3:35,26,Foul on Ike Anigbogu.,25,36
3:35,26,Official TV Timeout,25,36
3:20,27,Malik Thames Turnover.,25,36
3:20,26,Aaron Holiday Steal.,25,36
3:15,26,Aaron Holiday made Layup.,25,38
2:56,27,Chance Murray missed Jumper.,25,38
2:56,26,Aaron Holiday Defensive Rebound.,25,38
2:48,26,Isaac Hamilton missed Three Point Jumper.,25,38
2:48,27,UC Riverside Defensive Rebound.,25,38
2:16,27,Gentrey Thomas missed Jumper.,25,38
2:16,26,Lonzo Ball Defensive Rebound.,25,38
2:08,27,Foul on Gentrey Thomas.,25,38
1:54,26,Lonzo Ball Turnover.,25,38
1:54,27,Menno Dijkstra Steal.,25,38
1:38,27,Malik Thames Turnover.,25,38
1:38,26,Lonzo Ball Steal.,25,38
1:30,26,Lonzo Ball made Dunk.,25,40
1:15,27,Malik Thames missed Jumper.,25,40
1:15,26,Isaac Hamilton Defensive Rebound.,25,40
1:07,27,Foul on Menno Dijkstra.,25,40
1:07,26,Isaac Hamilton made Free Throw.,25,41
1:07,26,Isaac Hamilton made Free Throw.,25,42
0:42,26,Foul on Thomas Welsh.,25,42
0:42,26,UCLA  Timeout,25,42
0:42,27,Chance Murray made Free Throw.,26,42
0:42,27,Chance Murray made Free Throw.,27,42
0:25,26,Bryce Alford missed Jumper.,27,42
0:25,27,Chance Murray Defensive Rebound.,27,42
0:01,27,Chance Murray missed Jumper.,27,42
0:01,26,Aaron Holiday Defensive Rebound.,27,42
0:00,26,End of 1st half,27,42
20:00,26,Jump Ball won by UCLA,27,42
19:37,26,TJ Leaf missed Jumper.,27,42
19:37,27,Chance Murray Defensive Rebound.,27,42
19:24,27,Dikymbe Martin Turnover.,27,42
19:15,26,Isaac Hamilton missed Jumper.,27,42
19:15,27,Malik Thames Defensive Rebound.,27,42
19:08,27,Chance Murray Turnover.,27,42
19:08,26,Lonzo Ball Steal.,27,42
18:45,26,Isaac Hamilton made Three Point Jumper. Assisted by Thomas Welsh.,27,45
18:45,26,Foul on Thomas Welsh.,27,45
18:18,27,Chance Murray made Three Point Jumper. Assisted by Malik Thames.,30,45
18:00,26,Isaac Hamilton Turnover.,30,45
17:15,27,Secean Johnson missed Jumper.,30,45
17:15,26,Isaac Hamilton Defensive Rebound.,30,45
17:03,26,Thomas Welsh made Jumper. Assisted by Lonzo Ball.,30,47
16:46,26,Foul on Bryce Alford.,30,47
16:46,27,Alex Larsson made Free Throw.,31,47
16:46,27,Alex Larsson missed Free Throw.,31,47
16:46,26,Thomas Welsh Defensive Rebound.,31,47
16:26,26,TJ Leaf Turnover.,31,47
16:26,27,Secean Johnson Steal.,31,47
16:10,27,Chance Murray missed Jumper.,31,47
16:10,27,Dikymbe Martin Offensive Rebound.,31,47
15:56,27,Alex Larsson missed Jumper.,31,47
15:56,26,TJ Leaf Defensive Rebound.,31,47
15:45,26,Isaac Hamilton made Three Point Jumper. Assisted by Lonzo Ball.,31,50
15:38,27,Malik Thames missed Layup.,31,50
15:38,26,Thomas Welsh Block.,31,50
15:38,26,Bryce Alford Defensive Rebound.,31,50
15:32,26,Isaac Hamilton made Three Point Jumper. Assisted by Lonzo Ball.,31,53
15:24,26,Official TV Timeout,31,53
15:24,27,UC Riverside  Timeout,31,53
15:15,27,Chance Murray missed Layup.,31,53
15:15,27,Menno Dijkstra Offensive Rebound.,31,53
15:07,27,Menno Dijkstra missed Layup.,31,53
15:07,26,Bryce Alford Defensive Rebound.,31,53
15:00,26,Lonzo Ball missed Three Point Jumper.,31,53
15:00,26,Thomas Welsh Offensive Rebound.,31,53
14:53,26,Isaac Hamilton missed Three Point Jumper.,31,53
14:53,26,TJ Leaf Offensive Rebound.,31,53
14:53,27,Foul on Secean Johnson.,31,53
14:52,26,Official TV Timeout,31,53
14:38,26,Aaron Holiday missed Three Point Jumper.,31,53
14:38,27,Secean Johnson Defensive Rebound.,31,53
14:17,27,Secean Johnson made Jumper.,33,53
14:05,26,Aaron Holiday Turnover.,33,53
14:05,27,Dikymbe Martin Steal.,33,53
14:05,26,Foul on Aaron Holiday.,33,53
13:43,27,Secean Johnson missed Three Point Jumper.,33,53
13:43,26,Thomas Welsh Defensive Rebound.,33,53
13:40,27,Foul on Alex Larsson.,33,53
13:26,26,Aaron Holiday made Three Point Jumper. Assisted by Lonzo Ball.,33,56
13:04,27,Secean Johnson made Layup.,35,56
12:49,26,Bryce Alford Turnover.,35,56
12:31,27,Alex Larsson Turnover.,35,56
12:31,26,Lonzo Ball Steal.,35,56
12:24,26,Isaac Hamilton made Three Point Jumper. Assisted by Aaron Holiday.,35,59
12:10,27,Malik Thames missed Three Point Jumper.,35,59
12:10,26,Isaac Hamilton Defensive Rebound.,35,59
11:54,27,Foul on Secean Johnson.,35,59
11:54,26,Official TV Timeout,35,59
11:54,26,Ike Anigbogu missed Free Throw.,35,59
11:54,26,UCLA Deadball Team Rebound.,35,59
11:54,26,Ike Anigbogu made Free Throw.,35,60
11:38,27,Gentrey Thomas missed Jumper.,35,60
11:38,26,Isaac Hamilton Defensive Rebound.,35,60
11:26,26,Aaron Holiday made Layup.,35,62
11:08,27,Chance Murray missed Three Point Jumper.,35,62
11:08,26,TJ Leaf Defensive Rebound.,35,62
10:57,26,Ike Anigbogu missed Jumper.,35,62
10:57,26,Ike Anigbogu Offensive Rebound.,35,62
10:47,26,Ike Anigbogu made Layup.,35,64
10:41,27,Gentrey Thomas Turnover.,35,64
10:31,26,Isaac Hamilton made Three Point Jumper. Assisted by Lonzo Ball.,35,67
10:12,27,Malik Thames Turnover.,35,67
10:03,27,Foul on Menno Dijkstra.,35,67
10:03,26,Ike Anigbogu missed Free Throw.,35,67
10:03,26,UCLA Deadball Team Rebound.,35,67
10:03,26,Ike Anigbogu missed Free Throw.,35,67
10:02,27,Chance Murray Defensive Rebound.,35,67
9:51,27,Chance Murray missed Three Point Jumper.,35,67
9:51,26,UCLA Deadball Team Rebound.,35,67
9:40,26,TJ Leaf made Layup. Assisted by Lonzo Ball.,35,69
9:26,27,Malik Thames missed Jumper.,35,69
9:26,26,TJ Leaf Block.,35,69
9:26,26,Ike Anigbogu Defensive Rebound.,35,69
9:04,26,TJ Leaf missed Jumper.,35,69
9:04,27,Alex Larsson Defensive Rebound.,35,69
8:40,27,Alex Larsson made Layup.,37,69
8:27,27,Foul on Brandon Rosser.,37,69
8:27,26,Lonzo Ball missed Free Throw.,37,69
8:27,26,UCLA Deadball Team Rebound.,37,69
8:27,26,Lonzo Ball made Free Throw.,37,70
8:15,27,Secean Johnson missed Three Point Jumper.,37,70
8:15,26,TJ Leaf Defensive Rebound.,37,70
8:15,27,Foul on Brandon Rosser.,37,70
7:53,26,Aaron Holiday made Three Point Jumper. Assisted by Thomas Welsh.,37,73
7:35,26,Foul on Bryce Alford.,37,73
7:29,27,Secean Johnson made Layup.,39,73
7:16,26,Lonzo Ball made Dunk. Assisted by TJ Leaf.,39,75
7:05,27,Eric Rwahwire missed Three Point Jumper.,39,75
7:05,26,TJ Leaf Defensive Rebound.,39,75
6:44,26,Bryce Alford missed Three Point Jumper.,39,75
6:44,27,Alex Larsson Defensive Rebound.,39,75
6:34,27,Secean Johnson missed Jumper.,39,75
6:34,26,Aaron Holiday Defensive Rebound.,39,75
6:26,26,TJ Leaf made Dunk. Assisted by Lonzo Ball.,39,77
6:09,27,Eric Rwahwire missed Three Point Jumper.,39,77
6:09,26,Thomas Welsh Defensive Rebound.,39,77
5:50,26,Aaron Holiday missed Jumper.,39,77
5:50,26,Aaron Holiday Offensive Rebound.,39,77
5:47,26,Aaron Holiday missed Layup.,39,77
5:47,26,UCLA Offensive Rebound.,39,77
5:45,26,Ike Anigbogu missed Jumper.,39,77
5:45,26,Ike Anigbogu Offensive Rebound.,39,77
5:42,27,Foul on Brandon Rosser.,39,77
5:42,26,Ike Anigbogu made Free Throw.,39,78
5:42,26,Ike Anigbogu made Free Throw.,39,79
5:21,27,Alex Larsson missed Jumper.,39,79
5:21,27,Brandon Rosser Offensive Rebound.,39,79
5:19,26,Foul on Aaron Holiday.,39,79
5:19,27,UC Riverside  Timeout,39,79
5:16,27,Gentrey Thomas made Three Point Jumper.,42,79
5:01,27,Foul on Brandon Rosser.,42,79
5:01,26,Bryce Alford made Free Throw.,42,80
5:01,26,Bryce Alford made Free Throw.,42,81
4:28,27,Secean Johnson Turnover.,42,81
4:28,26,Ike Anigbogu Steal.,42,81
4:20,26,TJ Leaf made Layup. Assisted by Bryce Alford.,42,83
4:10,27,Secean Johnson missed Layup.,42,83
4:10,26,Bryce Alford Defensive Rebound.,42,83
4:04,26,TJ Leaf made Dunk. Assisted by Lonzo Ball.,42,85
3:53,27,Gentrey Thomas made Three Point Jumper. Assisted by Chance Murray.,45,85
3:46,26,Aaron Holiday Turnover.,45,85
3:46,27,Dikymbe Martin Steal.,45,85
3:34,27,Dikymbe Martin missed Jumper.,45,85
3:34,26,Ike Anigbogu Defensive Rebound.,45,85
3:22,27,Foul on Secean Johnson.,45,85
3:20,26,Official TV Timeout,45,85
3:20,26,Aaron Holiday made Free Throw.,45,86
3:20,26,Aaron Holiday made Free Throw.,45,87
3:01,27,Dikymbe Martin made Three Point Jumper. Assisted by Gentrey Thomas.,48,87
2:45,26,Aaron Holiday made Layup. Assisted by Alec Wulff.,48,89
2:45,27,Foul on Dikymbe Martin.,48,89
2:45,26,Aaron Holiday made Free Throw.,48,90
2:41,27,Secean Johnson made Jumper.,50,90
2:41,26,Foul on Isaac Wulff.,50,90
2:41,27,Secean Johnson made Free Throw.,51,90
2:26,26,Aaron Holiday Turnover.,51,90
2:16,27,Gentrey Thomas missed Three Point Jumper.,51,90
2:16,27,James Jackson Offensive Rebound.,51,90
1:59,27,Chance Murray made Three Point Jumper. Assisted by James Jackson.,54,90
1:53,26,Alec Wulff made Three Point Jumper.,54,93
1:26,27,James Jackson made Jumper. Assisted by Gentrey Thomas.,56,93
1:18,26,Alec Wulff made Three Point Jumper. Assisted by Aaron Holiday.,56,96
1:05,27,Secean Johnson missed Layup.,56,96
1:05,26,Ikenna Okwarabizie Defensive Rebound.,56,96
0:50,26,Alec Wulff missed Three Point Jumper.,56,96
0:50,27,Chance Murray Defensive Rebound.,56,96
0:37,27,James Jackson Turnover.,56,96
0:37,26,Alec Wulff Steal.,56,96
0:26,26,Isaac Wulff made Layup.,56,98
0:17,27,Secean Johnson missed Three Point Jumper.,56,98
0:17,26,Ikenna Okwarabizie Defensive Rebound.,56,98
0:00,26,End of Game,56,98
