Morehead St,2086,Butler,2413
13:51,2086,Kamar Baldwin Defensive Rebound.,7,10
13:41,2086,Paul Jorgensen missed Three Point Jumper.,7,10
13:41,2086,Nate Fowler Offensive Rebound.,7,10
13:35,2086,Nate Fowler made Layup.,7,12
13:24,2413,Jordan Walker made Layup.,9,12
13:12,2086,Sean McDermott missed Three Point Jumper.,9,12
13:12,2413,A.J. Hicks Defensive Rebound.,9,12
12:39,2413,A.J. Hicks missed Layup.,9,12
12:39,2086,Butler Deadball Team Rebound.,9,12
12:15,2086,Kamar Baldwin missed Jumper.,9,12
12:15,2413,Malek Green Defensive Rebound.,9,12
12:01,2413,A.J. Hicks missed Three Point Jumper.,9,12
12:01,2086,Nate Fowler Defensive Rebound.,9,12
11:36,2086,Nate Fowler made Layup. Assisted by Kamar Baldwin.,9,14
11:25,2413,Djimon Henson missed Jumper.,9,14
11:25,2086,Sean McDermott Defensive Rebound.,9,14
11:08,2086,Kamar Baldwin Turnover.,9,14
11:07,2413,Jordan Walker Steal.,9,14
11:04,2413,Jordan Walker missed Layup.,9,14
11:04,2086,Sean McDermott Defensive Rebound.,9,14
11:03,2413,Foul on Jordan Walker.,9,14
11:03,2086,Official TV Timeout,9,14
10:34,2086,Aaron Thompson missed Three Point Jumper.,9,14
10:34,2413,Morehead State Deadball Team Rebound.,9,14
10:17,2413,Trell Thompson made Three Point Jumper. Assisted by A.J. Hicks.,12,14
10:08,2086,Nate Fowler made Layup. Assisted by Henry Baddley.,12,16
10:00,2086,Foul on Aaron Thompson.,12,16
9:47,2086,Foul on Aaron Thompson.,12,16
9:28,2413,Trell Thompson missed Three Point Jumper.,12,16
9:28,2086,Butler Defensive Rebound.,12,16
9:09,2086,Kamar Baldwin made Layup. Assisted by Henry Baddley.,12,18
8:41,2086,Foul on Paul Jorgensen.,12,18
8:24,2413,Malek Green Turnover.,12,18
8:22,2086,Kamar Baldwin Steal.,12,18
8:21,2413,Foul on Malek Green.,12,18
8:21,2086,Tyler Wideman made Free Throw.,12,19
8:21,2086,Tyler Wideman made Free Throw.,12,20
8:00,2413,Malek Green missed Jumper.,12,20
8:00,2086,Henry Baddley Defensive Rebound.,12,20
7:51,2086,Tyler Wideman Turnover.,12,20
7:51,2086,Official TV Timeout,12,20
7:41,2413,Morehead State  Timeout,12,20
7:22,2413,De'Von Cooper missed Layup.,12,20
7:22,2086,Kelan Martin Defensive Rebound.,12,20
7:04,2086,Paul Jorgensen missed Three Point Jumper.,12,20
7:04,2413,A.J. Hicks Defensive Rebound.,12,20
6:54,2413,Djimon Henson made Three Point Jumper. Assisted by A.J. Hicks.,15,20
6:33,2413,Foul on Londell King.,15,20
6:11,2086,Tyler Wideman made Dunk. Assisted by Kelan Martin.,15,22
6:04,2086,Foul on Sean McDermott.,15,22
5:57,2413,Djimon Henson missed Three Point Jumper.,15,22
5:57,2086,Butler Deadball Team Rebound.,15,22
5:55,2413,Foul on Alonzo Chatman.,15,22
5:55,2086,Tyler Wideman made Free Throw.,15,23
5:55,2086,Tyler Wideman made Free Throw.,15,24
5:45,2413,A.J. Hicks Turnover.,15,24
5:44,2086,Kelan Martin Steal.,15,24
5:42,2086,Kelan Martin made Layup.,15,26
5:42,2413,Foul on A.J. Hicks.,15,26
5:42,2086,Kelan Martin made Free Throw.,15,27
5:34,2413,De'Von Cooper made Jumper.,17,27
5:08,2086,Kelan Martin missed Three Point Jumper.,17,27
5:08,2086,Tyler Wideman Offensive Rebound.,17,27
5:02,2086,Paul Jorgensen missed Three Point Jumper.,17,27
5:02,2413,Djimon Henson Defensive Rebound.,17,27
4:54,2413,De'Von Cooper made Jumper.,19,27
4:44,2086,Butler  Timeout,19,27
4:37,2086,Kamar Baldwin Turnover.,19,27
4:36,2413,Malek Green Steal.,19,27
4:36,2086,Foul on Kamar Baldwin.,19,27
4:27,2413,Malek Green missed Three Point Jumper.,19,27
4:27,2086,Kamar Baldwin Defensive Rebound.,19,27
4:13,2086,Kelan Martin Turnover.,19,27
4:09,2413,De'Von Cooper missed Layup.,19,27
4:09,2086,Henry Baddley Block.,19,27
4:06,2086,Kelan Martin Defensive Rebound.,19,27
3:59,2086,Official TV Timeout,19,27
3:55,2086,Kelan Martin missed Layup.,19,27
3:55,2086,Kelan Martin Offensive Rebound.,19,27
3:54,2413,Foul on Lamontray Harris.,19,27
3:54,2086,Kelan Martin made Free Throw.,19,28
3:54,2086,Kelan Martin made Free Throw.,19,29
3:38,2413,Djimon Henson made Three Point Jumper. Assisted by De'Von Cooper.,22,29
3:07,2086,Kamar Baldwin missed Jumper.,22,29
3:07,2413,A.J. Hicks Defensive Rebound.,22,29
3:00,2413,Djimon Henson made Three Point Jumper. Assisted by A.J. Hicks.,25,29
2:45,2086,Henry Baddley Turnover.,25,29
2:43,2413,Lamontray Harris Steal.,25,29
2:40,2413,Djimon Henson missed Three Point Jumper.,25,29
2:40,2413,Alonzo Chatman Offensive Rebound.,25,29
2:36,2413,Alonzo Chatman made Layup.,27,29
2:18,2086,Kelan Martin missed Three Point Jumper.,27,29
2:18,2086,Joey Brunk Offensive Rebound.,27,29
1:55,2086,Kamar Baldwin missed Layup.,27,29
1:55,2086,Joey Brunk Offensive Rebound.,27,29
1:54,2413,Foul on A.J. Hicks.,27,29
1:54,2086,Joey Brunk missed Free Throw.,27,29
1:54,2086,Butler Deadball Team Rebound.,27,29
1:54,2086,Joey Brunk missed Free Throw.,27,29
1:54,2413,Lamontray Harris Defensive Rebound.,27,29
1:29,2086,Foul on Kelan Martin.,27,29
1:29,2413,De'Von Cooper made Free Throw.,28,29
1:29,2413,De'Von Cooper missed Free Throw.,28,29
1:29,2413,Alonzo Chatman Offensive Rebound.,28,29
1:24,2413,De'Von Cooper missed Three Point Jumper.,28,29
1:24,2086,Butler Deadball Team Rebound.,28,29
1:23,2413,Foul on Lamontray Harris.,28,29
1:23,2086,Kelan Martin made Free Throw.,28,30
1:23,2086,Kelan Martin made Free Throw.,28,31
1:13,2413,Jordan Walker Turnover.,28,31
1:12,2086,Kelan Martin Steal.,28,31
1:09,2086,Kelan Martin made Dunk.,28,33
0:49,2413,Djimon Henson missed Jumper.,28,33
0:49,2086,Kamar Baldwin Block.,28,33
0:46,2086,Kelan Martin Defensive Rebound.,28,33
0:24,2086,Kelan Martin Turnover.,28,33
0:24,2086,Foul on Kelan Martin.,28,33
0:07,2413,Londell King missed Three Point Jumper.,28,33
0:07,2086,Kamar Baldwin Defensive Rebound.,28,33
0:00,2086,Christian David missed Three Point Jumper.,28,33
0:00,2086,Kamar Baldwin Offensive Rebound.,28,33
0:00,2086,End of 1st half,28,33
19:45,2086,Foul on Paul Jorgensen.,28,33
19:45,2413,De'Von Cooper missed Free Throw.,28,33
19:45,2413,Morehead State Deadball Team Rebound.,28,33
19:45,2413,De'Von Cooper made Free Throw.,29,33
19:22,2086,Kelan Martin made Jumper.,29,35
19:13,2413,Londell King Turnover.,29,35
19:13,2413,Foul on Londell King.,29,35
19:02,2086,Kelan Martin missed Jumper.,29,35
19:02,2413,De'Von Cooper Defensive Rebound.,29,35
18:51,2413,Lamontray Harris Turnover.,29,35
18:51,2413,Foul on Lamontray Harris.,29,35
18:33,2086,Kamar Baldwin missed Jumper.,29,35
18:33,2413,Malek Green Defensive Rebound.,29,35
18:20,2413,Djimon Henson missed Three Point Jumper.,29,35
18:20,2086,Kamar Baldwin Defensive Rebound.,29,35
18:16,2413,Foul on Djimon Henson.,29,35
18:01,2086,Kelan Martin made Three Point Jumper. Assisted by Tyler Wideman.,29,38
17:31,2413,Jordan Walker Turnover.,29,38
17:31,2086,Aaron Thompson Steal.,29,38
17:19,2413,Foul on Alonzo Chatman.,29,38
17:15,2086,Kelan Martin made Layup.,29,40
16:45,2413,De'Von Cooper missed Three Point Jumper.,29,40
16:45,2086,Tyler Wideman Defensive Rebound.,29,40
16:37,2086,Aaron Thompson missed Layup.,29,40
16:37,2413,De'Von Cooper Defensive Rebound.,29,40
16:32,2413,Jordan Walker missed Three Point Jumper.,29,40
16:32,2086,Paul Jorgensen Defensive Rebound.,29,40
16:24,2086,Paul Jorgensen Turnover.,29,40
16:24,2086,Foul on Paul Jorgensen.,29,40
16:00,2413,Djimon Henson made Jumper.,31,40
15:44,2086,Kamar Baldwin missed Three Point Jumper.,31,40
15:44,2086,Aaron Thompson Offensive Rebound.,31,40
15:36,2086,Nate Fowler missed Layup.,31,40
15:36,2413,Malek Green Block.,31,40
15:36,2086,Butler Offensive Rebound.,31,40
15:36,2086,Official TV Timeout,31,40
15:35,2086,Kamar Baldwin made Jumper. Assisted by Aaron Thompson.,31,42
15:01,2413,Morehead State  Turnover.,31,42
14:50,2086,Kamar Baldwin made Jumper.,31,44
14:50,2413,Foul on Djimon Henson.,31,44
14:50,2086,Kamar Baldwin made Free Throw.,31,45
14:27,2413,Jordan Walker missed Jumper.,31,45
14:27,2086,Nate Fowler Defensive Rebound.,31,45
14:20,2086,Sean McDermott made Layup. Assisted by Kamar Baldwin.,31,47
14:06,2413,A.J. Hicks made Jumper.,33,47
13:53,2086,Kelan Martin made Dunk.,33,49
13:43,2413,Morehead State  Timeout,33,49
13:21,2413,Jordan Walker made Three Point Jumper. Assisted by A.J. Hicks.,36,49
13:04,2086,Kelan Martin made Layup. Assisted by Aaron Thompson.,36,51
12:42,2413,Jordan Walker missed Three Point Jumper.,36,51
12:42,2413,De'Von Cooper Offensive Rebound.,36,51
12:37,2413,De'Von Cooper missed Jumper.,36,51
12:37,2086,Sean McDermott Defensive Rebound.,36,51
12:23,2086,Nate Fowler made Layup. Assisted by Kelan Martin.,36,53
12:10,2413,Alonzo Chatman Turnover.,36,53
12:10,2413,Foul on Alonzo Chatman.,36,53
11:57,2086,Nate Fowler made Three Point Jumper. Assisted by Paul Jorgensen.,36,56
11:30,2413,Djimon Henson made Layup.,38,56
11:30,2086,Foul on Nate Fowler.,38,56
11:30,2086,Official TV Timeout,38,56
11:30,2413,Djimon Henson made Free Throw.,39,56
11:14,2086,Paul Jorgensen made Three Point Jumper. Assisted by Aaron Thompson.,39,59
10:55,2413,Lamontray Harris made Jumper. Assisted by A.J. Hicks.,41,59
10:32,2086,Sean McDermott made Three Point Jumper. Assisted by Paul Jorgensen.,41,62
10:24,2413,Jordan Walker made Layup.,43,62
10:24,2086,Foul on Nate Fowler.,43,62
10:24,2413,Jordan Walker made Free Throw.,44,62
10:03,2086,Kelan Martin Turnover.,44,62
9:51,2413,Lamontray Harris missed Three Point Jumper.,44,62
9:51,2086,Paul Jorgensen Defensive Rebound.,44,62
9:41,2086,Kamar Baldwin missed Three Point Jumper.,44,62
9:41,2413,Lamontray Harris Defensive Rebound.,44,62
9:31,2413,Jordan Walker missed Layup.,44,62
9:31,2086,Kelan Martin Defensive Rebound.,44,62
9:18,2086,Kamar Baldwin Turnover.,44,62
9:16,2413,Londell King Steal.,44,62
9:09,2413,Djimon Henson made Three Point Jumper. Assisted by A.J. Hicks.,47,62
8:40,2086,Kelan Martin missed Three Point Jumper.,47,62
8:40,2413,Jordan Walker Defensive Rebound.,47,62
8:18,2413,Jordan Walker missed Jumper.,47,62
8:18,2086,Kelan Martin Defensive Rebound.,47,62
7:56,2086,Paul Jorgensen made Three Point Jumper. Assisted by Henry Baddley.,47,65
7:39,2413,Djimon Henson missed Three Point Jumper.,47,65
7:39,2086,Kamar Baldwin Defensive Rebound.,47,65
7:32,2086,Paul Jorgensen made Three Point Jumper. Assisted by Kamar Baldwin.,47,68
7:23,2413,Morehead State  Timeout,47,68
7:15,2413,Jordan Walker missed Three Point Jumper.,47,68
7:15,2086,Kamar Baldwin Defensive Rebound.,47,68
6:53,2086,Kelan Martin missed Three Point Jumper.,47,68
6:53,2086,Tyler Wideman Offensive Rebound.,47,68
6:42,2086,Tyler Wideman made Layup. Assisted by Paul Jorgensen.,47,70
6:26,2413,Djimon Henson made Jumper.,49,70
6:20,2086,Tyler Wideman made Dunk. Assisted by Aaron Thompson.,49,72
5:58,2086,Foul on Kelan Martin.,49,72
5:56,2413,De'Von Cooper missed Three Point Jumper.,49,72
5:56,2086,Kamar Baldwin Defensive Rebound.,49,72
5:46,2086,Christian David made Three Point Jumper. Assisted by Paul Jorgensen.,49,75
5:34,2413,Jordan Walker missed Three Point Jumper.,49,75
5:34,2413,Malek Green Offensive Rebound.,49,75
5:29,2413,Malek Green Turnover.,49,75
5:24,2086,Joey Brunk Turnover.,49,75
5:24,2086,Foul on Joey Brunk.,49,75
5:18,2413,De'Von Cooper Turnover.,49,75
5:16,2086,Paul Jorgensen Steal.,49,75
5:12,2086,Kamar Baldwin missed Layup.,49,75
5:12,2413,Jordan Walker Defensive Rebound.,49,75
5:07,2413,Djimon Henson made Three Point Jumper. Assisted by De'Von Cooper.,52,75
4:49,2086,Paul Jorgensen made Layup.,52,77
4:32,2086,Foul on Christian David.,52,77
4:32,2413,Londell King missed Free Throw.,52,77
4:32,2086,Paul Jorgensen Defensive Rebound.,52,77
4:13,2086,Joey Brunk Turnover.,52,77
4:13,2086,Foul on Joey Brunk.,52,77
3:56,2413,Djimon Henson missed Three Point Jumper.,52,77
3:56,2086,Joey Brunk Defensive Rebound.,52,77
3:45,2086,Paul Jorgensen missed Three Point Jumper.,52,77
3:45,2086,Christian David Offensive Rebound.,52,77
3:45,2413,Foul on Londell King.,52,77
3:45,2086,Official TV Timeout,52,77
3:45,2086,Christian David missed Free Throw.,52,77
3:45,2086,Butler Deadball Team Rebound.,52,77
3:45,2086,Christian David made Free Throw.,52,78
3:25,2413,Lamontray Harris made Jumper. Assisted by A.J. Hicks.,54,78
3:10,2086,Paul Jorgensen missed Jumper.,54,78
3:10,2413,Trell Thompson Defensive Rebound.,54,78
3:02,2413,Trell Thompson made Jumper.,56,78
2:33,2413,Foul on Lamontray Harris.,56,78
2:33,2086,Christian David made Free Throw.,56,79
2:33,2086,Christian David missed Free Throw.,56,79
2:33,2086,Butler Deadball Team Rebound.,56,79
2:33,2086,Christian David made Free Throw.,56,80
2:23,2086,Foul on Christian David.,56,80
2:23,2413,Lamontray Harris made Free Throw.,57,80
2:23,2413,Lamontray Harris made Free Throw.,58,80
2:23,2086,Christian David Turnover.,58,80
2:21,2413,A.J. Hicks Steal.,58,80
2:21,2413,Lamontray Harris made Layup. Assisted by Richard Feagin.,60,80
2:21,2086,Foul on Christian David.,60,80
2:21,2413,Lamontray Harris made Free Throw.,61,80
1:52,2086,Paul Jorgensen made Jumper.,61,82
1:39,2413,A.J. Hicks made Three Point Jumper. Assisted by Alonzo Chatman.,64,82
1:15,2086,Paul Jorgensen made Layup. Assisted by Joey Brunk.,64,84
1:15,2413,Foul on Richard Feagin.,64,84
1:15,2086,Paul Jorgensen made Free Throw.,64,85
0:49,2413,Richard Feagin missed Layup.,64,85
0:49,2413,Morehead State Offensive Rebound.,64,85
0:42,2413,Lamontray Harris made Jumper.,66,85
0:32,2086,Campbell Donovan missed Three Point Jumper.,66,85
0:32,2413,Trell Thompson Defensive Rebound.,66,85
0:25,2413,Austin Crawford made Three Point Jumper. Assisted by Trell Thompson.,69,85
0:00,2086,End of Game,69,85
