Omaha,2628,TCU,2437
2:15,2628,Kouat Noi Defensive Rebound.,24,46
1:50,2628,RJ Nembhard made Layup. Assisted by Kenrich Williams.,24,48
1:35,2437,Zach Jackson made Layup. Assisted by KJ Robinson.,26,48
1:35,2628,Foul on Kouat Noi.,26,48
1:35,2437,Zach Jackson missed Free Throw.,26,48
1:35,2628,Kouat Noi Defensive Rebound.,26,48
1:20,2628,Ahmed Hamdy-Mohamed Turnover.,26,48
1:12,2628,Foul on Ahmed Hamdy-Mohamed.,26,48
1:12,2437,Zach Jackson missed Free Throw.,26,48
1:12,2628,Vladimir Brodziansky Defensive Rebound.,26,48
0:59,2628,Vladimir Brodziansky made Jumper.,26,50
0:52,2437,Daniel Norl Turnover.,26,50
0:51,2628,Kouat Noi Steal.,26,50
0:49,2628,RJ Nembhard Turnover.,26,50
0:46,2437,KJ Robinson made Jumper.,28,50
0:30,2628,Vladimir Brodziansky missed Three Point Jumper.,28,50
0:30,2437,Omaha Defensive Rebound.,28,50
0:18,2437,Daniel Norl Turnover.,28,50
0:17,2628,Kouat Noi Steal.,28,50
0:15,2628,Shawn Olden missed Three Point Jumper.,28,50
0:15,2437,Omaha Deadball Team Rebound.,28,50
0:03,2437,Daniel Norl missed Jumper.,28,50
0:03,2437,Zach Jackson Offensive Rebound.,28,50
0:00,2437,Zach Jackson missed Layup.,28,50
0:00,2437,Omaha Deadball Team Rebound.,28,50
0:00,2628,End of 1st half,28,50
19:50,2628,Kenrich Williams made Dunk.,28,52
19:31,2437,Daniel Meyer missed Layup.,28,52
19:31,2628,Kenrich Williams Defensive Rebound.,28,52
19:22,2437,Foul on  .,28,52
19:22,2628,Vladimir Brodziansky made Free Throw.,28,53
19:22,2628,Vladimir Brodziansky made Free Throw.,28,54
19:03,2437,Zach Jackson Turnover.,28,54
19:02,2628,Desmond Bane Steal.,28,54
18:54,2628,Kenrich Williams missed Three Point Jumper.,28,54
18:54,2437,Zach Jackson Defensive Rebound.,28,54
18:43,2437,Zach Jackson made Three Point Jumper. Assisted by KJ Robinson.,31,54
18:27,2628,Jaylen Fisher Turnover.,31,54
18:26,2437,KJ Robinson Steal.,31,54
18:17,2437,made Layup. Assisted by KJ Robinson.,33,54
18:17,2628,TCU  Timeout,33,54
18:03,2628,Vladimir Brodziansky Turnover.,33,54
17:51,2437,Daniel Meyer made Dunk. Assisted by KJ Robinson.,35,54
17:30,2628,Kenrich Williams made Layup. Assisted by JD Miller.,35,56
17:14,2437,Daniel Norl Turnover.,35,56
17:06,2628,Vladimir Brodziansky made Three Point Jumper. Assisted by Kenrich Williams.,35,59
16:51,2437,Turnover.,35,59
16:41,2437,Foul on  .,35,59
16:41,2628,Vladimir Brodziansky made Free Throw.,35,60
16:41,2628,Vladimir Brodziansky made Free Throw.,35,61
16:29,2437,JT Gibson made Jumper.,37,61
16:14,2628,JD Miller missed Three Point Jumper.,37,61
16:14,2437,KJ Robinson Defensive Rebound.,37,61
15:59,2628,Foul on Kenrich Williams.,37,61
15:59,2628,Official TV Timeout,37,61
15:59,2437,Zach Jackson made Free Throw.,38,61
15:59,2437,Zach Jackson made Free Throw.,39,61
15:49,2628,Vladimir Brodziansky made Dunk. Assisted by Kouat Noi.,39,63
15:34,2437,JT Gibson Turnover.,39,63
15:31,2628,Kenrich Williams Steal.,39,63
15:29,2628,Kenrich Williams missed Layup.,39,63
15:29,2437,Zach Jackson Defensive Rebound.,39,63
15:18,2437,Zach Jackson missed Three Point Jumper.,39,63
15:18,2628,Desmond Bane Defensive Rebound.,39,63
15:05,2437,Foul on JT Gibson.,39,63
15:04,2628,Desmond Bane made Layup. Assisted by Jaylen Fisher.,39,65
14:48,2437,Alex Allbery Turnover.,39,65
14:25,2628,Shawn Olden Turnover.,39,65
14:24,2437,Zach Jackson Steal.,39,65
14:20,2437,JT Gibson Turnover.,39,65
14:20,2437,Foul on JT Gibson.,39,65
14:13,2628,Vladimir Brodziansky missed Three Point Jumper.,39,65
14:13,2437,Alex Allbery Defensive Rebound.,39,65
13:47,2437,Matt Pile missed Layup.,39,65
13:47,2628,Vladimir Brodziansky Block.,39,65
13:46,2628,Vladimir Brodziansky Defensive Rebound.,39,65
13:37,2628,Jaylen Fisher Turnover.,39,65
13:36,2437,JT Gibson Steal.,39,65
13:30,2437,Zach Jackson Turnover.,39,65
13:08,2628,Kouat Noi made Layup. Assisted by Shawn Olden.,39,67
13:07,2437,Foul on Matt Pile.,39,67
13:07,2628,Kouat Noi made Free Throw.,39,68
12:53,2437,Ayo Akinwole missed Three Point Jumper.,39,68
12:53,2628,Desmond Bane Defensive Rebound.,39,68
12:35,2628,Desmond Bane made Three Point Jumper. Assisted by Shawn Olden.,39,71
12:17,2437,Daniel Norl Turnover.,39,71
12:16,2628,Desmond Bane Steal.,39,71
12:14,2628,Desmond Bane made Dunk.,39,73
12:12,2437,Omaha  Timeout,39,73
12:11,2628,Official TV Timeout,39,73
12:00,2437,Omaha  Turnover.,39,73
11:46,2628,Shawn Olden missed Three Point Jumper.,39,73
11:46,2437,KJ Robinson Defensive Rebound.,39,73
11:35,2437,Matt Pile made Layup. Assisted by KJ Robinson.,41,73
11:15,2628,Ahmed Hamdy-Mohamed made Jumper. Assisted by Kouat Noi.,41,75
11:07,2437,KJ Robinson made Layup.,43,75
10:47,2628,RJ Nembhard made Jumper. Assisted by Shawn Olden.,43,77
10:24,2437,Matt Pile missed Layup.,43,77
10:24,2628,Kouat Noi Defensive Rebound.,43,77
10:17,2628,RJ Nembhard missed Three Point Jumper.,43,77
10:17,2628,Ahmed Hamdy-Mohamed Offensive Rebound.,43,77
10:13,2628,Ahmed Hamdy-Mohamed Turnover.,43,77
10:12,2437,Alex Allbery Steal.,43,77
10:07,2437,Alex Allbery missed Layup.,43,77
10:07,2628,RJ Nembhard Block.,43,77
10:07,2437,Omaha Offensive Rebound.,43,77
9:47,2628,Foul on Jaylen Fisher.,43,77
9:32,2437,KJ Robinson missed Three Point Jumper.,43,77
9:32,2628,Kenrich Williams Defensive Rebound.,43,77
9:23,2628,Shawn Olden made Three Point Jumper. Assisted by Kenrich Williams.,43,80
9:10,2437,Alex Allbery Turnover.,43,80
9:10,2628,Kenrich Williams Steal.,43,80
8:53,2628,JD Miller missed Jumper.,43,80
8:53,2628,Kenrich Williams Offensive Rebound.,43,80
8:49,2628,Jaylen Fisher made Three Point Jumper. Assisted by Kenrich Williams.,43,83
8:33,2437,made Three Point Jumper. Assisted by Zach Jackson.,46,83
8:11,2628,JD Miller Turnover.,46,83
7:52,2437,Daniel Meyer Turnover.,46,83
7:52,2628,Official TV Timeout,46,83
7:43,2628,Jaylen Fisher missed Three Point Jumper.,46,83
7:43,2437,Defensive Rebound.,46,83
7:15,2437,Zach Jackson made Layup. Assisted by KJ Robinson.,48,83
6:58,2628,Jaylen Fisher missed Three Point Jumper.,48,83
6:58,2437,KJ Robinson Defensive Rebound.,48,83
6:50,2437,KJ Robinson made Three Point Jumper.,51,83
6:32,2628,JD Miller made Dunk. Assisted by Jaylen Fisher.,51,85
6:18,2437,missed Jumper.,51,85
6:18,2628,Jaylen Fisher Defensive Rebound.,51,85
6:07,2628,Vladimir Brodziansky made Layup. Assisted by Jaylen Fisher.,51,87
6:07,2437,Foul on Zach Jackson.,51,87
6:07,2628,Vladimir Brodziansky made Free Throw.,51,88
5:55,2437,JT Gibson Turnover.,51,88
5:55,2628,JD Miller Steal.,51,88
5:42,2628,JD Miller made Dunk. Assisted by Kenrich Williams.,51,90
5:20,2437,Zach Jackson Turnover.,51,90
4:58,2628,Shawn Olden made Three Point Jumper. Assisted by Ahmed Hamdy-Mohamed.,51,93
4:57,2437,Foul on Daniel Norl.,51,93
4:57,2628,Shawn Olden missed Free Throw.,51,93
4:57,2437,Matt Pile Defensive Rebound.,51,93
4:36,2628,Foul on Ahmed Hamdy-Mohamed.,51,93
4:36,2628,Foul on Ahmed Hamdy-Mohamed.,51,93
4:25,2437,Daniel Norl made Three Point Jumper. Assisted by Matt Pile.,54,93
4:09,2628,RJ Nembhard missed Layup.,54,93
4:09,2628,Ahmed Hamdy-Mohamed Offensive Rebound.,54,93
4:07,2628,Ahmed Hamdy-Mohamed made Two Point Tip Shot.,54,95
3:44,2437,JT Gibson made Three Point Jumper. Assisted by Matt Pile.,57,95
3:27,2628,JD Miller missed Three Point Jumper.,57,95
3:27,2437,Ayo Akinwole Defensive Rebound.,57,95
3:21,2628,Foul on Dalton Dry.,57,95
3:21,2628,Official TV Timeout,57,95
3:07,2437,Matt Pile made Layup. Assisted by Ayo Akinwole.,59,95
2:47,2628,Dalton Dry missed Layup.,59,95
2:47,2437,Matt Pile Block.,59,95
2:47,2628,TCU Offensive Rebound.,59,95
2:34,2628,Dalton Dry missed Layup.,59,95
2:34,2437,Matt Pile Block.,59,95
2:34,2437,Omaha Defensive Rebound.,59,95
2:24,2437,Daniel Norl made Layup.,61,95
2:13,2628,Clayton Crawford missed Three Point Jumper.,61,95
2:13,2437,Matt Pile Defensive Rebound.,61,95
2:03,2437,Alex Allbery missed Layup.,61,95
2:03,2628,Ahmed Hamdy-Mohamed Block.,61,95
2:02,2628,Dalton Dry Defensive Rebound.,61,95
1:58,2437,Foul on Daniel Norl.,61,95
1:58,2628,Dalton Dry made Free Throw.,61,96
1:58,2628,Dalton Dry missed Free Throw.,61,96
1:58,2437,Alex Allbery Defensive Rebound.,61,96
1:41,2437,Ayo Akinwole missed Three Point Jumper.,61,96
1:41,2628,Shawn Olden Defensive Rebound.,61,96
1:34,2628,Shawn Olden missed Layup.,61,96
1:34,2437,Alex Allbery Defensive Rebound.,61,96
1:27,2437,JT Gibson missed Three Point Jumper.,61,96
1:27,2628,Ahmed Hamdy-Mohamed Defensive Rebound.,61,96
1:14,2628,Dalton Dry made Three Point Jumper. Assisted by RJ Nembhard.,61,99
0:56,2437,JT Gibson made Three Point Jumper. Assisted by Alex Allbery.,64,99
0:44,2628,RJ Nembhard missed Layup.,64,99
0:44,2437,Daniel Norl Defensive Rebound.,64,99
0:38,2437,Matt Pile made Dunk. Assisted by Ayo Akinwole.,66,99
0:12,2628,Ahmed Hamdy-Mohamed missed Layup.,66,99
0:12,2437,Daniel Norl Defensive Rebound.,66,99
0:07,2437,JT Gibson missed Three Point Jumper.,66,99
0:07,2628,Dalton Dry Defensive Rebound.,66,99
0:00,2628,End of Game,66,99
