UC Irvine,2172,Denver,300
6:15,2172,Foul on Ade Murkey.,21,16
6:15,300,Justin Wertner made Free Throw.,22,16
6:15,300,Justin Wertner made Free Throw.,23,16
6:06,2172,Jake Pemberton Turnover.,23,16
6:05,300,Max Hazzard Steal.,23,16
6:04,2172,Foul on Jake Pemberton.,23,16
6:04,300,Max Hazzard made Free Throw.,24,16
6:04,300,Max Hazzard missed Free Throw.,24,16
6:04,300,Justin Wertner Offensive Rebound.,24,16
5:59,300,Justin Wertner made Three Point Jumper. Assisted by Eyassu Worku.,27,16
5:50,2172,Denver  Timeout,27,16
5:39,300,Foul on John Edgar Jr..,27,16
5:36,2172,Joe Rosga missed Layup.,27,16
5:36,2172,Jake Krafka Offensive Rebound.,27,16
5:33,2172,Jake Krafka missed Two Point Tip Shot.,27,16
5:33,300,Eyassu Worku Defensive Rebound.,27,16
5:28,300,Max Hazzard missed Three Point Jumper.,27,16
5:28,2172,Joe Rosga Defensive Rebound.,27,16
5:10,300,Foul on John Edgar Jr..,27,16
5:10,2172,Jake Krafka missed Free Throw.,27,16
5:10,300,Tommy Rutherford Defensive Rebound.,27,16
4:50,300,Elston Jones made Layup. Assisted by Justin Wertner.,29,16
4:37,2172,Daniel Amigo missed Jumper.,29,16
4:37,2172,Jake Krafka Offensive Rebound.,29,16
4:33,300,Foul on Justin Wertner.,29,16
4:33,2172,Jake Krafka made Free Throw.,29,17
4:33,2172,Jake Krafka missed Free Throw.,29,17
4:33,300,Tommy Rutherford Defensive Rebound.,29,17
4:15,300,Evan Leonard Turnover.,29,17
4:14,2172,Jake Pemberton Steal.,29,17
4:12,2172,Jake Pemberton missed Layup.,29,17
4:12,2172,Jake Krafka Offensive Rebound.,29,17
4:09,2172,Jake Krafka missed Layup.,29,17
4:09,300,Tommy Rutherford Block.,29,17
4:08,300,Eyassu Worku Defensive Rebound.,29,17
4:05,300,Evan Leonard made Layup. Assisted by Eyassu Worku.,31,17
3:34,2172,Daniel Amigo made Layup.,31,19
3:18,300,Tommy Rutherford Turnover.,31,19
3:18,2172,Denver  Timeout,31,19
3:01,2172,Joe Rosga Turnover.,31,19
3:00,300,Brandon Smith Steal.,31,19
2:52,300,Brandon Smith missed Three Point Jumper.,31,19
2:52,2172,Joe Rosga Defensive Rebound.,31,19
2:28,2172,Daniel Amigo missed Jumper.,31,19
2:28,300,Evan Leonard Defensive Rebound.,31,19
2:06,300,Evan Leonard missed Jumper.,31,19
2:06,300,Brad Greene Offensive Rebound.,31,19
2:02,300,Brad Greene made Layup.,33,19
1:40,2172,Daniel Amigo made Layup.,33,21
1:21,300,Eyassu Worku made Layup.,35,21
1:02,2172,Joe Rosga made Jumper. Assisted by Elvin Rodriguez.,35,23
0:45,300,Eyassu Worku missed Jumper.,35,23
0:45,300,Brad Greene Offensive Rebound.,35,23
0:42,300,Brad Greene missed Two Point Tip Shot.,35,23
0:42,2172,Denver Defensive Rebound.,35,23
0:29,2172,Denver  Timeout,35,23
0:25,2172,Elvin Rodriguez made Layup.,35,25
0:16,300,UC Irvine  Timeout,35,25
0:00,300,Justin Wertner missed Three Point Jumper.,35,25
0:00,2172,Denver Defensive Rebound.,35,25
0:00,2172,End of 1st half,35,25
19:45,300,Tommy Rutherford made Layup. Assisted by Evan Leonard.,37,25
19:24,2172,Jake Pemberton made Three Point Jumper.,37,28
18:54,300,Eyassu Worku missed Three Point Jumper.,37,28
18:54,2172,Daniel Amigo Defensive Rebound.,37,28
18:42,2172,Joe Rosga made Jumper. Assisted by Ade Murkey.,37,30
18:39,300,UC Irvine  Timeout,37,30
18:20,300,Jonathan Galloway Turnover.,37,30
18:20,300,Foul on Jonathan Galloway.,37,30
17:59,2172,Jake Pemberton missed Three Point Jumper.,37,30
17:59,300,Evan Leonard Defensive Rebound.,37,30
17:50,300,Tommy Rutherford Turnover.,37,30
17:50,300,Foul on Tommy Rutherford.,37,30
17:32,2172,Daniel Amigo missed Jumper.,37,30
17:32,300,Tommy Rutherford Defensive Rebound.,37,30
17:25,300,John Edgar Jr. made Layup. Assisted by Eyassu Worku.,39,30
17:07,2172,Ade Murkey Turnover.,39,30
17:06,300,Evan Leonard Steal.,39,30
17:03,300,Evan Leonard made Layup.,41,30
16:55,300,Foul on Jonathan Galloway.,41,30
16:53,2172,Luke Neff missed Three Point Jumper.,41,30
16:53,300,Evan Leonard Defensive Rebound.,41,30
16:43,300,Tommy Rutherford made Layup. Assisted by Elston Jones.,43,30
16:43,2172,Foul on Luke Neff.,43,30
16:43,300,Tommy Rutherford missed Free Throw.,43,30
16:43,300,John Edgar Jr. Offensive Rebound.,43,30
16:40,300,Eyassu Worku missed Three Point Jumper.,43,30
16:40,2172,Abiola Akintola Defensive Rebound.,43,30
16:27,2172,Daniel Amigo missed Layup.,43,30
16:27,300,Tommy Rutherford Block.,43,30
16:25,2172,Daniel Amigo Offensive Rebound.,43,30
16:15,2172,Jake Pemberton missed Three Point Jumper.,43,30
16:15,300,Elston Jones Defensive Rebound.,43,30
16:08,2172,Foul on Abiola Akintola.,43,30
15:57,300,Evan Leonard missed Jumper.,43,30
15:57,2172,Daniel Amigo Defensive Rebound.,43,30
15:50,300,Foul on Evan Leonard.,43,30
15:50,2172,Official TV Timeout,43,30
15:50,2172,Joe Rosga made Free Throw.,43,31
15:50,2172,Joe Rosga made Free Throw.,43,32
15:32,300,Elston Jones made Layup. Assisted by Evan Leonard.,45,32
15:18,300,Foul on Elston Jones.,45,32
15:00,2172,Jake Pemberton missed Three Point Jumper.,45,32
15:00,300,Elston Jones Defensive Rebound.,45,32
14:49,300,Tommy Rutherford missed Layup.,45,32
14:49,300,Tommy Rutherford Offensive Rebound.,45,32
14:45,300,Evan Leonard made Three Point Jumper. Assisted by Tommy Rutherford.,48,32
14:26,2172,Ade Murkey made Jumper. Assisted by Joe Rosga.,48,34
14:07,300,Justin Wertner made Three Point Jumper. Assisted by Evan Leonard.,51,34
13:46,2172,Ade Murkey made Layup. Assisted by Jake Krafka.,51,36
13:46,300,Foul on Elston Jones.,51,36
13:46,2172,Ade Murkey made Free Throw.,51,37
13:32,300,John Edgar Jr. missed Three Point Jumper.,51,37
13:32,2172,Joe Rosga Defensive Rebound.,51,37
13:25,300,Foul on Max Hazzard.,51,37
13:25,2172,Joe Rosga made Free Throw.,51,38
13:25,2172,Joe Rosga made Free Throw.,51,39
13:01,300,Justin Wertner Turnover.,51,39
13:01,2172,Joe Rosga Steal.,51,39
12:57,2172,Joe Rosga missed Layup.,51,39
12:57,300,John Edgar Jr. Block.,51,39
12:57,2172,Denver Offensive Rebound.,51,39
12:45,2172,Joe Rosga missed Three Point Jumper.,51,39
12:43,2172,Christian Mackey Offensive Rebound.,51,39
12:40,2172,Christian Mackey missed Two Point Tip Shot.,51,39
12:38,300,Brad Greene Defensive Rebound.,51,39
12:23,300,Max Hazzard Turnover.,51,39
12:22,2172,Joe Rosga Steal.,51,39
12:17,2172,Daniel Amigo made Jumper.,51,41
11:59,300,Eyassu Worku made Jumper.,53,41
11:37,300,Foul on John Edgar Jr..,53,41
11:37,2172,Official TV Timeout,53,41
11:37,2172,Daniel Amigo made Free Throw.,53,42
11:37,2172,Daniel Amigo made Free Throw.,53,43
11:19,300,Max Hazzard made Three Point Jumper. Assisted by Tommy Rutherford.,56,43
10:56,2172,Christian Mackey missed Layup.,56,43
10:56,300,Brad Greene Defensive Rebound.,56,43
10:48,300,Eyassu Worku missed Jumper.,56,43
10:48,2172,Daniel Amigo Defensive Rebound.,56,43
10:45,300,Foul on Brad Greene.,56,43
10:45,2172,Daniel Amigo made Free Throw.,56,44
10:45,2172,Daniel Amigo missed Free Throw.,56,44
10:45,300,Tommy Rutherford Defensive Rebound.,56,44
10:39,300,Brad Greene Turnover.,56,44
10:39,300,Foul on Brad Greene.,56,44
10:25,2172,Joe Rosga Turnover.,56,44
10:24,300,Evan Leonard Steal.,56,44
10:20,300,Evan Leonard missed Layup.,56,44
10:20,300,Justin Wertner Offensive Rebound.,56,44
10:18,2172,Foul on Jake Pemberton.,56,44
10:18,300,Justin Wertner made Free Throw.,57,44
10:18,300,Justin Wertner made Free Throw.,58,44
10:05,2172,Jake Pemberton missed Jumper.,58,44
10:05,300,Tommy Rutherford Defensive Rebound.,58,44
10:03,2172,Foul on Christian Mackey.,58,44
9:51,300,Tommy Rutherford made Layup. Assisted by Evan Leonard.,60,44
9:25,300,Foul on Brandon Smith.,60,44
9:25,2172,Ade Murkey made Free Throw.,60,45
9:25,2172,Ade Murkey made Free Throw.,60,46
9:12,2172,Foul on Christian Mackey.,60,46
9:09,300,Evan Leonard missed Jumper.,60,46
9:09,2172,Elvin Rodriguez Defensive Rebound.,60,46
9:03,2172,Elvin Rodriguez Turnover.,60,46
9:03,300,Evan Leonard Steal.,60,46
9:00,2172,Foul on Abiola Akintola.,60,46
9:00,300,Evan Leonard made Free Throw.,61,46
9:00,300,Evan Leonard made Free Throw.,62,46
8:44,300,Foul on Riley Welch.,62,46
8:44,2172,Elvin Rodriguez missed Free Throw.,62,46
8:44,2172,Denver Deadball Team Rebound.,62,46
8:44,2172,Elvin Rodriguez missed Free Throw.,62,46
8:44,300,Elston Jones Defensive Rebound.,62,46
8:32,2172,Foul on Elvin Rodriguez.,62,46
8:32,300,Riley Welch made Free Throw.,63,46
8:32,300,Riley Welch made Free Throw.,64,46
8:16,2172,Jake Krafka missed Three Point Jumper.,64,46
8:16,2172,Daniel Amigo Offensive Rebound.,64,46
8:13,2172,Daniel Amigo missed Layup.,64,46
8:13,300,Elston Jones Block.,64,46
8:11,2172,Elvin Rodriguez Offensive Rebound.,64,46
8:05,300,Foul on Tommy Rutherford.,64,46
8:05,2172,Jake Krafka made Free Throw.,64,47
8:05,2172,Jake Krafka missed Free Throw.,64,47
8:05,300,Evan Leonard Defensive Rebound.,64,47
7:43,300,Riley Welch made Three Point Jumper. Assisted by Brandon Smith.,67,47
7:20,2172,Elvin Rodriguez missed Jumper.,67,47
7:20,2172,Daniel Amigo Offensive Rebound.,67,47
7:17,300,Foul on Elston Jones.,67,47
7:17,2172,Official TV Timeout,67,47
7:17,2172,Daniel Amigo made Free Throw.,67,48
7:17,2172,Daniel Amigo made Free Throw.,67,49
7:04,2172,Foul on Jake Krafka.,67,49
7:04,300,Evan Leonard made Free Throw.,68,49
7:04,300,Evan Leonard made Free Throw.,69,49
6:54,2172,Joe Rosga missed Three Point Jumper.,69,49
6:54,2172,Jake Krafka Offensive Rebound.,69,49
6:50,300,Foul on Tommy Rutherford.,69,49
6:50,2172,Joe Rosga made Free Throw.,69,50
6:50,2172,Joe Rosga made Free Throw.,69,51
6:36,2172,Foul on Jake Krafka.,69,51
6:36,300,John Edgar Jr. made Layup.,71,51
6:36,300,John Edgar Jr. made Free Throw.,72,51
6:30,2172,Joe Rosga missed Three Point Jumper.,72,51
6:30,300,Brandon Smith Defensive Rebound.,72,51
6:30,300,John Edgar Jr. missed Three Point Jumper.,72,51
6:30,2172,Jake Krafka Defensive Rebound.,72,51
6:30,2172,Elvin Rodriguez made Three Point Jumper. Assisted by Jake Pemberton.,72,54
6:30,300,John Edgar Jr. missed Jumper.,72,54
6:30,2172,Daniel Amigo Defensive Rebound.,72,54
6:30,2172,Elvin Rodriguez missed Layup.,72,54
6:30,300,Jonathan Galloway Block.,72,54
6:30,300,Brandon Smith Defensive Rebound.,72,54
6:24,300,Max Hazzard Turnover.,72,54
6:23,300,Foul on Max Hazzard.,72,54
5:10,2172,Ade Murkey Turnover.,72,54
5:09,300,Eyassu Worku Steal.,72,54
5:09,2172,Foul on Ade Murkey.,72,54
5:08,300,Eyassu Worku made Free Throw.,73,54
5:08,300,Eyassu Worku made Free Throw.,74,54
5:00,300,Foul on Evan Leonard.,74,54
5:00,2172,Elvin Rodriguez missed Free Throw.,74,54
5:00,2172,Denver Deadball Team Rebound.,74,54
5:00,2172,Elvin Rodriguez made Free Throw.,74,55
4:37,300,John Edgar Jr. made Layup.,76,55
4:24,2172,Daniel Amigo Turnover.,76,55
4:21,300,Evan Leonard Steal.,76,55
4:20,300,Evan Leonard made Dunk.,78,55
4:15,2172,Denver  Timeout,78,55
4:14,2172,Jake Krafka made Jumper. Assisted by Luke Neff.,78,57
3:53,300,Evan Leonard missed Three Point Jumper.,78,57
3:53,2172,Christian Mackey Defensive Rebound.,78,57
3:32,2172,Jake Krafka missed Jumper.,78,57
3:32,300,Darrian Traylor Defensive Rebound.,78,57
3:14,300,John Edgar Jr. missed Layup.,78,57
3:14,2172,Christian Mackey Defensive Rebound.,78,57
3:06,2172,Elvin Rodriguez missed Layup.,78,57
3:06,2172,Elvin Rodriguez Offensive Rebound.,78,57
3:03,2172,Elvin Rodriguez made Layup.,78,59
2:42,300,John Edgar Jr. missed Three Point Jumper.,78,59
2:42,2172,Luke Neff Defensive Rebound.,78,59
2:29,2172,Jake Holtzmann missed Layup.,78,59
2:29,300,Jonathan Galloway Block.,78,59
2:29,2172,Denver Offensive Rebound.,78,59
2:24,300,Foul on Jonathan Galloway.,78,59
2:24,2172,Luke Neff made Free Throw.,78,60
2:24,2172,Luke Neff made Free Throw.,78,61
1:57,300,Darrian Traylor made Three Point Jumper. Assisted by Brad Greene.,81,61
1:45,2172,Elvin Rodriguez made Layup.,81,63
1:19,300,Brad Greene made Layup.,83,63
1:16,300,UC Irvine  Timeout,83,63
1:03,2172,Jake Krafka missed Layup.,83,63
1:03,2172,Christian Mackey Offensive Rebound.,83,63
0:59,2172,Christian Mackey made Layup.,83,65
0:41,300,Riley Welch Turnover.,83,65
0:37,2172,Elvin Rodriguez missed Jumper.,83,65
0:37,2172,Luke Neff Offensive Rebound.,83,65
0:31,2172,Jake Holtzmann made Three Point Jumper. Assisted by Christian Mackey.,83,68
0:09,300,Justin Wertner missed Three Point Jumper.,83,68
0:09,2172,Jake Krafka Defensive Rebound.,83,68
0:07,300,Foul on Teo Davidian.,83,68
0:07,2172,Elvin Rodriguez missed Free Throw.,83,68
0:07,2172,Denver Deadball Team Rebound.,83,68
0:07,2172,Elvin Rodriguez made Free Throw.,83,69
0:00,2172,End of Game,83,69
