Bethune-Cookman,58,South Florida,2065
11:47,58,Jahmal McMurray Turnover.,19,13
11:46,2065,Brandon Tabb Steal.,19,13
11:42,2065,Quinton Forrest made Layup. Assisted by Ulmer Manzie.,21,13
11:41,58,South Florida  Timeout,21,13
11:41,58,Official TV Timeout,21,13
11:14,58,Jahmal McMurray missed Three Point Jumper.,21,13
11:14,2065,Reggie Baker Defensive Rebound.,21,13
10:51,2065,Brandon Tabb missed Three Point Jumper.,21,13
10:51,58,Luis Santos Defensive Rebound.,21,13
10:34,58,Geno Thorpe Turnover.,21,13
10:31,2065,Diamante Lewis made Layup. Assisted by Brandon Tabb.,23,13
10:15,58,Bo Zeigler made Layup. Assisted by Jahmal McMurray.,23,15
9:48,2065,Ulmer Manzie missed Layup.,23,15
9:48,58,Luis Santos Block.,23,15
9:47,58,Geno Thorpe Defensive Rebound.,23,15
9:40,58,Jahmal McMurray missed Jumper.,23,15
9:40,2065,Reggie Baker Defensive Rebound.,23,15
9:26,2065,Ulmer Manzie Turnover.,23,15
9:05,58,Tulio Da Silva missed Jumper.,23,15
9:05,2065,Diamante Lewis Defensive Rebound.,23,15
8:48,2065,Brandon Tabb missed Three Point Jumper.,23,15
8:48,2065,Ulmer Manzie Offensive Rebound.,23,15
8:45,58,Foul on Luis Santos.,23,15
8:45,2065,Ulmer Manzie missed Free Throw.,23,15
8:45,2065,Bethune-Cookman Deadball Team Rebound.,23,15
8:45,2065,Ulmer Manzie made Free Throw.,24,15
8:39,58,Michael Bibby Turnover.,24,15
8:38,2065,Brandon Tabb Steal.,24,15
8:35,2065,Quinton Forrest made Layup.,26,15
8:35,58,Foul on Geno Thorpe.,26,15
8:35,2065,Quinton Forrest made Free Throw.,27,15
8:28,58,Foul on Tulio Da Silva.,27,15
8:28,58,Tulio Da Silva Turnover.,27,15
8:13,2065,Diamante Lewis Turnover.,27,15
8:11,58,Geno Thorpe Steal.,27,15
8:07,58,Michael Bibby Turnover.,27,15
8:07,2065,Ulmer Manzie Steal.,27,15
7:47,2065,Quinton Forrest missed Layup.,27,15
7:47,2065,Quinton Forrest Offensive Rebound.,27,15
7:42,2065,Quinton Forrest missed Layup.,27,15
7:42,2065,Reggie Baker Offensive Rebound.,27,15
7:24,58,Official TV Timeout,27,15
7:12,2065,Quinton Forrest made Three Point Jumper. Assisted by Diamante Lewis.,30,15
6:59,58,Bo Zeigler made Layup. Assisted by Ruben Guerrero.,30,17
6:37,2065,Brandon Tabb made Three Point Jumper.,33,17
6:10,2065,Foul on Brandon Tabb.,33,17
6:10,58,Jahmal McMurray missed Free Throw.,33,17
6:10,58,South Florida Deadball Team Rebound.,33,17
6:10,58,Jahmal McMurray made Free Throw.,33,18
5:58,2065,Quinton Forrest made Three Point Jumper. Assisted by Brandon Tabb.,36,18
5:35,58,Bo Zeigler made Dunk. Assisted by Ruben Guerrero.,36,20
5:09,2065,Brandon Tabb made Three Point Jumper. Assisted by Diamante Lewis.,39,20
4:39,58,Malik Fitts made Three Point Jumper. Assisted by Geno Thorpe.,39,23
4:15,2065,Ulmer Manzie missed Dunk.,39,23
4:15,58,South Florida Defensive Rebound.,39,23
4:04,58,Jahmal McMurray made Jumper.,39,25
3:42,2065,Brandon Suggs missed Layup.,39,25
3:42,58,Ruben Guerrero Block.,39,25
3:41,58,Malik Fitts Defensive Rebound.,39,25
3:35,58,Bo Zeigler made Dunk. Assisted by Geno Thorpe.,39,27
3:35,2065,Bethune-Cookman  Timeout,39,27
3:35,58,Official TV Timeout,39,27
3:11,2065,Diamante Lewis Turnover.,39,27
3:11,58,Jahmal McMurray Steal.,39,27
2:55,58,Malik Fitts missed Three Point Jumper.,39,27
2:55,2065,Diamante Lewis Defensive Rebound.,39,27
2:39,2065,Reggie Baker made Layup.,41,27
2:22,58,Ruben Guerrero made Layup. Assisted by Bo Zeigler.,41,29
2:07,2065,Brandon Tabb missed Layup.,41,29
2:07,58,Malik Fitts Defensive Rebound.,41,29
2:01,58,Jahmal McMurray missed Three Point Jumper.,41,29
2:01,58,Bo Zeigler Offensive Rebound.,41,29
1:57,58,Bo Zeigler made Layup.,41,31
1:39,2065,Diamante Lewis missed Jumper.,41,31
1:39,58,Malik Fitts Defensive Rebound.,41,31
1:28,58,Jahmal McMurray missed Layup.,41,31
1:28,2065,Reggie Baker Block.,41,31
1:27,2065,Reggie Baker Defensive Rebound.,41,31
1:24,58,Foul on Geno Thorpe.,41,31
1:24,2065,Reggie Baker made Free Throw.,42,31
1:24,2065,Reggie Baker missed Free Throw.,42,31
1:24,58,Ruben Guerrero Defensive Rebound.,42,31
1:08,58,Geno Thorpe missed Three Point Jumper.,42,31
1:08,2065,Diamante Lewis Defensive Rebound.,42,31
0:41,2065,Reggie Baker missed Three Point Jumper.,42,31
0:41,2065,Quinton Forrest Offensive Rebound.,42,31
0:38,58,Foul on Geno Thorpe.,42,31
0:38,2065,Quinton Forrest made Free Throw.,43,31
0:38,2065,Quinton Forrest made Free Throw.,44,31
0:27,2065,Foul on Brandon Tabb.,44,31
0:27,58,Bo Zeigler missed Free Throw.,44,31
0:27,58,South Florida Deadball Team Rebound.,44,31
0:27,58,Bo Zeigler missed Free Throw.,44,31
0:27,2065,Quinton Forrest Defensive Rebound.,44,31
0:00,2065,Diamante Lewis missed Layup.,44,31
0:00,58,South Florida Defensive Rebound.,44,31
0:00,58,End of 1st half,44,31
19:45,58,Foul on Bo Zeigler.,44,31
19:45,2065,Brandon Tabb made Free Throw.,45,31
19:45,2065,Brandon Tabb made Free Throw.,46,31
19:20,58,Jahmal McMurray made Jumper.,46,33
18:55,2065,Quinton Forrest missed Three Point Jumper.,46,33
18:55,58,Jahmal McMurray Defensive Rebound.,46,33
18:48,58,Jahmal McMurray missed Jumper.,46,33
18:48,2065,Quinton Forrest Defensive Rebound.,46,33
18:25,58,Foul on Michael Bibby.,46,33
18:21,2065,Reggie Baker missed Layup.,46,33
18:21,58,Ruben Guerrero Block.,46,33
18:19,58,Ruben Guerrero Defensive Rebound.,46,33
18:04,58,Jahmal McMurray Turnover.,46,33
17:59,2065,Quinton Forrest missed Layup.,46,33
17:59,2065,Diamante Lewis Offensive Rebound.,46,33
17:56,2065,Diamante Lewis missed Layup.,46,33
17:56,58,Malik Fitts Defensive Rebound.,46,33
17:36,58,Bo Zeigler made Layup. Assisted by Malik Fitts.,46,35
17:10,2065,Quinton Forrest Turnover.,46,35
16:54,58,Malik Fitts missed Three Point Jumper.,46,35
16:54,2065,Diamante Lewis Defensive Rebound.,46,35
16:45,2065,Diamante Lewis missed Layup.,46,35
16:45,2065,Brandon Suggs Offensive Rebound.,46,35
16:43,2065,Brandon Suggs made Layup.,48,35
16:33,58,South Florida  Timeout,48,35
16:33,58,Official TV Timeout,48,35
16:17,58,Geno Thorpe missed Three Point Jumper.,48,35
16:17,2065,Brandon Tabb Defensive Rebound.,48,35
15:56,2065,Brandon Tabb missed Three Point Jumper.,48,35
15:56,2065,Brandon Suggs Offensive Rebound.,48,35
15:52,58,Foul on Michael Bibby.,48,35
15:52,58,Official TV Timeout,48,35
15:52,2065,Brandon Tabb made Free Throw.,49,35
15:52,2065,Brandon Tabb made Free Throw.,50,35
15:36,58,Tulio Da Silva missed Layup.,50,35
15:36,58,Tulio Da Silva Offensive Rebound.,50,35
15:32,58,Tulio Da Silva made Layup.,50,37
15:19,2065,Brandon Tabb made Layup.,52,37
14:53,58,Bo Zeigler made Layup.,52,39
14:27,2065,Quinton Forrest missed Layup.,52,39
14:27,2065,Brandon Suggs Offensive Rebound.,52,39
14:24,2065,Brandon Suggs missed Layup.,52,39
14:24,2065,Quinton Forrest Offensive Rebound.,52,39
14:22,2065,Quinton Forrest made Layup.,54,39
14:05,58,Michael Bibby missed Three Point Jumper.,54,39
14:05,58,Tulio Da Silva Offensive Rebound.,54,39
13:59,58,Tulio Da Silva Turnover.,54,39
13:58,2065,Diamante Lewis Steal.,54,39
13:31,2065,Quinton Forrest missed Three Point Jumper.,54,39
13:31,58,Malik Fitts Defensive Rebound.,54,39
13:20,58,Malik Fitts missed Layup.,54,39
13:20,2065,Reggie Baker Defensive Rebound.,54,39
12:49,58,Foul on Malik Fitts.,54,39
12:49,2065,Quinton Forrest missed Free Throw.,54,39
12:49,2065,Bethune-Cookman Deadball Team Rebound.,54,39
12:49,2065,Quinton Forrest missed Free Throw.,54,39
12:49,58,Tulio Da Silva Defensive Rebound.,54,39
12:32,2065,Foul on Quinton Forrest.,54,39
12:22,2065,Foul on Ulmer Manzie.,54,39
12:22,58,Tulio Da Silva made Free Throw.,54,40
12:22,58,Tulio Da Silva missed Free Throw.,54,40
12:22,58,Luis Santos Offensive Rebound.,54,40
12:02,58,Jahmal McMurray made Layup.,54,42
11:50,2065,Bethune-Cookman  Timeout,54,42
11:50,58,Official TV Timeout,54,42
11:27,2065,Bethune-Cookman  Turnover.,54,42
11:09,58,Jahmal McMurray missed Three Point Jumper.,54,42
11:09,2065,Brandon Tabb Defensive Rebound.,54,42
10:42,2065,Brandon Tabb made Three Point Jumper. Assisted by Reggie Baker.,57,42
10:16,58,Jake Bodway missed Jumper.,57,42
10:16,58,Luis Santos Offensive Rebound.,57,42
10:14,58,Luis Santos made Layup.,57,44
10:14,2065,Foul on Brandon Tabb.,57,44
10:14,58,Luis Santos made Free Throw.,57,45
10:06,2065,Brandon Tabb missed Jumper.,57,45
10:06,58,Jahmal McMurray Defensive Rebound.,57,45
10:02,58,Jahmal McMurray missed Layup.,57,45
10:02,2065,Ulmer Manzie Defensive Rebound.,57,45
10:00,58,Foul on Luis Santos.,57,45
9:33,2065,Quinton Forrest missed Layup.,57,45
9:33,2065,Ulmer Manzie Offensive Rebound.,57,45
9:30,2065,Ulmer Manzie missed Layup.,57,45
9:30,2065,Josue Salaam Offensive Rebound.,57,45
9:10,2065,Josue Salaam missed Three Point Jumper.,57,45
9:10,58,Tulio Da Silva Defensive Rebound.,57,45
9:06,2065,Foul on Diamante Lewis.,57,45
8:48,58,Tulio Da Silva made Layup. Assisted by Geno Thorpe.,57,47
8:23,2065,Quinton Forrest missed Jumper.,57,47
8:23,58,Tulio Da Silva Defensive Rebound.,57,47
8:20,2065,Foul on Ulmer Manzie.,57,47
8:02,2065,Foul on Ulmer Manzie.,57,47
8:02,58,Geno Thorpe made Free Throw.,57,48
8:02,58,Geno Thorpe made Free Throw.,57,49
7:33,2065,Reggie Baker made Three Point Jumper. Assisted by Diamante Lewis.,60,49
7:12,58,Luis Santos missed Layup.,60,49
7:12,58,Tulio Da Silva Offensive Rebound.,60,49
7:08,58,Tulio Da Silva made Layup.,60,51
6:40,2065,Reggie Baker missed Three Point Jumper.,60,51
6:40,2065,Josue Salaam Offensive Rebound.,60,51
6:38,2065,Josue Salaam made Layup.,62,51
6:16,58,Luis Santos missed Layup.,62,51
6:16,2065,Diamante Lewis Defensive Rebound.,62,51
5:50,2065,Foul on Reggie Baker.,62,51
5:50,2065,Reggie Baker Turnover.,62,51
5:50,58,Official TV Timeout,62,51
5:31,2065,Foul on Josue Salaam.,62,51
5:31,58,Tulio Da Silva missed Free Throw.,62,51
5:31,58,South Florida Deadball Team Rebound.,62,51
5:31,58,Tulio Da Silva made Free Throw.,62,52
5:01,2065,Quinton Forrest made Layup. Assisted by Reggie Baker.,64,52
4:45,2065,Foul on Ulmer Manzie.,64,52
4:45,58,Malik Fitts made Free Throw.,64,53
4:45,58,Malik Fitts missed Free Throw.,64,53
4:45,2065,Brandon Suggs Defensive Rebound.,64,53
4:17,2065,Reggie Baker made Jumper.,66,53
4:02,58,Jahmal McMurray Turnover.,66,53
4:02,2065,Reggie Baker Steal.,66,53
3:33,58,Official TV Timeout,66,53
3:32,2065,Bethune-Cookman  Turnover.,66,53
3:17,58,Bo Zeigler made Dunk. Assisted by Geno Thorpe.,66,55
2:51,2065,Reggie Baker missed Jumper.,66,55
2:51,58,Tulio Da Silva Defensive Rebound.,66,55
2:44,58,Bo Zeigler made Layup. Assisted by Geno Thorpe.,66,57
2:43,2065,Bethune-Cookman  Timeout,66,57
2:16,2065,Brandon Tabb missed Jumper.,66,57
2:16,58,Tulio Da Silva Defensive Rebound.,66,57
1:51,58,Jahmal McMurray missed Three Point Jumper.,66,57
1:51,58,Bo Zeigler Offensive Rebound.,66,57
1:49,2065,Foul on Brandon Tabb.,66,57
1:49,58,Bo Zeigler missed Free Throw.,66,57
1:49,58,South Florida Deadball Team Rebound.,66,57
1:49,58,Bo Zeigler missed Free Throw.,66,57
1:49,58,South Florida Offensive Rebound.,66,57
1:43,58,Tulio Da Silva made Layup.,66,59
1:18,2065,Reggie Baker missed Layup.,66,59
1:18,58,Tulio Da Silva Defensive Rebound.,66,59
1:08,58,Jahmal McMurray made Three Point Jumper. Assisted by Geno Thorpe.,66,62
0:42,2065,Josue Salaam missed Three Point Jumper.,66,62
0:42,58,Geno Thorpe Defensive Rebound.,66,62
0:34,58,Geno Thorpe missed Layup.,66,62
0:34,58,Tulio Da Silva Offensive Rebound.,66,62
0:32,58,Tulio Da Silva made Layup.,66,64
0:25,58,Foul on Malik Fitts.,66,64
0:23,58,Foul on Jahmal McMurray.,66,64
0:23,2065,Diamante Lewis missed Free Throw.,66,64
0:23,58,Tulio Da Silva Defensive Rebound.,66,64
0:11,58,South Florida  Timeout,66,64
0:06,2065,Foul on Reggie Baker.,66,64
0:06,58,Geno Thorpe made Free Throw.,66,65
0:06,58,Geno Thorpe made Free Throw.,66,66
0:01,2065,Josue Salaam missed Three Point Jumper.,66,66
0:01,58,South Florida Defensive Rebound.,66,66
0:00,58,End of 2nd half,66,66
4:38,58,Bo Zeigler missed Layup.,66,66
4:38,2065,Reggie Baker Defensive Rebound.,66,66
4:16,2065,Quinton Forrest missed Layup.,66,66
4:16,58,Tulio Da Silva Block.,66,66
4:14,2065,Bethune-Cookman Offensive Rebound.,66,66
4:13,2065,Reggie Baker made Jumper. Assisted by Diamante Lewis.,68,66
3:50,58,Bo Zeigler missed Layup.,68,66
3:50,2065,Brandon Suggs Block.,68,66
3:50,2065,Bethune-Cookman Defensive Rebound.,68,66
3:30,2065,Quinton Forrest missed Three Point Jumper.,68,66
3:30,58,Tulio Da Silva Defensive Rebound.,68,66
3:21,58,Malik Fitts made Layup. Assisted by Jahmal McMurray.,68,68
3:21,2065,Foul on Quinton Forrest.,68,68
3:21,58,Malik Fitts missed Free Throw.,68,68
3:21,2065,Brandon Suggs Defensive Rebound.,68,68
2:54,2065,Josue Salaam made Layup. Assisted by Diamante Lewis.,70,68
2:26,58,Jahmal McMurray made Jumper.,70,70
2:09,2065,Reggie Baker missed Jumper.,70,70
2:09,58,Tulio Da Silva Defensive Rebound.,70,70
1:47,58,Geno Thorpe missed Jumper.,70,70
1:47,58,Bo Zeigler Offensive Rebound.,70,70
1:42,58,Geno Thorpe made Jumper. Assisted by Bo Zeigler.,70,72
1:10,2065,Reggie Baker missed Jumper.,70,72
1:10,58,Tulio Da Silva Defensive Rebound.,70,72
0:41,58,Jahmal McMurray made Three Point Jumper.,70,75
0:33,2065,Diamante Lewis made Layup.,72,75
0:33,58,Foul on Malik Fitts.,72,75
0:33,2065,Diamante Lewis made Free Throw.,73,75
0:33,2065,Bethune-Cookman  Timeout,73,75
0:16,2065,Foul on Josue Salaam.,73,75
0:16,58,Geno Thorpe made Free Throw.,73,76
0:16,58,Geno Thorpe made Free Throw.,73,77
0:08,2065,Diamante Lewis missed Layup.,73,77
0:08,2065,Jeffrey Altidort Offensive Rebound.,73,77
0:05,2065,Diamante Lewis missed Jumper.,73,77
0:05,2065,Josue Salaam Offensive Rebound.,73,77
0:05,2065,Josue Salaam missed Layup.,73,77
0:05,58,Bo Zeigler Block.,73,77
0:05,58,South Florida Defensive Rebound.,73,77
0:05,2065,Foul on Reggie Baker.,73,77
0:05,58,Jahmal McMurray made Free Throw.,73,78
0:05,58,Jahmal McMurray made Free Throw.,73,79
0:05,2065,Reggie Baker missed Three Point Jumper.,73,79
0:05,58,South Florida Defensive Rebound.,73,79
0:00,58,End of Game,73,79
