New Mexico State,167,New Mexico,166
14:43,167,Anthony Mathis missed Three Point Jumper.,41,42
14:43,167,Troy Simons Offensive Rebound.,41,42
14:29,167,Jachai Simmons missed Three Point Jumper.,41,42
14:29,167,Vladimir Pinchuk Offensive Rebound.,41,42
14:22,167,Anthony Mathis missed Layup.,41,42
14:22,166,Johnny McCants Block.,41,42
14:21,166,Johnny McCants Defensive Rebound.,41,42
14:05,167,Foul on Troy Simons.,41,42
13:56,166,Johnny McCants missed Dunk.,41,42
13:56,167,Dane Kuiper Defensive Rebound.,41,42
13:52,167,Antino Jackson made Layup. Assisted by Dane Kuiper.,41,44
13:41,166,Keyon Jones missed Three Point Jumper.,41,44
13:41,166,Jemerrio Jones Offensive Rebound.,41,44
13:34,166,Jemerrio Jones made Jumper.,43,44
13:16,167,Dane Kuiper Turnover.,43,44
13:15,166,Jemerrio Jones Steal.,43,44
13:05,167,Foul on Dane Kuiper.,43,44
12:45,166,Sidy N'Dir missed Three Point Jumper.,43,44
12:45,167,Dane Kuiper Defensive Rebound.,43,44
12:38,167,Foul on Dane Kuiper.,43,44
12:38,167,Dane Kuiper Turnover.,43,44
12:15,166,Jemerrio Jones Turnover.,43,44
12:01,167,Antino Jackson made Three Point Jumper.,43,47
11:32,166,Zach Lofton missed Jumper.,43,47
11:32,167,Jachai Simmons Defensive Rebound.,43,47
11:31,166,Foul on Johnny McCants.,43,47
11:31,167,Official TV Timeout,43,47
11:17,167,Joe Furstinger made Three Point Jumper. Assisted by Antino Jackson.,43,50
10:49,166,Zach Lofton missed Jumper.,43,50
10:49,167,Joe Furstinger Block.,43,50
10:48,166,Johnathon Wilkins Offensive Rebound.,43,50
10:45,166,Johnathon Wilkins made Layup.,45,50
10:29,166,Foul on Johnathon Wilkins.,45,50
10:23,167,Antino Jackson missed Three Point Jumper.,45,50
10:23,167,Troy Simons Offensive Rebound.,45,50
10:18,167,Troy Simons made Dunk.,45,52
10:03,166,Jemerrio Jones Turnover.,45,52
10:03,167,Makuach Maluach Steal.,45,52
10:00,167,Makuach Maluach made Dunk.,45,54
10:00,166,New Mexico State  Timeout,45,54
9:49,166,Zach Lofton made Layup.,47,54
9:49,167,Foul on Makuach Maluach.,47,54
9:49,166,Zach Lofton missed Free Throw.,47,54
9:49,167,Anthony Mathis Defensive Rebound.,47,54
9:39,167,Chris McNeal Turnover.,47,54
9:18,166,A.J. Harris missed Jumper.,47,54
9:18,167,New Mexico Defensive Rebound.,47,54
9:17,166,Foul on Eli Chuha.,47,54
9:17,167,Chris McNeal missed Free Throw.,47,54
9:17,166,Jemerrio Jones Defensive Rebound.,47,54
8:54,166,A.J. Harris missed Three Point Jumper.,47,54
8:54,167,Dane Kuiper Defensive Rebound.,47,54
8:20,166,Foul on Sidy N'Dir.,47,54
8:20,167,Antino Jackson missed Free Throw.,47,54
8:20,166,Johnny McCants Defensive Rebound.,47,54
7:56,167,Foul on Joe Furstinger.,47,54
7:56,167,Official TV Timeout,47,54
7:56,166,Zach Lofton made Free Throw.,48,54
7:56,166,Zach Lofton missed Free Throw.,48,54
7:56,167,Joe Furstinger Defensive Rebound.,48,54
7:42,167,Troy Simons Turnover.,48,54
7:24,166,A.J. Harris Turnover.,48,54
7:08,167,Antino Jackson missed Jumper.,48,54
7:08,166,Zach Lofton Defensive Rebound.,48,54
6:55,166,Jemerrio Jones missed Layup.,48,54
6:55,167,Joe Furstinger Block.,48,54
6:54,166,Johnny McCants Offensive Rebound.,48,54
6:54,166,Johnny McCants Turnover.,48,54
6:40,167,Troy Simons made Layup.,48,56
6:13,166,A.J. Harris made Layup.,50,56
5:59,167,Makuach Maluach Turnover.,50,56
5:58,166,Sidy N'Dir Steal.,50,56
5:56,166,A.J. Harris missed Three Point Jumper.,50,56
5:56,166,A.J. Harris Offensive Rebound.,50,56
5:49,167,Foul on Antino Jackson.,50,56
5:49,166,Zach Lofton made Free Throw.,51,56
5:49,166,Zach Lofton missed Free Throw.,51,56
5:49,167,Vladimir Pinchuk Defensive Rebound.,51,56
5:38,167,Dane Kuiper missed Three Point Jumper.,51,56
5:38,166,Jemerrio Jones Defensive Rebound.,51,56
5:38,167,Foul on Vladimir Pinchuk.,51,56
5:38,166,Jemerrio Jones missed Free Throw.,51,56
5:38,167,Makuach Maluach Defensive Rebound.,51,56
5:28,167,Antino Jackson Turnover.,51,56
5:27,166,Jemerrio Jones Steal.,51,56
5:21,166,Sidy N'Dir made Layup.,53,56
4:58,166,Foul on Jemerrio Jones.,53,56
4:58,167,Vladimir Pinchuk made Free Throw.,53,57
4:58,167,Vladimir Pinchuk made Free Throw.,53,58
4:30,166,A.J. Harris missed Three Point Jumper.,53,58
4:30,166,Johnny McCants Offensive Rebound.,53,58
4:29,166,Johnny McCants made Layup.,55,58
3:57,167,New Mexico  Turnover.,55,58
3:57,167,Official TV Timeout,55,58
3:35,166,Zach Lofton made Jumper.,57,58
3:13,167,Antino Jackson missed Layup.,57,58
3:13,166,Johnny McCants Block.,57,58
3:11,166,Sidy N'Dir Defensive Rebound.,57,58
3:02,166,Zach Lofton Turnover.,57,58
3:02,167,Jachai Simmons Steal.,57,58
2:46,167,Troy Simons missed Three Point Jumper.,57,58
2:46,166,Jemerrio Jones Defensive Rebound.,57,58
2:34,166,Zach Lofton made Layup.,59,58
2:28,167,New Mexico  Timeout,59,58
2:27,167,Chris McNeal Turnover.,59,58
2:26,166,Jemerrio Jones Steal.,59,58
2:25,166,A.J. Harris made Layup. Assisted by Jemerrio Jones.,61,58
2:25,166,Foul on Jemerrio Jones.,61,58
2:25,167,Chris McNeal made Free Throw.,61,59
2:25,167,Chris McNeal made Free Throw.,61,60
2:10,167,Foul on Chris McNeal.,61,60
2:10,166,Zach Lofton missed Free Throw.,61,60
2:10,166,New Mexico State Deadball Team Rebound.,61,60
2:10,166,Zach Lofton made Free Throw.,62,60
2:03,167,Foul on Antino Jackson.,62,60
2:03,167,Antino Jackson Turnover.,62,60
1:43,166,A.J. Harris made Jumper.,64,60
1:21,167,Chris McNeal missed Three Point Jumper.,64,60
1:21,166,Johnny McCants Defensive Rebound.,64,60
1:05,166,New Mexico State  Timeout,64,60
0:51,166,A.J. Harris missed Three Point Jumper.,64,60
0:51,167,Chris McNeal Defensive Rebound.,64,60
0:37,167,Antino Jackson missed Three Point Jumper.,64,60
0:37,167,Troy Simons Offensive Rebound.,64,60
0:37,166,Foul on Zach Lofton.,64,60
0:37,167,Troy Simons made Free Throw.,64,61
0:37,167,Troy Simons made Free Throw.,64,62
0:14,166,Zach Lofton Turnover.,64,62
0:14,167,New Mexico  Timeout,64,62
0:14,166,New Mexico State  Timeout,64,62
0:05,167,Antino Jackson missed Three Point Jumper.,64,62
0:05,167,Troy Simons Offensive Rebound.,64,62
0:04,167,Troy Simons missed Two Point Tip Shot.,64,62
0:04,166,Zach Lofton Defensive Rebound.,64,62
0:04,167,Foul on Troy Simons.,64,62
0:03,166,Zach Lofton made Free Throw.,65,62
0:03,166,Zach Lofton missed Free Throw.,65,62
0:03,167,Troy Simons Defensive Rebound.,65,62
0:00,167,Anthony Mathis missed Three Point Jumper.,65,62
0:00,166,New Mexico State Defensive Rebound.,65,62
0:00,167,End of Game,65,62
