Yale,179,St. Bonaventure,43
14:56,179,Matt Mobley Defensive Rebound.,6,7
14:35,179,Official TV Timeout,6,7
14:31,179,Josh Ayeni missed Jumper.,6,7
14:31,43,Yale Defensive Rebound.,6,7
14:13,43,Blake Reynolds made Three Point Jumper. Assisted by Alex Copeland.,9,7
13:51,179,Josh Ayeni missed Jumper.,9,7
13:51,43,Alex Copeland Defensive Rebound.,9,7
13:19,43,Blake Reynolds missed Layup.,9,7
13:19,179,LaDarien Griffin Block.,9,7
13:16,43,Trey Phills Offensive Rebound.,9,7
13:16,43,Yale  Turnover.,9,7
13:04,179,Jaylen Adams made Jumper.,9,9
12:50,179,Foul on LaDarien Griffin.,9,9
12:44,179,Foul on Amadi Ikpeze.,9,9
12:44,43,Wyatt Yess made Free Throw.,10,9
12:44,43,Wyatt Yess made Free Throw.,11,9
12:33,179,Courtney Stockard Turnover.,11,9
12:32,43,Trey Phills Steal.,11,9
12:30,43,Trey Phills made Dunk.,13,9
12:14,179,Jaylen Adams missed Jumper.,13,9
12:14,43,Wyatt Yess Defensive Rebound.,13,9
12:00,43,Blake Reynolds made Layup. Assisted by Alex Copeland.,15,9
11:34,179,Matt Mobley missed Three Point Jumper.,15,9
11:34,43,Blake Reynolds Defensive Rebound.,15,9
11:22,43,Blake Reynolds missed Three Point Jumper.,15,9
11:22,179,Matt Mobley Defensive Rebound.,15,9
11:19,43,Foul on Trey Phills.,15,9
11:19,179,Official TV Timeout,15,9
11:07,179,Courtney Stockard Turnover.,15,9
11:07,179,Foul on Courtney Stockard.,15,9
10:43,43,Azar Swain Turnover.,15,9
10:26,179,Jaylen Adams missed Layup.,15,9
10:26,43,Alex Copeland Defensive Rebound.,15,9
10:20,43,Alex Copeland made Layup.,17,9
10:06,179,Jaylen Adams missed Three Point Jumper.,17,9
10:06,43,Alex Copeland Defensive Rebound.,17,9
9:57,43,Alex Copeland Turnover.,17,9
9:56,179,Jaylen Adams Steal.,17,9
9:52,179,Jaylen Adams Turnover.,17,9
9:50,43,Alex Copeland Steal.,17,9
9:46,43,Noah Yates missed Three Point Jumper.,17,9
9:46,179,Courtney Stockard Defensive Rebound.,17,9
9:37,179,Courtney Stockard missed Layup.,17,9
9:37,43,Noah Yates Block.,17,9
9:34,43,Noah Yates Defensive Rebound.,17,9
9:30,43,Trey Phills Turnover.,17,9
9:27,179,Matt Mobley Steal.,17,9
9:26,179,Matt Mobley Turnover.,17,9
8:56,43,Trey Phills missed Three Point Jumper.,17,9
8:56,179,LaDarien Griffin Defensive Rebound.,17,9
8:52,43,Foul on Noah Yates.,17,9
8:36,179,Izaiah Brockington missed Jumper.,17,9
8:36,43,Noah Yates Defensive Rebound.,17,9
8:15,43,Noah Yates missed Layup.,17,9
8:15,179,Amadi Ikpeze Defensive Rebound.,17,9
8:12,43,Foul on Jameel Alausa.,17,9
7:57,179,Amadi Ikpeze made Layup. Assisted by Nelson Kaputo.,17,11
7:34,43,Azar Swain made Three Point Jumper. Assisted by Blake Reynolds.,20,11
7:15,43,Foul on Jameel Alausa.,20,11
7:15,179,Official TV Timeout,20,11
7:15,179,Izaiah Brockington made Free Throw.,20,12
7:15,179,Izaiah Brockington made Free Throw.,20,13
7:02,43,Azar Swain Turnover.,20,13
6:45,179,Amadi Ikpeze missed Layup.,20,13
6:45,43,Blake Reynolds Defensive Rebound.,20,13
6:22,43,Azar Swain missed Jumper.,20,13
6:22,179,St. Bonaventure Defensive Rebound.,20,13
6:08,43,Foul on Azar Swain.,20,13
6:08,179,Jaylen Adams made Free Throw.,20,14
6:08,179,Jaylen Adams made Free Throw.,20,15
5:49,43,Blake Reynolds Turnover.,20,15
5:48,179,Jaylen Adams Steal.,20,15
5:41,179,Jaylen Adams missed Layup.,20,15
5:41,179,Josh Ayeni Offensive Rebound.,20,15
5:41,43,Foul on Eric Anderson.,20,15
5:41,179,Josh Ayeni made Free Throw.,20,16
5:41,179,Josh Ayeni made Free Throw.,20,17
5:13,43,Paul Atkinson Turnover.,20,17
5:11,179,Matt Mobley Steal.,20,17
5:07,179,Matt Mobley missed Layup.,20,17
5:07,43,Eric Anderson Block.,20,17
5:05,179,LaDarien Griffin Offensive Rebound.,20,17
5:02,179,LaDarien Griffin missed Layup.,20,17
5:02,179,Josh Ayeni Offensive Rebound.,20,17
4:59,179,Josh Ayeni made Layup.,20,19
4:59,43,Yale  Timeout,20,19
4:37,43,Alex Copeland Turnover.,20,19
4:35,179,Idris Taqqee Steal.,20,19
4:32,179,Matt Mobley made Dunk. Assisted by Idris Taqqee.,20,21
4:09,179,Foul on LaDarien Griffin.,20,21
4:09,43,Paul Atkinson missed Free Throw.,20,21
4:09,43,Yale Deadball Team Rebound.,20,21
4:09,43,Paul Atkinson missed Free Throw.,20,21
4:09,179,Courtney Stockard Defensive Rebound.,20,21
3:56,179,Josh Ayeni missed Jumper.,20,21
3:56,43,Trey Phills Defensive Rebound.,20,21
3:49,43,Blake Reynolds missed Three Point Jumper.,20,21
3:49,43,Trey Phills Offensive Rebound.,20,21
3:41,43,Alex Copeland made Jumper. Assisted by Blake Reynolds.,22,21
3:27,179,Josh Ayeni missed Jumper.,22,21
3:27,43,Eric Monroe Defensive Rebound.,22,21
3:06,43,Alex Copeland Turnover.,22,21
3:06,179,Official TV Timeout,22,21
2:57,179,Foul on Courtney Stockard.,22,21
2:57,179,Courtney Stockard Turnover.,22,21
2:46,43,Eric Monroe missed Three Point Jumper.,22,21
2:46,179,Matt Mobley Defensive Rebound.,22,21
2:37,179,Courtney Stockard Turnover.,22,21
2:21,43,Paul Atkinson made Layup. Assisted by Eric Monroe.,24,21
2:21,179,Foul on Josh Ayeni.,24,21
2:21,43,Paul Atkinson made Free Throw.,25,21
2:01,179,Matt Mobley missed Layup.,25,21
2:01,179,Courtney Stockard Offensive Rebound.,25,21
1:58,179,Courtney Stockard made Layup.,25,23
1:33,43,Trey Phills Turnover.,25,23
1:31,179,Idris Taqqee Steal.,25,23
1:28,179,Idris Taqqee missed Layup.,25,23
1:28,43,Blake Reynolds Block.,25,23
1:25,179,Courtney Stockard Offensive Rebound.,25,23
1:24,179,Courtney Stockard missed Layup.,25,23
1:24,43,Paul Atkinson Block.,25,23
1:23,43,Trey Phills Defensive Rebound.,25,23
1:04,43,Paul Atkinson made Dunk. Assisted by Azar Swain.,27,23
0:51,179,Courtney Stockard missed Layup.,27,23
0:51,43,Blake Reynolds Defensive Rebound.,27,23
0:35,179,Foul on Josh Ayeni.,27,23
0:35,43,Paul Atkinson made Free Throw.,28,23
0:35,43,Paul Atkinson made Free Throw.,29,23
0:35,179,St. Bonaventure  Timeout,29,23
0:07,179,Jaylen Adams made Layup.,29,25
0:01,43,Blake Reynolds Turnover.,29,25
0:00,179,Courtney Stockard Steal.,29,25
0:00,179,Courtney Stockard missed Jumper.,29,25
0:00,43,Blake Reynolds Defensive Rebound.,29,25
0:00,179,End of 1st half,29,25
19:46,179,Josh Ayeni missed Jumper.,29,25
19:46,43,Paul Atkinson Block.,29,25
19:44,43,Alex Copeland Defensive Rebound.,29,25
19:29,43,Blake Reynolds missed Jumper.,29,25
19:29,179,LaDarien Griffin Defensive Rebound.,29,25
19:27,43,Foul on Blake Reynolds.,29,25
19:06,179,Josh Ayeni missed Jumper.,29,25
19:06,179,LaDarien Griffin Offensive Rebound.,29,25
19:06,179,LaDarien Griffin made Layup.,29,27
19:06,43,Foul on Alex Copeland.,29,27
19:06,179,LaDarien Griffin made Free Throw.,29,28
18:37,43,Paul Atkinson made Layup. Assisted by Eric Monroe.,31,28
18:26,179,Foul on LaDarien Griffin.,31,28
18:26,179,LaDarien Griffin Turnover.,31,28
17:58,43,Azar Swain missed Three Point Jumper.,31,28
17:58,179,Idris Taqqee Defensive Rebound.,31,28
17:49,179,Courtney Stockard made Layup. Assisted by Jaylen Adams.,31,30
17:19,179,Foul on Jaylen Adams.,31,30
17:19,43,Azar Swain made Free Throw.,32,30
17:19,43,Azar Swain made Free Throw.,33,30
17:10,179,Matt Mobley missed Three Point Jumper.,33,30
17:10,43,Blake Reynolds Defensive Rebound.,33,30
16:59,43,Azar Swain missed Three Point Jumper.,33,30
16:59,179,Idris Taqqee Defensive Rebound.,33,30
16:50,179,Idris Taqqee missed Layup.,33,30
16:50,179,Josh Ayeni Offensive Rebound.,33,30
16:43,179,Jaylen Adams made Three Point Jumper. Assisted by Idris Taqqee.,33,33
16:19,43,Blake Reynolds made Layup. Assisted by Azar Swain.,35,33
16:09,179,Josh Ayeni made Jumper. Assisted by Jaylen Adams.,35,35
15:46,43,Paul Atkinson Turnover.,35,35
15:45,179,Jaylen Adams Steal.,35,35
15:41,179,Jaylen Adams made Three Point Jumper.,35,38
15:39,43,Foul on Eric Monroe.,35,38
15:39,179,Official TV Timeout,35,38
15:39,179,Jaylen Adams made Free Throw.,35,39
15:21,43,Paul Atkinson Turnover.,35,39
15:19,179,Jaylen Adams Steal.,35,39
15:15,43,Foul on Paul Atkinson.,35,39
15:15,179,Courtney Stockard missed Free Throw.,35,39
15:15,179,St. Bonaventure Deadball Team Rebound.,35,39
15:15,179,Courtney Stockard made Free Throw.,35,40
15:00,43,Alex Copeland missed Layup.,35,40
15:00,179,Idris Taqqee Block.,35,40
14:58,179,Matt Mobley Defensive Rebound.,35,40
14:53,179,Idris Taqqee made Layup. Assisted by Jaylen Adams.,35,42
14:53,43,Foul on Wyatt Yess.,35,42
14:53,179,Idris Taqqee made Free Throw.,35,43
14:32,43,Noah Yates missed Jumper.,35,43
14:32,43,Yale Offensive Rebound.,35,43
14:18,43,Wyatt Yess Turnover.,35,43
14:03,179,Courtney Stockard Turnover.,35,43
14:00,43,Wyatt Yess Steal.,35,43
13:57,43,Blake Reynolds missed Layup.,35,43
13:57,43,Blake Reynolds Offensive Rebound.,35,43
13:53,43,Blake Reynolds made Two Point Tip Shot.,37,43
13:41,179,Jaylen Adams missed Layup.,37,43
13:41,179,Idris Taqqee Offensive Rebound.,37,43
13:36,43,Foul on Alex Copeland.,37,43
13:33,179,Jaylen Adams made Three Point Jumper.,37,46
13:18,43,Yale  Timeout,37,46
13:18,179,Official TV Timeout,37,46
13:17,179,Foul on Amadi Ikpeze.,37,46
13:17,43,Alex Copeland made Free Throw.,38,46
13:17,43,Alex Copeland made Free Throw.,39,46
13:02,179,Matt Mobley Turnover.,39,46
13:02,179,Foul on Matt Mobley.,39,46
12:48,43,Blake Reynolds made Three Point Jumper. Assisted by Trey Phills.,42,46
12:30,179,Courtney Stockard made Layup.,42,48
12:30,43,Foul on Wyatt Yess.,42,48
12:30,179,Courtney Stockard made Free Throw.,42,49
12:14,43,Blake Reynolds missed Three Point Jumper.,42,49
12:14,179,Amadi Ikpeze Defensive Rebound.,42,49
11:56,179,Amadi Ikpeze missed Layup.,42,49
11:56,43,Wyatt Yess Defensive Rebound.,42,49
11:34,43,Wyatt Yess Turnover.,42,49
11:32,179,Jaylen Adams Steal.,42,49
11:30,179,Matt Mobley missed Three Point Jumper.,42,49
11:30,43,Noah Yates Defensive Rebound.,42,49
11:00,179,Foul on Amadi Ikpeze.,42,49
11:00,179,Official TV Timeout,42,49
11:00,43,Alex Copeland made Free Throw.,43,49
11:00,43,Alex Copeland made Free Throw.,44,49
10:39,179,Jaylen Adams missed Jumper.,44,49
10:39,43,Trey Phills Block.,44,49
10:36,43,Alex Copeland Defensive Rebound.,44,49
10:32,43,Alex Copeland made Layup.,46,49
10:16,179,Idris Taqqee made Jumper.,46,51
9:56,179,Foul on Courtney Stockard.,46,51
9:55,179,Foul on Idris Taqqee.,46,51
9:55,43,Paul Atkinson made Free Throw.,47,51
9:55,43,Paul Atkinson made Free Throw.,48,51
9:40,179,Jaylen Adams missed Layup.,48,51
9:40,43,Paul Atkinson Defensive Rebound.,48,51
9:34,43,Noah Yates missed Three Point Jumper.,48,51
9:34,179,Izaiah Brockington Defensive Rebound.,48,51
9:28,179,Jaylen Adams made Three Point Jumper. Assisted by Izaiah Brockington.,48,54
8:57,43,Eric Monroe Turnover.,48,54
8:55,179,Idris Taqqee Steal.,48,54
8:51,179,Izaiah Brockington missed Layup.,48,54
8:51,43,Jameel Alausa Block.,48,54
8:49,43,Jameel Alausa Defensive Rebound.,48,54
8:34,179,Foul on Josh Ayeni.,48,54
8:34,43,Paul Atkinson missed Free Throw.,48,54
8:34,43,Paul Atkinson Offensive Rebound.,48,54
8:18,43,Jameel Alausa missed Layup.,48,54
8:18,179,LaDarien Griffin Defensive Rebound.,48,54
8:10,179,Josh Ayeni made Layup. Assisted by Jaylen Adams.,48,56
7:49,43,Eric Monroe made Three Point Jumper. Assisted by Paul Atkinson.,51,56
7:30,179,Josh Ayeni made Jumper. Assisted by Jaylen Adams.,51,58
7:07,43,Azar Swain missed Three Point Jumper.,51,58
7:07,43,Yale Offensive Rebound.,51,58
7:03,179,Official TV Timeout,51,58
6:54,43,Eric Monroe missed Three Point Jumper.,51,58
6:54,179,Josh Ayeni Defensive Rebound.,51,58
6:48,43,Foul on Azar Swain.,51,58
6:48,179,Jaylen Adams made Free Throw.,51,59
6:48,179,Jaylen Adams made Free Throw.,51,60
6:23,43,Alex Copeland made Jumper.,53,60
6:06,179,Josh Ayeni missed Jumper.,53,60
6:06,43,Azar Swain Defensive Rebound.,53,60
5:51,179,Foul on Matt Mobley.,53,60
5:51,43,Alex Copeland missed Free Throw.,53,60
5:51,43,Yale Deadball Team Rebound.,53,60
5:51,43,Alex Copeland made Free Throw.,54,60
5:24,179,LaDarien Griffin made Jumper. Assisted by Jaylen Adams.,54,62
5:04,43,Blake Reynolds Turnover.,54,62
5:03,179,Matt Mobley Steal.,54,62
4:56,179,Matt Mobley made Three Point Jumper. Assisted by Jaylen Adams.,54,65
4:51,43,Yale  Timeout,54,65
4:30,179,Foul on Matt Mobley.,54,65
4:30,43,Noah Yates missed Free Throw.,54,65
4:30,43,Yale Deadball Team Rebound.,54,65
4:30,43,Noah Yates missed Free Throw.,54,65
4:30,179,LaDarien Griffin Defensive Rebound.,54,65
4:09,179,Matt Mobley missed Three Point Jumper.,54,65
4:09,179,St. Bonaventure Offensive Rebound.,54,65
4:00,179,LaDarien Griffin missed Layup.,54,65
4:00,43,Blake Reynolds Defensive Rebound.,54,65
4:00,179,Foul on LaDarien Griffin.,54,65
4:00,179,Official TV Timeout,54,65
4:00,43,Blake Reynolds made Free Throw.,55,65
4:00,43,Blake Reynolds made Free Throw.,56,65
3:44,179,Josh Ayeni missed Jumper.,56,65
3:44,43,Azar Swain Defensive Rebound.,56,65
3:28,179,Foul on Josh Ayeni.,56,65
3:28,43,Paul Atkinson made Free Throw.,57,65
3:28,43,Paul Atkinson made Free Throw.,58,65
3:20,179,Jaylen Adams missed Three Point Jumper.,58,65
3:20,43,Eric Monroe Defensive Rebound.,58,65
2:58,43,Eric Monroe missed Three Point Jumper.,58,65
2:58,179,Courtney Stockard Defensive Rebound.,58,65
2:39,179,Courtney Stockard made Layup.,58,67
2:20,43,Blake Reynolds missed Three Point Jumper.,58,67
2:20,179,Josh Ayeni Defensive Rebound.,58,67
1:57,179,Courtney Stockard made Three Point Jumper. Assisted by Jaylen Adams.,58,70
1:44,43,Alex Copeland made Layup.,60,70
1:33,179,Idris Taqqee missed Layup.,60,70
1:33,179,Matt Mobley Offensive Rebound.,60,70
1:06,179,Matt Mobley Turnover.,60,70
1:05,43,Eric Monroe Steal.,60,70
1:00,179,Foul on Josh Ayeni.,60,70
1:00,43,Paul Atkinson made Free Throw.,61,70
1:00,43,Paul Atkinson missed Free Throw.,61,70
1:00,179,Courtney Stockard Defensive Rebound.,61,70
1:00,43,Foul on Blake Reynolds.,61,70
1:00,179,Courtney Stockard missed Free Throw.,61,70
1:00,43,Blake Reynolds Defensive Rebound.,61,70
0:45,43,Trey Phills made Layup.,63,70
0:39,43,Foul on Noah Yates.,63,70
0:39,179,Matt Mobley missed Free Throw.,63,70
0:39,179,St. Bonaventure Deadball Team Rebound.,63,70
0:39,179,Matt Mobley made Free Throw.,63,71
0:39,179,St. Bonaventure  Timeout,63,71
0:27,43,Eric Monroe made Jumper.,65,71
0:26,43,Yale  Timeout,65,71
0:22,43,Foul on Trey Phills.,65,71
0:22,179,Jaylen Adams made Free Throw.,65,72
0:22,179,Jaylen Adams made Free Throw.,65,73
0:15,43,Alex Copeland missed Layup.,65,73
0:15,179,Idris Taqqee Defensive Rebound.,65,73
0:09,43,Foul on Trey Phills.,65,73
0:09,179,Jaylen Adams made Free Throw.,65,74
0:09,179,Jaylen Adams made Free Throw.,65,75
0:01,43,Alex Copeland made Layup.,67,75
0:00,179,End of Game,67,75
