New Mexico,12,Arizona,167
14:15,167,Dane Kuiper missed Three Point Jumper.,0,12
14:15,167,Tim Williams Offensive Rebound.,0,12
14:08,167,Tim Williams made Jumper.,2,12
13:41,12,Rawle Alkins Turnover.,2,12
13:35,167,Jalen Harris Turnover.,2,12
13:32,12,Chance Comanche made Dunk. Assisted by Rawle Alkins.,2,14
13:12,167,Elijah Brown missed Jumper.,2,14
13:12,12,Keanu Pinder Defensive Rebound.,2,14
13:00,12,Kobi Simmons missed Dunk.,2,14
13:00,167,Tim Williams Defensive Rebound.,2,14
12:51,167,Tim Williams made Jumper. Assisted by Jalen Harris.,4,14
12:33,12,Kadeem Allen made Three Point Jumper.,4,17
12:15,12,Foul on Keanu Pinder.,4,17
12:02,167,Connor MacDougall missed Jumper.,4,17
12:02,12,Dusan Ristic Defensive Rebound.,4,17
11:36,12,Dusan Ristic missed Jumper.,4,17
11:36,167,Connor MacDougall Defensive Rebound.,4,17
11:20,167,Elijah Brown made Jumper.,6,17
10:57,12,Kobi Simmons made Three Point Jumper. Assisted by Lauri Markkanen.,6,20
10:41,12,Official TV Timeout,6,20
10:32,167,Tim Williams missed Jumper.,6,20
10:32,12,Lauri Markkanen Block.,6,20
10:29,167,Tim Williams Offensive Rebound.,6,20
10:25,167,Tim Williams made Jumper.,8,20
10:25,12,Foul on Chance Comanche.,8,20
10:25,167,Tim Williams missed Free Throw.,8,20
10:25,12,Chance Comanche Defensive Rebound.,8,20
10:17,167,Foul on Elijah Brown.,8,20
10:00,12,Kadeem Allen made Jumper.,8,22
9:39,167,Tim Williams missed Jumper.,8,22
9:39,12,Kobi Simmons Defensive Rebound.,8,22
9:34,12,Keanu Pinder made Dunk. Assisted by Kobi Simmons.,8,24
9:30,167,New Mexico  Timeout,8,24
9:09,167,Jordan Hunter Turnover.,8,24
9:07,12,Kobi Simmons Steal.,8,24
9:01,12,Kadeem Allen made Three Point Jumper. Assisted by Lauri Markkanen.,8,27
8:42,167,Damien Jefferson made Jumper.,10,27
8:09,12,Lauri Markkanen missed Three Point Jumper.,10,27
8:09,12,Keanu Pinder Offensive Rebound.,10,27
7:51,12,Rawle Alkins missed Three Point Jumper.,10,27
7:51,12,Lauri Markkanen Offensive Rebound.,10,27
7:48,167,Foul on Connor MacDougall.,10,27
7:48,12,Official TV Timeout,10,27
7:48,12,Lauri Markkanen made Free Throw.,10,28
7:48,12,Lauri Markkanen made Free Throw.,10,29
7:33,167,Sam Logwood missed Jumper.,10,29
7:33,12,Kobi Simmons Defensive Rebound.,10,29
7:20,12,Chance Comanche made Dunk. Assisted by Kobi Simmons.,10,31
7:02,12,Foul on Kadeem Allen.,10,31
6:52,167,Tim Williams made Jumper. Assisted by Jalen Harris.,12,31
6:30,12,Lauri Markkanen Turnover.,12,31
6:09,167,Tim Williams missed Jumper.,12,31
6:09,12,Chance Comanche Block.,12,31
6:09,167,New Mexico Offensive Rebound.,12,31
6:07,167,Dane Kuiper missed Three Point Jumper.,12,31
6:07,12,Lauri Markkanen Defensive Rebound.,12,31
5:57,167,Foul on Damien Jefferson.,12,31
5:55,12,Lauri Markkanen missed Three Point Jumper.,12,31
5:55,167,Connor MacDougall Defensive Rebound.,12,31
5:44,167,Dane Kuiper missed Three Point Jumper.,12,31
5:44,12,Rawle Alkins Defensive Rebound.,12,31
5:37,12,Rawle Alkins missed Jumper.,12,31
5:37,12,Rawle Alkins Offensive Rebound.,12,31
5:33,12,Rawle Alkins made Jumper.,12,33
5:09,167,Connor MacDougall missed Jumper.,12,33
5:09,12,Chance Comanche Defensive Rebound.,12,33
4:49,167,Foul on Jalen Harris.,12,33
4:40,167,Foul on Damien Jefferson.,12,33
4:40,12,Lauri Markkanen missed Free Throw.,12,33
4:40,167,Connor MacDougall Defensive Rebound.,12,33
4:08,167,Sam Logwood missed Jumper.,12,33
4:08,12,Kobi Simmons Defensive Rebound.,12,33
4:05,12,Kobi Simmons Turnover.,12,33
4:03,167,Connor MacDougall Turnover.,12,33
4:01,12,Rawle Alkins Steal.,12,33
3:56,167,Foul on Jalen Harris.,12,33
3:56,12,Official TV Timeout,12,33
3:56,12,Keanu Pinder made Free Throw.,12,34
3:56,12,Keanu Pinder missed Free Throw.,12,34
3:56,167,Joe Furstinger Defensive Rebound.,12,34
3:47,167,Xavier Adams missed Jumper.,12,34
3:47,12,Kadeem Allen Defensive Rebound.,12,34
3:17,12,Kobi Simmons Turnover.,12,34
3:16,167,Sam Logwood Steal.,12,34
3:13,167,Elijah Brown made Layup. Assisted by Sam Logwood.,14,34
2:44,12,Kadeem Allen missed Jumper.,14,34
2:44,12,Keanu Pinder Offensive Rebound.,14,34
2:34,12,Keanu Pinder missed Jumper.,14,34
2:34,167,Joe Furstinger Defensive Rebound.,14,34
2:26,167,Elijah Brown missed Jumper.,14,34
2:26,12,Keanu Pinder Defensive Rebound.,14,34
2:00,167,Foul on Joe Furstinger.,14,34
2:00,12,Kobi Simmons missed Free Throw.,14,34
2:00,12,Arizona Deadball Team Rebound.,14,34
2:00,12,Kobi Simmons made Free Throw.,14,35
1:46,167,Sam Logwood Turnover.,14,35
1:45,12,Kobi Simmons Steal.,14,35
1:43,12,Rawle Alkins made Dunk. Assisted by Kobi Simmons.,14,37
1:38,12,Foul on Kadeem Allen.,14,37
1:38,167,Elijah Brown made Free Throw.,15,37
1:38,167,Elijah Brown made Free Throw.,16,37
1:38,167,Elijah Brown missed Free Throw.,16,37
1:38,12,Lauri Markkanen Defensive Rebound.,16,37
1:28,12,Lauri Markkanen Turnover.,16,37
1:00,167,Elijah Brown missed Jumper.,16,37
1:00,12,Rawle Alkins Defensive Rebound.,16,37
0:47,12,Rawle Alkins missed Three Point Jumper.,16,37
0:47,167,Elijah Brown Defensive Rebound.,16,37
0:31,167,Foul on Jordan Hunter.,16,37
0:31,167,Jordan Hunter Turnover.,16,37
0:01,12,Lauri Markkanen missed Three Point Jumper.,16,37
0:01,12,Chance Comanche Offensive Rebound.,16,37
0:00,12,End of 1st half,16,37
19:45,167,Tim Williams Turnover.,16,37
19:18,12,Kobi Simmons missed Jumper.,16,37
19:18,167,Joe Furstinger Block.,16,37
19:14,167,Jalen Harris Defensive Rebound.,16,37
19:10,167,Tim Williams made Jumper. Assisted by Jalen Harris.,18,37
18:47,12,Rawle Alkins Turnover.,18,37
18:46,167,Joe Furstinger Steal.,18,37
18:32,167,Tim Williams missed Jumper.,18,37
18:32,167,Joe Furstinger Offensive Rebound.,18,37
18:23,167,Aher Uguak missed Three Point Jumper.,18,37
18:23,167,Joe Furstinger Offensive Rebound.,18,37
18:17,167,Jalen Harris missed Jumper.,18,37
18:17,12,Kadeem Allen Defensive Rebound.,18,37
17:56,167,Foul on Tim Williams.,18,37
17:40,12,Chance Comanche made Dunk. Assisted by Rawle Alkins.,18,39
17:15,167,Tim Williams missed Jumper.,18,39
17:15,167,Tim Williams Offensive Rebound.,18,39
17:08,167,Tim Williams missed Jumper.,18,39
17:08,167,Joe Furstinger Offensive Rebound.,18,39
17:01,167,Jalen Harris made Layup.,20,39
17:01,12,Foul on Chance Comanche.,20,39
17:01,167,Jalen Harris made Free Throw.,21,39
16:33,167,Foul on Dane Kuiper.,21,39
16:27,167,Foul on Dane Kuiper.,21,39
16:22,12,Rawle Alkins missed Jumper.,21,39
16:22,167,Joe Furstinger Block.,21,39
16:20,167,Joe Furstinger Defensive Rebound.,21,39
16:14,167,Dane Kuiper missed Jumper.,21,39
16:14,12,Chance Comanche Defensive Rebound.,21,39
16:06,12,Kadeem Allen missed Three Point Jumper.,21,39
16:06,167,Tim Williams Defensive Rebound.,21,39
15:51,167,Joe Furstinger missed Jumper.,21,39
15:51,12,Lauri Markkanen Defensive Rebound.,21,39
15:27,167,Foul on Joe Furstinger.,21,39
15:27,12,Official TV Timeout,21,39
14:59,12,Kobi Simmons made Jumper.,21,41
14:38,167,Tim Williams missed Jumper.,21,41
14:38,12,Keanu Pinder Defensive Rebound.,21,41
14:30,12,Chance Comanche made Layup. Assisted by Kadeem Allen.,21,43
14:30,167,Foul on Connor MacDougall.,21,43
14:30,12,Chance Comanche made Free Throw.,21,44
14:18,167,Elijah Brown made Three Point Jumper. Assisted by Tim Williams.,24,44
13:57,167,Foul on Connor MacDougall.,24,44
13:40,167,Foul on Tim Williams.,24,44
13:40,12,Keanu Pinder made Free Throw.,24,45
13:40,12,Keanu Pinder made Free Throw.,24,46
13:30,12,Foul on Kadeem Allen.,24,46
13:30,167,Elijah Brown missed Free Throw.,24,46
13:30,167,New Mexico Deadball Team Rebound.,24,46
13:30,167,Elijah Brown missed Free Throw.,24,46
13:30,12,Lauri Markkanen Defensive Rebound.,24,46
13:16,167,Foul on Obij Aget.,24,46
13:16,12,Rawle Alkins missed Free Throw.,24,46
13:16,12,Arizona Deadball Team Rebound.,24,46
13:16,12,Rawle Alkins made Free Throw.,24,47
13:09,167,Elijah Brown missed Jumper.,24,47
13:09,12,Rawle Alkins Defensive Rebound.,24,47
13:02,12,Rawle Alkins Turnover.,24,47
13:01,167,Elijah Brown Steal.,24,47
12:58,12,Foul on Keanu Pinder.,24,47
12:58,167,Elijah Brown made Free Throw.,25,47
12:58,167,Elijah Brown made Free Throw.,26,47
12:42,12,Lauri Markkanen made Three Point Jumper. Assisted by Rawle Alkins.,26,50
12:22,167,Damien Jefferson missed Jumper.,26,50
12:22,12,Rawle Alkins Defensive Rebound.,26,50
12:11,12,Lauri Markkanen missed Three Point Jumper.,26,50
12:11,167,Tim Williams Defensive Rebound.,26,50
12:03,12,Foul on Dusan Ristic.,26,50
12:03,167,Jordan Hunter missed Free Throw.,26,50
12:03,167,New Mexico Deadball Team Rebound.,26,50
12:03,167,Jordan Hunter made Free Throw.,27,50
11:46,12,Lauri Markkanen made Jumper.,27,52
11:39,167,Elijah Brown Turnover.,27,52
11:39,12,Official TV Timeout,27,52
11:28,12,Chance Comanche made Dunk. Assisted by Kadeem Allen.,27,54
11:12,167,Obij Aget made Jumper. Assisted by Elijah Brown.,29,54
10:50,167,Foul on Obij Aget.,29,54
10:50,12,Kobi Simmons made Free Throw.,29,55
10:50,12,Kobi Simmons made Free Throw.,29,56
10:37,167,Elijah Brown missed Three Point Jumper.,29,56
10:37,12,Kadeem Allen Defensive Rebound.,29,56
10:31,12,Chance Comanche made Dunk. Assisted by Kadeem Allen.,29,58
10:14,167,Tim Williams made Jumper. Assisted by Elijah Brown.,31,58
10:14,12,Foul on Dusan Ristic.,31,58
10:14,167,Tim Williams missed Free Throw.,31,58
10:14,12,Chance Comanche Defensive Rebound.,31,58
9:54,12,Lauri Markkanen made Three Point Jumper. Assisted by Kadeem Allen.,31,61
9:28,167,Elijah Brown made Jumper.,33,61
9:10,12,Dusan Ristic Turnover.,33,61
9:05,167,Jalen Harris missed Layup.,33,61
9:05,12,Lauri Markkanen Defensive Rebound.,33,61
8:50,12,Rawle Alkins made Jumper.,33,63
8:21,167,Obij Aget missed Jumper.,33,63
8:21,12,Kadeem Allen Defensive Rebound.,33,63
8:09,12,Dusan Ristic Turnover.,33,63
8:05,167,Elijah Brown made Layup. Assisted by Jalen Harris.,35,63
7:33,12,Chance Comanche Turnover.,35,63
7:32,167,Obij Aget Steal.,35,63
7:28,167,Elijah Brown missed Jumper.,35,63
7:28,167,Dane Kuiper Offensive Rebound.,35,63
7:24,167,Tim Williams made Jumper. Assisted by Dane Kuiper.,37,63
7:13,12,Arizona  Timeout,37,63
6:50,12,Rawle Alkins Turnover.,37,63
6:47,12,Foul on Kobi Simmons.,37,63
6:47,12,Official TV Timeout,37,63
6:47,167,Elijah Brown made Free Throw.,38,63
6:47,167,Elijah Brown made Free Throw.,39,63
6:39,167,Foul on Dane Kuiper.,39,63
6:39,12,Kobi Simmons made Free Throw.,39,64
6:39,12,Kobi Simmons made Free Throw.,39,65
6:30,167,Tim Williams missed Jumper.,39,65
6:30,12,Kadeem Allen Defensive Rebound.,39,65
6:22,12,Lauri Markkanen missed Three Point Jumper.,39,65
6:22,167,Xavier Adams Defensive Rebound.,39,65
6:14,12,Foul on Kobi Simmons.,39,65
6:14,167,Jalen Harris made Free Throw.,40,65
6:14,167,Jalen Harris made Free Throw.,41,65
6:06,12,Dusan Ristic made Jumper. Assisted by Kobi Simmons.,41,67
5:48,167,Xavier Adams Turnover.,41,67
5:47,12,Kadeem Allen Steal.,41,67
5:44,12,Kobi Simmons missed Jumper.,41,67
5:44,12,Kadeem Allen Offensive Rebound.,41,67
5:31,167,Foul on Connor MacDougall.,41,67
5:31,12,Kadeem Allen missed Free Throw.,41,67
5:31,12,Arizona Deadball Team Rebound.,41,67
5:31,12,Kadeem Allen made Free Throw.,41,68
5:19,167,Joe Furstinger missed Jumper.,41,68
5:19,167,Joe Furstinger Offensive Rebound.,41,68
5:16,167,Joe Furstinger missed Jumper.,41,68
5:16,12,Chance Comanche Defensive Rebound.,41,68
4:46,12,Kadeem Allen missed Three Point Jumper.,41,68
4:46,167,Xavier Adams Defensive Rebound.,41,68
4:34,167,Xavier Adams made Dunk.,43,68
4:22,167,Foul on Jalen Harris.,43,68
4:22,12,Kobi Simmons made Free Throw.,43,69
4:22,12,Kobi Simmons missed Free Throw.,43,69
4:22,167,Tim Williams Defensive Rebound.,43,69
4:06,167,Joe Furstinger Turnover.,43,69
3:35,12,Dusan Ristic missed Jumper.,43,69
3:35,167,Joe Furstinger Defensive Rebound.,43,69
3:29,167,Elijah Brown missed Three Point Jumper.,43,69
3:29,12,Chance Comanche Defensive Rebound.,43,69
3:23,12,Chance Comanche Turnover.,43,69
3:23,12,Official TV Timeout,43,69
3:20,167,Joe Furstinger Turnover.,43,69
3:17,12,Keanu Pinder Steal.,43,69
3:08,12,Rawle Alkins missed Jumper.,43,69
3:08,12,Rawle Alkins Offensive Rebound.,43,69
3:06,12,Rawle Alkins made Layup.,43,71
2:48,167,Xavier Adams missed Three Point Jumper.,43,71
2:48,12,Chance Comanche Defensive Rebound.,43,71
2:17,167,Foul on Elijah Brown.,43,71
2:17,12,Chance Comanche missed Free Throw.,43,71
2:17,12,Arizona Deadball Team Rebound.,43,71
2:17,12,Chance Comanche made Free Throw.,43,72
1:58,167,Connor MacDougall missed Jumper.,43,72
1:58,12,Rawle Alkins Defensive Rebound.,43,72
1:57,167,Foul on Connor MacDougall.,43,72
1:57,12,Dusan Ristic made Free Throw.,43,73
1:57,12,Dusan Ristic made Free Throw.,43,74
1:48,167,Damien Jefferson missed Three Point Jumper.,43,74
1:48,12,Rawle Alkins Defensive Rebound.,43,74
1:28,12,Tyler Trillo Turnover.,43,74
1:25,167,Damien Jefferson Steal.,43,74
1:25,167,Damien Jefferson missed Dunk.,43,74
1:25,12,Arizona Defensive Rebound.,43,74
1:12,12,Paulo Cruz Turnover.,43,74
1:04,167,Damien Jefferson Turnover.,43,74
1:03,12,Rawle Alkins Steal.,43,74
1:00,167,Foul on Jordan Hunter.,43,74
1:00,12,Rawle Alkins missed Free Throw.,43,74
1:00,12,Arizona Deadball Team Rebound.,43,74
1:00,12,Rawle Alkins made Free Throw.,43,75
0:52,167,Dane Kuiper made Three Point Jumper. Assisted by Damien Jefferson.,46,75
0:40,167,Foul on Joe Furstinger.,46,75
0:40,12,Jake DesJardins made Free Throw.,46,76
0:40,12,Jake DesJardins made Free Throw.,46,77
0:34,167,Jordan Hunter missed Jumper.,46,77
0:34,12,Keanu Pinder Defensive Rebound.,46,77
0:02,12,Arizona  Turnover.,46,77
0:00,167,Dane Kuiper missed Three Point Jumper.,46,77
0:00,167,New Mexico Deadball Team Rebound.,46,77
0:00,12,End of Game,46,77
