NW Nazarene,Error,Idaho,70
12:43,70,Brayon Blake made Layup.,9,25
12:32,-1,Pol Olivier Turnover.,9,25
12:31,70,Victor Sanders Steal.,9,25
12:24,70,Trevon Allen Turnover.,9,25
12:24,-1,Pol Olivier Steal.,9,25
12:15,70,Foul on Arkadiy Mkrtychyan.,9,25
12:14,-1,Kaileb Rodriguez missed Layup.,9,25
12:14,-1,Northwest Nazarene Offensive Rebound.,9,25
12:02,-1,Bouna N'Diaye missed Layup.,9,25
12:02,70,Nate Sherwood Defensive Rebound.,9,25
11:50,70,Tyler Brimhall missed Three Point Jumper.,9,25
11:50,-1,Maurice Jones Defensive Rebound.,9,25
11:30,-1,Carlos Garcia made Layup. Assisted by Kaileb Rodriguez.,11,25
11:10,70,Tyler Brimhall made Three Point Jumper. Assisted by Victor Sanders.,11,28
10:50,-1,Maurice Jones missed Three Point Jumper.,11,28
10:50,70,Nate Sherwood Defensive Rebound.,11,28
10:40,-1,Foul on Bouna N'Diaye.,11,28
10:38,70,Nate Sherwood made Dunk. Assisted by Victor Sanders.,11,30
10:12,-1,Jayden Bezzant made Three Point Jumper. Assisted by Bouna N'Diaye.,14,30
9:56,70,Myles Franklin Turnover.,14,30
9:34,-1,Jayden Bezzant missed Three Point Jumper.,14,30
9:34,-1,Kaileb Rodriguez Offensive Rebound.,14,30
9:32,70,Foul on Chad Sherwood.,14,30
9:28,-1,Foul on Kaileb Rodriguez.,14,30
9:28,-1,Kaileb Rodriguez Turnover.,14,30
9:11,70,Chad Sherwood missed Three Point Jumper.,14,30
9:11,-1,Kaileb Rodriguez Defensive Rebound.,14,30
9:03,-1,Foul on Maurice Jones.,14,30
9:03,-1,Maurice Jones Turnover.,14,30
8:50,70,Tyler Brimhall missed Three Point Jumper.,14,30
8:50,70,Nate Sherwood Offensive Rebound.,14,30
8:32,-1,Foul on Jayden Bezzant.,14,30
8:20,70,Jordan Scott missed Layup.,14,30
8:20,-1,Bouna N'Diaye Block.,14,30
8:18,-1,Jayden Bezzant Defensive Rebound.,14,30
8:12,-1,Jayden Bezzant Turnover.,14,30
8:06,70,Myles Franklin missed Layup.,14,30
8:06,-1,Pol Olivier Defensive Rebound.,14,30
7:48,-1,Carlos Garcia made Jumper. Assisted by Bouna N'Diaye.,16,30
7:26,70,Tyler Brimhall missed Three Point Jumper.,16,30
7:26,-1,Bouna N'Diaye Defensive Rebound.,16,30
7:11,-1,Foul on Carlos Garcia.,16,30
7:11,-1,Carlos Garcia Turnover.,16,30
7:01,70,Ty Egbert made Layup.,16,32
6:31,-1,Jayden Bezzant missed Three Point Jumper.,16,32
6:31,70,Myles Franklin Defensive Rebound.,16,32
6:24,70,Myles Franklin missed Layup.,16,32
6:24,70,Brayon Blake Offensive Rebound.,16,32
6:21,-1,Foul on Bouna N'Diaye.,16,32
6:21,70,Brayon Blake made Free Throw.,16,33
6:21,70,Brayon Blake made Free Throw.,16,34
5:55,-1,Carlos Garcia missed Layup.,16,34
5:55,70,Brayon Blake Defensive Rebound.,16,34
5:53,-1,Foul on Maurice Jones.,16,34
5:53,70,Brayon Blake made Free Throw.,16,35
5:53,70,Brayon Blake made Free Throw.,16,36
5:38,70,Foul on Brayon Blake.,16,36
5:38,-1,Carlos Garcia made Free Throw.,17,36
5:38,-1,Carlos Garcia missed Free Throw.,17,36
5:38,70,Brayon Blake Defensive Rebound.,17,36
5:22,70,Brayon Blake missed Jumper.,17,36
5:22,-1,Carlos Garcia Defensive Rebound.,17,36
5:01,-1,Nikola Prvulj made Three Point Jumper. Assisted by Carlos Garcia.,20,36
4:45,70,Victor Sanders made Three Point Jumper. Assisted by Ty Egbert.,20,39
4:19,-1,Jayden Bezzant Turnover.,20,39
4:10,70,Trevon Allen missed Three Point Jumper.,20,39
4:10,-1,Marko Lepovic Defensive Rebound.,20,39
3:40,-1,Marko Lepovic made Three Point Jumper. Assisted by Bouna N'Diaye.,23,39
3:16,-1,Foul on Kaileb Rodriguez.,23,39
3:16,70,Ty Egbert made Free Throw.,23,40
3:16,70,Ty Egbert missed Free Throw.,23,40
3:16,-1,Pol Olivier Defensive Rebound.,23,40
2:46,-1,Bouna N'Diaye missed Three Point Jumper.,23,40
2:46,70,Brayon Blake Defensive Rebound.,23,40
2:28,70,Ty Egbert made Dunk. Assisted by Trevon Allen.,23,42
2:02,70,Foul on Victor Sanders.,23,42
2:02,-1,Nikola Prvulj missed Free Throw.,23,42
2:02,70,Brayon Blake Defensive Rebound.,23,42
1:47,-1,Foul on Carlos Garcia.,23,42
1:47,70,Trevon Allen made Free Throw.,23,43
1:47,70,Trevon Allen made Free Throw.,23,44
1:20,70,Foul on Victor Sanders.,23,44
1:20,-1,Bouna N'Diaye missed Free Throw.,23,44
1:20,-1,Northwest Nazarene Deadball Team Rebound.,23,44
1:20,-1,Northwest Nazarene  Timeout,23,44
1:20,-1,Bouna N'Diaye made Free Throw.,24,44
0:53,70,Trevon Allen missed Three Point Jumper.,24,44
0:53,70,Nate Sherwood Offensive Rebound.,24,44
0:47,-1,Foul on Jayden Bezzant.,24,44
0:47,70,Nate Sherwood made Free Throw.,24,45
0:47,70,Nate Sherwood made Free Throw.,24,46
0:21,-1,Bouna N'Diaye missed Three Point Jumper.,24,46
0:21,-1,Marko Lepovic Offensive Rebound.,24,46
0:04,70,Foul on Tyler Brimhall.,24,46
0:04,-1,Bouna N'Diaye missed Free Throw.,24,46
0:04,-1,Northwest Nazarene Deadball Team Rebound.,24,46
0:04,70,Idaho  Timeout,24,46
0:04,-1,Bouna N'Diaye made Free Throw.,25,46
0:00,70,End of 1st half,25,46
19:20,-1,Pol Olivier missed Layup.,25,46
19:20,70,Trevon Allen Block.,25,46
19:20,-1,Maurice Jones Offensive Rebound.,25,46
19:20,-1,Maurice Jones made Layup.,27,46
19:13,70,Victor Sanders made Three Point Jumper. Assisted by Nate Sherwood.,27,49
18:45,-1,Maurice Jones made Three Point Jumper. Assisted by Bouna N'Diaye.,30,49
18:17,70,Nate Sherwood missed Dunk.,30,49
18:17,-1,Kaileb Rodriguez Block.,30,49
18:15,-1,Bouna N'Diaye Defensive Rebound.,30,49
18:08,-1,Bouna N'Diaye Turnover.,30,49
18:06,70,Jordan Scott Steal.,30,49
17:56,70,Victor Sanders missed Three Point Jumper.,30,49
17:56,70,Trevon Allen Offensive Rebound.,30,49
17:39,-1,Foul on Maurice Jones.,30,49
17:39,70,Victor Sanders made Free Throw.,30,50
17:39,70,Victor Sanders made Free Throw.,30,51
17:39,70,Victor Sanders made Free Throw.,30,52
17:27,-1,Bouna N'Diaye Turnover.,30,52
17:26,70,Nate Sherwood Steal.,30,52
17:24,70,Nate Sherwood made Dunk.,30,54
17:24,-1,Foul on Bouna N'Diaye.,30,54
17:24,70,Nate Sherwood made Free Throw.,30,55
17:04,-1,Kaileb Rodriguez made Layup.,32,55
16:38,70,Jordan Scott missed Layup.,32,55
16:38,-1,Marko Lepovic Defensive Rebound.,32,55
16:25,70,Foul on Nate Sherwood.,32,55
16:21,-1,Bouna N'Diaye made Layup.,34,55
16:08,70,Nate Sherwood missed Jumper.,34,55
16:08,-1,Carlos Garcia Defensive Rebound.,34,55
15:55,-1,Bouna N'Diaye made Layup.,36,55
15:55,70,Foul on Nate Sherwood.,36,55
15:55,-1,Bouna N'Diaye missed Free Throw.,36,55
15:55,70,Chad Sherwood Defensive Rebound.,36,55
15:35,70,Trevon Allen missed Three Point Jumper.,36,55
15:35,-1,Northwest Nazarene Defensive Rebound.,36,55
15:20,-1,Bouna N'Diaye made Layup.,38,55
15:05,70,Chad Sherwood made Three Point Jumper. Assisted by Trevon Allen.,38,58
14:41,70,Foul on Trevon Allen.,38,58
14:40,-1,Bouna N'Diaye made Layup. Assisted by Marko Lepovic.,40,58
14:26,70,Tyler Brimhall Turnover.,40,58
14:25,-1,Bouna N'Diaye Steal.,40,58
14:07,-1,Kaileb Rodriguez Turnover.,40,58
14:07,70,Brayon Blake Steal.,40,58
13:56,70,Tyler Brimhall missed Three Point Jumper.,40,58
13:56,-1,Carlos Garcia Defensive Rebound.,40,58
13:45,-1,Foul on Bouna N'Diaye.,40,58
13:45,-1,Bouna N'Diaye Turnover.,40,58
13:35,70,Brayon Blake missed Jumper.,40,58
13:35,-1,Carlos Garcia Defensive Rebound.,40,58
13:18,70,Foul on Arkadiy Mkrtychyan.,40,58
13:18,-1,Kaileb Rodriguez missed Free Throw.,40,58
13:18,-1,Northwest Nazarene Deadball Team Rebound.,40,58
13:18,-1,Kaileb Rodriguez made Free Throw.,41,58
12:59,70,Victor Sanders missed Jumper.,41,58
12:59,-1,Kaileb Rodriguez Defensive Rebound.,41,58
12:41,-1,Kaileb Rodriguez missed Jumper.,41,58
12:41,70,Victor Sanders Defensive Rebound.,41,58
12:23,70,Victor Sanders missed Three Point Jumper.,41,58
12:23,-1,Jayden Bezzant Defensive Rebound.,41,58
12:11,-1,Pol Olivier made Three Point Jumper.,44,58
11:41,70,Brayon Blake missed Three Point Jumper.,44,58
11:41,-1,Kaileb Rodriguez Defensive Rebound.,44,58
11:22,70,Foul on Brayon Blake.,44,58
11:22,-1,Kaileb Rodriguez missed Free Throw.,44,58
11:22,-1,Northwest Nazarene Deadball Team Rebound.,44,58
11:22,-1,Kaileb Rodriguez made Free Throw.,45,58
11:03,70,Brayon Blake made Jumper. Assisted by Tyler Brimhall.,45,60
10:37,-1,Maurice Jones made Three Point Jumper. Assisted by Pol Olivier.,48,60
10:05,-1,Foul on Carlos Garcia.,48,60
10:05,70,Brayon Blake made Free Throw.,48,61
10:05,70,Brayon Blake made Free Throw.,48,62
10:00,-1,Jayden Bezzant Turnover.,48,62
9:39,70,Myles Franklin Turnover.,48,62
9:38,-1,Jayden Bezzant Steal.,48,62
9:36,-1,Jayden Bezzant made Layup. Assisted by Maurice Jones.,50,62
9:18,70,Victor Sanders made Three Point Jumper. Assisted by Myles Franklin.,50,65
8:52,-1,Carlos Garcia made Jumper. Assisted by Maurice Jones.,52,65
8:35,70,Tyler Brimhall made Three Point Jumper. Assisted by Jordan Scott.,52,68
8:12,70,Foul on Victor Sanders.,52,68
7:56,-1,Carlos Garcia missed Layup.,52,68
7:56,70,Jordan Scott Defensive Rebound.,52,68
7:45,70,Ty Egbert Turnover.,52,68
7:29,-1,Kaileb Rodriguez missed Layup.,52,68
7:29,70,Tyler Brimhall Defensive Rebound.,52,68
7:20,70,Ty Egbert missed Layup.,52,68
7:20,70,Jordan Scott Offensive Rebound.,52,68
7:17,70,Jordan Scott made Layup.,52,70
6:54,-1,Marko Lepovic made Three Point Jumper. Assisted by Bouna N'Diaye.,55,70
6:28,70,Chad Sherwood missed Three Point Jumper.,55,70
6:28,70,Ty Egbert Offensive Rebound.,55,70
6:11,70,Ty Egbert made Layup. Assisted by Victor Sanders.,55,72
6:03,-1,Pol Olivier Turnover.,55,72
5:51,70,Ty Egbert missed Layup.,55,72
5:51,-1,Kaileb Rodriguez Block.,55,72
5:50,70,Jordan Scott Offensive Rebound.,55,72
5:48,70,Jordan Scott made Layup.,55,74
5:36,-1,Marko Lepovic Turnover.,55,74
5:35,-1,Northwest Nazarene  Timeout,55,74
5:27,70,Trevon Allen Turnover.,55,74
5:04,-1,Bouna N'Diaye missed Three Point Jumper.,55,74
5:04,70,Ty Egbert Defensive Rebound.,55,74
4:51,70,Victor Sanders missed Three Point Jumper.,55,74
4:51,-1,Kaileb Rodriguez Defensive Rebound.,55,74
4:32,70,Foul on Ty Egbert.,55,74
4:32,-1,Kaileb Rodriguez missed Free Throw.,55,74
4:32,70,Victor Sanders Defensive Rebound.,55,74
4:24,-1,Foul on Kaileb Rodriguez.,55,74
4:24,-1,Technical Foul on Kaileb Rodriguez.,55,74
4:24,70,Victor Sanders made Free Throw.,55,75
4:24,70,Victor Sanders made Free Throw.,55,76
4:24,-1,Foul on Kaileb Rodriguez.,55,76
4:07,-1,Foul on Carlos Garcia.,55,76
4:07,70,Ty Egbert made Free Throw.,55,77
4:07,70,Ty Egbert made Free Throw.,55,78
3:46,-1,Maurice Jones missed Three Point Jumper.,55,78
3:46,70,Jake Straughan Defensive Rebound.,55,78
3:37,-1,Foul on Carlos Garcia.,55,78
3:37,70,Myles Franklin missed Free Throw.,55,78
3:37,70,Idaho Deadball Team Rebound.,55,78
3:37,70,Myles Franklin made Free Throw.,55,79
3:28,-1,Pol Olivier Turnover.,55,79
3:25,70,Jake Straughan Steal.,55,79
3:22,70,Jordan Scott missed Layup.,55,79
3:22,70,Nick Blair Offensive Rebound.,55,79
3:17,70,Nick Blair missed Two Point Tip Shot.,55,79
3:17,70,Jordan Scott Offensive Rebound.,55,79
3:12,70,Jordan Scott made Two Point Tip Shot.,55,81
2:51,-1,Pol Olivier missed Three Point Jumper.,55,81
2:51,70,Myles Franklin Defensive Rebound.,55,81
2:31,70,Ty Egbert made Layup. Assisted by Jake Straughan.,55,83
2:02,-1,Nikola Prvulj made Three Point Jumper. Assisted by Bouna N'Diaye.,58,83
1:50,-1,Foul on Olamilekan Adetunji.,58,83
1:50,70,Brayon Blake made Free Throw.,58,84
1:50,70,Brayon Blake made Free Throw.,58,85
1:39,-1,Foul on Olamilekan Adetunji.,58,85
1:39,70,Nick Blair made Free Throw.,58,86
1:39,70,Nick Blair made Free Throw.,58,87
1:25,-1,Jayden Bezzant made Three Point Jumper.,61,87
0:45,70,Foul on Nick Blair.,61,87
0:44,-1,Jalen Shepard missed Free Throw.,61,87
0:44,70,Brayon Blake Defensive Rebound.,61,87
0:35,70,Foul on Arkadiy Mkrtychyan.,61,87
0:16,-1,Jalen Shepard missed Three Point Jumper.,61,87
0:16,70,Myles Franklin Defensive Rebound.,61,87
0:00,70,End of Game,61,85
