Northwood,Error,Western Michigan,2711
12:36,-1,Alec Marty made Three Point Jumper. Assisted by Zach Allread.,14,18
12:18,2711,Brandon Johnson missed Layup.,14,18
12:18,-1,Zach Allread Defensive Rebound.,14,18
12:10,-1,Alec Marty made Layup.,16,18
11:55,2711,Michael Flowers made Layup.,16,20
11:40,2711,Foul on Jarrin Randall.,16,20
11:40,-1,Alec Marty made Free Throw.,17,20
11:40,-1,Alec Marty made Free Throw.,18,20
11:21,2711,Reggie Jones made Jumper. Assisted by Jarrin Randall.,18,22
11:10,2711,Foul on Bryce Moore.,18,22
11:05,-1,Alec Marty made Layup.,20,22
10:48,2711,Drake LaMont missed Jumper.,20,22
10:48,-1,Zach Allread Defensive Rebound.,20,22
10:39,-1,Alec Marty missed Three Point Jumper.,20,22
10:39,2711,Reggie Jones Defensive Rebound.,20,22
10:32,-1,Foul on Alec Marty.,20,22
10:32,2711,Jarrin Randall missed Free Throw.,20,22
10:32,2711,Western Michigan Deadball Team Rebound.,20,22
10:32,2711,Jarrin Randall made Free Throw.,20,23
10:01,-1,Northwood University  Turnover.,20,23
9:48,2711,Thomas Wilder made Layup. Assisted by Josh Davis.,20,25
9:29,-1,Alec Marty missed Three Point Jumper.,20,25
9:29,2711,Western Michigan Defensive Rebound.,20,25
9:16,2711,Thomas Wilder missed Three Point Jumper.,20,25
9:16,2711,Brandon Johnson Offensive Rebound.,20,25
9:03,2711,Drake LaMont made Jumper. Assisted by Thomas Wilder.,20,27
8:40,-1,Zach Allread missed Jumper.,20,27
8:40,2711,Brandon Johnson Block.,20,27
8:35,2711,Brandon Johnson Defensive Rebound.,20,27
8:33,2711,Bryce Moore made Layup.,20,29
8:31,-1,Northwood University  Timeout,20,29
8:26,-1,Nate Georgeton Turnover.,20,29
8:26,-1,Foul on Nate Georgeton.,20,29
8:11,2711,Thomas Wilder missed Layup.,20,29
8:11,-1,Nate Georgeton Defensive Rebound.,20,29
8:06,-1,Demitri Martin missed Layup.,20,29
8:06,2711,Drake LaMont Block.,20,29
8:05,-1,Northwood University Offensive Rebound.,20,29
8:05,2711,Official TV Timeout,20,29
8:04,-1,Bruno Solomun Turnover.,20,29
8:02,2711,Thomas Wilder Steal.,20,29
8:01,2711,Thomas Wilder made Layup.,20,31
7:37,-1,Demitri Martin Turnover.,20,31
7:37,2711,Bryce Moore Steal.,20,31
7:37,-1,Foul on Trey McBride.,20,31
7:34,2711,Michael Flowers made Layup.,20,33
7:17,-1,Bruno Solomun missed Three Point Jumper.,20,33
7:17,-1,Kelvin Calhoun II Offensive Rebound.,20,33
7:10,-1,Kelvin Calhoun II Turnover.,20,33
6:56,-1,Dusan Antic missed Three Point Jumper.,20,33
6:56,2711,Josh Davis Defensive Rebound.,20,33
6:42,-1,Kelvin Calhoun II missed Jumper.,20,33
6:42,2711,Drake LaMont Defensive Rebound.,20,33
6:35,2711,Michael Flowers missed Jumper.,20,33
6:35,-1,Bruno Solomun Defensive Rebound.,20,33
6:23,-1,Alec Marty Turnover.,20,33
6:23,2711,Brandon Johnson missed Jumper.,20,33
6:23,-1,Brad Schaub Defensive Rebound.,20,33
6:15,-1,Alec Marty missed Three Point Jumper.,20,33
6:15,2711,Michael Flowers Defensive Rebound.,20,33
6:07,2711,Bryce Moore missed Layup.,20,33
6:07,-1,Nick Spitzley Defensive Rebound.,20,33
5:55,-1,Nick Spitzley missed Jumper.,20,33
5:55,-1,Bruno Solomun Offensive Rebound.,20,33
5:48,-1,Brad Schaub missed Three Point Jumper.,20,33
5:48,2711,Reggie Jones Defensive Rebound.,20,33
5:39,2711,Reggie Jones made Jumper.,20,35
5:08,-1,Alec Marty made Layup.,22,35
4:55,2711,Bryce Moore missed Three Point Jumper.,22,35
4:55,-1,Bruno Solomun Defensive Rebound.,22,35
4:05,-1,Alec Marty missed Jumper.,22,35
4:05,2711,Reggie Jones Defensive Rebound.,22,35
3:55,2711,Reggie Jones made Layup.,22,37
3:29,-1,Bruno Solomun missed Three Point Jumper.,22,37
3:29,2711,Jason Whitens Defensive Rebound.,22,37
3:17,2711,Reggie Jones missed Three Point Jumper.,22,37
3:17,2711,Jason Whitens Offensive Rebound.,22,37
2:55,2711,Michael Flowers missed Layup.,22,37
2:55,2711,Brandon Johnson Offensive Rebound.,22,37
2:53,-1,Foul on Kelvin Calhoun II.,22,37
2:53,2711,Official TV Timeout,22,37
2:53,2711,Brandon Johnson made Free Throw.,22,38
2:53,2711,Brandon Johnson made Free Throw.,22,39
2:23,-1,Nick Spitzley missed Three Point Jumper.,22,39
2:23,2711,Josh Davis Defensive Rebound.,22,39
2:07,2711,Thomas Wilder Turnover.,22,39
2:06,-1,Brad Schaub Steal.,22,39
1:51,-1,Nick Welch missed Layup.,22,39
1:51,2711,Josh Davis Block.,22,39
1:49,2711,Reggie Jones Defensive Rebound.,22,39
1:39,2711,Josh Davis made Dunk. Assisted by Drake LaMont.,22,41
1:30,2711,Foul on Drake LaMont.,22,41
1:18,-1,Nate Georgeton made Three Point Jumper. Assisted by Charlie Ryan.,25,41
1:09,2711,Western Michigan  Timeout,25,41
0:58,2711,Josh Davis missed Jumper.,25,41
0:58,-1,Nick Welch Defensive Rebound.,25,41
0:35,-1,Nick Welch missed Layup.,25,41
0:35,2711,Josh Davis Block.,25,41
0:33,-1,Nick Welch Offensive Rebound.,25,41
0:29,-1,Charlie Ryan missed Jumper.,25,41
0:29,2711,Josh Davis Block.,25,41
0:27,2711,Thomas Wilder Defensive Rebound.,25,41
0:24,2711,Josh Davis missed Three Point Jumper.,25,41
0:24,2711,Drake LaMont Offensive Rebound.,25,41
0:18,-1,Foul on Charlie Ryan.,25,41
0:18,2711,Reggie Jones made Free Throw.,25,42
0:18,2711,Reggie Jones made Free Throw.,25,43
0:05,2711,Foul on Josh Davis.,25,43
0:03,-1,Nick Spitzley made Jumper. Assisted by Brad Schaub.,27,43
0:00,2711,End of 1st half,27,43
19:46,2711,Drake LaMont made Layup. Assisted by Bryce Moore.,27,45
19:46,-1,Nick Spitzley made Jumper.,29,45
19:46,2711,Bryce Moore missed Three Point Jumper.,29,45
19:46,2711,Drake LaMont Offensive Rebound.,29,45
19:46,2711,Drake LaMont missed Layup.,29,45
19:46,-1,Bruno Solomun Defensive Rebound.,29,45
19:08,-1,Foul on Brad Schaub.,29,45
19:08,-1,Brad Schaub Turnover.,29,45
19:08,2711,Thomas Wilder made Three Point Jumper. Assisted by Josh Davis.,29,48
18:21,-1,David Jelinek missed Layup.,29,48
18:21,-1,Bruno Solomun Offensive Rebound.,29,48
18:18,-1,Bruno Solomun made Two Point Tip Shot.,31,48
18:07,2711,Bryce Moore Turnover.,31,48
18:06,-1,Nate Georgeton Steal.,31,48
18:02,-1,Nick Spitzley missed Three Point Jumper.,31,48
18:02,2711,Drake LaMont Defensive Rebound.,31,48
17:50,-1,Foul on Bruno Solomun.,31,48
17:50,2711,Bryce Moore missed Free Throw.,31,48
17:50,2711,Western Michigan Deadball Team Rebound.,31,48
17:50,2711,Bryce Moore made Free Throw.,31,49
17:41,-1,Kelvin Calhoun II made Layup. Assisted by Nate Georgeton.,33,49
17:28,2711,Thomas Wilder missed Three Point Jumper.,33,49
17:28,2711,Josh Davis Offensive Rebound.,33,49
17:24,2711,Josh Davis made Two Point Tip Shot.,33,51
16:58,-1,Nate Georgeton missed Three Point Jumper.,33,51
16:58,2711,Josh Davis Defensive Rebound.,33,51
16:51,2711,Bryce Moore made Layup. Assisted by Josh Davis.,33,53
16:39,-1,Nate Georgeton missed Layup.,33,53
16:39,2711,Brandon Johnson Defensive Rebound.,33,53
16:32,2711,Thomas Wilder Turnover.,33,53
16:31,-1,Brad Schaub Steal.,33,53
16:29,-1,Nick Spitzley missed Three Point Jumper.,33,53
16:29,2711,Thomas Wilder Defensive Rebound.,33,53
16:22,-1,Foul on Nate Georgeton.,33,53
16:15,2711,Thomas Wilder made Layup.,33,55
16:03,2711,Foul on Drake LaMont.,33,55
16:03,-1,Demitri Martin missed Free Throw.,33,55
16:03,-1,Northwood University Deadball Team Rebound.,33,55
16:03,-1,Demitri Martin missed Free Throw.,33,55
16:03,2711,Adida Ikongshul Defensive Rebound.,33,55
15:59,2711,Jarrin Randall made Jumper.,33,57
15:32,2711,Foul on Jarrin Randall.,33,57
15:32,2711,Official TV Timeout,33,57
15:32,-1,Alec Marty missed Free Throw.,33,57
15:32,-1,Northwood University Deadball Team Rebound.,33,57
15:32,-1,Alec Marty made Free Throw.,34,57
15:14,2711,Jarrin Randall missed Three Point Jumper.,34,57
15:14,-1,Kelvin Calhoun II Defensive Rebound.,34,57
14:57,-1,Kelvin Calhoun II Turnover.,34,57
14:56,2711,Reggie Jones Steal.,34,57
14:49,2711,Reggie Jones made Layup.,34,59
14:36,-1,Zach Allread missed Three Point Jumper.,34,59
14:36,2711,Reggie Jones Defensive Rebound.,34,59
14:13,2711,Jason Whitens missed Jumper.,34,59
14:13,-1,Kelvin Calhoun II Defensive Rebound.,34,59
13:55,-1,Alec Marty missed Layup.,34,59
13:55,2711,Jason Whitens Block.,34,59
13:53,2711,Adida Ikongshul Defensive Rebound.,34,59
13:24,2711,Michael Flowers made Three Point Jumper.,34,62
13:10,-1,Zach Allread missed Three Point Jumper.,34,62
13:10,2711,Reggie Jones Defensive Rebound.,34,62
12:57,2711,Jason Whitens made Three Point Jumper. Assisted by Jarrin Randall.,34,65
12:33,2711,Foul on Jason Whitens.,34,65
12:33,-1,Zach Allread missed Free Throw.,34,65
12:33,-1,Northwood University Deadball Team Rebound.,34,65
12:33,-1,Zach Allread made Free Throw.,35,65
12:11,2711,Jarrin Randall missed Three Point Jumper.,35,65
12:11,2711,Western Michigan Offensive Rebound.,35,65
12:02,-1,Foul on Zach Allread.,35,65
12:02,2711,Official TV Timeout,35,65
11:49,2711,Jason Whitens Turnover.,35,65
11:49,2711,Foul on Jason Whitens.,35,65
11:27,-1,Zach Allread Turnover.,35,65
11:26,2711,Michael Flowers Steal.,35,65
11:22,2711,Michael Flowers made Free Throw.,35,66
11:22,-1,Foul on Demitri Martin.,35,66
11:22,2711,Michael Flowers made Free Throw.,35,67
11:05,-1,Demitri Martin made Jumper.,37,67
11:01,2711,Brandon Johnson made Layup. Assisted by Thomas Wilder.,37,69
11:01,-1,Zach Allread made Jumper.,39,69
10:08,2711,Josh Davis missed Three Point Jumper.,39,69
10:08,-1,Zach Allread Defensive Rebound.,39,69
9:47,-1,Zach Allread missed Three Point Jumper.,39,69
9:47,2711,Thomas Wilder Defensive Rebound.,39,69
9:41,2711,Josh Davis Turnover.,39,69
9:41,2711,Foul on Josh Davis.,39,69
9:09,-1,Alec Marty made Three Point Jumper. Assisted by Bruno Solomun.,42,69
8:53,2711,Josh Davis Turnover.,42,69
8:33,-1,Bruno Solomun missed Jumper.,42,69
8:33,2711,Drake LaMont Defensive Rebound.,42,69
8:18,2711,Thomas Wilder Turnover.,42,69
8:18,-1,Nick Welch missed Jumper.,42,69
8:18,2711,Drake LaMont Defensive Rebound.,42,69
8:17,-1,Foul on Trey McBride.,42,69
8:14,2711,Official TV Timeout,42,69
7:39,2711,Thomas Wilder made Free Throw.,42,70
7:39,2711,Thomas Wilder made Free Throw.,42,71
7:33,2711,Foul on Thomas Wilder.,42,71
7:16,-1,Alec Marty missed Three Point Jumper.,42,71
7:16,-1,Bruno Solomun Offensive Rebound.,42,71
7:13,2711,Foul on Drake LaMont.,42,71
7:13,-1,Bruno Solomun made Free Throw.,43,71
7:13,-1,Bruno Solomun made Free Throw.,44,71
6:53,2711,Drake LaMont made Jumper.,44,73
6:34,-1,Alec Marty missed Jumper.,44,73
6:34,2711,Josh Davis Defensive Rebound.,44,73
6:25,2711,Thomas Wilder made Jumper.,44,75
6:08,2711,Foul on Thomas Wilder.,44,75
6:08,-1,Trey McBride missed Free Throw.,44,75
6:08,-1,Northwood University Deadball Team Rebound.,44,75
6:08,-1,Trey McBride made Free Throw.,45,75
5:56,2711,TJ Clifford made Layup. Assisted by Michael Flowers.,45,77
5:38,-1,Bruno Solomun missed Layup.,45,77
5:38,2711,TJ Clifford Block.,45,77
5:36,2711,Reggie Jones Defensive Rebound.,45,77
5:20,2711,Adida Ikongshul made Layup. Assisted by Michael Flowers.,45,79
5:20,2711,Foul on Reggie Jones.,45,79
4:59,-1,Bruno Solomun made Free Throw.,46,79
4:37,-1,Bruno Solomun made Free Throw.,47,79
4:36,2711,Jared Printy missed Three Point Jumper.,47,79
4:36,-1,Charlie Ryan Defensive Rebound.,47,79
4:26,-1,Trey McBride made Three Point Jumper. Assisted by Nate Georgeton.,50,79
4:17,2711,Western Michigan  Timeout,50,79
4:17,2711,Official TV Timeout,50,79
4:12,2711,Adida Ikongshul made Three Point Jumper. Assisted by Reggie Jones.,50,82
3:55,-1,Trey McBride missed Three Point Jumper.,50,82
3:55,2711,Jared Printy Defensive Rebound.,50,82
3:47,2711,Michael Flowers missed Layup.,50,82
3:47,-1,Bruno Solomun Block.,50,82
3:47,2711,Western Michigan Offensive Rebound.,50,82
3:44,2711,Reggie Jones Turnover.,50,82
3:33,-1,Charlie Ryan missed Layup.,50,82
3:33,-1,Charlie Ryan Offensive Rebound.,50,82
3:30,-1,Charlie Ryan made Two Point Tip Shot.,52,82
3:18,2711,Michael Flowers Turnover.,52,82
3:18,-1,Trey McBride made Dunk.,54,82
2:59,2711,Jared Printy made Jumper.,54,84
2:50,-1,Bruno Solomun missed Three Point Jumper.,54,84
2:50,2711,TJ Clifford Defensive Rebound.,54,84
2:41,2711,Reggie Jones missed Layup.,54,84
2:41,2711,TJ Clifford Offensive Rebound.,54,84
2:26,2711,Reggie Jones missed Three Point Jumper.,54,84
2:26,2711,TJ Clifford Offensive Rebound.,54,84
2:14,2711,Western Michigan  Timeout,54,84
2:02,2711,Jarrin Randall missed Three Point Jumper.,54,84
2:02,-1,Bruno Solomun Defensive Rebound.,54,84
1:48,-1,Charlie Ryan made Jumper. Assisted by Nate Georgeton.,56,84
1:22,2711,Jared Printy Turnover.,56,84
1:22,-1,Trey McBride made Three Point Jumper. Assisted by Nate Georgeton.,59,84
1:22,2711,Jarrin Randall made Jumper.,59,86
1:22,-1,Trey McBride missed Jumper.,59,86
1:22,2711,Kyle McDermed Defensive Rebound.,59,86
0:17,2711,Jarrin Randall made Jumper.,59,88
0:02,-1,Nate Georgeton missed Jumper.,59,88
0:02,2711,Western Michigan Deadball Team Rebound.,59,88
0:00,2711,End of Game,59,88
