Incarnate Word,248,Houston,2916
12:00,248,Breaon Brady Turnover.,15,21
12:00,2916,Jalin Hart Steal.,15,21
11:57,2916,Sam Burmeister missed Three Point Jumper.,15,21
11:57,248,Devin Davis Defensive Rebound.,15,21
11:47,248,Devin Davis made Layup. Assisted by Corey Davis Jr..,15,23
11:19,248,Foul on Breaon Brady.,15,23
11:19,2916,Incarnate Word  Timeout,15,23
11:19,2916,Christian Peevy made Free Throw.,16,23
11:19,2916,Christian Peevy missed Free Throw.,16,23
11:19,2916,Simi Socks Offensive Rebound.,16,23
11:17,2916,Simi Socks made Layup.,18,23
11:00,248,Armoni Brooks missed Three Point Jumper.,18,23
11:00,2916,Jalin Hart Defensive Rebound.,18,23
10:47,2916,Simi Socks made Jumper. Assisted by Keaton Hervey.,20,23
10:25,248,Corey Davis Jr. made Jumper.,20,25
10:02,2916,Jalin Hart missed Three Point Jumper.,20,25
10:02,248,Corey Davis Jr. Defensive Rebound.,20,25
9:52,248,Armoni Brooks missed Three Point Jumper.,20,25
9:52,2916,Christian Peevy Defensive Rebound.,20,25
9:43,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,22,25
9:40,248,Houston  Timeout,22,25
9:23,248,Corey Davis Jr. missed Jumper.,22,25
9:23,248,Fabian White Jr. Offensive Rebound.,22,25
9:16,248,Fabian White Jr. made Two Point Tip Shot.,22,27
9:08,2916,Jalin Hart missed Three Point Jumper.,22,27
9:08,248,Fabian White Jr. Defensive Rebound.,22,27
8:58,2916,Foul on Jalin Hart.,22,27
8:58,248,Rob Gray made Free Throw.,22,28
8:58,248,Rob Gray made Free Throw.,22,29
8:44,2916,Sam Burmeister missed Three Point Jumper.,22,29
8:44,2916,Christian Peevy Offensive Rebound.,22,29
8:40,2916,Christian Peevy Turnover.,22,29
8:15,248,Devin Davis made Layup.,22,31
8:03,2916,Christian Peevy Turnover.,22,31
7:53,248,Rob Gray missed Jumper.,22,31
7:53,2916,Christian Peevy Defensive Rebound.,22,31
7:50,248,Foul on Nura Zanna.,22,31
7:50,2916,Incarnate Word  Timeout,22,31
7:38,2916,Jalin Hart Turnover.,22,31
7:16,248,Devin Davis missed Jumper.,22,31
7:16,2916,Incarnate Word Defensive Rebound.,22,31
7:02,2916,Sam Burmeister missed Layup.,22,31
7:02,2916,Simi Socks Offensive Rebound.,22,31
6:59,2916,Simi Socks missed Layup.,22,31
6:59,248,Galen Robinson Jr. Defensive Rebound.,22,31
6:55,248,Rob Gray missed Three Point Jumper.,22,31
6:55,248,Houston Offensive Rebound.,22,31
6:34,248,Rob Gray missed Jumper.,22,31
6:34,2916,Shawn Johnson Block.,22,31
6:32,248,Devin Davis Offensive Rebound.,22,31
6:27,248,Rob Gray Turnover.,22,31
6:26,2916,Shawn Johnson Steal.,22,31
6:21,2916,Jalin Hart Turnover.,22,31
6:20,248,Gabe Grant Steal.,22,31
6:15,248,Gabe Grant missed Layup.,22,31
6:15,2916,Simi Socks Defensive Rebound.,22,31
6:08,2916,Shawn Johnson made Three Point Jumper. Assisted by Jalin Hart.,25,31
5:59,248,Nura Zanna Turnover.,25,31
5:49,2916,Shawn Johnson missed Three Point Jumper.,25,31
5:49,248,Devin Davis Defensive Rebound.,25,31
5:41,248,Nura Zanna made Layup. Assisted by Galen Robinson Jr..,25,33
5:19,2916,Jalin Hart missed Three Point Jumper.,25,33
5:19,2916,Simi Socks Offensive Rebound.,25,33
4:51,2916,Christian Peevy Turnover.,25,33
4:37,248,Wes VanBeck missed Jumper.,25,33
4:37,248,Wes VanBeck Offensive Rebound.,25,33
4:28,248,Wes VanBeck missed Jumper.,25,33
4:28,248,Devin Davis Offensive Rebound.,25,33
4:25,248,Devin Davis missed Layup.,25,33
4:25,2916,Christian Peevy Block.,25,33
4:25,248,Houston Offensive Rebound.,25,33
4:22,248,Devin Davis made Jumper.,25,35
4:10,2916,Simi Socks missed Three Point Jumper.,25,35
4:10,248,Nura Zanna Defensive Rebound.,25,35
4:01,248,Galen Robinson Jr. made Layup.,25,37
4:01,2916,Foul on Simi Socks.,25,37
4:01,248,Galen Robinson Jr. missed Free Throw.,25,37
4:01,2916,Augustine Ene Defensive Rebound.,25,37
3:55,2916,Foul on Augustine Ene.,25,37
3:55,2916,Augustine Ene Turnover.,25,37
3:55,248,Houston  Timeout,25,37
3:44,248,Devin Davis made Jumper. Assisted by Wes VanBeck.,25,39
3:22,2916,Shawn Johnson missed Layup.,25,39
3:22,248,Devin Davis Defensive Rebound.,25,39
3:08,248,Devin Davis missed Jumper.,25,39
3:08,2916,Christian Peevy Defensive Rebound.,25,39
3:05,248,Foul on Nura Zanna.,25,39
2:52,2916,Jalin Hart Turnover.,25,39
2:41,248,Fabian White Jr. made Dunk. Assisted by Corey Davis Jr..,25,41
2:18,2916,Augustine Ene Turnover.,25,41
2:17,248,Gabe Grant Steal.,25,41
2:14,248,Gabe Grant made Layup.,25,43
2:03,2916,Christian Peevy made Layup. Assisted by Shawn Johnson.,27,43
1:55,2916,Foul on Keaton Hervey.,27,43
1:55,248,Gabe Grant missed Free Throw.,27,43
1:55,248,Houston Deadball Team Rebound.,27,43
1:55,248,Gabe Grant made Free Throw.,27,44
1:26,2916,Shawn Johnson missed Three Point Jumper.,27,44
1:26,248,Fabian White Jr. Defensive Rebound.,27,44
1:16,2916,Foul on Keaton Hervey.,27,44
1:16,248,Nura Zanna missed Free Throw.,27,44
1:16,248,Houston Deadball Team Rebound.,27,44
1:16,248,Nura Zanna missed Free Throw.,27,44
1:16,2916,Keaton Hervey Defensive Rebound.,27,44
0:57,2916,Augustine Ene made Three Point Jumper. Assisted by Cody Graham.,30,44
0:40,248,Corey Davis Jr. Turnover.,30,44
0:24,2916,Christian Peevy Turnover.,30,44
0:23,248,Fabian White Jr. Steal.,30,44
0:02,248,Gabe Grant Turnover.,30,44
0:01,2916,Keaton Hervey Steal.,30,44
0:00,248,End of 1st half,30,44
19:49,2916,Keaton Hervey made Layup. Assisted by Christian Peevy.,32,44
19:44,248,Galen Robinson Jr. Turnover.,32,44
19:41,2916,Shawn Johnson Steal.,32,44
19:32,2916,Christian Peevy missed Jumper.,32,44
19:32,248,Devin Davis Defensive Rebound.,32,44
19:25,248,Galen Robinson Jr. Turnover.,32,44
19:23,2916,Shawn Johnson Steal.,32,44
19:13,2916,Shawn Johnson missed Three Point Jumper.,32,44
19:13,248,Devin Davis Defensive Rebound.,32,44
18:48,248,Nura Zanna missed Jumper.,32,44
18:48,2916,Shawn Johnson Defensive Rebound.,32,44
18:36,2916,Christian Peevy missed Jumper.,32,44
18:36,248,Nura Zanna Defensive Rebound.,32,44
18:10,248,Nura Zanna missed Jumper.,32,44
18:10,248,Houston Offensive Rebound.,32,44
18:03,248,Rob Gray made Layup.,32,46
17:48,2916,Simi Socks missed Jumper.,32,46
17:48,248,Wes VanBeck Defensive Rebound.,32,46
17:22,2916,Foul on Augustine Ene.,32,46
17:22,2916,Technical Foul on Augustine Ene.,32,46
17:22,2916,Foul on Augustine Ene.,32,46
17:22,248,Wes VanBeck missed Free Throw.,32,46
17:22,248,Houston Deadball Team Rebound.,32,46
17:22,248,Wes VanBeck made Free Throw.,32,47
17:18,248,Devin Davis missed Jumper.,32,47
17:18,2916,Simi Socks Defensive Rebound.,32,47
17:00,248,Foul on Devin Davis.,32,47
16:58,2916,Shawn Johnson missed Layup.,32,47
16:58,248,Fabian White Jr. Block.,32,47
16:57,2916,Simi Socks Offensive Rebound.,32,47
16:57,248,Foul on Wes VanBeck.,32,47
16:50,2916,Simi Socks Turnover.,32,47
16:49,248,Wes VanBeck Steal.,32,47
16:46,2916,Foul on Shawn Johnson.,32,47
16:46,248,Rob Gray made Free Throw.,32,48
16:46,248,Rob Gray made Free Throw.,32,49
16:20,2916,Simi Socks missed Jumper.,32,49
16:20,2916,Incarnate Word Offensive Rebound.,32,49
16:15,2916,Shawn Johnson Turnover.,32,49
16:13,248,Rob Gray Steal.,32,49
16:11,248,Wes VanBeck made Layup. Assisted by Rob Gray.,32,51
15:58,2916,Christian Peevy missed Layup.,32,51
15:58,248,Devin Davis Block.,32,51
15:56,248,Fabian White Jr. Defensive Rebound.,32,51
15:52,248,Galen Robinson Jr. missed Layup.,32,51
15:52,2916,Jorden Kite Defensive Rebound.,32,51
15:44,2916,Shawn Johnson Turnover.,32,51
15:44,248,Houston  Timeout,32,51
15:32,248,Corey Davis Jr. made Three Point Jumper. Assisted by Devin Davis.,32,54
15:19,2916,Christian Peevy missed Layup.,32,54
15:19,248,Fabian White Jr. Block.,32,54
15:17,2916,Christian Peevy Offensive Rebound.,32,54
15:17,2916,Christian Peevy Turnover.,32,54
15:01,248,Devin Davis missed Layup.,32,54
15:01,2916,Devin Wyatt Block.,32,54
14:59,248,Fabian White Jr. Offensive Rebound.,32,54
14:57,248,Corey Davis Jr. missed Three Point Jumper.,32,54
14:57,2916,Devin Wyatt Defensive Rebound.,32,54
14:55,248,Foul on Wes VanBeck.,32,54
14:36,2916,Jalin Hart missed Layup.,32,54
14:36,2916,Devin Wyatt Offensive Rebound.,32,54
14:35,248,Foul on Wes VanBeck.,32,54
14:35,248,Foul on Armoni Brooks.,32,54
14:28,2916,Keaton Hervey made Layup.,34,54
14:28,248,Foul on Devin Davis.,34,54
14:28,2916,Keaton Hervey missed Free Throw.,34,54
14:28,248,Armoni Brooks Defensive Rebound.,34,54
14:24,248,Corey Davis Jr. Turnover.,34,54
14:01,2916,Keaton Hervey missed Jumper.,34,54
14:01,2916,Keaton Hervey Offensive Rebound.,34,54
13:58,2916,Keaton Hervey missed Jumper.,34,54
13:58,248,Houston Defensive Rebound.,34,54
13:44,248,Corey Davis Jr. made Layup. Assisted by Fabian White Jr..,34,56
13:28,248,Foul on Fabian White Jr..,34,56
13:28,2916,Christian Peevy made Free Throw.,35,56
13:28,2916,Christian Peevy made Free Throw.,36,56
13:12,248,Fabian White Jr. Turnover.,36,56
13:11,2916,Keaton Hervey Steal.,36,56
13:05,2916,Devin Wyatt made Layup. Assisted by Jalin Hart.,38,56
12:49,248,Nura Zanna missed Jumper.,38,56
12:49,248,Nura Zanna Offensive Rebound.,38,56
12:47,248,Nura Zanna made Layup.,38,58
12:47,2916,Foul on Devin Wyatt.,38,58
12:47,248,Nura Zanna made Free Throw.,38,59
12:43,2916,Jalin Hart Turnover.,38,59
12:42,248,Armoni Brooks Steal.,38,59
12:38,248,Corey Davis Jr. made Layup.,38,61
12:31,2916,Devin Wyatt missed Jumper.,38,61
12:31,248,Fabian White Jr. Defensive Rebound.,38,61
12:21,2916,Foul on Keaton Hervey.,38,61
12:21,248,Rob Gray made Free Throw.,38,62
12:21,248,Rob Gray made Free Throw.,38,63
12:02,2916,Sam Burmeister missed Layup.,38,63
12:02,2916,Christian Peevy Offensive Rebound.,38,63
11:59,2916,Christian Peevy missed Layup.,38,63
11:59,248,Devin Davis Defensive Rebound.,38,63
11:57,2916,Foul on Simi Socks.,38,63
11:57,248,Houston  Timeout,38,63
11:43,248,Devin Davis made Jumper.,38,65
11:11,2916,Jalin Hart Turnover.,38,65
11:10,248,Nura Zanna Steal.,38,65
11:04,2916,Foul on Augustine Ene.,38,65
11:04,248,Armoni Brooks made Free Throw.,38,66
11:04,248,Armoni Brooks made Free Throw.,38,67
10:36,2916,Sam Burmeister Turnover.,38,67
10:35,248,Devin Davis Steal.,38,67
10:29,248,Corey Davis Jr. missed Jumper.,38,67
10:29,2916,Christian Peevy Defensive Rebound.,38,67
10:19,248,Foul on Corey Davis Jr..,38,67
10:19,2916,Simi Socks made Free Throw.,39,67
10:19,2916,Simi Socks made Free Throw.,40,67
10:05,248,Rob Gray made Three Point Jumper. Assisted by Devin Davis.,40,70
9:43,2916,Simi Socks missed Jumper.,40,70
9:43,248,Devin Davis Defensive Rebound.,40,70
9:35,248,Nura Zanna Turnover.,40,70
9:20,2916,Shawn Johnson missed Jumper.,40,70
9:20,248,Devin Davis Block.,40,70
9:20,2916,Incarnate Word Offensive Rebound.,40,70
9:12,2916,Foul on Simi Socks.,40,70
9:12,2916,Simi Socks Turnover.,40,70
9:00,248,Nura Zanna made Dunk. Assisted by Corey Davis Jr..,40,72
8:50,2916,Keaton Hervey missed Three Point Jumper.,40,72
8:50,2916,Shawn Johnson Offensive Rebound.,40,72
8:47,248,Foul on Nura Zanna.,40,72
8:47,2916,Keaton Hervey made Free Throw.,41,72
8:47,2916,Keaton Hervey made Free Throw.,42,72
8:19,248,Armoni Brooks missed Three Point Jumper.,42,72
8:19,248,Fabian White Jr. Offensive Rebound.,42,72
8:17,2916,Foul on Christian Peevy.,42,72
8:17,248,Fabian White Jr. made Free Throw.,42,73
8:17,248,Fabian White Jr. made Free Throw.,42,74
8:08,2916,Keaton Hervey Turnover.,42,74
8:05,248,Fabian White Jr. Steal.,42,74
8:03,248,Corey Davis Jr. made Three Point Jumper. Assisted by Rob Gray.,42,77
7:52,2916,Shawn Johnson missed Layup.,42,77
7:52,2916,Devin Wyatt Offensive Rebound.,42,77
7:43,2916,Devin Wyatt made Dunk.,44,77
7:40,248,Foul on Fabian White Jr..,44,77
7:40,248,Fabian White Jr. Turnover.,44,77
7:40,2916,Incarnate Word  Timeout,44,77
7:24,2916,Christian Peevy made Jumper.,46,77
7:10,248,Wes VanBeck made Three Point Jumper. Assisted by Corey Davis Jr..,46,80
6:58,248,Foul on Armoni Brooks.,46,80
6:58,2916,Keaton Hervey missed Free Throw.,46,80
6:58,2916,Incarnate Word Deadball Team Rebound.,46,80
6:58,2916,Keaton Hervey made Free Throw.,47,80
6:47,2916,Foul on Devin Wyatt.,47,80
6:47,248,Valentine Sangoyomi missed Free Throw.,47,80
6:47,248,Houston Deadball Team Rebound.,47,80
6:47,248,Valentine Sangoyomi made Free Throw.,47,81
6:26,2916,Christian Peevy missed Layup.,47,81
6:26,2916,Devin Wyatt Offensive Rebound.,47,81
6:23,2916,Devin Wyatt missed Layup.,47,81
6:23,248,Fabian White Jr. Defensive Rebound.,47,81
6:14,248,Wes VanBeck missed Layup.,47,81
6:14,2916,Devin Wyatt Block.,47,81
6:13,2916,Incarnate Word Defensive Rebound.,47,81
5:55,2916,Keaton Hervey Turnover.,47,81
5:54,248,Armoni Brooks Steal.,47,81
5:51,248,Armoni Brooks made Layup.,47,83
5:30,248,Foul on Wes VanBeck.,47,83
5:30,2916,Sam Burmeister made Free Throw.,48,83
5:30,2916,Sam Burmeister missed Free Throw.,48,83
5:30,248,Valentine Sangoyomi Defensive Rebound.,48,83
5:23,248,Corey Davis Jr. missed Jumper.,48,83
5:23,2916,Keaton Hervey Block.,48,83
5:19,248,Armoni Brooks Offensive Rebound.,48,83
5:19,248,Houston  Timeout,48,83
5:07,248,Fabian White Jr. made Jumper.,48,85
4:53,2916,Jorden Kite missed Three Point Jumper.,48,85
4:53,248,Armoni Brooks Defensive Rebound.,48,85
4:24,248,Fabian White Jr. missed Layup.,48,85
4:24,2916,Keaton Hervey Block.,48,85
4:22,2916,Jorden Kite Defensive Rebound.,48,85
4:10,2916,Jorden Kite made Three Point Jumper. Assisted by Augustine Ene.,51,85
3:58,248,Fabian White Jr. Turnover.,51,85
3:58,2916,Incarnate Word  Timeout,51,85
3:41,2916,Devin Wyatt missed Layup.,51,85
3:41,248,Fabian White Jr. Block.,51,85
3:39,248,Gabe Grant Defensive Rebound.,51,85
3:37,248,Armoni Brooks made Three Point Jumper. Assisted by Galen Robinson Jr..,51,88
3:28,2916,Augustine Ene missed Three Point Jumper.,51,88
3:28,248,Valentine Sangoyomi Defensive Rebound.,51,88
3:15,248,Fabian White Jr. made Layup.,51,90
2:49,248,Foul on Fabian White Jr..,51,90
2:49,2916,Keaton Hervey made Free Throw.,52,90
2:49,2916,Keaton Hervey missed Free Throw.,52,90
2:49,248,Valentine Sangoyomi Defensive Rebound.,52,90
2:31,248,Armoni Brooks made Three Point Jumper. Assisted by Fabian White Jr..,52,93
2:13,2916,Jorden Kite made Three Point Jumper. Assisted by Sam Burmeister.,55,93
2:03,248,Houston  Timeout,55,93
1:57,2916,Foul on Jorden Kite.,55,93
1:57,248,Gabe Grant missed Free Throw.,55,93
1:57,248,Houston Deadball Team Rebound.,55,93
1:57,248,Gabe Grant made Free Throw.,55,94
1:46,2916,Sam Burmeister missed Three Point Jumper.,55,94
1:46,248,Fabian White Jr. Defensive Rebound.,55,94
1:28,248,Valentine Sangoyomi missed Jumper.,55,94
1:28,2916,Jorden Kite Defensive Rebound.,55,94
1:19,2916,Jorden Kite missed Three Point Jumper.,55,94
1:19,248,Gabe Grant Defensive Rebound.,55,94
1:12,248,Corey Davis Jr. missed Three Point Jumper.,55,94
1:12,248,Houston Offensive Rebound.,55,94
1:02,248,Gabe Grant Turnover.,55,94
1:01,2916,Devin Wyatt Steal.,55,94
0:56,2916,Keaton Hervey missed Dunk.,55,94
0:56,2916,Christian Peevy Offensive Rebound.,55,94
0:54,248,Foul on Valentine Sangoyomi.,55,94
0:54,2916,Christian Peevy missed Free Throw.,55,94
0:54,2916,Incarnate Word Deadball Team Rebound.,55,94
0:54,2916,Christian Peevy made Free Throw.,56,94
0:40,248,Gabe Grant made Three Point Jumper. Assisted by Corey Davis Jr..,56,97
0:11,2916,Jorden Kite missed Three Point Jumper.,56,97
0:11,2916,Devin Wyatt Offensive Rebound.,56,97
0:07,2916,Devin Wyatt missed Layup.,56,97
0:07,2916,Christian Peevy Offensive Rebound.,56,97
0:07,2916,Christian Peevy made Layup.,58,97
0:00,248,End of Game,58,97
