UMBC,2169,Delaware State,2378
11:38,2378,Max Portmann missed Free Throw.,16,18
11:38,2378,UMBC Deadball Team Rebound.,16,18
11:38,2378,Max Portmann missed Free Throw.,16,18
11:38,2169,Simon Okolue Defensive Rebound.,16,18
11:11,2169,Kavon Waller missed Three Point Jumper.,16,18
11:11,2169,Simon Okolue Offensive Rebound.,16,18
11:06,2169,Simon Okolue missed Layup.,16,18
11:06,2378,K.J. Maura Defensive Rebound.,16,18
10:54,2378,Brandon Horvath missed Three Point Jumper.,16,18
10:54,2169,Artem Tavakalyan Defensive Rebound.,16,18
10:47,2169,Jonathan Walker made Layup.,16,20
10:37,2378,Jairus Lyles Turnover.,16,20
10:36,2169,Johquin Wiley Steal.,16,20
10:31,2169,Johquin Wiley missed Jumper.,16,20
10:31,2169,Simon Okolue Offensive Rebound.,16,20
10:29,2169,Simon Okolue made Layup.,16,22
10:10,2378,K.J. Maura made Three Point Jumper. Assisted by Jairus Lyles.,19,22
9:44,2169,Kavon Waller made Jumper. Assisted by Artem Tavakalyan.,19,24
9:25,2378,K.J. Maura Turnover.,19,24
9:24,2169,Johquin Wiley Steal.,19,24
9:05,2378,Foul on Arkel Lamar.,19,24
9:05,2169,Artem Tavakalyan made Free Throw.,19,25
9:05,2169,Artem Tavakalyan made Free Throw.,19,26
9:05,2169,Artem Tavakalyan made Free Throw.,19,27
8:45,2378,Jairus Lyles made Three Point Jumper.,22,27
8:20,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Jonathan Walker.,22,30
8:00,2378,Joe Sherburne made Layup.,24,30
7:36,2169,Jonathan Walker missed Three Point Jumper.,24,30
7:36,2169,Demola Onifade Offensive Rebound.,24,30
7:23,2169,Artem Tavakalyan missed Jumper.,24,30
7:23,2378,Jairus Lyles Defensive Rebound.,24,30
7:16,2378,Jairus Lyles made Three Point Jumper.,27,30
6:49,2169,Demola Onifade missed Jumper.,27,30
6:49,2378,UMBC Defensive Rebound.,27,30
6:49,2169,Foul on Artem Tavakalyan.,27,30
6:49,2169,Official TV Timeout,27,30
6:22,2378,Josh Rosario Turnover.,27,30
6:13,2169,Artem Tavakalyan Steal.,27,30
6:01,2169,Daivon Gamble Turnover.,27,30
5:33,2378,Joe Sherburne missed Jumper.,27,30
5:33,2169,Daivon Gamble Defensive Rebound.,27,30
5:10,2169,Marquis Collins missed Three Point Jumper.,27,30
5:10,2169,Delaware State Offensive Rebound.,27,30
4:53,2169,Jonathan Walker missed Three Point Jumper.,27,30
4:53,2169,Delaware State Offensive Rebound.,27,30
4:29,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Jonathan Walker.,27,33
4:29,2378,K.J. Maura missed Jumper.,27,33
4:29,2378,UMBC Offensive Rebound.,27,33
4:25,2378,Arkel Lamar missed Layup.,27,33
4:25,2169,Demola Onifade Defensive Rebound.,27,33
3:55,2169,Jonathan Walker made Layup.,27,35
3:40,2169,Foul on Daivon Gamble.,27,35
3:40,2169,Official TV Timeout,27,35
3:34,2169,Foul on Artem Tavakalyan.,27,35
3:34,2378,Jairus Lyles made Free Throw.,28,35
3:34,2378,Jairus Lyles made Free Throw.,29,35
3:12,2378,Ishmail Jabbie Turnover.,29,35
3:00,2169,Foul on Saleik Edwards.,29,35
2:57,2378,Jairus Lyles made Three Point Jumper.,32,35
2:23,2169,Marquis Collins missed Three Point Jumper.,32,35
2:23,2169,Demola Onifade Offensive Rebound.,32,35
2:18,2169,Demola Onifade made Layup.,32,37
2:04,2169,Foul on Saleik Edwards.,32,37
2:04,2378,Jairus Lyles made Free Throw.,33,37
2:04,2378,Jairus Lyles made Free Throw.,34,37
2:03,2378,Foul on K.J. Maura.,34,37
1:33,2169,Kavon Waller made Three Point Jumper.,34,40
1:15,2378,Jairus Lyles missed Three Point Jumper.,34,40
1:15,2378,Nolan Gerrity Offensive Rebound.,34,40
1:12,2169,Foul on Simon Okolue.,34,40
1:12,2378,Nolan Gerrity made Free Throw.,35,40
1:12,2378,Nolan Gerrity missed Free Throw.,35,40
1:12,2169,Simon Okolue Defensive Rebound.,35,40
0:45,2169,Johquin Wiley missed Three Point Jumper.,35,40
0:45,2378,Arkel Lamar Defensive Rebound.,35,40
0:30,2378,Nolan Gerrity missed Layup.,35,40
0:30,2378,Nolan Gerrity Offensive Rebound.,35,40
0:28,2169,Foul on Daivon Gamble.,35,40
0:28,2378,Nolan Gerrity missed Free Throw.,35,40
0:28,2378,UMBC Deadball Team Rebound.,35,40
0:28,2378,Nolan Gerrity missed Free Throw.,35,40
0:28,2169,Simon Okolue Defensive Rebound.,35,40
0:00,2169,Kavon Waller missed Three Point Jumper.,35,40
0:00,2378,Arkel Lamar Block.,35,40
0:00,2378,Jairus Lyles Defensive Rebound.,35,40
0:00,2378,Jairus Lyles missed Three Point Jumper.,35,40
0:00,2378,UMBC Deadball Team Rebound.,35,40
0:00,2169,End of 1st half,35,40
19:35,2169,Kavon Waller Turnover.,35,40
19:34,2378,K.J. Maura Steal.,35,40
19:27,2378,Joe Sherburne missed Three Point Jumper.,35,40
19:27,2378,Nolan Gerrity Offensive Rebound.,35,40
19:27,2169,Foul on Simon Okolue.,35,40
19:26,2378,Joe Sherburne missed Three Point Jumper.,35,40
19:26,2378,Jairus Lyles Offensive Rebound.,35,40
19:20,2378,Arkel Lamar made Three Point Jumper. Assisted by K.J. Maura.,38,40
18:47,2169,Kavon Waller missed Three Point Jumper.,38,40
18:47,2378,UMBC Defensive Rebound.,38,40
18:44,2169,Foul on Simon Okolue.,38,40
18:27,2378,Joe Sherburne missed Jumper.,38,40
18:27,2169,Kavon Waller Defensive Rebound.,38,40
18:16,2169,Ameer Bennett missed Jumper.,38,40
18:16,2378,Joe Sherburne Defensive Rebound.,38,40
18:01,2378,Jairus Lyles missed Jumper.,38,40
18:01,2378,Arkel Lamar Offensive Rebound.,38,40
17:57,2378,Arkel Lamar made Two Point Tip Shot.,40,40
17:34,2169,Foul on Johquin Wiley.,40,40
17:34,2169,Johquin Wiley Turnover.,40,40
17:16,2378,Joe Sherburne made Layup.,42,40
17:03,2169,Joseph Lewis missed Jumper.,42,40
17:03,2169,Demola Onifade Offensive Rebound.,42,40
16:56,2169,Joseph Lewis Turnover.,42,40
16:46,2378,Arkel Lamar missed Three Point Jumper.,42,40
16:46,2169,Johquin Wiley Defensive Rebound.,42,40
16:35,2169,Joseph Lewis Turnover.,42,40
16:35,2378,Nolan Gerrity Steal.,42,40
16:28,2378,Jairus Lyles missed Layup.,42,40
16:28,2378,Nolan Gerrity Offensive Rebound.,42,40
16:25,2378,Nolan Gerrity made Two Point Tip Shot.,44,40
15:54,2169,Jonathan Walker missed Jumper.,44,40
15:54,2378,Jairus Lyles Block.,44,40
15:54,2169,Jonathan Walker Offensive Rebound.,44,40
15:54,2169,Foul on Jonathan Walker.,44,40
15:49,2169,Official TV Timeout,44,40
15:36,2378,Joe Sherburne made Three Point Jumper. Assisted by Jairus Lyles.,47,40
15:01,2169,Jonathan Walker made Three Point Jumper.,47,43
14:43,2378,K.J. Maura made Three Point Jumper. Assisted by Jairus Lyles.,50,43
14:25,2169,Demola Onifade missed Jumper.,50,43
14:25,2378,Nolan Gerrity Defensive Rebound.,50,43
14:14,2378,Nolan Gerrity Turnover.,50,43
14:00,2169,Jonathan Walker Turnover.,50,43
13:59,2378,K.J. Maura Steal.,50,43
13:50,2378,Jairus Lyles Turnover.,50,43
13:49,2169,Johquin Wiley Steal.,50,43
13:42,2378,Foul on Nolan Gerrity.,50,43
13:42,2169,Johquin Wiley made Free Throw.,50,44
13:42,2169,Johquin Wiley missed Free Throw.,50,44
13:42,2378,Arkel Lamar Defensive Rebound.,50,44
13:18,2378,Jairus Lyles made Three Point Jumper. Assisted by Brandon Horvath.,53,44
13:03,2169,Jonathan Walker made Layup.,53,46
13:03,2378,Foul on Max Portmann.,53,46
13:03,2169,Jonathan Walker made Free Throw.,53,47
12:48,2378,Jairus Lyles made Three Point Jumper. Assisted by Brandon Horvath.,56,47
12:38,2169,Artem Tavakalyan Turnover.,56,47
12:37,2378,Jairus Lyles Steal.,56,47
12:35,2378,Jairus Lyles missed Three Point Jumper.,56,47
12:35,2169,Artem Tavakalyan Defensive Rebound.,56,47
12:26,2169,Foul on Kavon Waller.,56,47
12:26,2169,Kavon Waller Turnover.,56,47
12:17,2378,K.J. Maura Turnover.,56,47
11:54,2169,Artem Tavakalyan Turnover.,56,47
11:53,2378,Arkel Lamar Steal.,56,47
11:50,2378,Arkel Lamar made Layup.,58,47
11:34,2169,Delaware State  Timeout,58,47
11:25,2169,Johquin Wiley missed Three Point Jumper.,58,47
11:25,2378,Brandon Horvath Defensive Rebound.,58,47
11:14,2378,Arkel Lamar missed Three Point Jumper.,58,47
11:14,2169,Jonathan Walker Defensive Rebound.,58,47
10:57,2169,Official TV Timeout,58,47
10:45,2169,Johquin Wiley missed Three Point Jumper.,58,47
10:45,2378,Brandon Horvath Defensive Rebound.,58,47
10:43,2169,Foul on Artem Tavakalyan.,58,47
10:30,2378,Max Portmann made Jumper. Assisted by K.J. Maura.,60,47
10:00,2169,Kavon Waller made Jumper.,60,49
9:43,2378,Jairus Lyles Turnover.,60,49
9:31,2169,Kavon Waller missed Jumper.,60,49
9:31,2378,Jairus Lyles Defensive Rebound.,60,49
9:20,2378,K.J. Maura made Three Point Jumper.,63,49
9:02,2169,Johquin Wiley missed Three Point Jumper.,63,49
9:02,2378,Brandon Horvath Defensive Rebound.,63,49
9:00,2169,Foul on Artem Tavakalyan.,63,49
9:00,2378,Brandon Horvath missed Free Throw.,63,49
9:00,2169,Artem Tavakalyan Defensive Rebound.,63,49
8:51,2169,Artem Tavakalyan missed Layup.,63,49
8:51,2378,Joe Sherburne Block.,63,49
8:49,2169,Simon Okolue Offensive Rebound.,63,49
8:38,2378,Foul on Max Portmann.,63,49
8:20,2169,Simon Okolue made Layup. Assisted by Kavon Waller.,63,51
7:58,2378,K.J. Maura made Three Point Jumper. Assisted by Joe Sherburne.,66,51
7:35,2169,Marquis Collins missed Jumper.,66,51
7:35,2378,K.J. Maura Defensive Rebound.,66,51
7:26,2378,Brandon Horvath missed Layup.,66,51
7:26,2169,Simon Okolue Defensive Rebound.,66,51
7:20,2169,Jonathan Walker made Layup.,66,53
6:54,2378,Brandon Horvath made Three Point Jumper. Assisted by Joe Sherburne.,69,53
6:25,2169,Jonathan Walker missed Layup.,69,53
6:25,2378,Brandon Horvath Defensive Rebound.,69,53
6:20,2378,K.J. Maura made Three Point Jumper.,72,53
5:55,2169,Marquis Collins missed Three Point Jumper.,72,53
5:55,2378,Max Portmann Defensive Rebound.,72,53
5:41,2378,Jairus Lyles missed Layup.,72,53
5:41,2169,Simon Okolue Defensive Rebound.,72,53
5:34,2169,Delaware State  Timeout,72,53
5:27,2169,Kavon Waller made Three Point Jumper.,72,56
5:17,2378,K.J. Maura missed Three Point Jumper.,72,56
5:17,2378,Brandon Horvath Offensive Rebound.,72,56
5:14,2169,Foul on Marquis Collins.,72,56
5:14,2378,Brandon Horvath made Free Throw.,73,56
5:14,2378,Brandon Horvath made Free Throw.,74,56
5:02,2169,Marquis Collins missed Jumper.,74,56
5:02,2378,K.J. Maura Defensive Rebound.,74,56
4:37,2378,Joe Sherburne missed Three Point Jumper.,74,56
4:37,2378,K.J. Maura Offensive Rebound.,74,56
4:27,2378,Joe Sherburne missed Three Point Jumper.,74,56
4:27,2169,Kavon Waller Defensive Rebound.,74,56
3:48,2378,Foul on Max Portmann.,74,56
3:48,2169,Official TV Timeout,74,56
3:26,2169,Johquin Wiley Turnover.,74,56
3:25,2378,K.J. Maura Steal.,74,56
2:58,2378,Joe Sherburne missed Jumper.,74,56
2:58,2169,Simon Okolue Defensive Rebound.,74,56
2:45,2169,Jonathan Walker missed Jumper.,74,56
2:45,2378,Max Portmann Defensive Rebound.,74,56
2:34,2169,Foul on Jonathan Walker.,74,56
2:34,2378,Jairus Lyles missed Free Throw.,74,56
2:34,2169,Marquis Collins Defensive Rebound.,74,56
2:15,2169,Simon Okolue made Layup. Assisted by Marquis Collins.,74,58
1:52,2378,Joe Sherburne made Three Point Jumper. Assisted by Jairus Lyles.,77,58
1:39,2378,Foul on Max Portmann.,77,58
1:39,2169,Jonathan Walker made Free Throw.,77,59
1:39,2169,Jonathan Walker missed Free Throw.,77,59
1:39,2169,Simon Okolue Offensive Rebound.,77,59
1:32,2169,Jonathan Walker missed Three Point Jumper.,77,59
1:32,2378,Josh Rosario Defensive Rebound.,77,59
1:07,2378,Daniel Akin made Layup. Assisted by K.J. Maura.,79,59
0:54,2378,Foul on Daniel Akin.,79,59
0:46,2378,Foul on Ishmail Jabbie.,79,59
0:46,2169,Marquis Collins missed Free Throw.,79,59
0:46,2169,Delaware State Deadball Team Rebound.,79,59
0:46,2169,Marquis Collins made Free Throw.,79,60
0:33,2169,Foul on Jonathan Walker.,79,60
0:33,2378,Josh Rosario made Free Throw.,80,60
0:33,2378,Josh Rosario made Free Throw.,81,60
0:21,2169,Johquin Wiley missed Three Point Jumper.,81,60
0:21,2378,Brandon Horvath Defensive Rebound.,81,60
0:00,2169,End of Game,81,60
