West New Mexico,Error,UC Riverside,27
10:40,-1,Trevin Ramirez missed Three Point Jumper.,10,13
10:40,27,Menno Dijkstra Defensive Rebound.,10,13
10:30,27,Jayvon Brown missed Layup.,10,13
10:30,-1,Davis Wade Defensive Rebound.,10,13
10:23,-1,Trevin Ramirez missed Layup.,10,13
10:23,27,Menno Dijkstra Block.,10,13
10:22,-1,Western New Mexico Offensive Rebound.,10,13
10:17,-1,Eddie Giron made Layup. Assisted by Trevin Ramirez.,12,13
9:59,27,Foul on Ajani Kennedy.,12,13
9:59,27,Ajani Kennedy Turnover.,12,13
9:38,-1,O'Shayne Reid missed Jumper.,12,13
9:36,27,UC Riverside Defensive Rebound.,12,13
9:16,-1,Foul on Cj Vanbeekum.,12,13
9:16,27,Chance Murray missed Layup.,12,13
9:16,27,Chance Murray Offensive Rebound.,12,13
9:16,27,Chance Murray missed Layup.,12,13
9:16,-1,Eddie Giron Defensive Rebound.,12,13
9:16,-1,Eddie Giron Turnover.,12,13
9:15,27,Chance Murray missed Three Point Jumper.,12,13
9:15,-1,Eddie Giron Defensive Rebound.,12,13
9:02,-1,Davis Wade made Jumper.,14,13
8:28,27,DJ Sylvester Turnover.,14,13
8:27,-1,O'Shayne Reid Steal.,14,13
8:12,-1,Davis Wade made Layup.,16,13
7:52,27,Chance Murray made Layup.,16,15
7:40,-1,Eddie Giron made Layup.,18,15
7:25,27,Chance Murray Turnover.,18,15
7:23,-1,Davis Wade Steal.,18,15
7:20,-1,Davis Wade missed Layup.,18,15
7:20,27,Chance Murray Defensive Rebound.,18,15
7:15,-1,Foul on Trevin Ramirez.,18,15
7:15,27,Official TV Timeout,18,15
7:15,27,DJ Sylvester missed Free Throw.,18,15
7:15,27,UC Riverside Deadball Team Rebound.,18,15
7:15,27,DJ Sylvester made Free Throw.,18,16
7:04,27,Foul on Chance Murray.,18,16
7:04,-1,Willie McCray missed Free Throw.,18,16
7:04,-1,Western New Mexico Deadball Team Rebound.,18,16
7:04,-1,Willie McCray made Free Throw.,19,16
6:46,27,DJ Sylvester made Three Point Jumper. Assisted by Chance Murray.,19,19
6:22,-1,Willie McCray missed Three Point Jumper.,19,19
6:22,27,DJ Sylvester Defensive Rebound.,19,19
6:07,27,Alex Larsson made Layup. Assisted by DJ Sylvester.,19,21
5:54,-1,Davis Wade missed Jumper.,19,21
5:54,27,Chance Murray Defensive Rebound.,19,21
5:41,27,Alex Larsson made Layup. Assisted by Chance Murray.,19,23
5:41,-1,Western New Mexico  Timeout,19,23
5:26,-1,Willie McCray missed Jumper.,19,23
5:26,-1,Western New Mexico Offensive Rebound.,19,23
5:14,-1,Willie McCray missed Jumper.,19,23
5:14,-1,Willie McCray Offensive Rebound.,19,23
5:00,-1,Eddie Giron missed Three Point Jumper.,19,23
5:00,27,Brandon Rosser Defensive Rebound.,19,23
4:37,27,Dikymbe Martin missed Layup.,19,23
4:37,-1,Latrell Spivey Defensive Rebound.,19,23
4:35,-1,Latrell Spivey Defensive Rebound.,19,23
4:35,27,Menno Dijkstra missed Jumper.,19,23
4:32,-1,Latrell Spivey made Layup.,21,23
4:08,27,Chance Murray missed Three Point Jumper.,21,23
4:08,27,Alex Larsson Offensive Rebound.,21,23
4:04,27,Dikymbe Martin missed Jumper.,21,23
4:04,-1,Haneef Vaughnwilson Defensive Rebound.,21,23
3:59,-1,Haneef Vaughnwilson missed Jumper.,21,23
3:59,27,DJ Sylvester Defensive Rebound.,21,23
3:50,-1,Foul on Eddie Giron.,21,23
3:50,27,Official TV Timeout,21,23
3:50,27,Chance Murray made Free Throw.,21,24
3:50,27,Chance Murray made Free Throw.,21,25
3:35,-1,Latrell Spivey Turnover.,21,25
3:16,-1,Foul on Cj Vanbeekum.,21,25
3:16,27,Brandon Rosser made Free Throw.,21,26
3:16,27,Brandon Rosser made Free Throw.,21,27
2:59,-1,Haneef Vaughnwilson Turnover.,21,27
2:58,27,DJ Sylvester Steal.,21,27
2:43,27,Brandon Rosser made Dunk. Assisted by Chance Murray.,21,29
2:34,-1,Willie McCray missed Three Point Jumper.,21,29
2:34,-1,Jordan Enriquez Offensive Rebound.,21,29
2:20,-1,Haneef Vaughnwilson made Jumper.,23,29
1:58,27,DJ Sylvester missed Jumper.,23,29
1:58,27,DJ Sylvester Offensive Rebound.,23,29
1:53,27,DJ Sylvester missed Jumper.,23,29
1:53,-1,Latrell Spivey Defensive Rebound.,23,29
1:46,-1,Trevin Ramirez Turnover.,23,29
1:31,27,Chance Murray missed Jumper.,23,29
1:27,27,UC Riverside Offensive Rebound.,23,29
1:18,27,Chance Murray missed Jumper.,23,29
1:18,27,Menno Dijkstra Offensive Rebound.,23,29
1:15,27,Menno Dijkstra missed Jumper.,23,29
1:15,-1,Jordan Enriquez Defensive Rebound.,23,29
1:05,-1,Trevin Ramirez missed Three Point Jumper.,23,29
1:05,-1,Jon-Reese Woodson Offensive Rebound.,23,29
1:00,-1,Jon-Reese Woodson made Jumper.,25,29
0:43,27,DJ Sylvester made Jumper.,25,31
0:27,-1,Haneef Vaughnwilson missed Jumper.,25,31
0:27,-1,Jon-Reese Woodson Offensive Rebound.,25,31
0:25,27,Foul on DJ Sylvester.,25,31
0:25,-1,Jon-Reese Woodson made Free Throw.,26,31
0:25,-1,Jon-Reese Woodson missed Free Throw.,26,31
0:25,27,Menno Dijkstra Defensive Rebound.,26,31
0:23,27,UC Riverside  Timeout,26,31
0:04,27,Menno Dijkstra missed Three Point Jumper.,26,31
0:04,27,Ryker Pierce Offensive Rebound.,26,31
0:01,27,Ryker Pierce made Layup.,26,33
0:00,27,End of 1st half,26,33
19:47,-1,Jordan Enriquez Turnover.,26,33
19:46,27,Alex Larsson Steal.,26,33
19:39,27,DJ Sylvester missed Three Point Jumper.,26,33
19:39,-1,Haneef Vaughnwilson Defensive Rebound.,26,33
19:31,-1,Haneef Vaughnwilson missed Layup.,26,33
19:31,-1,Jon-Reese Woodson Offensive Rebound.,26,33
19:31,27,Foul on Brandon Rosser.,26,33
19:15,-1,Jon-Reese Woodson missed Jumper.,26,33
19:15,27,Brandon Rosser Block.,26,33
19:15,-1,Latrell Spivey Offensive Rebound.,26,33
19:10,-1,Jon-Reese Woodson missed Jumper.,26,33
19:10,-1,Willie McCray Offensive Rebound.,26,33
19:00,-1,Willie McCray missed Jumper.,26,33
19:00,27,Brandon Rosser Defensive Rebound.,26,33
18:50,27,Brandon Rosser missed Three Point Jumper.,26,33
18:50,-1,Willie McCray Defensive Rebound.,26,33
18:43,-1,Haneef Vaughnwilson made Layup.,28,33
18:43,27,Foul on Brandon Rosser.,28,33
18:43,-1,Haneef Vaughnwilson missed Free Throw.,28,33
18:43,27,Alex Larsson Defensive Rebound.,28,33
18:34,27,Chance Murray missed Jumper.,28,33
18:34,-1,Jon-Reese Woodson Defensive Rebound.,28,33
18:28,-1,Haneef Vaughnwilson missed Jumper.,28,33
18:28,27,DJ Sylvester Defensive Rebound.,28,33
18:26,-1,Foul on Haneef Vaughnwilson.,28,33
18:23,27,Foul on Chance Murray.,28,33
18:13,27,Dikymbe Martin Turnover.,28,33
18:11,-1,Haneef Vaughnwilson Steal.,28,33
18:10,-1,Foul on Willie McCray.,28,33
18:10,-1,Willie McCray Turnover.,28,33
17:57,27,Alex Larsson made Layup. Assisted by Brandon Rosser.,28,35
17:44,-1,Haneef Vaughnwilson Turnover.,28,35
17:43,27,Koh Flippin Steal.,28,35
17:34,27,Dikymbe Martin missed Three Point Jumper.,28,35
17:31,-1,Western New Mexico Defensive Rebound.,28,35
17:16,27,Foul on Koh Flippin.,28,35
17:16,-1,Haneef Vaughnwilson made Free Throw.,29,35
17:16,-1,Haneef Vaughnwilson made Free Throw.,30,35
16:57,27,Brandon Rosser Turnover.,30,35
16:57,-1,Haneef Vaughnwilson Steal.,30,35
16:55,-1,Willie McCray Turnover.,30,35
16:53,27,Koh Flippin Steal.,30,35
16:50,27,DJ Sylvester missed Three Point Jumper.,30,35
16:33,27,Alex Larsson Offensive Rebound.,30,35
16:30,27,Alex Larsson made Layup.,30,37
16:30,-1,Foul on Latrell Spivey.,30,37
16:30,-1,Latrell Spivey Turnover.,30,37
16:18,-1,Foul on Jon-Reese Woodson.,30,37
16:15,27,Dikymbe Martin missed Jumper.,30,37
16:15,-1,Western New Mexico Deadball Team Rebound.,30,37
16:13,27,Foul on Koh Flippin.,30,37
15:50,-1,Willie McCray missed Layup.,30,37
15:50,27,Brandon Rosser Defensive Rebound.,30,37
15:45,27,Koh Flippin made Layup.,30,39
15:36,27,Foul on Dikymbe Martin.,30,39
15:34,27,Official TV Timeout,30,39
15:12,-1,Jon-Reese Woodson missed Jumper.,30,39
15:12,27,Brandon Rosser Block.,30,39
15:10,27,DJ Sylvester Defensive Rebound.,30,39
15:06,27,DJ Sylvester missed Jumper.,30,39
15:06,27,DJ Sylvester Offensive Rebound.,30,39
15:05,-1,Foul on Trevin Ramirez.,30,39
14:57,27,Koh Flippin made Three Point Jumper. Assisted by James Jackson.,30,42
14:41,27,Foul on DJ Sylvester.,30,42
14:41,-1,Willie McCray missed Free Throw.,30,42
14:41,-1,Latrell Spivey Offensive Rebound.,30,42
14:36,-1,Latrell Spivey Turnover.,30,42
14:35,27,Koh Flippin Steal.,30,42
14:32,27,Foul on Dikymbe Martin.,30,42
14:32,27,Dikymbe Martin Turnover.,30,42
14:22,-1,Trevin Ramirez Turnover.,30,42
14:22,27,Dikymbe Martin Steal.,30,42
14:22,-1,Foul on Willie McCray.,30,42
14:12,27,Alex Larsson missed Jumper.,30,42
14:12,27,Alex Larsson Offensive Rebound.,30,42
14:10,27,Alex Larsson made Layup.,30,44
13:59,27,Foul on James Jackson.,30,44
13:59,-1,Jon-Reese Woodson made Free Throw.,31,44
13:59,-1,Jon-Reese Woodson made Free Throw.,32,44
13:45,27,Foul on Alex Larsson.,32,44
13:45,27,Alex Larsson Turnover.,32,44
13:28,-1,Latrell Spivey missed Jumper.,32,44
13:28,27,Alex Larsson Block.,32,44
13:27,27,Alex Larsson Defensive Rebound.,32,44
13:15,27,Jayvon Brown missed Three Point Jumper.,32,44
13:15,-1,Jon-Reese Woodson Defensive Rebound.,32,44
13:01,-1,Eddie Giron made Three Point Jumper. Assisted by Latrell Spivey.,35,44
12:44,27,James Jackson missed Three Point Jumper.,35,44
12:44,-1,Jon-Reese Woodson Defensive Rebound.,35,44
12:27,-1,Jordan Enriquez Turnover.,35,44
12:16,27,Jayvon Brown made Layup.,35,46
12:07,-1,Eddie Giron Turnover.,35,46
12:05,27,Chance Murray Steal.,35,46
12:03,-1,Foul on Eddie Giron.,35,46
12:03,27,Chance Murray made Free Throw.,35,47
12:03,27,Chance Murray made Free Throw.,35,48
11:44,-1,Eddie Giron Turnover.,35,48
11:44,27,Official TV Timeout,35,48
11:43,27,Official TV Timeout,35,48
11:35,27,Jayvon Brown missed Three Point Jumper.,35,48
11:35,-1,Jon-Reese Woodson Defensive Rebound.,35,48
11:32,27,Foul on Brandon Rosser.,35,48
11:30,-1,Jon-Reese Woodson missed Free Throw.,35,48
11:30,-1,Western New Mexico Deadball Team Rebound.,35,48
11:30,-1,Jon-Reese Woodson made Free Throw.,36,48
11:17,27,Alex Larsson Turnover.,36,48
11:16,-1,Cj Vanbeekum Steal.,36,48
11:02,-1,Latrell Spivey missed Jumper.,36,48
11:02,27,Jayvon Brown Defensive Rebound.,36,48
10:53,27,Chance Murray missed Three Point Jumper.,36,48
10:53,27,Koh Flippin Offensive Rebound.,36,48
10:46,27,Chance Murray made Layup.,36,50
10:25,-1,Jon-Reese Woodson made Jumper.,38,50
10:06,-1,Foul on Trevin Ramirez.,38,50
10:06,27,Alex Larsson made Free Throw.,38,51
10:06,27,Alex Larsson made Free Throw.,38,52
9:42,-1,Jon-Reese Woodson Turnover.,38,52
9:40,27,Koh Flippin Steal.,38,52
9:30,-1,Foul on Cj Vanbeekum.,38,52
9:30,27,Koh Flippin missed Free Throw.,38,52
9:30,27,Ajani Kennedy Offensive Rebound.,38,52
9:17,-1,Foul on O'Shayne Reid.,38,52
9:17,27,Chance Murray made Free Throw.,38,53
9:17,27,Chance Murray missed Free Throw.,38,53
9:17,-1,Jon-Reese Woodson Defensive Rebound.,38,53
9:02,-1,Willie McCray missed Jumper.,38,53
9:02,-1,Willie McCray Offensive Rebound.,38,53
8:53,-1,Haneef Vaughnwilson missed Layup.,38,53
8:53,27,Ajani Kennedy Defensive Rebound.,38,53
8:47,27,Koh Flippin missed Layup.,38,53
8:47,27,Ajani Kennedy Offensive Rebound.,38,53
8:44,27,Ajani Kennedy made Layup.,38,55
8:28,27,Foul on Koh Flippin.,38,55
8:28,-1,Willie McCray made Free Throw.,39,55
8:28,-1,Willie McCray made Free Throw.,40,55
8:01,-1,Foul on O'Shayne Reid.,40,55
8:01,27,Chance Murray missed Free Throw.,40,55
8:01,27,UC Riverside Deadball Team Rebound.,40,55
8:01,27,Chance Murray missed Free Throw.,40,55
8:01,-1,Haneef Vaughnwilson Defensive Rebound.,40,55
7:51,-1,Davis Wade made Three Point Jumper. Assisted by Haneef Vaughnwilson.,43,55
7:47,27,Foul on DJ Sylvester.,43,55
7:47,27,Official TV Timeout,43,55
7:47,-1,Davis Wade made Free Throw.,44,55
7:27,27,DJ Sylvester missed Jumper.,44,55
7:27,-1,Davis Wade Defensive Rebound.,44,55
7:16,-1,Davis Wade missed Three Point Jumper.,44,55
7:16,27,DJ Sylvester Defensive Rebound.,44,55
7:05,27,DJ Sylvester made Layup.,44,57
7:05,-1,Foul on O'Shayne Reid.,44,57
7:05,27,DJ Sylvester made Free Throw.,44,58
6:54,-1,Haneef Vaughnwilson Turnover.,44,58
6:45,27,Brandon Rosser Turnover.,44,58
6:44,-1,Haneef Vaughnwilson Steal.,44,58
6:41,-1,Haneef Vaughnwilson made Layup.,46,58
6:31,-1,Foul on Willie McCray.,46,58
6:31,27,Koh Flippin missed Free Throw.,46,58
6:31,27,UC Riverside Deadball Team Rebound.,46,58
6:31,27,Koh Flippin made Free Throw.,46,59
6:26,27,Foul on Koh Flippin.,46,59
6:26,-1,Haneef Vaughnwilson missed Free Throw.,46,59
6:26,-1,Western New Mexico Deadball Team Rebound.,46,59
6:26,-1,Haneef Vaughnwilson made Free Throw.,47,59
6:05,27,DJ Sylvester Turnover.,47,59
6:04,-1,Haneef Vaughnwilson Steal.,47,59
6:03,-1,Haneef Vaughnwilson made Layup.,49,59
6:03,27,Foul on Alex Larsson.,49,59
6:03,-1,Haneef Vaughnwilson made Free Throw.,50,59
5:48,27,Dikymbe Martin made Layup.,50,61
5:41,-1,Haneef Vaughnwilson missed Jumper.,50,61
5:41,27,Dikymbe Martin Defensive Rebound.,50,61
5:32,27,Dikymbe Martin made Layup.,50,63
5:31,27,UC Riverside  Timeout,50,63
5:15,-1,Latrell Spivey missed Layup.,50,63
5:15,27,Brandon Rosser Defensive Rebound.,50,63
5:06,27,DJ Sylvester Turnover.,50,63
4:47,-1,Latrell Spivey made Layup. Assisted by Davis Wade.,52,63
4:47,27,Foul on Brandon Rosser.,52,63
4:47,-1,Latrell Spivey made Free Throw.,53,63
4:38,27,Foul on Alex Larsson.,53,63
4:38,27,Alex Larsson Turnover.,53,63
4:16,-1,Latrell Spivey Turnover.,53,63
3:57,27,Foul on Alex Larsson.,53,63
3:57,27,Alex Larsson Turnover.,53,63
3:57,27,Official TV Timeout,53,63
3:45,-1,Willie McCray missed Three Point Jumper.,53,63
3:45,27,Koh Flippin Defensive Rebound.,53,63
3:35,27,Ajani Kennedy made Layup. Assisted by Dikymbe Martin.,53,65
3:20,-1,Haneef Vaughnwilson missed Layup.,53,65
3:20,27,Ajani Kennedy Defensive Rebound.,53,65
3:12,27,Dikymbe Martin made Jumper.,53,67
2:58,-1,Western New Mexico  Timeout,53,67
2:44,-1,Jon-Reese Woodson made Layup.,55,67
2:21,27,Chance Murray made Layup.,55,69
2:16,27,Foul on Dikymbe Martin.,55,69
2:16,-1,Willie McCray made Free Throw.,56,69
2:16,-1,Willie McCray made Free Throw.,57,69
1:55,27,Dikymbe Martin missed Three Point Jumper.,57,69
1:55,-1,Jon-Reese Woodson Defensive Rebound.,57,69
1:41,-1,Willie McCray missed Layup.,57,69
1:41,27,Brandon Rosser Block.,57,69
1:41,-1,Western New Mexico Offensive Rebound.,57,69
1:33,-1,Haneef Vaughnwilson Turnover.,57,69
1:31,27,Dikymbe Martin Steal.,57,69
1:29,27,Dikymbe Martin made Layup.,57,71
1:23,-1,Haneef Vaughnwilson missed Layup.,57,71
1:23,27,Chance Murray Block.,57,71
1:21,27,Dikymbe Martin Defensive Rebound.,57,71
1:18,-1,Foul on Jon-Reese Woodson.,57,71
1:18,27,Chance Murray made Free Throw.,57,72
1:18,27,Chance Murray made Free Throw.,57,73
1:08,-1,Willie McCray missed Jumper.,57,73
1:08,27,Brandon Rosser Defensive Rebound.,57,73
0:55,27,Chance Murray Turnover.,57,73
0:50,-1,Western New Mexico  Timeout,57,73
0:42,-1,Davis Wade missed Three Point Jumper.,57,73
0:42,27,Ajani Kennedy Defensive Rebound.,57,73
0:34,27,Koh Flippin made Layup. Assisted by Dikymbe Martin.,57,75
0:26,-1,Willie McCray Turnover.,57,75
0:24,27,Chance Murray Steal.,57,75
0:16,27,Koh Flippin missed Layup.,57,75
0:16,-1,Latrell Spivey Defensive Rebound.,57,75
0:12,-1,Latrell Spivey Turnover.,57,75
0:10,27,Chance Murray Steal.,57,75
