St. Leo,Error,Hampton,2261
11:52,2605,Drago Popovic made Free Throw.,10,10
11:48,2261,Trey Carver missed Jumper.,10,10
11:48,2605,Daniel Duarte Defensive Rebound.,10,10
11:08,2605,Drago Popovic Turnover.,10,10
11:07,2261,Trey Carver Steal.,10,10
10:52,2261,Jermaine Marrow missed Three Point Jumper.,10,10
10:52,2261,Trey Carver Offensive Rebound.,10,10
10:47,2261,Trey Carver missed Layup.,10,10
10:47,2605,Kyran McClure Defensive Rebound.,10,10
10:42,2605,Drago Popovic missed Three Point Jumper.,10,10
10:42,2261,Jermaine Marrow Defensive Rebound.,10,10
10:34,2261,Jermaine Marrow Turnover.,10,10
10:34,2605,Pape Ngom Steal.,10,10
10:15,2605,Daniel Duarte missed Jumper.,10,10
10:15,2605,Drago Popovic Offensive Rebound.,10,10
10:12,2261,Foul on Trevond Barnes.,10,10
10:12,2605,Drago Popovic made Free Throw.,11,10
10:12,2605,Drago Popovic made Free Throw.,12,10
9:56,2261,Charles Wilson-Fisher missed Jumper.,12,10
9:56,2261,Akim Mitchell Offensive Rebound.,12,10
9:54,2261,Akim Mitchell made Two Point Tip Shot.,12,12
9:47,2605,Jake Montgomery made Layup. Assisted by DeAndre King.,14,12
9:32,2261,Charles Wilson-Fisher made Jumper. Assisted by Kalin Fisher.,14,14
9:20,2605,Isaiah Hill missed Jumper.,14,14
9:20,2261,Charles Wilson-Fisher Block.,14,14
9:20,2605,St. Leo Offensive Rebound.,14,14
9:11,2605,Jake Montgomery missed Three Point Jumper.,14,14
9:11,2261,Kalin Fisher Defensive Rebound.,14,14
9:00,2261,Akim Mitchell missed Jumper.,14,14
9:00,2261,Hampton Offensive Rebound.,14,14
8:59,2261,Foul on Charles Wilson-Fisher.,14,14
8:42,2605,Tyreece Brice missed Layup.,14,14
8:42,2261,Jermaine Marrow Defensive Rebound.,14,14
8:35,2261,Jermaine Marrow missed Jumper.,14,14
8:35,2605,Tyreece Brice Defensive Rebound.,14,14
8:26,2605,Tyreece Brice made Jumper.,16,14
8:10,2261,Akim Mitchell missed Jumper.,16,14
8:10,2605,Junior Searcy Block.,16,14
8:06,2605,Isaiah Hill Defensive Rebound.,16,14
8:04,2605,DeAndre King made Layup. Assisted by Isaiah Hill.,18,14
7:42,2605,Foul on Jake Montgomery.,18,14
7:42,2261,Official TV Timeout,18,14
7:42,2261,Jermaine Marrow made Free Throw.,18,15
7:42,2261,Jermaine Marrow made Free Throw.,18,16
7:12,2605,Isaiah Hill missed Layup.,18,16
7:12,2261,Hampton Defensive Rebound.,18,16
6:54,2261,Jermaine Marrow Turnover.,18,16
6:53,2605,Junior Searcy Steal.,18,16
6:46,2605,Isaiah Hill missed Layup.,18,16
6:46,2605,Drago Popovic Offensive Rebound.,18,16
6:44,2605,Drago Popovic made Two Point Tip Shot.,20,16
6:43,2261,Jermaine Marrow Turnover.,20,16
6:43,2605,Junior Searcy Steal.,20,16
6:43,2261,Foul on Kalin Fisher.,20,16
6:43,2605,Junior Searcy made Free Throw.,21,16
6:43,2605,Junior Searcy made Free Throw.,22,16
6:30,2261,Lysander Bracey missed Jumper.,22,16
6:30,2261,Austin Colbert Offensive Rebound.,22,16
6:28,2261,Austin Colbert missed Layup.,22,16
6:28,2261,Austin Colbert Offensive Rebound.,22,16
6:28,2605,Foul on Drago Popovic.,22,16
6:28,2261,Austin Colbert made Free Throw.,22,17
6:28,2261,Austin Colbert made Free Throw.,22,18
6:16,2261,Foul on Lysander Bracey.,22,18
6:16,2605,Isaiah Hill made Free Throw.,23,18
6:16,2605,Isaiah Hill missed Free Throw.,23,18
6:16,2605,Isaiah Hill Offensive Rebound.,23,18
6:12,2605,DeAndre King missed Three Point Jumper.,23,18
6:12,2261,Kalin Fisher Defensive Rebound.,23,18
6:05,2261,Kalin Fisher made Layup.,23,20
5:50,2605,Labis Filippou missed Three Point Jumper.,23,20
5:50,2261,Lysander Bracey Defensive Rebound.,23,20
5:42,2605,Foul on Junior Searcy.,23,20
5:42,2261,Kalin Fisher made Free Throw.,23,21
5:42,2261,Kalin Fisher made Free Throw.,23,22
5:41,2261,Foul on Lysander Bracey.,23,22
5:41,2605,Pape Ngom missed Free Throw.,23,22
5:41,2605,St. Leo Deadball Team Rebound.,23,22
5:41,2605,Pape Ngom made Free Throw.,24,22
5:30,2261,Greg Heckstall Turnover.,24,22
5:13,2605,Labis Filippou missed Jumper.,24,22
5:13,2261,Greg Heckstall Defensive Rebound.,24,22
5:13,2605,Foul on Pape Ngom.,24,22
5:13,2261,Greg Heckstall missed Free Throw.,24,22
5:13,2605,Pape Ngom Defensive Rebound.,24,22
5:07,2605,Tyreece Brice made Jumper.,26,22
4:43,2261,Kalin Fisher made Three Point Jumper.,26,25
4:11,2605,Tyreece Brice missed Jumper.,26,25
4:11,2605,Pape Ngom Offensive Rebound.,26,25
4:10,2261,Foul on Austin Colbert.,26,25
4:10,2605,Pape Ngom made Free Throw.,27,25
4:10,2605,Pape Ngom made Free Throw.,28,25
3:59,2261,Trey Carver made Jumper. Assisted by Austin Colbert.,28,27
3:49,2605,Foul on Pape Ngom.,28,27
3:49,2605,Pape Ngom Turnover.,28,27
3:49,2261,Official TV Timeout,28,27
3:34,2261,Trey Carver missed Layup.,28,27
3:34,2261,Trey Carver Offensive Rebound.,28,27
3:32,2261,Trey Carver missed Jumper.,28,27
3:32,2605,Jake Montgomery Block.,28,27
3:29,2605,Jake Montgomery Defensive Rebound.,28,27
3:23,2605,Daniel Duarte made Three Point Jumper.,31,27
3:21,2261,Kalin Fisher missed Jumper.,31,27
3:21,2605,St. Leo Defensive Rebound.,31,27
2:57,2261,Greg Heckstall Defensive Rebound.,31,27
2:54,2261,Greg Heckstall Turnover.,31,27
2:13,2605,Daniel Duarte missed Jumper.,31,27
2:13,2261,Austin Colbert Defensive Rebound.,31,27
1:51,2261,Austin Colbert made Three Point Jumper. Assisted by Jermaine Marrow.,31,30
1:24,2605,Jesse Huff missed Jumper.,31,30
1:24,2605,DeAndre King Offensive Rebound.,31,30
1:19,2605,Kyran McClure missed Jumper.,31,30
1:19,2261,Greg Heckstall Defensive Rebound.,31,30
1:13,2261,Akim Mitchell made Layup. Assisted by Greg Heckstall.,31,32
0:47,2605,Kyran McClure missed Jumper.,31,32
0:47,2261,Kalin Fisher Defensive Rebound.,31,32
0:39,2605,Foul on Jake Montgomery.,31,32
0:39,2261,Kalin Fisher made Free Throw.,31,33
0:39,2605,St. Leo  Timeout,31,33
0:39,2261,Kalin Fisher missed Free Throw.,31,33
0:39,2605,Junior Searcy Defensive Rebound.,31,33
0:24,2605,Drago Popovic made Layup. Assisted by Tyreece Brice.,33,33
0:17,2261,Hampton  Timeout,33,33
0:05,2261,Jermaine Marrow Turnover.,33,33
0:03,2605,Isaiah Hill Steal.,33,33
0:00,2605,DeAndre King missed Three Point Jumper.,33,33
0:00,2261,Greg Heckstall Defensive Rebound.,33,33
0:00,2261,End of 1st half,33,33
19:47,2261,Akim Mitchell missed Jumper.,33,33
19:47,2605,Tyreece Brice Defensive Rebound.,33,33
19:32,2605,Junior Searcy Turnover.,33,33
19:18,2261,Jermaine Marrow made Jumper.,33,35
18:58,2605,Isaiah Hill missed Jumper.,33,35
18:58,2605,Drago Popovic Offensive Rebound.,33,35
18:46,2605,DeAndre King made Three Point Jumper. Assisted by Isaiah Hill.,36,35
18:28,2261,Jermaine Marrow missed Jumper.,36,35
18:28,2261,Charles Wilson-Fisher Offensive Rebound.,36,35
18:26,2261,Charles Wilson-Fisher missed Jumper.,36,35
18:26,2605,Drago Popovic Defensive Rebound.,36,35
18:22,2605,Junior Searcy missed Layup.,36,35
18:22,2261,Hampton Defensive Rebound.,36,35
18:04,2261,Kalin Fisher made Layup.,36,37
17:58,2605,DeAndre King missed Three Point Jumper.,36,37
17:58,2261,Charles Wilson-Fisher Defensive Rebound.,36,37
17:48,2261,Jermaine Marrow missed Layup.,36,37
17:48,2261,Greg Heckstall Offensive Rebound.,36,37
17:46,2261,Greg Heckstall made Two Point Tip Shot.,36,39
17:19,2605,Tyreece Brice missed Jumper.,36,39
17:19,2605,Isaiah Hill Offensive Rebound.,36,39
17:12,2605,DeAndre King Turnover.,36,39
16:53,2261,Akim Mitchell missed Layup.,36,39
16:53,2605,Tyreece Brice Defensive Rebound.,36,39
16:26,2605,Isaiah Hill missed Jumper.,36,39
16:26,2261,Kalin Fisher Defensive Rebound.,36,39
16:16,2605,Foul on Isaiah Hill.,36,39
15:54,2261,Kalin Fisher made Jumper. Assisted by Akim Mitchell.,36,41
15:44,2605,Isaiah Hill missed Three Point Jumper.,36,41
15:44,2261,Kalin Fisher Defensive Rebound.,36,41
15:33,2261,Kalin Fisher made Jumper.,36,43
15:18,2261,Foul on Kalin Fisher.,36,43
15:18,2605,Jesse Huff missed Free Throw.,36,43
15:18,2605,St. Leo Deadball Team Rebound.,36,43
15:18,2605,Jesse Huff made Free Throw.,37,43
15:18,2605,Jesse Huff made Free Throw.,38,43
14:53,2605,Foul on Jesse Huff.,38,43
14:53,2261,Akim Mitchell made Free Throw.,38,44
14:53,2261,Akim Mitchell made Free Throw.,38,45
14:34,2605,Daniel Duarte missed Three Point Jumper.,38,45
14:34,2605,St. Leo Offensive Rebound.,38,45
14:31,2261,Foul on Kalin Fisher.,38,45
14:28,2605,Tyreece Brice Turnover.,38,45
14:27,2261,Charles Wilson-Fisher Steal.,38,45
14:26,2261,Charles Wilson-Fisher Turnover.,38,45
14:26,2605,Tyreece Brice Steal.,38,45
14:25,2261,Foul on Charles Wilson-Fisher.,38,45
14:25,2605,Drago Popovic made Free Throw.,39,45
14:25,2605,Drago Popovic missed Free Throw.,39,45
14:25,2261,Trevond Barnes Defensive Rebound.,39,45
14:19,2261,Greg Heckstall missed Layup.,39,45
14:19,2605,Tyreece Brice Defensive Rebound.,39,45
14:10,2605,Tyreece Brice missed Three Point Jumper.,39,45
14:10,2261,Akim Mitchell Defensive Rebound.,39,45
13:57,2261,Akim Mitchell Turnover.,39,45
13:41,2605,Drago Popovic missed Layup.,39,45
13:41,2261,Kalin Fisher Defensive Rebound.,39,45
13:29,2261,Greg Heckstall made Jumper.,39,47
13:00,2605,Jesse Huff Turnover.,39,47
12:45,2261,Greg Heckstall missed Three Point Jumper.,39,47
12:45,2605,Kyran McClure Defensive Rebound.,39,47
12:40,2605,Kyran McClure Turnover.,39,47
12:39,2261,Jermaine Marrow Steal.,39,47
12:35,2261,Jermaine Marrow made Layup.,39,49
12:15,2605,DeAndre King missed Three Point Jumper.,39,49
12:15,2261,Akim Mitchell Defensive Rebound.,39,49
12:05,2261,Jermaine Marrow missed Three Point Jumper.,39,49
12:05,2605,DeAndre King Defensive Rebound.,39,49
11:59,2605,DeAndre King Turnover.,39,49
11:58,2261,Official TV Timeout,39,49
11:46,2261,Kalin Fisher made Three Point Jumper. Assisted by Greg Heckstall.,39,52
11:46,2605,Foul on Kyran McClure.,39,52
11:36,2261,Foul on Greg Heckstall.,39,52
11:36,2261,Greg Heckstall Turnover.,39,52
11:15,2261,Foul on Trevond Barnes.,39,52
10:55,2605,Kyran McClure missed Jumper.,39,52
10:55,2261,Trevond Barnes Defensive Rebound.,39,52
10:49,2261,Foul on Greg Heckstall.,39,52
10:49,2261,Greg Heckstall Turnover.,39,52
10:24,2605,Labis Filippou missed Jumper.,39,52
10:24,2261,Trevond Barnes Defensive Rebound.,39,52
10:09,2261,Jermaine Marrow missed Jumper.,39,52
10:09,2261,Trevond Barnes Offensive Rebound.,39,52
9:57,2605,Foul on Pape Ngom.,39,52
9:56,2261,Trevond Barnes made Free Throw.,39,53
9:56,2261,Trevond Barnes missed Free Throw.,39,53
9:56,2605,Drago Popovic Defensive Rebound.,39,53
9:31,2605,Kyran McClure Turnover.,39,53
9:17,2261,Trevond Barnes missed Jumper.,39,53
9:17,2605,Drago Popovic Defensive Rebound.,39,53
8:59,2605,Labis Filippou missed Layup.,39,53
8:59,2605,Drago Popovic Offensive Rebound.,39,53
8:56,2605,Drago Popovic made Layup.,41,53
8:39,2605,Foul on Labis Filippou.,41,53
8:39,2261,Jermaine Marrow made Free Throw.,41,54
8:39,2261,Jermaine Marrow missed Free Throw.,41,54
8:39,2605,Drago Popovic Defensive Rebound.,41,54
8:19,2605,Drago Popovic missed Jumper.,41,54
8:19,2261,Kalin Fisher Defensive Rebound.,41,54
8:12,2261,Kalin Fisher missed Jumper.,41,54
8:12,2605,Junior Searcy Defensive Rebound.,41,54
8:05,2605,Junior Searcy made Three Point Jumper. Assisted by Tyreece Brice.,44,54
7:44,2261,Kalin Fisher made Layup. Assisted by Austin Colbert.,44,56
7:44,2605,Foul on Junior Searcy.,44,56
7:44,2261,Official TV Timeout,44,56
7:44,2261,Kalin Fisher made Free Throw.,44,57
7:14,2605,Isaiah Hill missed Jumper.,44,57
7:14,2605,Tyreece Brice Offensive Rebound.,44,57
7:10,2605,Tyreece Brice missed Layup.,44,57
7:10,2261,Kalin Fisher Defensive Rebound.,44,57
6:52,2261,Austin Colbert missed Three Point Jumper.,44,57
6:52,2605,Isaiah Hill Defensive Rebound.,44,57
6:43,2605,Tyreece Brice made Three Point Jumper. Assisted by DeAndre King.,47,57
6:24,2261,Jermaine Marrow made Layup. Assisted by Akim Mitchell.,47,59
6:24,2605,Foul on DeAndre King.,47,59
6:24,2261,Jermaine Marrow made Free Throw.,47,60
6:04,2605,Isaiah Hill Turnover.,47,60
6:01,2261,Jermaine Marrow Turnover.,47,60
5:56,2605,DeAndre King missed Three Point Jumper.,47,60
5:56,2261,Austin Colbert Defensive Rebound.,47,60
5:41,2261,Lysander Bracey made Layup. Assisted by Jermaine Marrow.,47,62
5:24,2605,Junior Searcy missed Three Point Jumper.,47,62
5:24,2261,Kalin Fisher Defensive Rebound.,47,62
5:00,2261,Austin Colbert made Layup. Assisted by Jermaine Marrow.,47,64
4:48,2261,Foul on Jermaine Marrow.,47,64
4:48,2605,Tyreece Brice missed Free Throw.,47,64
4:48,2261,Kalin Fisher Defensive Rebound.,47,64
4:27,2261,Jermaine Marrow missed Three Point Jumper.,47,64
4:27,2261,Akim Mitchell Offensive Rebound.,47,64
4:27,2605,Foul on Tyreece Brice.,47,64
4:27,2261,Akim Mitchell made Free Throw.,47,65
4:27,2261,Akim Mitchell made Free Throw.,47,66
4:09,2605,Daniel Duarte missed Three Point Jumper.,47,66
4:09,2605,Jesse Huff Offensive Rebound.,47,66
4:05,2605,Kyran McClure made Three Point Jumper. Assisted by Jesse Huff.,50,66
3:44,2261,Austin Colbert missed Three Point Jumper.,50,66
3:44,2605,St. Leo Defensive Rebound.,50,66
3:42,2261,Official TV Timeout,50,66
3:26,2261,Foul on Kalin Fisher.,50,66
3:26,2605,Pape Ngom missed Free Throw.,50,66
3:26,2261,Charles Wilson-Fisher Defensive Rebound.,50,66
3:07,2261,Lysander Bracey missed Three Point Jumper.,50,66
3:07,2605,Pape Ngom Defensive Rebound.,50,66
2:44,2605,Jesse Huff Turnover.,50,66
2:43,2261,Jermaine Marrow Steal.,50,66
2:41,2261,Jermaine Marrow made Layup.,50,68
2:33,2605,Foul on Jake Montgomery.,50,68
2:33,2605,Jake Montgomery Turnover.,50,68
2:13,2261,Eugene Marshall III missed Three Point Jumper.,50,68
2:13,2605,Pape Ngom Block.,50,68
2:10,2605,Labis Filippou Defensive Rebound.,50,68
2:03,2261,Foul on Charles Wilson-Fisher.,50,68
1:56,2605,Pape Ngom missed Free Throw.,50,68
1:56,2605,St. Leo Deadball Team Rebound.,50,68
1:56,2605,Pape Ngom made Free Throw.,51,68
1:40,2261,Foul on Jermaine Marrow.,51,68
1:40,2261,Jermaine Marrow Turnover.,51,68
1:40,2605,St. Leo  Timeout,51,68
1:29,2605,Daniel Duarte made Layup. Assisted by Kyran McClure.,53,68
1:29,2261,Foul on Charles Wilson-Fisher.,53,68
1:29,2605,Daniel Duarte missed Free Throw.,53,68
1:29,2261,Trevond Barnes Defensive Rebound.,53,68
1:03,2261,Trey Houston Turnover.,53,68
1:02,2605,Jake Montgomery Steal.,53,68
0:59,2605,Labis Filippou missed Three Point Jumper.,53,68
0:59,2261,Kalin Fisher Defensive Rebound.,53,68
0:54,2605,Foul on Pape Ngom.,53,68
0:54,2261,Kalin Fisher made Free Throw.,53,69
0:54,2261,Kalin Fisher made Free Throw.,53,70
0:37,2261,Foul on Eugene Marshall III.,53,70
0:37,2605,Pape Ngom missed Free Throw.,53,70
0:37,2605,St. Leo Deadball Team Rebound.,53,70
0:33,2605,Daniel Duarte missed Three Point Jumper.,53,70
0:33,2261,Eugene Marshall III Defensive Rebound.,53,70
0:22,2261,Eugene Marshall III made Layup.,53,72
0:14,2605,Daniel Duarte missed Dunk.,53,72
0:14,2261,Trevond Barnes Block.,53,72
0:12,2605,Labis Filippou Offensive Rebound.,53,72
0:09,2605,Kyran McClure made Three Point Jumper.,56,72
0:04,2605,Pape Ngom missed Free Throw.,53,70
0:04,2605,Daniel Duarte Offensive Rebound.,53,70
0:00,2261,End of Game,56,72
