Utah Valley,265,Washington State,3084
4:13,265,Foul on Charles Callison.,25,35
4:01,3084,Ivory Young made Three Point Jumper. Assisted by Brandon Randolph.,28,35
3:48,265,Malachi Flynn made Three Point Jumper.,28,38
3:35,3084,Brandon Randolph missed Layup.,28,38
3:35,265,Ike Iroegbu Defensive Rebound.,28,38
3:28,265,Ike Iroegbu made Layup.,28,40
3:17,265,Foul on Ike Iroegbu.,28,40
3:17,265,Official TV Timeout,28,40
3:12,3084,Ivory Young Turnover.,28,40
2:54,265,Robert Franks made Jumper. Assisted by Ike Iroegbu.,28,42
2:38,3084,Jordan Poydras missed Three Point Jumper.,28,42
2:38,265,Malachi Flynn Defensive Rebound.,28,42
2:14,265,Jeff Pollard Turnover.,28,42
2:14,3084,Zach Nelson Steal.,28,42
2:10,3084,Ivory Young missed Layup.,28,42
2:10,265,Malachi Flynn Defensive Rebound.,28,42
2:04,3084,Foul on Jordan Poydras.,28,42
2:04,265,Malachi Flynn made Free Throw.,28,43
2:04,265,Malachi Flynn made Free Throw.,28,44
1:55,265,Foul on Jeff Pollard.,28,44
1:45,3084,Brandon Randolph missed Three Point Jumper.,28,44
1:45,265,Derrien King Defensive Rebound.,28,44
1:41,265,Derrien King Turnover.,28,44
1:40,3084,Ivory Young made Three Point Jumper. Assisted by Brandon Randolph.,31,44
1:28,265,Jeff Pollard made Layup.,31,46
1:21,3084,Brandon Randolph missed Layup.,31,46
1:21,265,Ike Iroegbu Defensive Rebound.,31,46
1:15,265,Ike Iroegbu missed Layup.,31,46
1:15,265,Robert Franks Offensive Rebound.,31,46
1:14,265,Robert Franks made Layup.,31,48
1:14,3084,Foul on Zach Nelson.,31,48
1:14,265,Robert Franks made Free Throw.,31,49
1:14,265,Washington St  Timeout,31,49
1:08,3084,Ivory Young missed Three Point Jumper.,31,49
1:08,265,Jeff Pollard Defensive Rebound.,31,49
0:46,265,Derrien King missed Three Point Jumper.,31,49
0:46,3084,Brandon Randolph Defensive Rebound.,31,49
0:33,3084,Ivory Young missed Three Point Jumper.,31,49
0:33,265,Robert Franks Defensive Rebound.,31,49
0:05,265,Robert Franks missed Jumper.,31,49
0:05,3084,Utah Valley Defensive Rebound.,31,49
0:00,265,End of 1st half,31,49
19:48,265,Conor Clifford Turnover.,31,49
19:37,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Conner Toolson.,34,49
19:19,265,Conor Clifford made Jumper. Assisted by Ike Iroegbu.,34,51
19:09,3084,Zach Nelson made Layup.,36,51
19:09,265,Foul on Josh Hawkinson.,36,51
19:09,3084,Zach Nelson missed Free Throw.,36,51
19:09,265,Malachi Flynn Defensive Rebound.,36,51
18:57,265,Malachi Flynn missed Three Point Jumper.,36,51
18:57,3084,Kenneth Ogbe Defensive Rebound.,36,51
18:46,3084,Kenneth Ogbe Turnover.,36,51
18:33,265,Conor Clifford made Layup. Assisted by Robert Franks.,36,53
18:19,3084,Conner Toolson made Layup.,38,53
18:06,265,Charles Callison missed Three Point Jumper.,38,53
18:06,3084,Isaac Neilson Defensive Rebound.,38,53
17:53,3084,Zach Nelson Turnover.,38,53
17:37,265,Charles Callison made Layup. Assisted by Conor Clifford.,38,55
17:19,3084,Foul on Isaac Neilson.,38,55
17:19,3084,Isaac Neilson Turnover.,38,55
17:01,265,Charles Callison missed Jumper.,38,55
17:01,3084,Jared Stutzman Defensive Rebound.,38,55
16:55,3084,Conner Toolson missed Three Point Jumper.,38,55
16:55,265,Robert Franks Defensive Rebound.,38,55
16:41,265,Charles Callison made Jumper.,38,57
16:26,265,Foul on Charles Callison.,38,57
16:26,265,Foul on Malachi Flynn.,38,57
16:26,3084,Jared Stutzman made Free Throw.,39,57
16:26,3084,Jared Stutzman made Free Throw.,40,57
16:12,265,Charles Callison missed Jumper.,40,57
16:12,3084,Kenneth Ogbe Defensive Rebound.,40,57
16:01,3084,Brandon Randolph missed Three Point Jumper.,40,57
16:01,265,Robert Franks Defensive Rebound.,40,57
15:52,265,Malachi Flynn missed Jumper.,40,57
15:52,3084,Brandon Randolph Defensive Rebound.,40,57
15:47,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Brandon Randolph.,43,57
15:34,265,Robert Franks missed Three Point Jumper.,43,57
15:34,3084,Brandon Randolph Defensive Rebound.,43,57
15:26,3084,Kenneth Ogbe missed Three Point Jumper.,43,57
15:26,265,Josh Hawkinson Defensive Rebound.,43,57
14:59,265,Official TV Timeout,43,57
14:51,265,Ike Iroegbu missed Three Point Jumper.,43,57
14:51,3084,Hayden Schenck Defensive Rebound.,43,57
14:35,3084,Hayden Schenck missed Layup.,43,57
14:35,265,Josh Hawkinson Defensive Rebound.,43,57
14:29,265,Ike Iroegbu Turnover.,43,57
14:17,3084,Jordan Poydras missed Three Point Jumper.,43,57
14:17,265,Robert Franks Defensive Rebound.,43,57
13:56,265,Robert Franks missed Jumper.,43,57
13:56,3084,Brandon Randolph Defensive Rebound.,43,57
13:50,3084,Brandon Randolph missed Layup.,43,57
13:50,265,Malachi Flynn Defensive Rebound.,43,57
13:45,3084,Foul on Conner Toolson.,43,57
13:45,265,Ike Iroegbu made Free Throw.,43,58
13:45,265,Ike Iroegbu missed Free Throw.,43,58
13:45,3084,Isaac Neilson Defensive Rebound.,43,58
13:27,3084,Isaac Neilson made Layup. Assisted by Hayden Schenck.,45,58
13:08,265,Malachi Flynn made Layup.,45,60
13:08,3084,Foul on Isaac Neilson.,45,60
13:08,265,Malachi Flynn made Free Throw.,45,61
12:53,3084,Jordan Poydras missed Layup.,45,61
12:53,265,Derrien King Block.,45,61
12:50,3084,Isaac Neilson Offensive Rebound.,45,61
12:49,3084,Isaac Neilson missed Layup.,45,61
12:49,265,Josh Hawkinson Defensive Rebound.,45,61
12:46,3084,Foul on Isaac Neilson.,45,61
12:38,265,Malachi Flynn made Jumper.,45,63
12:28,265,Foul on Derrien King.,45,63
12:24,3084,Isaac Neilson made Layup. Assisted by Brandon Randolph.,47,63
12:24,265,Foul on Jeff Pollard.,47,63
12:24,3084,Isaac Neilson missed Free Throw.,47,63
12:24,265,Jeff Pollard Defensive Rebound.,47,63
12:03,265,Derrien King made Jumper.,47,65
11:41,3084,Brandon Randolph made Three Point Jumper. Assisted by Jordan Poydras.,50,65
11:17,265,Josh Hawkinson missed Three Point Jumper.,50,65
11:17,3084,Jordan Poydras Defensive Rebound.,50,65
11:09,3084,Brandon Randolph missed Three Point Jumper.,50,65
11:09,265,Josh Hawkinson Defensive Rebound.,50,65
10:54,265,Ike Iroegbu missed Three Point Jumper.,50,65
10:54,3084,Jordan Poydras Defensive Rebound.,50,65
10:47,3084,Brandon Randolph made Layup. Assisted by Jordan Poydras.,52,65
10:37,265,Washington St  Timeout,52,65
10:37,3084,Foul on Telly Davenport.,52,65
10:37,265,Official TV Timeout,52,65
10:08,265,Malachi Flynn made Three Point Jumper.,52,68
9:53,3084,Zach Nelson made Three Point Jumper. Assisted by Telly Davenport.,55,68
9:34,265,Charles Callison missed Three Point Jumper.,55,68
9:34,3084,Telly Davenport Defensive Rebound.,55,68
9:19,3084,Zach Nelson made Layup.,57,68
9:01,265,Derrien King made Jumper.,57,70
8:46,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Telly Davenport.,60,70
8:31,3084,Foul on Zach Nelson.,60,70
8:31,265,Malachi Flynn missed Free Throw.,60,70
8:31,265,Washington St Deadball Team Rebound.,60,70
8:31,265,Malachi Flynn missed Free Throw.,60,70
8:31,3084,Isaac Neilson Defensive Rebound.,60,70
8:20,3084,Jordan Poydras missed Three Point Jumper.,60,70
8:20,265,Josh Hawkinson Defensive Rebound.,60,70
8:08,265,Foul on Robert Franks.,60,70
8:08,265,Robert Franks Turnover.,60,70
7:56,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Brandon Randolph.,63,70
7:37,265,Josh Hawkinson missed Jumper.,63,70
7:37,3084,Brandon Randolph Defensive Rebound.,63,70
7:26,265,Foul on Robert Franks.,63,70
7:26,265,Official TV Timeout,63,70
7:26,3084,Isaac Neilson missed Free Throw.,63,70
7:26,265,Josh Hawkinson Defensive Rebound.,63,70
6:56,265,Josh Hawkinson missed Jumper.,63,70
6:56,3084,Utah Valley Deadball Team Rebound.,63,70
6:40,265,Foul on Malachi Flynn.,63,70
6:40,3084,Conner Toolson made Free Throw.,64,70
6:40,3084,Conner Toolson made Free Throw.,65,70
6:12,265,Malachi Flynn missed Layup.,65,70
6:12,3084,Isaac Neilson Block.,65,70
6:09,3084,Kenneth Ogbe Defensive Rebound.,65,70
6:04,3084,Jordan Poydras missed Layup.,65,70
6:04,265,Josh Hawkinson Defensive Rebound.,65,70
5:44,3084,Foul on Conner Toolson.,65,70
5:44,265,Derrien King made Free Throw.,65,71
5:44,265,Derrien King made Free Throw.,65,72
5:44,265,Derrien King made Free Throw.,65,73
5:26,3084,Jordan Poydras missed Layup.,65,73
5:26,3084,Isaac Neilson Offensive Rebound.,65,73
5:25,265,Foul on Ike Iroegbu.,65,73
5:25,3084,Isaac Neilson made Free Throw.,66,73
5:25,3084,Isaac Neilson made Free Throw.,67,73
4:59,265,Derrien King Turnover.,67,73
4:55,3084,Kenneth Ogbe missed Three Point Jumper.,67,73
4:55,265,Derrien King Defensive Rebound.,67,73
4:35,265,Derrien King missed Three Point Jumper.,67,73
4:35,3084,Brandon Randolph Defensive Rebound.,67,73
4:26,3084,Brandon Randolph missed Three Point Jumper.,67,73
4:26,265,Josh Hawkinson Defensive Rebound.,67,73
3:59,265,Malachi Flynn made Layup.,67,75
3:49,3084,Kenneth Ogbe made Layup.,69,75
3:25,265,Malachi Flynn made Jumper.,69,77
3:11,265,Foul on Malachi Flynn.,69,77
3:11,265,Official TV Timeout,69,77
3:11,3084,Conner Toolson made Free Throw.,70,77
3:11,3084,Conner Toolson made Free Throw.,71,77
2:45,265,Derrien King missed Three Point Jumper.,71,77
2:45,3084,Jordan Poydras Defensive Rebound.,71,77
2:37,3084,Zach Nelson made Layup. Assisted by Brandon Randolph.,73,77
2:13,265,Derrien King Turnover.,73,77
1:58,3084,Conner Toolson missed Three Point Jumper.,73,77
1:58,265,Malachi Flynn Defensive Rebound.,73,77
1:36,265,Josh Hawkinson missed Jumper.,73,77
1:36,3084,Zach Nelson Defensive Rebound.,73,77
1:21,3084,Jordan Poydras missed Three Point Jumper.,73,77
1:21,3084,Kenneth Ogbe Offensive Rebound.,73,77
1:16,265,Foul on Jeff Pollard.,73,77
1:16,3084,Kenneth Ogbe missed Free Throw.,73,77
1:16,3084,Utah Valley Deadball Team Rebound.,73,77
1:16,3084,Kenneth Ogbe made Free Throw.,74,77
1:09,265,Malachi Flynn Turnover.,74,77
1:08,3084,Brandon Randolph Steal.,74,77
1:06,3084,Brandon Randolph made Dunk.,76,77
0:45,265,Derrien King missed Layup.,76,77
0:45,265,Josh Hawkinson Offensive Rebound.,76,77
0:43,265,Josh Hawkinson made Layup.,76,79
0:42,265,Washington St  Timeout,76,79
0:34,3084,Brandon Randolph missed Three Point Jumper.,76,79
0:34,3084,Kenneth Ogbe Offensive Rebound.,76,79
0:30,3084,Jordan Poydras missed Three Point Jumper.,76,79
0:30,265,Malachi Flynn Defensive Rebound.,76,79
0:24,3084,Foul on Conner Toolson.,76,79
0:24,265,Charles Callison made Free Throw.,76,80
0:24,265,Charles Callison made Free Throw.,76,81
0:18,3084,Conner Toolson missed Three Point Jumper.,76,81
0:18,3084,Jordan Poydras Offensive Rebound.,76,81
0:13,3084,Jordan Poydras missed Layup.,76,81
0:13,265,Josh Hawkinson Defensive Rebound.,76,81
0:11,3084,Foul on Conner Toolson.,76,81
0:11,265,Josh Hawkinson made Free Throw.,76,82
0:11,265,Josh Hawkinson made Free Throw.,76,83
0:07,3084,Brandon Randolph missed Three Point Jumper.,76,83
0:07,265,Josh Hawkinson Defensive Rebound.,76,83
0:00,265,End of Game,76,83
