CSU Bakersfield,12,Arizona,2934
13:43,12,Parker Jackson-Cartwright made Three Point Jumper. Assisted by Rawle Alkins.,10,9
13:19,2934,Jaylin Airington made Jumper.,12,9
13:04,12,Rawle Alkins made Three Point Jumper.,12,12
12:45,2934,Jaylin Airington missed Three Point Jumper.,12,12
12:45,12,Chance Comanche Defensive Rebound.,12,12
12:30,12,Keanu Pinder Turnover.,12,12
12:30,2934,Shon Briggs Steal.,12,12
12:21,2934,Foul on Justin Pride.,12,12
12:21,2934,Justin Pride Turnover.,12,12
11:52,12,Parker Jackson-Cartwright missed Jumper.,12,12
11:52,12,Dusan Ristic Offensive Rebound.,12,12
11:47,12,Dusan Ristic made Layup.,12,14
11:34,2934,Dedrick Basile missed Three Point Jumper.,12,14
11:34,12,Rawle Alkins Defensive Rebound.,12,14
11:25,12,Rawle Alkins made Three Point Jumper.,12,17
11:19,2934,CSU Bakersfield  Timeout,12,17
11:13,2934,Brent Wrapp Turnover.,12,17
11:01,2934,Foul on Brent Wrapp.,12,17
11:01,2934,Foul on Dedrick Basile.,12,17
10:50,12,Kobi Simmons missed Layup.,12,17
10:50,2934,Taze Moore Defensive Rebound.,12,17
10:26,2934,Shon Briggs missed Jumper.,12,17
10:26,12,Parker Jackson-Cartwright Defensive Rebound.,12,17
10:17,12,Chance Comanche made Dunk. Assisted by Rawle Alkins.,12,19
10:04,2934,Dedrick Basile Turnover.,12,19
10:04,12,Kobi Simmons Steal.,12,19
10:00,2934,Foul on Taze Moore.,12,19
10:00,12,Kobi Simmons missed Free Throw.,12,19
10:00,12,Arizona Deadball Team Rebound.,12,19
10:00,12,Kobi Simmons made Free Throw.,12,20
9:42,2934,Taze Moore missed Three Point Jumper.,12,20
9:42,12,Chance Comanche Defensive Rebound.,12,20
9:26,12,Dusan Ristic missed Layup.,12,20
9:26,2934,James Suber Defensive Rebound.,12,20
9:01,2934,Shon Briggs made Layup.,14,20
8:43,12,Kobi Simmons missed Jumper.,14,20
8:43,2934,James Suber Defensive Rebound.,14,20
8:38,2934,Dedrick Basile made Layup.,16,20
8:38,12,Foul on Kobi Simmons.,16,20
8:38,2934,Dedrick Basile missed Free Throw.,16,20
8:38,2934,Shon Briggs Offensive Rebound.,16,20
8:38,2934,Jump Ball won by CSU Bakersfield,16,20
8:11,2934,Brent Wrapp made Three Point Jumper. Assisted by Dedrick Basile.,19,20
7:52,12,Lauri Markkanen made Layup. Assisted by Rawle Alkins.,19,22
7:31,2934,Shon Briggs missed Three Point Jumper.,19,22
7:31,12,Lauri Markkanen Defensive Rebound.,19,22
7:28,2934,Foul on Shon Briggs.,19,22
7:26,12,Official TV Timeout,19,22
7:26,12,Lauri Markkanen made Free Throw.,19,23
7:26,12,Lauri Markkanen made Free Throw.,19,24
7:12,2934,Damiyne Durham missed Three Point Jumper.,19,24
7:12,12,Arizona Deadball Team Rebound.,19,24
7:12,2934,Foul on James Suber.,19,24
7:12,12,Parker Jackson-Cartwright made Free Throw.,19,25
7:12,12,Parker Jackson-Cartwright missed Free Throw.,19,25
7:12,12,Dusan Ristic Offensive Rebound.,19,25
7:05,12,Rawle Alkins missed Three Point Jumper.,19,25
7:05,2934,James Suber Defensive Rebound.,19,25
6:45,2934,Damiyne Durham made Layup.,21,25
6:45,12,Lauri Markkanen Defensive Rebound.,21,25
6:45,12,Foul on Rawle Alkins.,21,25
6:45,2934,Damiyne Durham missed Free Throw.,21,25
6:32,2934,Foul on Shon Briggs.,21,25
6:32,12,Chance Comanche made Free Throw.,21,26
6:32,12,Chance Comanche made Free Throw.,21,27
6:22,12,Foul on Chance Comanche.,21,27
6:18,2934,Shon Briggs Turnover.,21,27
5:56,12,Kobi Simmons made Three Point Jumper. Assisted by Lauri Markkanen.,21,30
5:24,2934,Dedrick Basile missed Jumper.,21,30
5:24,12,Arizona Defensive Rebound.,21,30
5:17,12,Chance Comanche made Jumper. Assisted by Parker Jackson-Cartwright.,21,32
4:56,2934,Dedrick Basile made Three Point Jumper. Assisted by Jaylin Airington.,24,32
4:24,12,Lauri Markkanen made Jumper.,24,34
3:51,2934,Jaylin Airington missed Jumper.,24,34
3:51,12,Dusan Ristic Block.,24,34
3:51,2934,Matt Smith Offensive Rebound.,24,34
3:51,2934,CSU Bakersfield  Turnover.,24,34
3:46,12,Official TV Timeout,24,34
3:33,2934,Foul on James Suber.,24,34
3:33,12,Lauri Markkanen made Free Throw.,24,35
3:33,12,Lauri Markkanen made Free Throw.,24,36
3:33,12,Arizona  Timeout,24,36
3:17,2934,Jaylin Airington missed Three Point Jumper.,24,36
3:17,2934,Matt Smith Offensive Rebound.,24,36
3:08,2934,Damiyne Durham made Jumper. Assisted by Dedrick Basile.,26,36
2:51,12,Lauri Markkanen made Jumper. Assisted by Parker Jackson-Cartwright.,26,38
2:28,12,Foul on Parker Jackson-Cartwright.,26,38
2:18,2934,Dedrick Basile Turnover.,26,38
2:18,12,Kobi Simmons Steal.,26,38
2:13,12,Rawle Alkins made Layup. Assisted by Kobi Simmons.,26,40
1:47,2934,Jaylin Airington missed Jumper.,26,40
1:47,12,Lauri Markkanen Block.,26,40
1:47,12,Kobi Simmons Defensive Rebound.,26,40
1:41,12,Parker Jackson-Cartwright missed Layup.,26,40
1:41,2934,Matt Smith Defensive Rebound.,26,40
1:34,2934,Damiyne Durham missed Three Point Jumper.,26,40
1:34,12,Rawle Alkins Defensive Rebound.,26,40
1:28,2934,Foul on Damiyne Durham.,26,40
1:28,12,Rawle Alkins missed Free Throw.,26,40
1:28,12,Arizona Deadball Team Rebound.,26,40
1:28,12,Rawle Alkins made Free Throw.,26,41
1:14,2934,Dedrick Basile Turnover.,26,41
1:14,12,Kobi Simmons Steal.,26,41
1:12,2934,Foul on Dedrick Basile.,26,41
1:12,12,Kobi Simmons made Free Throw.,26,42
1:12,12,Kobi Simmons made Free Throw.,26,43
0:54,2934,Shon Briggs missed Jumper.,26,43
0:54,12,Arizona Defensive Rebound.,26,43
0:47,2934,Foul on Shon Briggs.,26,43
0:47,12,Chance Comanche made Free Throw.,26,44
0:47,12,Chance Comanche missed Free Throw.,26,44
0:47,2934,Damiyne Durham Defensive Rebound.,26,44
0:38,12,Foul on Kobi Simmons.,26,44
0:09,2934,Dedrick Basile Turnover.,26,44
0:09,12,Parker Jackson-Cartwright Steal.,26,44
0:04,12,Foul on Rawle Alkins.,26,44
0:04,12,Rawle Alkins Turnover.,26,44
0:00,12,End of 1st half,26,44
20:00,12,Jump Ball won by Arizona,26,44
19:43,12,Lauri Markkanen made Jumper.,26,46
19:23,2934,Matt Smith Turnover.,26,46
19:05,12,Kobi Simmons missed Three Point Jumper.,26,46
19:05,2934,James Suber Defensive Rebound.,26,46
18:44,2934,Shon Briggs made Jumper.,28,46
18:22,12,Kobi Simmons missed Jumper.,28,46
18:22,2934,Brent Wrapp Defensive Rebound.,28,46
18:03,2934,Dedrick Basile missed Three Point Jumper.,28,46
18:03,12,Lauri Markkanen Defensive Rebound.,28,46
17:45,12,Dusan Ristic made Layup.,28,48
17:21,2934,Shon Briggs missed Jumper.,28,48
17:21,12,Dusan Ristic Defensive Rebound.,28,48
17:14,12,Foul on Parker Jackson-Cartwright.,28,48
17:14,12,Parker Jackson-Cartwright Turnover.,28,48
16:51,2934,Jaylin Airington made Layup. Assisted by Brent Wrapp.,30,48
16:28,12,Rawle Alkins made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,30,51
16:12,2934,Foul on Dedrick Basile.,30,51
16:12,2934,Dedrick Basile Turnover.,30,51
15:45,12,Dusan Ristic missed Jumper.,30,51
15:45,2934,CSU Bakersfield Deadball Team Rebound.,30,51
15:45,12,Foul on Rawle Alkins.,30,51
15:42,12,Official TV Timeout,30,51
15:25,12,Foul on Keanu Pinder.,30,51
15:25,2934,Jaylin Airington made Free Throw.,31,51
15:25,2934,Jaylin Airington made Free Throw.,32,51
14:59,2934,Foul on Taze Moore.,32,51
14:51,12,Chance Comanche missed Layup.,32,51
14:51,12,Keanu Pinder Offensive Rebound.,32,51
14:44,12,Keanu Pinder made Layup.,32,53
14:35,12,Foul on Kobi Simmons.,32,53
14:25,12,Foul on Parker Jackson-Cartwright.,32,53
14:03,2934,Shon Briggs made Layup.,34,53
13:49,12,Foul on Keanu Pinder.,34,53
13:49,12,Keanu Pinder Turnover.,34,53
13:36,2934,Jaylin Airington missed Layup.,34,53
13:36,2934,Shon Briggs Offensive Rebound.,34,53
13:21,2934,Jaylin Airington made Three Point Jumper. Assisted by Justin Pride.,37,53
13:15,12,Foul on Parker Jackson-Cartwright.,37,53
13:15,2934,Jaylin Airington made Free Throw.,38,53
13:15,2934,Jaylin Airington made Free Throw.,39,53
12:44,2934,Jaylin Airington missed Layup.,39,53
12:44,12,Rawle Alkins Defensive Rebound.,39,53
12:44,12,Rawle Alkins Turnover.,39,53
12:44,2934,Justin Pride Steal.,39,53
12:24,2934,Jaylin Airington made Three Point Jumper. Assisted by Taze Moore.,42,53
12:04,12,Arizona  Timeout,42,53
11:41,12,Dusan Ristic missed Layup.,42,53
11:41,2934,Jaylin Airington Defensive Rebound.,42,53
11:18,2934,Jaylin Airington missed Jumper.,42,53
11:18,2934,Taze Moore Offensive Rebound.,42,53
11:00,2934,Taze Moore made Three Point Jumper.,45,53
10:38,12,Foul on Rawle Alkins.,45,53
10:38,12,Rawle Alkins Turnover.,45,53
10:37,12,Official TV Timeout,45,53
10:10,2934,Jaylin Airington made Layup.,47,53
9:57,12,Parker Jackson-Cartwright missed Jumper.,47,53
9:57,2934,Taze Moore Defensive Rebound.,47,53
9:23,2934,Shon Briggs missed Jumper.,47,53
9:23,12,Lauri Markkanen Defensive Rebound.,47,53
9:15,12,Kobi Simmons missed Jumper.,47,53
9:15,12,Keanu Pinder Offensive Rebound.,47,53
9:11,12,Chance Comanche Turnover.,47,53
9:11,2934,Shon Briggs Steal.,47,53
9:03,2934,Jaylin Airington made Jumper.,49,53
8:52,12,Arizona  Timeout,49,53
8:39,12,Chance Comanche missed Layup.,49,53
8:39,12,Keanu Pinder Offensive Rebound.,49,53
8:39,2934,Foul on Shon Briggs.,49,53
8:37,12,Lauri Markkanen missed Jumper.,49,53
8:37,2934,Taze Moore Defensive Rebound.,49,53
8:17,2934,Jaylin Airington missed Three Point Jumper.,49,53
8:17,12,Lauri Markkanen Defensive Rebound.,49,53
8:06,12,Lauri Markkanen missed Three Point Jumper.,49,53
8:06,12,Chance Comanche Offensive Rebound.,49,53
7:59,2934,Foul on Taze Moore.,49,53
7:59,12,Official TV Timeout,49,53
7:59,12,Chance Comanche made Free Throw.,49,54
7:59,12,Chance Comanche missed Free Throw.,49,54
7:59,2934,CSU Bakersfield Deadball Team Rebound.,49,54
7:59,2934,Taze Moore Turnover.,49,54
7:45,12,Lauri Markkanen made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,49,57
7:27,2934,Matt Smith made Layup.,51,57
7:09,2934,Foul on Matt Smith.,51,57
7:09,12,Kobi Simmons made Free Throw.,51,58
7:09,12,Kobi Simmons made Free Throw.,51,59
7:00,12,Foul on Lauri Markkanen.,51,59
7:00,2934,Justin Pride missed Free Throw.,51,59
7:00,12,Lauri Markkanen Defensive Rebound.,51,59
6:45,2934,Foul on Justin Pride.,51,59
6:39,2934,Foul on Justin Pride.,51,59
6:39,12,Parker Jackson-Cartwright missed Free Throw.,51,59
6:39,2934,Matt Smith Defensive Rebound.,51,59
6:12,2934,Jaylin Airington missed Jumper.,51,59
6:12,12,Keanu Pinder Block.,51,59
6:12,2934,CSU Bakersfield Offensive Rebound.,51,59
6:09,2934,Jaylin Airington made Three Point Jumper. Assisted by Taze Moore.,54,59
5:52,12,Lauri Markkanen made Layup.,54,61
5:52,2934,Foul on Matt Smith.,54,61
5:52,12,Lauri Markkanen made Free Throw.,54,62
5:35,2934,Damiyne Durham missed Three Point Jumper.,54,62
5:35,12,Arizona Defensive Rebound.,54,62
5:18,12,Lauri Markkanen made Jumper.,54,64
5:07,2934,Jaylin Airington Turnover.,54,64
4:52,12,Parker Jackson-Cartwright made Jumper.,54,66
4:40,2934,Foul on James Suber.,54,66
4:40,2934,James Suber Turnover.,54,66
4:32,2934,Foul on Brent Wrapp.,54,66
4:32,12,Dusan Ristic made Free Throw.,54,67
4:32,12,Dusan Ristic made Free Throw.,54,68
4:08,2934,Jaylin Airington missed Jumper.,54,68
4:08,2934,James Suber Offensive Rebound.,54,68
4:00,2934,Dedrick Basile made Three Point Jumper. Assisted by Jaylin Airington.,57,68
3:57,2934,CSU Bakersfield  Timeout,57,68
3:42,12,Kobi Simmons made Layup.,57,70
3:42,2934,Foul on James Suber.,57,70
3:42,12,Kobi Simmons made Free Throw.,57,71
3:29,2934,Dedrick Basile made Jumper. Assisted by Taze Moore.,59,71
3:06,12,Dusan Ristic missed Jumper.,59,71
3:06,12,Arizona Offensive Rebound.,59,71
2:53,12,Rawle Alkins Turnover.,59,71
2:53,2934,Brent Wrapp Steal.,59,71
2:49,2934,Jaylin Airington made Layup. Assisted by Brent Wrapp.,61,71
2:49,12,Lauri Markkanen Turnover.,61,71
2:49,2934,Dedrick Basile Steal.,61,71
2:31,2934,Jaylin Airington made Jumper.,63,71
2:09,12,Rawle Alkins missed Three Point Jumper.,63,71
2:09,2934,James Suber Defensive Rebound.,63,71
1:58,2934,Justin Pride Turnover.,63,71
1:32,12,Kobi Simmons missed Three Point Jumper.,63,71
1:32,2934,Jaylin Airington Defensive Rebound.,63,71
1:25,12,Foul on Kobi Simmons.,63,71
1:25,2934,Jaylin Airington missed Free Throw.,63,71
1:25,2934,CSU Bakersfield Deadball Team Rebound.,63,71
1:25,2934,Jaylin Airington made Free Throw.,64,71
1:06,2934,Foul on Jaylin Airington.,64,71
1:06,12,Lauri Markkanen made Free Throw.,64,72
1:06,12,Lauri Markkanen made Free Throw.,64,73
0:58,2934,Dedrick Basile missed Layup.,64,73
0:58,12,Keanu Pinder Block.,64,73
0:58,2934,Justin Pride Offensive Rebound.,64,73
0:51,2934,Jaylin Airington missed Three Point Jumper.,64,73
0:51,2934,CSU Bakersfield Offensive Rebound.,64,73
0:48,12,Foul on Keanu Pinder.,64,73
0:48,2934,Jaylin Airington made Free Throw.,65,73
0:48,2934,Jaylin Airington made Free Throw.,66,73
0:36,2934,Foul on Taze Moore.,66,73
0:36,12,Lauri Markkanen made Free Throw.,66,74
0:36,2934,CSU Bakersfield  Timeout,66,74
0:36,12,Lauri Markkanen made Free Throw.,66,75
0:29,2934,Jaylin Airington missed Layup.,66,75
0:29,12,Keanu Pinder Defensive Rebound.,66,75
0:28,2934,Foul on Brent Wrapp.,66,75
0:28,12,Keanu Pinder made Free Throw.,66,76
0:28,12,Keanu Pinder made Free Throw.,66,77
0:22,2934,Jaylin Airington missed Three Point Jumper.,66,77
0:22,12,Kobi Simmons Defensive Rebound.,66,77
0:18,12,Kobi Simmons missed Free Throw.,66,78
0:18,12,Kobi Simmons made Free Throw.,66,78
0:18,2934,Taze Moore Defensive Rebound.,66,78
0:11,2934,Justin Pride Turnover.,66,78
0:00,12,End of Game,66,78
