St. Edward's,Error,Incarnate Word,2916
14:43,2916,Jalin Hart Steal.,6,10
14:38,2916,Tyler Singleton made Dunk. Assisted by Jalin Hart.,6,12
14:20,2916,Foul on Simi Socks.,6,12
14:20,-1,James Taylor made Free Throw.,7,12
14:20,-1,James Taylor made Free Throw.,8,12
14:06,2916,Jorden Kite missed Three Point Jumper.,8,12
14:06,-1,Sean Watkins Defensive Rebound.,8,12
13:58,2916,Foul on Simi Socks.,8,12
13:43,-1,Ramir Burton made Layup.,10,12
13:36,-1,Foul on Sean Watkins.,10,12
13:30,2916,Sam Burmeister missed Three Point Jumper.,10,12
13:30,-1,John Gramlich Defensive Rebound.,10,12
13:20,-1,Alex Doche made Three Point Jumper. Assisted by John Gramlich.,13,12
12:55,2916,Sam Burmeister missed Layup.,13,12
12:55,-1,Cory McKendree Block.,13,12
12:55,2916,Incarnate Word Offensive Rebound.,13,12
12:55,-1,Foul on Alex Doche.,13,12
12:49,2916,Jalin Hart missed Layup.,13,12
12:49,2916,Devin Wyatt Offensive Rebound.,13,12
12:45,2916,Devin Wyatt missed Layup.,13,12
12:45,2916,Jalin Hart Offensive Rebound.,13,12
12:41,2916,Jorden Kite made Three Point Jumper. Assisted by Sam Burmeister.,13,15
12:29,-1,Mark Paterson Turnover.,13,15
12:29,2916,Jalin Hart Steal.,13,15
12:29,-1,Foul on Mark Paterson.,13,15
12:11,2916,Devin Wyatt Turnover.,13,15
12:09,-1,John Gramlich Steal.,13,15
12:06,2916,Foul on Sam Burmeister.,13,15
12:06,2916,Official TV Timeout,13,15
12:06,-1,Landon Goesling made Free Throw.,14,15
12:06,-1,Landon Goesling made Free Throw.,15,15
11:44,2916,Devin Wyatt Turnover.,15,15
11:44,-1,Landon Goesling Steal.,15,15
11:26,2916,Foul on Jalin Hart.,15,15
11:16,-1,Cory McKendree Turnover.,15,15
11:15,2916,Shawn Johnson Steal.,15,15
10:59,2916,Tyler Singleton missed Jumper.,15,15
10:59,-1,Cory McKendree Defensive Rebound.,15,15
10:44,2916,Foul on Myles Thornton.,15,15
10:44,-1,Alex Doche made Free Throw.,16,15
10:44,-1,Alex Doche made Free Throw.,17,15
10:32,2916,Jalin Hart made Three Point Jumper. Assisted by Tyler Singleton.,17,18
10:24,-1,Landon Goesling missed Jumper.,17,18
10:24,-1,Landon Goesling Offensive Rebound.,17,18
10:13,-1,Matthew Paterson missed Three Point Jumper.,17,18
10:13,2916,Myles Thornton Defensive Rebound.,17,18
10:03,2916,Myles Thornton made Three Point Jumper. Assisted by Jalin Hart.,17,21
9:55,-1,St. Edwards  Timeout,17,21
9:47,-1,Landon Goesling missed Layup.,17,21
9:47,2916,Jerred Kite Block.,17,21
9:45,-1,Landon Goesling Offensive Rebound.,17,21
9:42,-1,Cory McKendree made Layup. Assisted by Landon Goesling.,19,21
9:27,2916,Simi Socks Turnover.,19,21
9:14,-1,Cory McKendree made Jumper. Assisted by Alex Doche.,21,21
8:55,2916,Foul on Tyler Singleton.,21,21
8:55,2916,Tyler Singleton Turnover.,21,21
8:40,-1,Mark Paterson made Jumper.,23,21
8:19,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,23,23
8:08,-1,Mark Paterson made Jumper.,25,23
8:08,2916,Foul on Simi Socks.,25,23
8:08,-1,Mark Paterson made Free Throw.,26,23
7:47,2916,Shawn Johnson missed Jumper.,26,23
7:47,-1,Alex Doche Defensive Rebound.,26,23
7:40,-1,Matthew Paterson missed Three Point Jumper.,26,23
7:40,2916,Jalin Hart Defensive Rebound.,26,23
7:33,2916,Shawn Johnson made Layup. Assisted by Jalin Hart.,26,25
7:10,2916,Official TV Timeout,26,25
7:06,2916,Foul on Tyler Singleton.,26,25
7:06,-1,Landon Goesling made Free Throw.,27,25
7:06,-1,Landon Goesling made Free Throw.,28,25
6:56,2916,Jalin Hart made Jumper.,28,27
6:36,-1,Lucas Doria made Layup. Assisted by Matthew Paterson.,30,27
6:17,2916,Jalin Hart missed Three Point Jumper.,30,27
6:17,-1,St. Edwards Defensive Rebound.,30,27
6:12,2916,Foul on Shawn Johnson.,30,27
6:12,-1,Landon Goesling made Free Throw.,31,27
6:12,-1,Landon Goesling made Free Throw.,32,27
6:03,2916,Tyler Singleton missed Jumper.,32,27
6:03,-1,Lucas Doria Defensive Rebound.,32,27
5:52,2916,Foul on Devin Wyatt.,32,27
5:52,-1,Ramir Burton made Free Throw.,33,27
5:52,-1,Ramir Burton made Free Throw.,34,27
5:40,2916,Jalin Hart made Three Point Jumper. Assisted by Jorden Kite.,34,30
5:24,-1,Ramir Burton missed Layup.,34,30
5:24,2916,Tyler Singleton Defensive Rebound.,34,30
5:16,2916,Jalin Hart made Layup. Assisted by Tyler Singleton.,34,32
4:53,-1,Lucas Doria made Layup. Assisted by Sean Watkins.,36,32
4:40,2916,Tyler Singleton missed Jumper.,36,32
4:40,-1,Ramir Burton Defensive Rebound.,36,32
4:14,-1,Sean Watkins missed Three Point Jumper.,36,32
4:14,2916,Tyler Singleton Defensive Rebound.,36,32
4:06,2916,Shawn Johnson made Dunk. Assisted by Tyler Singleton.,36,34
3:45,-1,Foul on Ramir Burton.,36,34
3:45,-1,Ramir Burton Turnover.,36,34
3:45,2916,Official TV Timeout,36,34
3:34,2916,Sam Burmeister missed Layup.,36,34
3:34,-1,James Taylor Block.,36,34
3:33,2916,Incarnate Word Offensive Rebound.,36,34
3:24,2916,Jalin Hart missed Three Point Jumper.,36,34
3:24,-1,James Taylor Defensive Rebound.,36,34
3:02,-1,Ramir Burton missed Jumper.,36,34
3:02,-1,Lucas Doria Offensive Rebound.,36,34
2:54,-1,James Taylor made Three Point Jumper. Assisted by Lucas Doria.,39,34
2:40,2916,Sam Burmeister missed Three Point Jumper.,39,34
2:40,-1,Sean Watkins Defensive Rebound.,39,34
2:32,-1,James Taylor missed Three Point Jumper.,39,34
2:32,2916,Sam Burmeister Defensive Rebound.,39,34
2:09,2916,Jorden Kite missed Three Point Jumper.,39,34
2:09,-1,Sean Watkins Defensive Rebound.,39,34
1:55,-1,John Gramlich missed Three Point Jumper.,39,34
1:55,2916,Incarnate Word Offensive Rebound.,39,34
1:35,2916,Jalin Hart made Three Point Jumper. Assisted by Sam Burmeister.,39,37
1:17,2916,Foul on Jorden Kite.,39,37
1:17,-1,Ramir Burton made Free Throw.,40,37
1:17,-1,Ramir Burton missed Free Throw.,40,37
1:04,-1,Ramir Burton missed Free Throw.,40,37
1:04,-1,St. Edwards Offensive Rebound.,40,37
0:43,-1,Cory McKendree missed Layup.,40,37
0:43,-1,Cory McKendree Offensive Rebound.,40,37
0:38,-1,Lyndon Cook missed Layup.,40,37
0:38,-1,Lyndon Cook Offensive Rebound.,40,37
0:38,-1,Lyndon Cook missed Layup.,40,37
0:38,-1,Lyndon Cook Offensive Rebound.,40,37
0:38,-1,Foul on Lyndon Cook.,40,37
0:38,2916,Devin Wyatt missed Free Throw.,40,37
0:38,-1,Lyndon Cook Defensive Rebound.,40,37
0:34,-1,Sean Watkins missed Layup.,40,37
0:34,2916,Shawn Johnson Defensive Rebound.,40,37
0:28,-1,Foul on Cory McKendree.,40,37
0:28,2916,Jorden Kite made Free Throw.,40,38
0:28,2916,Jorden Kite made Free Throw.,40,39
0:28,2916,Jorden Kite made Free Throw.,40,40
0:26,2916,Incarnate Word  Timeout,40,40
0:11,2916,Foul on Devin Wyatt.,40,40
0:11,-1,Ramir Burton made Free Throw.,41,40
0:11,-1,Ramir Burton made Free Throw.,42,40
0:08,2916,Jalin Hart made Layup.,42,42
0:00,2916,End of 1st half,42,42
19:37,-1,James Taylor made Layup.,44,42
19:22,2916,Simi Socks missed Jumper.,44,42
19:22,-1,Ethan Gilbert Defensive Rebound.,44,42
19:02,-1,James Taylor made Three Point Jumper. Assisted by Sean Watkins.,47,42
18:39,2916,Jalin Hart missed Three Point Jumper.,47,42
18:39,2916,Devin Wyatt Offensive Rebound.,47,42
18:34,2916,Devin Wyatt made Layup.,47,44
18:24,-1,James Taylor missed Jumper.,47,44
18:24,2916,Devin Wyatt Defensive Rebound.,47,44
18:16,-1,Foul on Sean Watkins.,47,44
18:16,2916,Jalin Hart missed Free Throw.,47,44
18:16,2916,Incarnate Word Deadball Team Rebound.,47,44
18:16,2916,Jalin Hart missed Free Throw.,47,44
18:16,-1,James Taylor Defensive Rebound.,47,44
18:02,-1,John Gramlich missed Three Point Jumper.,47,44
18:02,2916,Shawn Johnson Defensive Rebound.,47,44
17:46,2916,Shawn Johnson made Three Point Jumper. Assisted by Devin Wyatt.,47,47
17:30,-1,John Gramlich missed Layup.,47,47
17:30,2916,Devin Wyatt Defensive Rebound.,47,47
17:22,2916,Shawn Johnson made Layup.,47,49
17:07,-1,Ramir Burton made Layup.,49,49
16:58,2916,Jalin Hart missed Layup.,49,49
16:58,-1,James Taylor Defensive Rebound.,49,49
16:42,-1,James Taylor missed Three Point Jumper.,49,49
16:42,2916,Devin Wyatt Defensive Rebound.,49,49
16:36,2916,Shawn Johnson missed Three Point Jumper.,49,49
16:36,-1,James Taylor Defensive Rebound.,49,49
16:16,-1,Sean Watkins missed Three Point Jumper.,49,49
16:16,2916,Devin Wyatt Defensive Rebound.,49,49
15:59,2916,Simi Socks made Three Point Jumper. Assisted by Jalin Hart.,49,52
15:35,2916,Foul on Simi Socks.,49,52
15:35,2916,Official TV Timeout,49,52
15:32,-1,Ramir Burton made Free Throw.,50,52
15:32,-1,Ramir Burton made Free Throw.,51,52
15:06,2916,Jerred Kite missed Jumper.,51,52
15:06,-1,John Gramlich Defensive Rebound.,51,52
14:57,-1,Ramir Burton missed Three Point Jumper.,51,52
14:57,-1,Ethan Gilbert Offensive Rebound.,51,52
14:37,-1,John Gramlich made Three Point Jumper. Assisted by Ethan Gilbert.,54,52
14:05,2916,Shawn Johnson missed Three Point Jumper.,54,52
14:05,-1,Sean Watkins Defensive Rebound.,54,52
13:56,-1,Ramir Burton made Layup.,56,52
13:46,2916,Jalin Hart made Layup.,56,54
13:30,-1,Ethan Gilbert missed Jumper.,56,54
13:30,2916,Shawn Johnson Defensive Rebound.,56,54
13:21,2916,Jalin Hart made Layup.,56,56
12:59,-1,John Gramlich missed Layup.,56,56
12:59,2916,Jerred Kite Defensive Rebound.,56,56
12:50,2916,Shawn Johnson made Dunk.,56,58
12:50,-1,Foul on Ethan Gilbert.,56,58
12:50,2916,Shawn Johnson made Free Throw.,56,59
12:35,-1,John Gramlich missed Jumper.,56,59
12:35,-1,Ethan Gilbert Offensive Rebound.,56,59
12:20,-1,Landon Goesling missed Jumper.,56,59
12:20,2916,Shawn Johnson Defensive Rebound.,56,59
12:02,2916,Sam Burmeister made Layup.,56,61
11:54,-1,John Gramlich missed Three Point Jumper.,56,61
11:54,2916,Shawn Johnson Defensive Rebound.,56,61
11:40,2916,Sam Burmeister missed Jumper.,56,61
11:40,2916,Devin Wyatt Offensive Rebound.,56,61
11:35,2916,Devin Wyatt missed Layup.,56,61
11:35,-1,Cory McKendree Defensive Rebound.,56,61
11:24,-1,Cory McKendree made Layup. Assisted by Ethan Gilbert.,58,61
11:16,2916,Tyler Singleton made Layup.,58,63
11:16,-1,Foul on Mark Paterson.,58,63
11:16,2916,Official TV Timeout,58,63
11:16,2916,Tyler Singleton missed Free Throw.,58,63
11:16,-1,Landon Goesling Defensive Rebound.,58,63
10:52,-1,Ramir Burton made Jumper.,60,63
10:34,2916,Phillip Johnson missed Layup.,60,63
10:34,2916,Phillip Johnson Offensive Rebound.,60,63
10:31,2916,Phillip Johnson Turnover.,60,63
10:23,-1,Landon Goesling made Three Point Jumper. Assisted by Ramir Burton.,63,63
10:15,-1,Foul on Mark Paterson.,63,63
10:15,2916,Tyler Singleton made Free Throw.,63,64
10:15,2916,Tyler Singleton made Free Throw.,63,65
9:56,-1,Alex Doche missed Three Point Jumper.,63,65
9:56,-1,Cory McKendree Offensive Rebound.,63,65
9:54,-1,Cory McKendree made Layup.,65,65
9:54,2916,Foul on Devin Wyatt.,65,65
9:54,-1,Cory McKendree made Free Throw.,66,65
9:51,2916,Tyler Singleton made Three Point Jumper. Assisted by Jalin Hart.,66,68
9:26,-1,Matthew Paterson missed Jumper.,66,68
9:26,2916,Incarnate Word Offensive Rebound.,66,68
9:20,2916,Jorden Kite made Jumper.,66,70
9:04,2916,Foul on Shawn Johnson.,66,70
8:28,-1,Landon Goesling Turnover.,66,70
8:26,2916,Jalin Hart Steal.,66,70
8:23,2916,Jalin Hart made Layup.,66,72
8:05,-1,Landon Goesling made Three Point Jumper. Assisted by Matthew Paterson.,69,72
7:55,-1,Foul on Cory McKendree.,69,72
7:55,2916,Official TV Timeout,69,72
7:55,2916,Jalin Hart made Free Throw.,69,73
7:55,2916,Jalin Hart made Free Throw.,69,74
7:26,-1,Alex Doche made Three Point Jumper. Assisted by Mark Paterson.,72,74
7:04,2916,Simi Socks missed Three Point Jumper.,72,74
7:04,-1,Landon Goesling Defensive Rebound.,72,74
6:40,-1,Matthew Paterson Turnover.,72,74
6:38,2916,Jorden Kite Steal.,72,74
6:34,2916,Sam Burmeister missed Layup.,72,74
6:34,-1,St. Edwards Defensive Rebound.,72,74
6:22,2916,Foul on Tyler Singleton.,72,74
6:22,-1,Ramir Burton made Free Throw.,73,74
6:22,-1,Ramir Burton missed Free Throw.,73,74
6:22,2916,Shawn Johnson Defensive Rebound.,73,74
6:17,2916,Jalin Hart made Layup. Assisted by Sam Burmeister.,73,76
6:05,-1,James Taylor made Layup.,75,76
5:58,-1,Foul on Sean Watkins.,75,76
5:58,2916,Simi Socks made Layup. Assisted by Jalin Hart.,75,78
5:58,-1,Foul on James Taylor.,75,78
5:58,2916,Simi Socks missed Free Throw.,75,78
5:58,-1,James Taylor Defensive Rebound.,75,78
5:48,-1,James Taylor missed Jumper.,75,78
5:48,2916,Shawn Johnson Defensive Rebound.,75,78
5:30,2916,Foul on Sam Burmeister.,75,78
5:30,2916,Sam Burmeister Turnover.,75,78
5:04,-1,James Taylor Turnover.,75,78
5:04,-1,St. Edwards  Timeout,75,78
4:46,2916,Jalin Hart missed Three Point Jumper.,75,78
4:46,2916,Shawn Johnson Offensive Rebound.,75,78
4:14,2916,Simi Socks missed Jumper.,75,78
4:14,-1,Sean Watkins Defensive Rebound.,75,78
3:45,-1,James Taylor missed Jumper.,75,78
3:45,2916,Simi Socks Defensive Rebound.,75,78
3:33,2916,Simi Socks made Layup. Assisted by Jalin Hart.,75,80
3:33,-1,Foul on James Taylor.,75,80
3:33,2916,Official TV Timeout,75,80
3:33,2916,Simi Socks made Free Throw.,75,81
3:19,-1,Ramir Burton made Layup.,77,81
3:19,2916,Foul on Simi Socks.,77,81
3:19,-1,Ramir Burton made Free Throw.,78,81
3:11,2916,Tyler Singleton made Layup. Assisted by Jalin Hart.,78,83
2:59,-1,Ramir Burton made Layup.,80,83
2:40,2916,Jalin Hart made Layup.,80,85
2:19,2916,Foul on Sam Burmeister.,80,85
2:19,-1,Sean Watkins made Free Throw.,81,85
2:19,-1,Sean Watkins missed Free Throw.,81,85
2:19,2916,Shawn Johnson Defensive Rebound.,81,85
2:09,2916,Sam Burmeister missed Layup.,81,85
2:09,2916,Devin Wyatt Offensive Rebound.,81,85
2:05,2916,Devin Wyatt made Dunk.,81,87
2:05,2916,Incarnate Word  Timeout,81,87
1:52,-1,John Gramlich made Three Point Jumper. Assisted by Sean Watkins.,84,87
1:27,2916,Tyler Singleton made Jumper.,84,89
1:19,-1,John Gramlich missed Three Point Jumper.,84,89
1:19,-1,Sean Watkins Offensive Rebound.,84,89
1:15,-1,St. Edwards  Timeout,84,89
1:08,-1,Ethan Gilbert made Three Point Jumper. Assisted by Ramir Burton.,87,89
0:41,2916,Shawn Johnson made Free Throw.,87,90
0:33,-1,John Gramlich missed Jumper.,87,90
0:33,2916,Shawn Johnson Defensive Rebound.,87,90
0:30,2916,Shawn Johnson made Free Throw.,87,92
0:30,2916,Shawn Johnson made Free Throw.,87,91
0:30,-1,Foul on Sean Watkins.,87,91
0:23,-1,Foul on James Taylor.,87,92
0:23,2916,Shawn Johnson missed Free Throw.,87,92
0:23,2916,Incarnate Word Deadball Team Rebound.,87,92
0:20,-1,Sean Watkins made Three Point Jumper. Assisted by James Taylor.,90,92
0:16,-1,St. Edwards  Timeout,90,92
0:10,-1,Foul on Cory McKendree.,90,92
0:10,2916,Jalin Hart made Free Throw.,90,93
0:10,2916,Jalin Hart missed Free Throw.,90,93
0:10,-1,Ethan Gilbert Defensive Rebound.,90,93
0:00,2916,End of 2nd half,90,93
0:00,2916,End of Game,90,93
