Wright State,93,Murray State,2750
14:23,2750,Foul on Mike La Tulip.,5,7
14:23,93,Damarcus Croaker made Free Throw.,5,8
14:23,93,Damarcus Croaker made Free Throw.,5,9
14:14,2750,Grant Benzinger made Three Point Jumper. Assisted by Ryan Custer.,8,9
14:01,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,8,12
13:38,2750,Mark Alstork made Jumper. Assisted by Ryan Custer.,10,12
13:29,93,Bryce Jones made Jumper.,10,14
13:10,2750,Mark Alstork Turnover.,10,14
12:57,2750,Foul on Justin Mitchell.,10,14
12:57,93,Jonathan Stark made Free Throw.,10,15
12:57,93,Jonathan Stark made Free Throw.,10,16
12:40,2750,Mark Hughes Turnover.,10,16
12:39,93,Jalen Dupree Steal.,10,16
12:36,93,Bryce Jones Turnover.,10,16
12:34,2750,Grant Benzinger Steal.,10,16
12:08,2750,Mike La Tulip made Three Point Jumper. Assisted by Parker Ernsthausen.,13,16
11:42,93,Jonathan Stark missed Jumper.,13,16
11:42,2750,Justin Mitchell Defensive Rebound.,13,16
11:40,93,Foul on Jonathan Stark.,13,16
11:40,93,Official TV Timeout,13,16
11:26,2750,Mark Alstork made Jumper. Assisted by Parker Ernsthausen.,15,16
10:48,93,Jalen Dupree missed Layup.,15,16
10:48,2750,Steven Davis Block.,15,16
10:48,93,Murray St Offensive Rebound.,15,16
10:48,93,Murray St  Turnover.,15,16
10:23,93,Foul on Damarcus Croaker.,15,16
10:13,2750,Grant Benzinger missed Jumper.,15,16
10:13,93,Jalen Dupree Defensive Rebound.,15,16
9:57,2750,Foul on Steven Davis.,15,16
9:28,93,Jerami Grace missed Three Point Jumper.,15,16
9:28,2750,Mark Hughes Defensive Rebound.,15,16
9:12,2750,Mark Alstork made Three Point Jumper.,18,16
8:55,93,Jonathan Stark missed Three Point Jumper.,18,16
8:55,2750,Mark Alstork Defensive Rebound.,18,16
8:45,2750,Grant Benzinger missed Three Point Jumper.,18,16
8:45,2750,Parker Ernsthausen Offensive Rebound.,18,16
8:35,2750,Steven Davis missed Three Point Jumper.,18,16
8:35,93,Jalen Dupree Defensive Rebound.,18,16
8:22,93,Jalen Dupree missed Jumper.,18,16
8:22,2750,Mark Hughes Defensive Rebound.,18,16
7:58,93,Foul on Jerami Grace.,18,16
7:58,93,Official TV Timeout,18,16
7:56,93,Foul on Jonathan Stark.,18,16
7:50,2750,Steven Davis missed Three Point Jumper.,18,16
7:50,93,Terrell Miller Jr. Defensive Rebound.,18,16
7:40,2750,Foul on Ryan Custer.,18,16
7:34,93,Terrell Miller Jr. made Layup. Assisted by Jerami Grace.,18,18
7:19,2750,Mark Hughes missed Three Point Jumper.,18,18
7:19,93,Murray St Defensive Rebound.,18,18
7:02,93,Jerami Grace made Jumper.,18,20
6:50,2750,Mike La Tulip missed Three Point Jumper.,18,20
6:50,93,Jerami Grace Defensive Rebound.,18,20
6:44,93,Jerami Grace missed Three Point Jumper.,18,20
6:44,93,Damarcus Croaker Offensive Rebound.,18,20
6:20,93,Damarcus Croaker missed Jumper.,18,20
6:20,2750,Steven Davis Defensive Rebound.,18,20
6:08,2750,Steven Davis made Three Point Jumper. Assisted by Justin Mitchell.,21,20
5:35,93,Bryce Jones Turnover.,21,20
5:11,2750,Parker Ernsthausen missed Layup.,21,20
5:11,93,Damarcus Croaker Defensive Rebound.,21,20
5:04,2750,Foul on Parker Ernsthausen.,21,20
5:04,93,Bryce Jones made Free Throw.,21,21
5:04,93,Bryce Jones made Free Throw.,21,22
4:57,2750,Mark Alstork Turnover.,21,22
4:56,93,Bryce Jones Steal.,21,22
4:52,93,Damarcus Croaker missed Layup.,21,22
4:52,93,Bryce Jones Offensive Rebound.,21,22
4:47,93,Bryce Jones made Two Point Tip Shot.,21,24
4:31,2750,Grant Benzinger Turnover.,21,24
4:30,93,Damarcus Croaker Steal.,21,24
4:23,93,Bryce Jones Turnover.,21,24
4:21,2750,Mark Alstork Steal.,21,24
4:18,2750,Mark Alstork made Layup.,23,24
3:50,93,Bryce Jones missed Jumper.,23,24
3:50,2750,Mark Hughes Defensive Rebound.,23,24
3:42,2750,Justin Mitchell missed Layup.,23,24
3:42,2750,Steven Davis Offensive Rebound.,23,24
3:39,2750,Steven Davis made Layup.,25,24
3:39,2750,Wright St  Timeout,25,24
3:38,93,Terrell Miller Jr. made Layup. Assisted by Gee McGhee.,25,26
3:33,2750,Foul on Steven Davis.,25,26
3:33,93,Terrell Miller Jr. missed Free Throw.,25,26
3:33,2750,Mark Alstork Defensive Rebound.,25,26
3:02,2750,Mark Alstork made Jumper.,27,26
2:59,93,Terrell Miller Jr. missed Three Point Jumper.,27,26
2:59,2750,Mark Alstork Defensive Rebound.,27,26
2:41,2750,Mark Alstork missed Three Point Jumper.,27,26
2:41,93,Jonathan Stark Defensive Rebound.,27,26
2:33,93,Damarcus Croaker missed Layup.,27,26
2:33,93,Terrell Miller Jr. Offensive Rebound.,27,26
2:24,93,Jonathan Stark made Jumper.,27,28
2:06,2750,Ryan Custer missed Three Point Jumper.,27,28
2:06,93,Jonathan Stark Defensive Rebound.,27,28
2:00,2750,Foul on Justin Mitchell.,27,28
2:00,93,Jonathan Stark made Free Throw.,27,29
2:00,93,Jonathan Stark made Free Throw.,27,30
1:48,2750,Mike La Tulip Turnover.,27,30
1:47,93,Jonathan Stark Steal.,27,30
1:43,93,Brion Sanchious made Layup. Assisted by Jonathan Stark.,27,32
1:00,2750,Mark Hughes missed Three Point Jumper.,27,32
1:00,93,Terrell Miller Jr. Defensive Rebound.,27,32
0:58,93,Jonathan Stark missed Three Point Jumper.,27,32
0:58,2750,Wright St Defensive Rebound.,27,32
0:58,2750,Wright St  Timeout,27,32
0:57,93,Foul on Gee McGhee.,27,32
0:57,2750,Grant Benzinger missed Free Throw.,27,32
0:57,93,Brion Sanchious Defensive Rebound.,27,32
0:43,2750,Foul on Ryan Custer.,27,32
0:43,93,Terrell Miller Jr. made Free Throw.,27,33
0:43,93,Terrell Miller Jr. made Free Throw.,27,34
0:36,2750,Mike La Tulip Turnover.,27,34
0:34,93,Damarcus Croaker Steal.,27,34
0:33,93,Damarcus Croaker made Dunk.,27,36
0:06,2750,Mark Alstork made Three Point Jumper.,30,36
0:00,93,End of 1st half,30,36
19:57,2750,Steven Davis Turnover.,30,36
19:56,93,Terrell Miller Jr. Steal.,30,36
19:39,93,Damarcus Croaker Turnover.,30,36
19:38,2750,Justin Mitchell Steal.,30,36
19:36,2750,Justin Mitchell missed Layup.,30,36
19:36,93,Brion Sanchious Defensive Rebound.,30,36
19:34,2750,Foul on Parker Ernsthausen.,30,36
18:57,93,Damarcus Croaker missed Jumper.,30,36
18:57,2750,Steven Davis Defensive Rebound.,30,36
18:44,2750,Steven Davis missed Three Point Jumper.,30,36
18:44,2750,Ryan Custer Offensive Rebound.,30,36
18:40,2750,Ryan Custer made Two Point Tip Shot.,32,36
18:15,93,Terrell Miller Jr. Turnover.,32,36
18:14,93,Foul on Terrell Miller Jr..,32,36
17:57,2750,Justin Mitchell made Layup.,34,36
17:44,93,Bryce Jones Turnover.,34,36
17:38,2750,Mark Alstork made Three Point Jumper. Assisted by Justin Mitchell.,37,36
17:19,2750,Foul on Ryan Custer.,37,36
17:14,93,Bryce Jones Turnover.,37,36
17:14,93,Foul on Bryce Jones.,37,36
17:02,2750,Mark Alstork missed Three Point Jumper.,37,36
17:02,2750,Justin Mitchell Offensive Rebound.,37,36
16:58,2750,Justin Mitchell made Layup.,39,36
16:51,93,Murray St  Timeout,39,36
16:42,2750,Foul on Mark Alstork.,39,36
16:42,93,Terrell Miller Jr. missed Free Throw.,39,36
16:42,93,Murray St Deadball Team Rebound.,39,36
16:42,93,Terrell Miller Jr. made Free Throw.,39,37
16:35,2750,Justin Mitchell made Layup.,41,37
16:18,2750,Foul on Mark Alstork.,41,37
16:14,2750,Foul on Steven Davis.,41,37
16:02,93,Damarcus Croaker missed Layup.,41,37
16:02,2750,Grant Benzinger Block.,41,37
16:02,2750,Ryan Custer Defensive Rebound.,41,37
15:46,2750,Parker Ernsthausen made Layup. Assisted by Justin Mitchell.,43,37
15:35,93,Terrell Miller Jr. missed Jumper.,43,37
15:35,2750,Justin Mitchell Defensive Rebound.,43,37
15:30,2750,Justin Mitchell Turnover.,43,37
15:29,93,Damarcus Croaker Steal.,43,37
15:24,93,Damarcus Croaker missed Jumper.,43,37
15:24,2750,Grant Benzinger Defensive Rebound.,43,37
15:04,2750,Grant Benzinger missed Three Point Jumper.,43,37
15:04,93,Terrell Miller Jr. Defensive Rebound.,43,37
14:41,93,Terrell Miller Jr. missed Three Point Jumper.,43,37
14:41,93,Bryce Jones Offensive Rebound.,43,37
14:32,93,Official TV Timeout,43,37
14:32,2750,Foul on Ryan Custer.,43,37
14:29,93,Jonathan Stark made Jumper.,43,39
14:29,93,Foul on Brion Sanchious.,43,39
14:12,2750,Mike La Tulip made Three Point Jumper. Assisted by Parker Ernsthausen.,46,39
13:49,93,Terrell Miller Jr. Turnover.,46,39
13:49,93,Foul on Terrell Miller Jr..,46,39
13:37,2750,Grant Benzinger missed Three Point Jumper.,46,39
13:37,93,Brion Sanchious Defensive Rebound.,46,39
13:28,93,Jonathan Stark made Jumper.,46,41
13:01,93,Foul on Jerami Grace.,48,41
13:01,2750,Mark Alstork made Jumper.,48,41
13:01,2750,Mark Alstork made Free Throw.,49,41
12:54,93,Damarcus Croaker made Jumper. Assisted by Jonathan Stark.,49,43
12:27,2750,Mark Alstork missed Jumper.,49,43
12:27,2750,Mark Alstork Offensive Rebound.,49,43
12:11,2750,Steven Davis made Dunk.,51,43
11:57,93,Jerami Grace missed Three Point Jumper.,51,43
11:57,93,Gee McGhee Offensive Rebound.,51,43
11:52,93,Official TV Timeout,51,43
11:40,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,51,46
11:25,2750,Steven Davis Turnover.,51,46
11:00,93,Jonathan Stark missed Three Point Jumper.,51,46
11:00,2750,Mike La Tulip Defensive Rebound.,51,46
10:40,2750,Mark Alstork missed Jumper.,51,46
10:40,93,Jerami Grace Defensive Rebound.,51,46
10:33,2750,Foul on Mike La Tulip.,51,46
10:33,93,Jonathan Stark made Free Throw.,51,47
10:33,93,Jonathan Stark made Free Throw.,51,48
10:13,93,Foul on Gee McGhee.,51,48
10:04,93,Foul on Terrell Miller Jr..,51,48
10:04,2750,Mark Alstork made Free Throw.,52,48
10:04,2750,Mark Alstork missed Free Throw.,52,48
10:04,93,Brion Sanchious Defensive Rebound.,52,48
9:57,2750,Foul on Justin Mitchell.,52,48
9:57,93,Jonathan Stark missed Free Throw.,52,48
9:57,93,Murray St Deadball Team Rebound.,52,48
9:57,93,Jonathan Stark made Free Throw.,52,49
9:45,2750,Mark Hughes missed Three Point Jumper.,52,49
9:45,2750,Justin Mitchell Offensive Rebound.,52,49
9:44,2750,Parker Ernsthausen made Free Throw.,53,49
9:44,93,Foul on Jerami Grace.,52,49
9:44,2750,Parker Ernsthausen made Free Throw.,54,49
9:06,93,Gee McGhee missed Three Point Jumper.,54,49
9:06,2750,Justin Mitchell Defensive Rebound.,54,49
9:02,2750,Justin Mitchell missed Layup.,54,49
9:02,93,Damarcus Croaker Block.,54,49
9:02,93,Gee McGhee Defensive Rebound.,54,49
9:01,2750,Foul on Mark Hughes.,54,49
9:01,93,Brion Sanchious missed Free Throw.,54,49
9:01,93,Gee McGhee Offensive Rebound.,54,49
9:01,93,Jonathan Stark missed Jumper.,54,49
9:01,2750,Ryan Custer Defensive Rebound.,54,49
9:01,2750,Steven Davis Turnover.,54,49
9:01,93,Brion Sanchious Steal.,54,49
9:01,93,Jalen Dupree missed Layup.,54,49
9:01,2750,Steven Davis Block.,54,49
9:01,93,Brion Sanchious Offensive Rebound.,54,49
8:04,93,Damarcus Croaker made Jumper. Assisted by Jonathan Stark.,54,51
7:45,2750,Steven Davis missed Three Point Jumper.,54,51
7:45,93,Jonathan Stark Defensive Rebound.,54,51
7:41,93,Jonathan Stark missed Layup.,54,51
7:41,2750,Ryan Custer Defensive Rebound.,54,51
7:31,2750,Justin Mitchell made Jumper.,56,51
7:29,93,Official TV Timeout,56,51
7:19,2750,Foul on Justin Mitchell.,56,51
7:19,93,Jonathan Stark made Free Throw.,56,52
7:19,93,Jonathan Stark missed Free Throw.,56,52
7:19,2750,Mark Alstork Defensive Rebound.,56,52
6:53,2750,Mark Alstork made Three Point Jumper. Assisted by Mark Hughes.,59,52
6:29,93,Jonathan Stark made Three Point Jumper. Assisted by Brion Sanchious.,59,55
6:18,2750,Mark Alstork missed Jumper.,59,55
6:18,93,Terrell Miller Jr. Defensive Rebound.,59,55
6:11,93,Terrell Miller Jr. made Three Point Jumper. Assisted by Jonathan Stark.,59,58
5:57,93,Foul on Gee McGhee.,59,58
5:57,2750,Steven Davis made Free Throw.,60,58
5:57,2750,Steven Davis made Free Throw.,61,58
5:26,93,Terrell Miller Jr. missed Three Point Jumper.,61,58
5:26,2750,Parker Ernsthausen Defensive Rebound.,61,58
5:25,93,Foul on Damarcus Croaker.,61,58
5:25,2750,Parker Ernsthausen made Free Throw.,62,58
5:25,2750,Parker Ernsthausen made Free Throw.,63,58
5:12,93,Jonathan Stark missed Three Point Jumper.,63,58
5:12,93,Terrell Miller Jr. Offensive Rebound.,63,58
5:09,2750,Foul on Parker Ernsthausen.,63,58
5:09,93,Terrell Miller Jr. made Free Throw.,63,59
5:09,93,Terrell Miller Jr. made Free Throw.,63,60
4:51,2750,Mark Alstork missed Three Point Jumper.,63,60
4:51,93,Terrell Miller Jr. Defensive Rebound.,63,60
4:42,93,Terrell Miller Jr. Turnover.,63,60
4:29,2750,Grant Benzinger made Three Point Jumper. Assisted by Justin Mitchell.,66,60
4:16,93,Jonathan Stark missed Jumper.,66,60
4:16,2750,Grant Benzinger Defensive Rebound.,66,60
3:53,2750,Steven Davis made Jumper. Assisted by Grant Benzinger.,68,60
3:33,93,Jonathan Stark missed Three Point Jumper.,68,60
3:33,2750,Justin Mitchell Defensive Rebound.,68,60
3:14,2750,Steven Davis missed Three Point Jumper.,68,60
3:14,93,Terrell Miller Jr. Defensive Rebound.,68,60
3:01,93,Terrell Miller Jr. missed Three Point Jumper.,68,60
3:01,2750,Steven Davis Defensive Rebound.,68,60
3:00,93,Official TV Timeout,68,60
2:55,2750,Steven Davis made Three Point Jumper. Assisted by Justin Mitchell.,71,60
2:45,93,Jerami Grace missed Three Point Jumper.,71,60
2:45,2750,Steven Davis Defensive Rebound.,71,60
2:39,93,Foul on Gee McGhee.,71,60
2:39,2750,Steven Davis missed Free Throw.,71,60
2:39,2750,Wright St Deadball Team Rebound.,71,60
2:39,2750,Steven Davis missed Free Throw.,71,60
2:39,93,Damarcus Croaker Defensive Rebound.,71,60
2:30,93,Jerami Grace missed Three Point Jumper.,71,60
2:30,2750,Parker Ernsthausen Defensive Rebound.,71,60
2:21,93,Foul on Terrell Miller Jr..,71,60
2:21,2750,Parker Ernsthausen made Free Throw.,72,60
2:21,2750,Parker Ernsthausen made Free Throw.,73,60
2:21,93,Brion Sanchious made Layup. Assisted by Jonathan Stark.,73,62
1:38,93,Foul on Bryce Jones.,73,62
1:38,2750,Steven Davis made Free Throw.,74,62
1:38,2750,Steven Davis made Free Throw.,75,62
1:19,93,Jonathan Stark Turnover.,75,62
1:17,2750,Justin Mitchell Steal.,75,62
1:13,93,Foul on Gee McGhee.,75,62
1:13,2750,Steven Davis made Free Throw.,76,62
1:13,2750,Steven Davis made Free Throw.,77,62
1:00,93,Jonathan Stark missed Three Point Jumper.,77,62
1:00,2750,Mark Alstork Defensive Rebound.,77,62
0:42,2750,Mark Alstork Turnover.,77,62
0:34,93,Bryce Jones missed Layup.,77,62
0:34,2750,Ryan Custer Defensive Rebound.,77,62
0:03,2750,Wright St  Turnover.,77,62
0:00,93,End of 2nd half,77,62
0:00,93,End of Game,77,62
