Indiana State,66,Iowa State,282
6:23,282,Laquarious Paige Turnover.,31,24
6:23,66,Darrell Bowie Steal.,31,24
6:04,66,Darrell Bowie Turnover.,31,24
6:04,282,Everett Clemons Steal.,31,24
6:00,282,Laquarious Paige made Layup.,33,24
5:53,66,Deonte Burton missed Jumper.,33,24
5:53,282,Niels Bunschoten Block.,33,24
5:53,66,Iowa State Offensive Rebound.,33,24
5:45,66,Monte Morris made Three Point Jumper.,33,27
5:17,282,Donovan Franklin missed Three Point Jumper.,33,27
5:17,66,Monte Morris Defensive Rebound.,33,27
5:07,66,Matt Thomas missed Jumper.,33,27
5:07,282,Laquarious Paige Block.,33,27
5:07,66,Matt Thomas Offensive Rebound.,33,27
5:03,282,Foul on Everett Clemons.,33,27
5:03,66,Matt Thomas made Free Throw.,33,28
5:03,66,Matt Thomas made Free Throw.,33,29
4:44,282,Brenton Scott missed Jumper.,33,29
4:44,66,Matt Thomas Defensive Rebound.,33,29
4:34,66,Matt Thomas made Three Point Jumper.,33,32
4:34,282,Indiana St  Timeout,33,32
4:14,282,T.J. Bell Turnover.,33,32
4:14,66,Nick Weiler-Babb Steal.,33,32
4:06,282,Foul on Niels Bunschoten.,33,32
4:06,66,Nazareth Mitrou-Long made Free Throw.,33,33
4:06,66,Nazareth Mitrou-Long made Free Throw.,33,34
3:51,282,T.J. Bell made Jumper.,35,34
3:51,66,Darrell Bowie Defensive Rebound.,35,34
3:51,66,Foul on Darrell Bowie.,35,34
3:51,282,T.J. Bell missed Free Throw.,35,34
3:51,66,Foul on Darrell Bowie.,35,34
3:38,66,Monte Morris missed Three Point Jumper.,35,34
3:38,282,Brenton Scott Defensive Rebound.,35,34
3:28,282,Jordan Barnes missed Three Point Jumper.,35,34
3:28,66,Monte Morris Defensive Rebound.,35,34
3:18,66,Nick Weiler-Babb made Three Point Jumper. Assisted by Nazareth Mitrou-Long.,35,37
2:57,282,Jordan Barnes Turnover.,35,37
2:57,66,Nick Weiler-Babb Steal.,35,37
2:57,66,Jump Ball won by Iowa State,35,37
2:52,66,Official TV Timeout,35,37
2:45,66,Iowa State  Timeout,35,37
2:40,66,Darrell Bowie made Layup.,35,39
2:23,282,Laquarious Paige missed Jumper.,35,39
2:23,282,Everett Clemons Offensive Rebound.,35,39
2:15,282,Jump Ball won by Indiana St,35,39
2:12,282,Brenton Scott missed Layup.,35,39
2:12,66,Nick Weiler-Babb Block.,35,39
2:12,66,Nick Weiler-Babb Defensive Rebound.,35,39
2:02,282,Brenton Scott Block.,35,39
2:02,66,Iowa State Offensive Rebound.,35,39
1:49,66,Matt Thomas missed Three Point Jumper.,35,39
1:49,282,Bronson Kessinger Defensive Rebound.,35,39
1:35,282,Brenton Scott made Layup.,37,39
1:23,66,Darrell Bowie missed Three Point Jumper.,37,39
1:23,282,Brenton Scott Defensive Rebound.,37,39
1:16,282,Brenton Scott Turnover.,37,39
1:16,66,Darrell Bowie Steal.,37,39
1:10,66,Monte Morris made Layup.,37,41
1:10,282,Foul on Everett Clemons.,37,41
1:10,66,Monte Morris missed Free Throw.,37,41
1:10,282,Bronson Kessinger Defensive Rebound.,37,41
1:10,66,Nick Weiler-Babb missed Jumper.,37,41
0:56,282,Bronson Kessinger made Dunk. Assisted by Everett Clemons.,39,41
0:37,66,Deonte Burton missed Layup.,39,41
0:37,282,Bronson Kessinger Defensive Rebound.,39,41
0:09,66,Foul on Nick Weiler-Babb.,39,41
0:09,282,Matt Van Scyoc missed Free Throw.,39,41
0:09,282,Indiana St Deadball Team Rebound.,39,41
0:09,282,Matt Van Scyoc made Free Throw.,40,41
0:02,66,Monte Morris missed Three Point Jumper.,40,41
0:02,66,Deonte Burton Offensive Rebound.,40,41
0:02,66,Deonte Burton missed Dunk.,40,41
0:02,282,Indiana St Defensive Rebound.,40,41
0:00,66,End of 1st half,40,41
20:00,66,Jump Ball won by Iowa State,40,41
19:54,66,Deonte Burton made Jumper.,40,43
19:54,282,Foul on Matt Van Scyoc.,40,43
19:54,66,Deonte Burton missed Free Throw.,40,43
19:54,282,Matt Van Scyoc Defensive Rebound.,40,43
19:33,66,Foul on Merrill Holden.,40,43
19:33,282,Brandon Murphy missed Free Throw.,40,43
19:33,282,Indiana St Deadball Team Rebound.,40,43
19:33,282,Brandon Murphy missed Free Throw.,40,43
19:33,66,Deonte Burton Defensive Rebound.,40,43
19:24,66,Deonte Burton missed Three Point Jumper.,40,43
19:24,282,Brenton Scott Defensive Rebound.,40,43
19:24,282,Foul on Brandon Murphy.,40,43
19:12,282,Brandon Murphy Turnover.,40,43
18:52,66,Monte Morris missed Jumper.,40,43
18:52,282,Brenton Scott Defensive Rebound.,40,43
18:28,282,Brenton Scott missed Three Point Jumper.,40,43
18:28,66,Matt Thomas Defensive Rebound.,40,43
18:19,66,Nazareth Mitrou-Long missed Three Point Jumper.,40,43
18:19,282,Indiana St Defensive Rebound.,40,43
18:05,282,Laquarious Paige made Three Point Jumper. Assisted by Brenton Scott.,43,43
17:47,66,Merrill Holden missed Layup.,43,43
17:47,282,T.J. Bell Block.,43,43
17:47,282,Everett Clemons Defensive Rebound.,43,43
17:35,282,Brenton Scott made Three Point Jumper.,46,43
16:58,66,Iowa State  Turnover.,46,43
16:39,282,Brenton Scott missed Three Point Jumper.,46,43
16:39,66,Deonte Burton Defensive Rebound.,46,43
16:26,66,Darrell Bowie missed Layup.,46,43
16:26,66,Darrell Bowie Offensive Rebound.,46,43
16:19,66,Darrell Bowie missed Layup.,46,43
16:19,282,T.J. Bell Defensive Rebound.,46,43
16:11,282,Everett Clemons made Layup.,48,43
16:06,282,Foul on Niels Bunschoten.,48,43
16:06,66,Nazareth Mitrou-Long made Free Throw.,48,44
16:06,66,Nazareth Mitrou-Long made Free Throw.,48,45
15:42,282,Everett Clemons Turnover.,48,45
15:42,66,Official TV Timeout,48,45
15:32,66,Matt Thomas missed Jumper.,48,45
15:32,282,T.J. Bell Defensive Rebound.,48,45
15:20,282,Laquarious Paige missed Three Point Jumper.,48,45
15:20,66,Deonte Burton Defensive Rebound.,48,45
15:10,66,Foul on Deonte Burton.,48,45
15:10,66,Deonte Burton Turnover.,48,45
14:45,66,Foul on Darrell Bowie.,48,45
14:39,282,Bronson Kessinger missed Layup.,48,45
14:39,282,Bronson Kessinger Offensive Rebound.,48,45
14:31,282,Bronson Kessinger missed Layup.,48,45
14:31,282,T.J. Bell Offensive Rebound.,48,45
14:31,282,T.J. Bell missed Layup.,48,45
14:31,66,Darrell Bowie Defensive Rebound.,48,45
14:19,66,Monte Morris made Jumper.,48,47
14:08,282,T.J. Bell Turnover.,48,47
14:08,66,Nick Weiler-Babb Steal.,48,47
14:04,282,Foul on T.J. Bell.,48,47
13:56,66,Monte Morris made Layup.,48,49
13:40,282,Matt Van Scyoc missed Three Point Jumper.,48,49
13:40,66,Monte Morris Defensive Rebound.,48,49
13:31,66,Nazareth Mitrou-Long missed Layup.,48,49
13:31,66,Nazareth Mitrou-Long Offensive Rebound.,48,49
13:29,282,Foul on Donovan Franklin.,48,49
13:15,66,Nick Weiler-Babb made Jumper.,48,51
12:47,282,Brenton Scott Turnover.,48,51
12:38,66,Monte Morris made Three Point Jumper.,48,54
12:31,282,Indiana St  Timeout,48,54
12:10,282,Brenton Scott missed Three Point Jumper.,48,54
12:10,282,Laquarious Paige Offensive Rebound.,48,54
12:04,282,Laquarious Paige made Layup.,50,54
11:57,66,Nick Weiler-Babb missed Three Point Jumper.,50,54
11:57,66,Nazareth Mitrou-Long Offensive Rebound.,50,54
11:34,66,Nazareth Mitrou-Long missed Three Point Jumper.,50,54
11:34,282,Jordan Barnes Defensive Rebound.,50,54
11:25,282,Matt Van Scyoc missed Three Point Jumper.,50,54
11:25,66,Darrell Bowie Defensive Rebound.,50,54
11:18,66,Foul on Donovan Jackson.,50,54
11:18,66,Donovan Jackson Turnover.,50,54
11:16,66,Official TV Timeout,50,54
11:13,282,Brenton Scott missed Three Point Jumper.,50,54
11:13,66,Monte Morris Defensive Rebound.,50,54
10:51,66,Nick Weiler-Babb missed Jumper.,50,54
10:51,282,Brenton Scott Defensive Rebound.,50,54
10:40,282,Brenton Scott made Layup.,52,54
10:29,66,Nazareth Mitrou-Long missed Three Point Jumper.,52,54
10:29,282,Jordan Barnes Defensive Rebound.,52,54
10:10,282,Jordan Barnes made Three Point Jumper. Assisted by T.J. Bell.,55,54
9:47,66,Darrell Bowie made Jumper. Assisted by Monte Morris.,55,56
9:47,282,Foul on T.J. Bell.,55,56
9:47,66,Darrell Bowie missed Free Throw.,55,56
9:47,282,T.J. Bell Defensive Rebound.,55,56
9:32,282,Brenton Scott made Three Point Jumper. Assisted by Everett Clemons.,58,56
9:13,282,Foul on Matt Van Scyoc.,58,56
9:13,66,Darrell Bowie made Free Throw.,58,57
9:13,66,Darrell Bowie missed Free Throw.,58,57
9:13,282,T.J. Bell Defensive Rebound.,58,57
9:01,282,Jordan Barnes missed Three Point Jumper.,58,57
9:01,66,Darrell Bowie Defensive Rebound.,58,57
8:50,66,Monte Morris missed Jumper.,58,57
8:50,282,T.J. Bell Block.,58,57
8:50,66,Iowa State Offensive Rebound.,58,57
8:47,282,Foul on Brandon Murphy.,58,57
8:47,66,Monte Morris made Free Throw.,58,58
8:47,66,Monte Morris missed Free Throw.,58,58
8:47,282,Emondre Rickman Defensive Rebound.,58,58
8:39,282,Brenton Scott made Three Point Jumper. Assisted by Everett Clemons.,61,58
8:24,66,Deonte Burton missed Jumper.,61,58
8:24,282,Brenton Scott Defensive Rebound.,61,58
8:00,282,Brenton Scott Turnover.,61,58
8:00,66,Nick Weiler-Babb Steal.,61,58
7:56,66,Nick Weiler-Babb made Layup.,61,60
7:34,282,Brenton Scott missed Jumper.,61,60
7:34,66,Monte Morris Defensive Rebound.,61,60
7:27,66,Matt Thomas missed Layup.,61,60
7:27,282,Jordan Barnes Defensive Rebound.,61,60
7:19,282,Foul on Everett Clemons.,61,60
7:19,282,Jordan Barnes Turnover.,61,60
7:18,66,Official TV Timeout,61,60
7:10,66,Monte Morris missed Jumper.,61,60
7:10,66,Iowa State Offensive Rebound.,61,60
7:01,66,Matt Thomas missed Three Point Jumper.,61,60
7:01,66,Deonte Burton Offensive Rebound.,61,60
6:55,66,Deonte Burton missed Layup.,61,60
6:55,282,Emondre Rickman Defensive Rebound.,61,60
6:50,282,Everett Clemons made Layup. Assisted by Emondre Rickman.,63,60
6:33,66,Nick Weiler-Babb missed Jumper.,63,60
6:33,282,Emondre Rickman Defensive Rebound.,63,60
6:26,282,Laquarious Paige Turnover.,63,60
6:26,66,Nazareth Mitrou-Long Steal.,63,60
6:22,66,Monte Morris missed Three Point Jumper.,63,60
6:22,282,Laquarious Paige Defensive Rebound.,63,60
6:14,282,Everett Clemons missed Layup.,63,60
6:14,66,Deonte Burton Defensive Rebound.,63,60
6:06,66,Nazareth Mitrou-Long made Layup.,63,62
5:41,282,Indiana St  Timeout,63,62
5:36,66,Foul on Darrell Bowie.,63,62
5:36,282,T.J. Bell missed Free Throw.,63,62
5:36,282,Indiana St Deadball Team Rebound.,63,62
5:36,282,T.J. Bell made Free Throw.,64,62
5:25,66,Matt Thomas missed Three Point Jumper.,64,62
5:25,282,Jordan Barnes Defensive Rebound.,64,62
5:18,282,Jordan Barnes Turnover.,64,62
5:02,66,Nazareth Mitrou-Long made Three Point Jumper. Assisted by Matt Thomas.,64,65
4:41,66,Foul on Deonte Burton.,64,65
4:41,282,Jordan Barnes made Free Throw.,65,65
4:41,282,Jordan Barnes made Free Throw.,66,65
4:24,66,Nazareth Mitrou-Long missed Jumper.,66,65
4:24,66,Darrell Bowie Offensive Rebound.,66,65
4:22,282,Foul on Niels Bunschoten.,66,65
4:22,66,Darrell Bowie missed Free Throw.,66,65
4:22,66,Iowa State Deadball Team Rebound.,66,65
4:22,66,Darrell Bowie missed Free Throw.,66,65
4:22,282,Matt Van Scyoc Defensive Rebound.,66,65
3:58,282,Laquarious Paige missed Jumper.,66,65
3:58,282,Everett Clemons Offensive Rebound.,66,65
3:51,282,Everett Clemons missed Layup.,66,65
3:51,282,T.J. Bell Offensive Rebound.,66,65
3:51,282,T.J. Bell made Layup.,68,65
3:27,66,Matt Thomas missed Jumper.,68,65
3:27,282,Laquarious Paige Block.,68,65
3:27,66,Darrell Bowie Offensive Rebound.,68,65
3:23,282,Foul on T.J. Bell.,68,65
3:23,66,Official TV Timeout,68,65
3:23,66,Deonte Burton made Free Throw.,68,66
3:23,66,Deonte Burton missed Free Throw.,68,66
3:23,282,Matt Van Scyoc Defensive Rebound.,68,66
3:03,282,T.J. Bell missed Jumper.,68,66
3:03,66,Matt Thomas Defensive Rebound.,68,66
2:42,66,Deonte Burton missed Three Point Jumper.,68,66
2:42,66,Darrell Bowie Offensive Rebound.,68,66
2:39,282,Foul on Matt Van Scyoc.,68,66
2:39,66,Darrell Bowie missed Free Throw.,68,66
2:39,66,Iowa State Deadball Team Rebound.,68,66
2:39,66,Darrell Bowie missed Free Throw.,68,66
2:39,66,Monte Morris Offensive Rebound.,68,66
2:34,66,Monte Morris missed Jumper.,68,66
2:34,282,Niels Bunschoten Defensive Rebound.,68,66
2:34,66,Foul on Monte Morris.,68,66
2:34,282,Niels Bunschoten made Free Throw.,69,66
2:34,282,Niels Bunschoten missed Free Throw.,69,66
2:34,66,Monte Morris Defensive Rebound.,69,66
2:29,66,Nazareth Mitrou-Long Turnover.,69,66
2:29,282,T.J. Bell Steal.,69,66
2:21,282,Foul on Everett Clemons.,69,66
2:21,282,Everett Clemons Turnover.,69,66
2:11,66,Deonte Burton missed Three Point Jumper.,69,66
2:11,66,Darrell Bowie Offensive Rebound.,69,66
2:09,282,Foul on Niels Bunschoten.,69,66
2:09,66,Darrell Bowie made Free Throw.,69,67
2:09,66,Darrell Bowie missed Free Throw.,69,67
2:09,282,Laquarious Paige Defensive Rebound.,69,67
1:49,282,Laquarious Paige Turnover.,69,67
1:49,282,Foul on Laquarious Paige.,69,67
1:39,66,Monte Morris made Layup.,69,69
1:12,66,Foul on Nazareth Mitrou-Long.,69,69
1:12,282,Brenton Scott made Free Throw.,70,69
1:12,282,Brenton Scott made Free Throw.,71,69
1:12,66,Iowa State  Timeout,71,69
0:58,66,Matt Thomas made Three Point Jumper. Assisted by Deonte Burton.,71,72
0:54,66,Iowa State  Timeout,71,72
0:44,282,Everett Clemons missed Layup.,71,72
0:44,66,Iowa State Defensive Rebound.,71,72
0:33,66,Iowa State  Timeout,71,72
0:18,66,Nick Weiler-Babb missed Jumper.,71,72
0:18,282,T.J. Bell Defensive Rebound.,71,72
0:09,282,Foul on Brenton Scott.,71,72
0:09,282,Brenton Scott Turnover.,71,72
0:07,282,Indiana St  Timeout,71,72
0:07,66,Nazareth Mitrou-Long missed Free Throw.,71,72
0:07,66,Iowa State Deadball Team Rebound.,71,72
0:07,66,Nazareth Mitrou-Long made Free Throw.,71,73
0:02,282,Brenton Scott missed Three Point Jumper.,71,73
0:02,282,Indiana St Defensive Rebound.,71,73
0:00,66,End of Game,71,73
