Georgia Southern,2542,Savannah State,290
11:11,290,Foul on Coye Simmons.,14,17
11:05,2542,Dexter McClanahan Turnover.,14,17
10:41,290,Tookie Brown missed Jumper.,14,17
10:41,2542,Jordan Gaines Defensive Rebound.,14,17
10:36,2542,Kamil Williams Offensive Rebound.,14,17
10:28,290,Foul on Devonte Boykins.,14,17
10:10,290,Tookie Brown missed Three Point Jumper.,14,20
10:10,2542,Kamil Williams Defensive Rebound.,14,20
9:53,2542,Savannah St Offensive Rebound.,14,20
9:49,2542,Joshua Floyd Turnover.,14,20
9:39,2542,Joshua Floyd Steal.,14,20
9:32,2542,Joshua Floyd Turnover.,14,20
9:12,2542,Kamil Williams made Three Point Jumper. Assisted by Jahir Cabeza.,16,23
8:57,290,Montae Glenn made Layup. Assisted by Tookie Brown.,18,23
8:42,2542,Jahir Cabeza missed Three Point Jumper.,18,23
8:42,290,Mike Hughes Defensive Rebound.,18,23
8:17,290,Mike Hughes missed Three Point Jumper.,18,23
8:17,290,Montae Glenn Offensive Rebound.,18,23
8:11,290,Montae Glenn made Layup.,20,23
8:08,2542,Jordan Gaines Turnover.,20,23
7:53,290,Ike Smith made Layup.,22,23
7:48,2542,Jahir Cabeza Turnover.,22,23
7:47,290,Mike Hughes Steal.,22,23
7:46,290,Mike Hughes made Layup.,24,23
7:14,290,Ike Smith missed Jumper.,24,26
7:14,290,Montae Glenn Offensive Rebound.,24,26
6:57,2542,Joshua Floyd made Jumper. Assisted by Jahir Cabeza.,24,28
6:46,2542,Official TV Timeout,24,28
6:36,290,Ike Smith made Jumper.,26,28
6:17,2542,Austin Dasent made Three Point Jumper. Assisted by Robert Kelly Jr..,26,31
6:03,290,Ike Smith made Three Point Jumper. Assisted by Tookie Brown.,29,31
5:48,2542,Joshua Floyd made Three Point Jumper. Assisted by Jahir Cabeza.,29,34
5:33,290,Ike Smith made Three Point Jumper. Assisted by Tookie Brown.,32,34
5:12,2542,Jahir Cabeza made Three Point Jumper. Assisted by Austin Dasent.,32,37
4:52,290,Tookie Brown missed Layup.,32,37
4:47,2542,Joshua Floyd missed Layup.,32,37
4:47,290,B.J. Gladden Block.,32,37
4:47,2542,Savannah St Offensive Rebound.,32,37
4:43,2542,Dexter McClanahan missed Layup.,32,37
4:43,290,B.J. Gladden Defensive Rebound.,32,37
4:30,2542,Foul on Zach Sellers.,32,37
4:30,290,B.J. Gladden made Free Throw.,33,37
4:30,290,B.J. Gladden missed Free Throw.,33,37
4:08,2542,Robert Kelly Jr. missed Layup.,33,37
3:45,290,Foul on Devonte Boykins.,33,37
3:45,2542,Official TV Timeout,33,37
3:26,2542,Dexter McClanahan missed Three Point Jumper.,33,37
3:16,290,Jake Allsmiller made Three Point Jumper. Assisted by Mike Hughes.,36,37
3:08,2542,Zach Sellers Turnover.,36,37
2:48,290,B.J. Gladden Turnover.,36,37
2:35,2542,Troyce Manassa made Layup.,36,39
2:06,290,Jake Allsmiller made Three Point Jumper. Assisted by B.J. Gladden.,39,39
1:57,2542,Zach Sellers Turnover.,39,39
1:48,290,Jake Allsmiller missed Three Point Jumper.,39,39
1:42,2542,Dexter McClanahan Turnover.,39,39
1:42,290,Tookie Brown Steal.,39,39
1:15,290,Foul on Montae Glenn.,39,39
1:15,2542,Savannah St Deadball Team Rebound.,39,39
1:15,2542,Jahir Cabeza made Free Throw.,39,40
1:04,2542,Foul on Troyce Manassa.,39,40
1:04,290,Ike Smith made Layup.,41,40
1:04,290,Ike Smith missed Free Throw.,41,40
1:04,2542,Troyce Manassa Defensive Rebound.,41,40
0:44,290,Foul on Shawn O'Connell.,41,40
0:44,2542,Dexter McClanahan made Free Throw.,41,41
0:44,2542,Dexter McClanahan missed Free Throw.,41,41
0:44,290,Shawn O'Connell Defensive Rebound.,41,41
0:29,290,Ike Smith Turnover.,41,41
0:26,2542,Jordan Gaines Steal.,41,41
0:23,2542,Dexter McClanahan made Three Point Jumper. Assisted by Austin Dasent.,41,44
0:11,290,Georgia Southern  Timeout,41,44
0:08,2542,Foul on Joshua Floyd.,41,44
0:01,290,Tookie Brown made Layup.,43,44
0:00,2542,End of 1st half,43,44
19:50,290,Foul on Montae Glenn.,43,44
19:50,2542,Robert Kelly Jr. made Free Throw.,43,45
19:50,2542,Robert Kelly Jr. missed Free Throw.,43,45
19:50,290,Shawn O'Connell Defensive Rebound.,43,45
19:39,290,Ike Smith missed Layup.,43,45
19:39,2542,Austin Dasent Defensive Rebound.,43,45
19:31,2542,Austin Dasent Turnover.,43,45
19:30,290,Shawn O'Connell Steal.,43,45
19:28,290,Ike Smith made Layup.,45,45
19:15,2542,Troyce Manassa made Layup.,45,47
18:57,290,Mike Hughes missed Three Point Jumper.,45,47
18:57,290,Montae Glenn Offensive Rebound.,45,47
18:51,290,Shawn O'Connell made Dunk. Assisted by Mike Hughes.,47,47
18:42,2542,Austin Dasent missed Three Point Jumper.,47,47
18:42,290,Shawn O'Connell Block.,47,47
18:39,2542,Troyce Manassa Offensive Rebound.,47,47
18:33,2542,Troyce Manassa made Three Point Jumper. Assisted by Jahir Cabeza.,47,50
18:22,290,Ike Smith made Jumper.,49,50
18:12,2542,Joshua Floyd missed Three Point Jumper.,49,50
18:12,290,Tookie Brown Defensive Rebound.,49,50
17:55,290,Tookie Brown missed Three Point Jumper.,49,50
17:55,2542,Austin Dasent Defensive Rebound.,49,50
17:38,2542,Austin Dasent made Layup. Assisted by Joshua Floyd.,49,52
17:19,290,Tookie Brown missed Layup.,49,52
17:19,2542,Troyce Manassa Defensive Rebound.,49,52
17:14,2542,Austin Dasent missed Three Point Jumper.,49,52
17:14,290,Ike Smith Defensive Rebound.,49,52
16:52,290,Ike Smith made Three Point Jumper. Assisted by Tookie Brown.,52,52
16:48,2542,Official TV Timeout,52,52
16:39,2542,Robert Kelly Jr. made Layup. Assisted by Dexter McClanahan.,52,54
16:25,290,Jake Allsmiller missed Three Point Jumper.,52,54
16:25,290,Ike Smith Offensive Rebound.,52,54
16:14,2542,Foul on Austin Dasent.,52,54
16:14,290,Ike Smith made Free Throw.,53,54
16:14,290,Ike Smith made Free Throw.,54,54
16:04,2542,Robert Kelly Jr. missed Layup.,54,54
16:04,290,Coye Simmons Defensive Rebound.,54,54
15:54,290,Devonte Boykins missed Three Point Jumper.,54,54
15:54,2542,Kamil Williams Defensive Rebound.,54,54
15:48,2542,Troyce Manassa Turnover.,54,54
15:48,2542,Official TV Timeout,54,54
15:17,290,B.J. Gladden Turnover.,54,54
15:10,2542,Dexter McClanahan made Three Point Jumper. Assisted by Troyce Manassa.,54,57
14:54,290,Ike Smith missed Three Point Jumper.,54,57
14:54,2542,Austin Dasent Defensive Rebound.,54,57
14:26,290,Foul on Mike Hughes.,54,57
14:19,2542,Austin Dasent missed Three Point Jumper.,54,57
14:19,290,Mike Hughes Defensive Rebound.,54,57
14:10,290,Mike Hughes missed Three Point Jumper.,54,57
14:10,2542,Dexter McClanahan Defensive Rebound.,54,57
13:59,2542,Dexter McClanahan missed Three Point Jumper.,54,57
13:59,290,B.J. Gladden Defensive Rebound.,54,57
13:52,290,Tookie Brown made Three Point Jumper. Assisted by B.J. Gladden.,57,57
13:36,2542,Austin Dasent missed Jumper.,57,57
13:36,290,B.J. Gladden Defensive Rebound.,57,57
13:28,2542,Foul on Zach Sellers.,57,57
13:18,290,B.J. Gladden Turnover.,57,57
13:18,2542,Kamil Williams Steal.,57,57
13:03,2542,Kamil Williams made Three Point Jumper. Assisted by Jahir Cabeza.,57,60
12:50,290,Shawn O'Connell missed Layup.,57,60
12:50,2542,Jahir Cabeza Block.,57,60
12:50,290,Georgia Southern Offensive Rebound.,57,60
12:33,290,Tookie Brown missed Three Point Jumper.,57,60
12:33,290,Shawn O'Connell Offensive Rebound.,57,60
12:30,290,Shawn O'Connell missed Layup.,57,60
12:30,290,Coye Simmons Offensive Rebound.,57,60
12:29,2542,Foul on Kamil Williams.,57,60
12:14,290,Mike Hughes missed Layup.,57,60
12:14,290,Coye Simmons Offensive Rebound.,57,60
12:11,290,Coye Simmons made Layup.,59,60
12:03,290,Foul on Tookie Brown.,59,60
11:54,2542,Official TV Timeout,59,60
11:40,2542,Kamil Williams missed Three Point Jumper.,59,60
11:40,290,B.J. Gladden Defensive Rebound.,59,60
11:28,2542,Foul on Zach Sellers.,59,60
11:28,290,Ike Smith missed Free Throw.,59,60
11:28,290,Georgia Southern Deadball Team Rebound.,59,60
11:28,290,Ike Smith made Free Throw.,60,60
11:07,2542,Casey Wells missed Three Point Jumper.,60,60
11:07,290,Tookie Brown Defensive Rebound.,60,60
11:01,2542,Foul on Robert Kelly Jr..,60,60
10:45,290,Tookie Brown made Three Point Jumper. Assisted by Jake Allsmiller.,63,60
10:23,2542,Casey Wells Turnover.,63,60
10:10,290,Tookie Brown missed Layup.,63,60
10:10,2542,Dexter McClanahan Block.,63,60
10:10,290,Georgia Southern Offensive Rebound.,63,60
10:05,290,Ike Smith missed Three Point Jumper.,63,60
10:05,2542,Savannah St Defensive Rebound.,63,60
9:45,2542,Troyce Manassa missed Three Point Jumper.,63,60
9:45,290,Georgia Southern Defensive Rebound.,63,60
9:29,290,Ike Smith made Jumper.,65,60
9:20,2542,Joshua Floyd missed Three Point Jumper.,65,60
9:20,290,Mike Hughes Defensive Rebound.,65,60
9:12,290,Mike Hughes made Three Point Jumper. Assisted by Tookie Brown.,68,60
9:01,2542,Troyce Manassa missed Three Point Jumper.,68,60
9:01,290,Montae Glenn Defensive Rebound.,68,60
8:52,290,Tookie Brown Turnover.,68,60
8:51,2542,Austin Dasent Steal.,68,60
8:48,2542,Austin Dasent made Layup.,68,62
8:32,290,Ike Smith missed Jumper.,68,62
8:32,2542,Kamil Williams Defensive Rebound.,68,62
8:18,2542,Robert Kelly Jr. made Layup. Assisted by Dexter McClanahan.,68,64
8:04,290,Mike Hughes missed Layup.,68,64
8:04,2542,Austin Dasent Defensive Rebound.,68,64
7:55,290,Foul on Montae Glenn.,68,64
7:55,2542,Official TV Timeout,68,64
7:41,2542,Dexter McClanahan missed Layup.,68,64
7:41,290,Georgia Southern Defensive Rebound.,68,64
7:27,290,Ike Smith made Layup.,70,64
7:16,290,Foul on Ike Smith.,70,64
7:08,2542,Isaiah Felder Turnover.,70,64
6:56,290,Montae Glenn made Layup. Assisted by Ike Smith.,72,64
6:44,290,Foul on Shawn O'Connell.,72,64
6:44,2542,Joshua Floyd made Free Throw.,72,65
6:44,2542,Joshua Floyd made Free Throw.,72,66
6:31,290,Tookie Brown made Three Point Jumper. Assisted by Ike Smith.,75,66
6:18,290,Foul on Tookie Brown.,75,66
6:18,2542,Austin Dasent missed Free Throw.,75,66
6:18,290,Shawn O'Connell Defensive Rebound.,75,66
6:05,290,Montae Glenn made Dunk. Assisted by Mike Hughes.,77,66
5:42,290,Foul on Ike Smith.,77,66
5:42,2542,Troyce Manassa made Free Throw.,77,67
5:42,2542,Troyce Manassa made Free Throw.,77,68
5:30,290,Mike Hughes made Three Point Jumper.,80,68
5:10,2542,Kamil Williams missed Layup.,80,68
5:10,290,Tookie Brown Defensive Rebound.,80,68
5:05,290,Tookie Brown missed Layup.,80,68
5:05,2542,Maricus Glenn Defensive Rebound.,80,68
4:59,2542,Austin Dasent missed Layup.,80,68
4:59,290,Ike Smith Defensive Rebound.,80,68
4:28,290,Tookie Brown Turnover.,80,68
4:27,2542,Maricus Glenn Steal.,80,68
4:26,290,Foul on Tookie Brown.,80,68
4:26,2542,Troyce Manassa made Free Throw.,80,69
4:26,2542,Troyce Manassa made Free Throw.,80,70
4:19,290,Mike Hughes made Three Point Jumper.,83,70
4:17,2542,Foul on Austin Dasent.,83,70
4:17,290,Mike Hughes missed Free Throw.,83,70
4:17,2542,Austin Dasent Defensive Rebound.,83,70
4:03,2542,Austin Dasent Turnover.,83,70
4:02,290,Devonte Boykins Steal.,83,70
3:46,290,Mike Hughes missed Three Point Jumper.,83,70
3:46,2542,Austin Dasent Defensive Rebound.,83,70
3:39,2542,Joshua Floyd made Layup. Assisted by Austin Dasent.,83,72
3:23,290,B.J. Gladden missed Layup.,83,72
3:23,2542,Dexter McClanahan Defensive Rebound.,83,72
3:17,2542,Foul on Dexter McClanahan.,83,72
3:17,2542,Dexter McClanahan Turnover.,83,72
3:17,2542,Official TV Timeout,83,72
2:57,2542,Foul on Austin Dasent.,83,72
2:57,290,Ike Smith missed Free Throw.,83,72
2:57,290,Georgia Southern Deadball Team Rebound.,83,72
2:57,290,Ike Smith made Free Throw.,84,72
2:53,290,Foul on Mike Hughes.,84,72
2:53,2542,Robert Kelly Jr. missed Free Throw.,84,72
2:53,2542,Savannah St Deadball Team Rebound.,84,72
2:53,2542,Robert Kelly Jr. missed Free Throw.,84,72
2:53,290,Shawn O'Connell Defensive Rebound.,84,72
2:42,290,Georgia Southern  Turnover.,84,72
2:31,290,Foul on Shawn O'Connell.,84,72
2:31,2542,Jahir Cabeza missed Free Throw.,84,72
2:31,2542,Savannah St Deadball Team Rebound.,84,72
2:31,2542,Joshua Floyd made Free Throw.,84,73
2:16,2542,Foul on Dexter McClanahan.,84,73
2:15,290,Tookie Brown made Free Throw.,85,73
2:15,290,Tookie Brown made Free Throw.,86,73
2:09,2542,Jahir Cabeza missed Dunk.,86,73
2:09,290,Mike Hughes Defensive Rebound.,86,73
1:58,2542,Foul on Troyce Manassa.,86,73
1:58,290,B.J. Gladden made Free Throw.,87,73
1:58,290,B.J. Gladden made Free Throw.,88,73
1:53,2542,Troyce Manassa missed Layup.,88,73
1:53,290,Ike Smith Defensive Rebound.,88,73
1:44,290,Ike Smith Turnover.,88,73
1:40,2542,Austin Dasent Steal.,88,73
1:39,2542,Austin Dasent made Layup.,88,75
1:29,290,Georgia Southern  Timeout,88,75
1:11,290,Tookie Brown made Layup.,90,75
1:01,2542,Joshua Floyd missed Three Point Jumper.,90,75
1:01,290,Tookie Brown Defensive Rebound.,90,75
0:47,290,Mike Hughes made Three Point Jumper. Assisted by Devonte Boykins.,93,75
0:40,2542,Dexter McClanahan missed Three Point Jumper.,93,75
0:40,290,Devonte Boykins Defensive Rebound.,93,75
0:37,2542,Foul on Troyce Manassa.,93,75
0:37,290,Devonte Boykins missed Free Throw.,93,75
0:37,290,Georgia Southern Deadball Team Rebound.,93,75
0:37,290,Devonte Boykins made Free Throw.,94,75
0:30,2542,Troyce Manassa missed Three Point Jumper.,94,75
0:30,290,Ike Smith Defensive Rebound.,94,75
0:19,290,Mike Hughes Turnover.,94,75
0:18,2542,Troyce Manassa Steal.,94,75
0:15,2542,Kamil Williams missed Three Point Jumper.,94,75
0:15,290,Devonte Boykins Defensive Rebound.,94,75
0:02,290,Aubrey McRae missed Three Point Jumper.,94,75
0:00,290,Georgia Southern Deadball Team Rebound.,94,75
0:00,2542,End of Game,94,75
