Tennessee Tech,59,Georgia Tech,2635
7:39,2635,Courtney Alexander II missed Free Throw.,12,21
7:39,2635,Tennessee Tech Deadball Team Rebound.,12,21
7:39,2635,Courtney Alexander II missed Free Throw.,12,21
7:39,2635,Micaiah Henry Offensive Rebound.,12,21
7:32,2635,Micaiah Henry made Layup.,14,21
7:14,59,Ben Lammers made Layup. Assisted by Corey Heyward.,14,23
7:14,2635,Foul on Micaiah Henry.,14,23
7:14,59,Ben Lammers made Free Throw.,14,24
6:54,2635,Micaiah Henry made Jumper. Assisted by Courtney Alexander II.,16,24
6:27,59,Christian Matthews missed Three Point Jumper.,16,24
6:27,2635,Stephaun Adams Defensive Rebound.,16,24
6:00,2635,Micaiah Henry missed Jumper.,16,24
6:00,59,Ben Lammers Block.,16,24
6:00,59,Ben Lammers Defensive Rebound.,16,24
5:44,59,Abdoulaye Gueye Turnover.,16,24
5:44,2635,Stephaun Adams Steal.,16,24
5:40,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Stephaun Adams.,19,24
5:37,59,Georgia Tech  Timeout,19,24
5:17,59,Corey Heyward made Layup.,19,26
4:52,2635,Foul on Mason Ramsey.,19,26
4:52,2635,Mason Ramsey Turnover.,19,26
4:37,59,Foul on Sylvester Ogbonda.,19,26
4:37,59,Sylvester Ogbonda Turnover.,19,26
4:20,2635,Kajon Mack made Jumper.,21,26
3:53,59,Abdoulaye Gueye Turnover.,21,26
3:53,59,Official TV Timeout,21,26
3:34,2635,Stephaun Adams Turnover.,21,26
3:09,59,Justin Moore missed Three Point Jumper.,21,26
3:09,2635,Tennessee Tech Deadball Team Rebound.,21,26
3:06,59,Foul on Josh Okogie.,21,26
3:06,2635,Kajon Mack made Free Throw.,22,26
3:06,2635,Kajon Mack missed Free Throw.,22,26
3:06,59,Ben Lammers Defensive Rebound.,22,26
3:06,2635,Foul on Micaiah Henry.,22,26
3:06,59,Quinton Stephens made Free Throw.,22,27
3:06,59,Quinton Stephens made Free Throw.,22,28
2:49,59,Foul on Christian Matthews.,22,28
2:49,2635,JaCardo Hawkins missed Free Throw.,22,28
2:49,2635,Tennessee Tech Deadball Team Rebound.,22,28
2:49,2635,JaCardo Hawkins made Free Throw.,23,28
2:23,59,Corey Heyward missed Three Point Jumper.,23,28
2:23,2635,Courtney Alexander II Defensive Rebound.,23,28
2:05,2635,Courtney Alexander II Turnover.,23,28
2:04,59,Corey Heyward Steal.,23,28
2:02,59,Foul on Christian Matthews.,23,28
2:02,59,Christian Matthews Turnover.,23,28
1:43,2635,Stephaun Adams missed Three Point Jumper.,23,28
1:43,59,Georgia Tech Defensive Rebound.,23,28
1:26,59,Corey Heyward Turnover.,23,28
1:13,2635,Aleksa Jugovic missed Jumper.,23,28
1:13,2635,Markell Henderson Offensive Rebound.,23,28
1:09,2635,Markell Henderson missed Jumper.,23,28
1:09,59,Ben Lammers Block.,23,28
1:09,59,Ben Lammers Defensive Rebound.,23,28
1:01,59,Quinton Stephens Turnover.,23,28
1:00,2635,Markell Henderson Steal.,23,28
0:58,2635,Aleksa Jugovic missed Layup.,23,28
0:58,2635,JaCardo Hawkins Offensive Rebound.,23,28
0:54,2635,JaCardo Hawkins missed Layup.,23,28
0:54,59,Ben Lammers Block.,23,28
0:52,2635,Markell Henderson Offensive Rebound.,23,28
0:50,2635,Markell Henderson made Layup.,25,28
0:43,59,Justin Moore made Layup.,25,30
0:19,2635,Aleksa Jugovic missed Three Point Jumper.,25,30
0:19,2635,JaCardo Hawkins Offensive Rebound.,25,30
0:15,2635,JaCardo Hawkins made Layup.,27,30
0:04,59,Quinton Stephens missed Three Point Jumper.,27,30
0:04,2635,Markell Henderson Defensive Rebound.,27,30
0:00,59,End of 1st half,27,30
19:44,2635,Hakeem Rogers missed Three Point Jumper.,27,30
19:44,59,Ben Lammers Defensive Rebound.,27,30
19:29,2635,Foul on Hakeem Rogers.,27,30
19:16,59,Quinton Stephens missed Jumper.,27,30
19:16,2635,Tennessee Tech Defensive Rebound.,27,30
18:51,2635,Hakeem Rogers made Layup.,29,30
18:31,59,Abdoulaye Gueye Turnover.,29,30
18:11,2635,Mason Ramsey missed Jumper.,29,30
18:11,2635,Micaiah Henry Offensive Rebound.,29,30
18:08,2635,Micaiah Henry missed Layup.,29,30
18:08,59,Georgia Tech Defensive Rebound.,29,30
17:58,59,Josh Okogie made Jumper.,29,32
17:36,2635,Hakeem Rogers missed Three Point Jumper.,29,32
17:36,59,Georgia Tech Defensive Rebound.,29,32
17:23,59,Josh Okogie missed Layup.,29,32
17:23,59,Josh Okogie Offensive Rebound.,29,32
17:20,59,Josh Okogie made Two Point Tip Shot.,29,34
16:55,2635,Kajon Mack missed Three Point Jumper.,29,34
16:55,59,Ben Lammers Defensive Rebound.,29,34
16:45,59,Quinton Stephens missed Three Point Jumper.,29,34
16:45,2635,Hakeem Rogers Defensive Rebound.,29,34
16:37,2635,Hakeem Rogers missed Layup.,29,34
16:37,2635,Micaiah Henry Offensive Rebound.,29,34
16:36,2635,Micaiah Henry Turnover.,29,34
16:14,59,Ben Lammers made Layup. Assisted by Quinton Stephens.,29,36
15:44,2635,Kajon Mack missed Layup.,29,36
15:44,2635,Micaiah Henry Offensive Rebound.,29,36
15:41,2635,Micaiah Henry made Dunk.,31,36
15:26,2635,Foul on Kajon Mack.,31,36
15:15,59,Ben Lammers made Jumper. Assisted by Quinton Stephens.,31,38
14:52,2635,Aleksa Jugovic missed Three Point Jumper.,31,38
14:52,2635,Mason Ramsey Offensive Rebound.,31,38
14:32,2635,Kajon Mack Turnover.,31,38
14:31,59,Josh Okogie Steal.,31,38
14:28,59,Corey Heyward made Layup. Assisted by Josh Okogie.,31,40
14:02,2635,Kajon Mack missed Three Point Jumper.,31,40
14:02,2635,Hakeem Rogers Offensive Rebound.,31,40
13:51,2635,Aleksa Jugovic missed Three Point Jumper.,31,40
13:51,59,Quinton Stephens Block.,31,40
13:51,59,Abdoulaye Gueye Defensive Rebound.,31,40
13:43,59,Josh Okogie made Layup.,31,42
13:23,2635,Hakeem Rogers missed Three Point Jumper.,31,42
13:23,59,Quinton Stephens Defensive Rebound.,31,42
13:12,2635,Foul on Mason Ramsey.,31,42
13:12,59,Josh Okogie missed Free Throw.,31,42
13:12,59,Georgia Tech Deadball Team Rebound.,31,42
13:12,59,Josh Okogie missed Free Throw.,31,42
13:12,2635,Micaiah Henry Defensive Rebound.,31,42
13:09,2635,Aleksa Jugovic missed Three Point Jumper.,31,42
13:09,2635,Courtney Alexander II Offensive Rebound.,31,42
13:01,2635,Micaiah Henry missed Jumper.,31,42
13:01,59,Quinton Stephens Defensive Rebound.,31,42
12:40,59,Ben Lammers made Jumper.,31,44
12:16,2635,Micaiah Henry made Jumper. Assisted by Aleksa Jugovic.,33,44
12:14,2635,Tennessee Tech  Timeout,33,44
12:14,59,Official TV Timeout,33,44
12:03,59,Justin Moore made Layup.,33,46
11:37,2635,Markell Henderson missed Three Point Jumper.,33,46
11:37,59,Georgia Tech Defensive Rebound.,33,46
11:35,59,Official TV Timeout,33,46
11:05,59,Quinton Stephens missed Three Point Jumper.,33,46
11:05,2635,Courtney Alexander II Defensive Rebound.,33,46
10:49,2635,Kajon Mack missed Three Point Jumper.,33,46
10:49,59,Justin Moore Defensive Rebound.,33,46
10:38,59,Ben Lammers made Layup. Assisted by Justin Moore.,33,48
10:19,2635,Aleksa Jugovic Turnover.,33,48
9:57,59,Foul on Corey Heyward.,33,48
9:57,59,Corey Heyward Turnover.,33,48
9:27,2635,Courtney Alexander II made Layup. Assisted by Savonte Frazier.,35,48
9:09,59,Ben Lammers missed Jumper.,35,48
9:09,2635,Savonte Frazier Defensive Rebound.,35,48
8:43,2635,Savonte Frazier Turnover.,35,48
8:42,59,Quinton Stephens Steal.,35,48
8:41,2635,Foul on Markell Henderson.,35,48
8:41,59,Quinton Stephens missed Free Throw.,35,48
8:41,59,Georgia Tech Deadball Team Rebound.,35,48
8:41,59,Quinton Stephens made Free Throw.,35,49
8:23,59,Christian Matthews made Jumper.,35,51
7:58,2635,JaCardo Hawkins made Layup. Assisted by Savonte Frazier.,37,51
7:46,59,Christian Matthews missed Three Point Jumper.,37,51
7:46,2635,Stephaun Adams Defensive Rebound.,37,51
7:39,2635,Aleksa Jugovic missed Layup.,37,51
7:39,2635,Stephaun Adams Offensive Rebound.,37,51
7:35,2635,JaCardo Hawkins made Layup. Assisted by Stephaun Adams.,39,51
7:06,59,Josh Okogie Turnover.,39,51
7:06,59,Official TV Timeout,39,51
6:50,2635,Micaiah Henry made Layup. Assisted by JaCardo Hawkins.,41,51
6:28,59,Ben Lammers Turnover.,41,51
6:21,2635,Stephaun Adams made Three Point Jumper. Assisted by Aleksa Jugovic.,44,51
6:00,59,Ben Lammers made Layup. Assisted by Abdoulaye Gueye.,44,53
5:45,2635,JaCardo Hawkins missed Three Point Jumper.,44,53
5:45,2635,Savonte Frazier Offensive Rebound.,44,53
5:28,59,Foul on Abdoulaye Gueye.,44,53
5:28,2635,Aleksa Jugovic made Free Throw.,45,53
5:28,2635,Aleksa Jugovic made Free Throw.,46,53
5:04,59,Justin Moore missed Jumper.,46,53
5:04,59,Josh Okogie Offensive Rebound.,46,53
5:00,59,Josh Okogie made Layup.,46,55
4:59,2635,Foul on JaCardo Hawkins.,46,55
4:59,59,Josh Okogie made Free Throw.,46,56
4:45,2635,Micaiah Henry made Layup. Assisted by Stephaun Adams.,48,56
4:31,59,Abdoulaye Gueye made Jumper. Assisted by Quinton Stephens.,48,58
4:10,2635,Stephaun Adams missed Three Point Jumper.,48,58
4:10,59,Quinton Stephens Defensive Rebound.,48,58
3:59,59,Josh Okogie made Three Point Jumper. Assisted by Abdoulaye Gueye.,48,61
3:35,59,Foul on Ben Lammers.,48,61
3:35,59,Official TV Timeout,48,61
3:35,2635,Stephaun Adams made Free Throw.,49,61
3:35,2635,Stephaun Adams made Free Throw.,50,61
3:16,2635,Foul on Hakeem Rogers.,50,61
2:54,59,Quinton Stephens made Three Point Jumper. Assisted by Justin Moore.,50,64
2:31,2635,Markell Henderson missed Three Point Jumper.,50,64
2:31,2635,Courtney Alexander II Offensive Rebound.,50,64
2:29,2635,Foul on Mason Ramsey.,50,64
2:29,2635,Mason Ramsey Turnover.,50,64
2:29,59,Quinton Stephens missed Free Throw.,50,64
2:29,59,Quinton Stephens Offensive Rebound.,50,64
2:24,2635,Foul on Hakeem Rogers.,50,64
2:24,59,Josh Okogie missed Free Throw.,50,64
2:24,2635,Courtney Alexander II Defensive Rebound.,50,64
2:17,2635,Kajon Mack made Three Point Jumper. Assisted by Aleksa Jugovic.,53,64
1:51,59,Abdoulaye Gueye missed Jumper.,53,64
1:51,59,Ben Lammers Offensive Rebound.,53,64
1:46,59,Quinton Stephens made Jumper. Assisted by Ben Lammers.,53,66
1:29,2635,Courtney Alexander II Turnover.,53,66
1:28,59,Justin Moore Steal.,53,66
1:26,59,Josh Okogie made Layup. Assisted by Justin Moore.,53,68
0:56,2635,Courtney Alexander II made Layup.,55,68
0:55,2635,Tennessee Tech  Timeout,55,68
0:27,59,Kellen McCormick made Jumper. Assisted by Corey Heyward.,55,70
0:21,2635,Markell Henderson missed Three Point Jumper.,55,70
0:21,59,Corey Heyward Defensive Rebound.,55,70
0:00,59,End of Game,55,70
