Montana State,254,Utah,147
10:13,254,Kyle Kuzma made Layup. Assisted by Parker Van Dyke.,21,29
9:54,147,Quinton Everett missed Layup.,21,29
9:54,254,Kyle Kuzma Defensive Rebound.,21,29
9:43,254,JoJo Zamora missed Jumper.,21,29
9:43,254,Tyler Rawson Offensive Rebound.,21,29
9:41,254,Tyler Rawson made Two Point Tip Shot.,21,31
9:21,147,Harald Frey missed Layup.,21,31
9:21,254,Tyler Rawson Defensive Rebound.,21,31
9:15,147,Foul on Sam Neumann.,21,31
9:15,254,JoJo Zamora made Free Throw.,21,32
9:15,254,JoJo Zamora made Free Throw.,21,33
9:05,147,Joe Mvuezolo Jr. missed Layup.,21,33
9:05,254,Devon Daniels Defensive Rebound.,21,33
8:58,254,Lorenzo Bonam missed Three Point Jumper.,21,33
8:58,147,Joe Mvuezolo Jr. Defensive Rebound.,21,33
8:46,147,Zach Green missed Jumper.,21,33
8:46,147,Sam Neumann Offensive Rebound.,21,33
8:42,147,Sam Neumann made Layup.,23,33
8:34,254,Lorenzo Bonam Turnover.,23,33
8:24,147,Joe Mvuezolo Jr. missed Jumper.,23,33
8:24,254,Kyle Kuzma Defensive Rebound.,23,33
8:09,147,Foul on Benson Osayande.,23,33
7:59,254,Tyler Rawson made Jumper.,23,35
7:38,147,Tyler Hall Turnover.,23,35
7:38,254,Lorenzo Bonam Steal.,23,35
7:32,254,Parker Van Dyke missed Jumper.,23,35
7:32,147,Tyler Hall Defensive Rebound.,23,35
7:19,254,Foul on Devon Daniels.,23,35
7:19,254,Official TV Timeout,23,35
7:19,147,Zach Green made Free Throw.,24,35
7:19,147,Zach Green made Free Throw.,25,35
7:05,254,Foul on Kyle Kuzma.,25,35
7:05,254,Kyle Kuzma Turnover.,25,35
6:53,147,Tyler Hall made Three Point Jumper.,28,35
6:20,254,Parker Van Dyke missed Jumper.,28,35
6:20,147,Harald Frey Defensive Rebound.,28,35
6:11,147,Tyler Hall missed Layup.,28,35
6:11,254,Kyle Kuzma Defensive Rebound.,28,35
6:07,254,JoJo Zamora made Layup. Assisted by Kyle Kuzma.,28,37
6:06,147,Foul on Harald Frey.,28,37
6:06,254,JoJo Zamora made Free Throw.,28,38
5:45,147,Sam Neumann Turnover.,28,38
5:26,254,Kyle Kuzma Turnover.,28,38
5:08,147,Zach Green made Jumper. Assisted by Quinton Everett.,30,38
4:49,254,Tyler Rawson missed Three Point Jumper.,30,38
4:49,147,Quinton Everett Defensive Rebound.,30,38
4:34,147,Tyler Hall missed Three Point Jumper.,30,38
4:34,254,JoJo Zamora Defensive Rebound.,30,38
4:22,147,Foul on Zach Green.,30,38
4:22,254,Kyle Kuzma missed Free Throw.,30,38
4:22,147,Sam Neumann Defensive Rebound.,30,38
4:11,147,Joe Mvuezolo Jr. missed Three Point Jumper.,30,38
4:11,254,Jayce Johnson Defensive Rebound.,30,38
3:50,147,Foul on Devonte Klines.,30,38
3:50,254,Official TV Timeout,30,38
3:50,254,Parker Van Dyke missed Free Throw.,30,38
3:50,254,Utah Deadball Team Rebound.,30,38
3:50,254,Parker Van Dyke made Free Throw.,30,39
3:38,147,Tyler Hall missed Jumper.,30,39
3:38,254,Lorenzo Bonam Block.,30,39
3:37,254,Jayce Johnson Defensive Rebound.,30,39
3:25,254,Lorenzo Bonam Turnover.,30,39
3:25,147,Tyler Hall Steal.,30,39
3:22,147,Tyler Hall missed Layup.,30,39
3:22,254,Lorenzo Bonam Block.,30,39
3:22,147,Montana St Offensive Rebound.,30,39
3:01,147,Devin Kirby made Layup. Assisted by Joe Mvuezolo Jr..,32,39
2:42,254,Kyle Kuzma Turnover.,32,39
2:41,147,Joe Mvuezolo Jr. Steal.,32,39
2:30,147,Montana St  Timeout,32,39
2:11,147,Montana St  Turnover.,32,39
1:46,254,JoJo Zamora made Layup.,32,41
1:25,147,Joe Mvuezolo Jr. made Three Point Jumper. Assisted by Sam Neumann.,35,41
1:04,254,Tyler Rawson made Layup. Assisted by Kyle Kuzma.,35,43
0:40,147,Joe Mvuezolo Jr. Turnover.,35,43
0:35,254,Lorenzo Bonam made Layup.,35,45
0:09,147,Tyler Hall Turnover.,35,45
0:09,254,Lorenzo Bonam Steal.,35,45
0:05,254,Lorenzo Bonam made Dunk.,35,47
0:00,254,End of 1st half,35,47
19:52,147,Harald Frey missed Layup.,35,47
19:52,147,Quinton Everett Offensive Rebound.,35,47
19:50,147,Quinton Everett missed Layup.,35,47
19:50,147,Montana St Offensive Rebound.,35,47
19:42,254,Foul on Parker Van Dyke.,35,47
19:28,147,Tyler Hall made Jumper.,37,47
19:09,254,Jayce Johnson missed Jumper.,37,47
19:09,254,Jayce Johnson Offensive Rebound.,37,47
19:07,254,Jayce Johnson made Layup.,37,49
18:52,254,Foul on Parker Van Dyke.,37,49
18:52,147,Sam Neumann missed Free Throw.,37,49
18:52,147,Montana St Deadball Team Rebound.,37,49
18:52,147,Sam Neumann made Free Throw.,38,49
18:37,254,Devon Daniels missed Layup.,38,49
18:37,254,Jayce Johnson Offensive Rebound.,38,49
18:31,254,Gabe Bealer missed Three Point Jumper.,38,49
18:31,147,Montana St Defensive Rebound.,38,49
18:16,147,Harald Frey missed Three Point Jumper.,38,49
18:16,254,Kyle Kuzma Defensive Rebound.,38,49
17:53,254,Jayce Johnson missed Layup.,38,49
17:53,147,Sam Neumann Defensive Rebound.,38,49
17:40,147,Quinton Everett made Three Point Jumper. Assisted by Harald Frey.,41,49
17:21,254,Lorenzo Bonam made Jumper.,41,51
17:12,147,Tyler Hall made Jumper.,43,51
17:11,254,Foul on Kyle Kuzma.,43,51
17:11,147,Tyler Hall made Free Throw.,44,51
16:54,254,Jayce Johnson missed Layup.,44,51
16:54,254,Kyle Kuzma Offensive Rebound.,44,51
16:48,254,Kyle Kuzma Turnover.,44,51
16:47,147,Quinton Everett Steal.,44,51
16:38,147,Quinton Everett missed Layup.,44,51
16:38,254,Jayce Johnson Defensive Rebound.,44,51
16:27,254,Lorenzo Bonam missed Three Point Jumper.,44,51
16:27,254,Devon Daniels Offensive Rebound.,44,51
16:24,254,Devon Daniels missed Three Point Jumper.,44,51
16:24,147,Harald Frey Defensive Rebound.,44,51
16:14,147,Harald Frey missed Layup.,44,51
16:14,254,JoJo Zamora Block.,44,51
16:14,147,Montana St Offensive Rebound.,44,51
16:11,147,Tyler Hall missed Three Point Jumper.,44,51
16:11,254,Kyle Kuzma Defensive Rebound.,44,51
16:08,147,Foul on Benson Osayande.,44,51
15:55,254,JoJo Zamora missed Layup.,44,51
15:55,147,Joe Mvuezolo Jr. Block.,44,51
15:54,147,Tyler Hall Defensive Rebound.,44,51
15:50,147,Joe Mvuezolo Jr. made Layup. Assisted by Tyler Hall.,46,51
15:36,147,Foul on Tyler Hall.,46,51
15:36,254,Official TV Timeout,46,51
15:22,147,Foul on Benson Osayande.,46,51
15:22,254,Kyle Kuzma missed Free Throw.,46,51
15:22,254,Utah Deadball Team Rebound.,46,51
15:22,254,Kyle Kuzma made Free Throw.,46,52
15:12,147,Benson Osayande missed Layup.,46,52
15:12,254,Kyle Kuzma Defensive Rebound.,46,52
15:06,254,Devon Daniels missed Jumper.,46,52
15:06,147,Tyler Hall Defensive Rebound.,46,52
14:57,147,Zach Green made Three Point Jumper. Assisted by Joe Mvuezolo Jr..,49,52
14:29,254,JoJo Zamora missed Three Point Jumper.,49,52
14:29,254,Kyle Kuzma Offensive Rebound.,49,52
14:25,147,Foul on Zach Green.,49,52
14:25,254,Kyle Kuzma made Free Throw.,49,53
14:25,254,Kyle Kuzma missed Free Throw.,49,53
14:25,147,Joe Mvuezolo Jr. Defensive Rebound.,49,53
14:08,147,Joe Mvuezolo Jr. missed Layup.,49,53
14:08,254,Kyle Kuzma Defensive Rebound.,49,53
14:01,147,Foul on Sarp Gobeloglu.,49,53
13:59,254,Lorenzo Bonam made Layup. Assisted by Kyle Kuzma.,49,55
13:59,147,Foul on Sarp Gobeloglu.,49,55
13:59,254,Lorenzo Bonam made Free Throw.,49,56
13:45,254,Foul on Tyler Rawson.,49,56
13:45,147,Benson Osayande missed Free Throw.,49,56
13:45,147,Montana St Deadball Team Rebound.,49,56
13:45,147,Benson Osayande made Free Throw.,50,56
13:31,254,Tyler Rawson made Layup. Assisted by Kyle Kuzma.,50,58
13:31,147,Foul on Benson Osayande.,50,58
13:31,254,Tyler Rawson made Free Throw.,50,59
13:21,147,Zach Green made Three Point Jumper. Assisted by Quinton Everett.,53,59
13:01,254,Tyler Rawson made Jumper. Assisted by Kyle Kuzma.,53,61
12:50,147,Zach Green made Layup.,55,61
12:50,254,Foul on Tyler Rawson.,55,61
12:50,147,Zach Green made Free Throw.,56,61
12:38,254,Tyler Rawson made Layup. Assisted by Kyle Kuzma.,56,63
12:25,147,Zach Green missed Jumper.,56,63
12:25,254,JoJo Zamora Defensive Rebound.,56,63
12:19,254,Devon Daniels made Layup. Assisted by JoJo Zamora.,56,65
12:19,147,Foul on Quinton Everett.,56,65
12:19,254,Devon Daniels made Free Throw.,56,66
12:10,147,Devonte Klines missed Layup.,56,66
12:10,147,Devonte Klines Offensive Rebound.,56,66
12:07,254,Foul on Tyler Rawson.,56,66
12:07,147,Devonte Klines made Free Throw.,57,66
12:07,147,Devonte Klines missed Free Throw.,57,66
12:07,254,Parker Van Dyke Defensive Rebound.,57,66
11:58,254,Parker Van Dyke missed Layup.,57,66
11:58,147,Joe Mvuezolo Jr. Block.,57,66
11:58,254,Utah Offensive Rebound.,57,66
11:58,254,Official TV Timeout,57,66
11:49,254,Devon Daniels made Layup. Assisted by Tyler Rawson.,57,68
11:33,147,Joe Mvuezolo Jr. missed Jumper.,57,68
11:33,254,Tyler Rawson Defensive Rebound.,57,68
11:24,254,Kyle Kuzma missed Layup.,57,68
11:24,147,Joe Mvuezolo Jr. Block.,57,68
11:24,254,Tyler Rawson Offensive Rebound.,57,68
11:17,254,Parker Van Dyke missed Jumper.,57,68
11:17,254,Devon Daniels Offensive Rebound.,57,68
11:13,254,Kyle Kuzma made Layup. Assisted by Devon Daniels.,57,70
11:13,147,Foul on Harald Frey.,57,70
11:13,254,Kyle Kuzma made Free Throw.,57,71
11:03,147,Quinton Everett made Layup.,59,71
10:36,254,Devon Daniels missed Jumper.,59,71
10:36,147,Montana St Defensive Rebound.,59,71
10:22,147,Tyler Hall Turnover.,59,71
10:21,254,JoJo Zamora Steal.,59,71
10:07,254,Devon Daniels missed Jumper.,59,71
10:07,147,Tyler Hall Defensive Rebound.,59,71
9:58,147,Harald Frey made Three Point Jumper. Assisted by Quinton Everett.,62,71
9:40,254,JoJo Zamora missed Three Point Jumper.,62,71
9:40,147,Tyler Hall Defensive Rebound.,62,71
9:32,147,Montana St  Timeout,62,71
9:17,147,Sam Neumann missed Layup.,62,71
9:17,147,Sam Neumann Offensive Rebound.,62,71
9:14,147,Sam Neumann missed Layup.,62,71
9:14,147,Sam Neumann Offensive Rebound.,62,71
9:10,147,Quinton Everett missed Three Point Jumper.,62,71
9:10,254,Lorenzo Bonam Defensive Rebound.,62,71
8:53,147,Foul on Zach Green.,62,71
8:53,254,Kyle Kuzma made Free Throw.,62,72
8:53,254,Kyle Kuzma made Free Throw.,62,73
8:43,147,Quinton Everett Turnover.,62,73
8:24,254,Tyler Rawson missed Layup.,62,73
8:24,254,Devon Daniels Offensive Rebound.,62,73
8:23,254,Devon Daniels made Layup.,62,75
8:12,147,Benson Osayande missed Layup.,62,75
8:12,147,Montana St Offensive Rebound.,62,75
8:02,254,Foul on Tyler Rawson.,62,75
8:02,147,Quinton Everett made Free Throw.,63,75
8:02,147,Quinton Everett missed Free Throw.,63,75
8:02,254,Kyle Kuzma Defensive Rebound.,63,75
7:46,254,JoJo Zamora Turnover.,63,75
7:46,254,Official TV Timeout,63,75
7:36,254,Foul on Devon Daniels.,63,75
7:36,147,Tyler Hall made Free Throw.,64,75
7:36,147,Tyler Hall made Free Throw.,65,75
7:20,254,JoJo Zamora made Three Point Jumper. Assisted by Kyle Kuzma.,65,78
7:01,147,Quinton Everett made Jumper.,67,78
6:33,254,Lorenzo Bonam missed Three Point Jumper.,67,78
6:33,147,Harald Frey Defensive Rebound.,67,78
6:23,147,Sarp Gobeloglu missed Three Point Jumper.,67,78
6:23,254,Lorenzo Bonam Defensive Rebound.,67,78
6:09,254,Jayce Johnson Turnover.,67,78
5:57,147,Sam Neumann missed Three Point Jumper.,67,78
5:57,254,Lorenzo Bonam Defensive Rebound.,67,78
5:40,147,Foul on Zach Green.,67,78
5:40,254,Kyle Kuzma made Free Throw.,67,79
5:40,254,Kyle Kuzma missed Free Throw.,67,79
5:40,147,Quinton Everett Defensive Rebound.,67,79
5:36,147,Quinton Everett Turnover.,67,79
5:36,254,Lorenzo Bonam Steal.,67,79
5:24,254,JoJo Zamora Turnover.,67,79
5:14,254,Foul on JoJo Zamora.,67,79
5:14,147,Tyler Hall made Free Throw.,68,79
5:14,147,Tyler Hall made Free Throw.,69,79
4:58,254,Kyle Kuzma made Layup. Assisted by Tyler Rawson.,69,81
4:46,147,Tyler Hall missed Three Point Jumper.,69,81
4:46,254,Tyler Rawson Defensive Rebound.,69,81
4:31,254,Tyler Rawson made Layup. Assisted by Devon Daniels.,69,83
4:18,147,Quinton Everett missed Layup.,69,83
4:18,254,Lorenzo Bonam Block.,69,83
4:17,147,Quinton Everett Offensive Rebound.,69,83
4:16,147,Quinton Everett made Layup.,71,83
3:51,254,Kyle Kuzma Turnover.,71,83
3:51,147,Quinton Everett Steal.,71,83
3:46,147,Joe Mvuezolo Jr. Turnover.,71,83
3:46,254,JoJo Zamora Steal.,71,83
3:23,147,Foul on Tyler Hall.,71,83
3:23,254,Official TV Timeout,71,83
3:23,254,Kyle Kuzma made Free Throw.,71,84
3:23,254,Kyle Kuzma made Free Throw.,71,85
3:13,147,Joe Mvuezolo Jr. missed Jumper.,71,85
3:13,254,Tyler Rawson Defensive Rebound.,71,85
2:40,254,Utah  Turnover.,71,85
2:27,147,Harald Frey missed Layup.,71,85
2:27,254,Lorenzo Bonam Block.,71,85
2:26,254,Utah Defensive Rebound.,71,85
1:55,254,Lorenzo Bonam missed Jumper.,71,85
1:55,254,Tyler Rawson Offensive Rebound.,71,85
1:54,147,Foul on Sam Neumann.,71,85
1:54,254,Lorenzo Bonam missed Free Throw.,71,85
1:54,254,Utah Deadball Team Rebound.,71,85
1:54,254,Lorenzo Bonam made Free Throw.,71,86
1:47,147,Quinton Everett missed Layup.,71,86
1:47,254,Parker Van Dyke Defensive Rebound.,71,86
1:31,254,Tyler Rawson missed Three Point Jumper.,71,86
1:31,147,Joe Mvuezolo Jr. Defensive Rebound.,71,86
1:21,254,Foul on Tyler Rawson.,71,86
1:21,147,Tyler Hall missed Free Throw.,71,86
1:21,147,Montana St Deadball Team Rebound.,71,86
1:21,147,Tyler Hall missed Free Throw.,71,86
1:21,147,Joe Mvuezolo Jr. Offensive Rebound.,71,86
1:18,254,Foul on Devon Daniels.,71,86
1:18,147,Joe Mvuezolo Jr. made Free Throw.,72,86
1:18,147,Joe Mvuezolo Jr. made Free Throw.,73,86
1:18,254,Kyle Kuzma Turnover.,73,86
1:09,147,Tyler Hall Turnover.,73,86
1:08,254,Devon Daniels Steal.,73,86
1:04,147,Foul on Quinton Everett.,73,86
1:04,254,Devon Daniels made Free Throw.,73,87
1:04,254,Devon Daniels made Free Throw.,73,88
0:57,147,Quinton Everett made Layup.,75,88
0:57,254,Foul on Jake Connor.,75,88
0:57,147,Quinton Everett made Free Throw.,76,88
0:56,147,Foul on Devonte Klines.,76,88
0:56,254,Devon Daniels made Free Throw.,76,89
0:56,254,Devon Daniels made Free Throw.,76,90
0:52,147,Quinton Everett made Three Point Jumper. Assisted by Harald Frey.,79,90
0:23,254,Beau Rydalch missed Three Point Jumper.,79,90
0:23,147,Harald Frey Defensive Rebound.,79,90
0:15,147,Quinton Everett made Three Point Jumper. Assisted by Harald Frey.,82,90
0:11,254,Marc Reininger Turnover.,82,90
0:11,147,Tyler Hall Steal.,82,90
0:07,254,Foul on Beau Rydalch.,82,90
0:07,147,Tyler Hall made Free Throw.,83,90
0:07,147,Tyler Hall made Free Throw.,84,90
0:06,147,Foul on Tyler Hall.,84,90
0:06,254,Beau Rydalch made Free Throw.,84,91
0:06,254,Beau Rydalch made Free Throw.,84,92
0:02,147,Tyler Hall missed Three Point Jumper.,84,92
0:02,254,Beau Rydalch Defensive Rebound.,84,92
0:00,254,End of Game,84,92
