Oregon State,344,Mississippi State,204
1:08,344,Mario Kegler Turnover.,19,41
0:58,204,Daine Muller Turnover.,19,41
0:58,344,Tyson Carter Steal.,19,41
0:47,204,Foul on Matt Dahlen.,19,41
0:47,344,Mario Kegler made Free Throw.,19,42
0:47,344,Mario Kegler made Free Throw.,19,43
0:37,204,Ronnie Stacy Turnover.,19,43
0:37,344,I.J. Ready Steal.,19,43
0:32,344,I.J. Ready made Layup.,19,45
0:09,204,Stephen Thompson Jr. missed Layup.,19,45
0:09,344,Aric Holman Block.,19,45
0:09,204,Oregon St Offensive Rebound.,19,45
0:01,204,Cheikh N'Diaye missed Jumper.,19,45
0:01,344,Tyson Carter Block.,19,45
0:01,344,Tyson Carter Defensive Rebound.,19,45
0:00,344,End of 1st half,19,45
20:00,204,Jump Ball won by Oregon St,19,45
19:44,204,Stephen Thompson Jr. made Jumper. Assisted by Ronnie Stacy.,21,45
19:22,344,Tyson Carter missed Jumper.,21,45
19:22,204,Drew Eubanks Defensive Rebound.,21,45
19:22,344,Foul on Aric Holman.,21,45
19:05,204,Stephen Thompson Jr. Turnover.,21,45
19:05,344,Aric Holman Steal.,21,45
18:44,344,Aric Holman Turnover.,21,45
18:44,204,Jaquori McLaughlin Steal.,21,45
18:25,204,Stephen Thompson Jr. missed Three Point Jumper.,21,45
18:25,204,Jaquori McLaughlin Offensive Rebound.,21,45
18:19,204,Ronnie Stacy made Layup.,23,45
18:16,344,Mario Kegler missed Jumper.,23,45
18:16,204,Drew Eubanks Block.,23,45
18:16,344,Mississippi St Offensive Rebound.,23,45
18:02,344,Quinndary Weatherspoon missed Three Point Jumper.,23,45
18:02,204,Drew Eubanks Defensive Rebound.,23,45
17:32,204,Drew Eubanks Turnover.,23,45
17:13,204,Foul on Stephen Thompson Jr..,23,45
17:13,344,Aric Holman made Free Throw.,23,46
17:13,344,Aric Holman made Free Throw.,23,47
17:01,204,Jaquori McLaughlin made Three Point Jumper. Assisted by Stephen Thompson Jr..,26,47
16:38,344,Mario Kegler made Three Point Jumper. Assisted by I.J. Ready.,26,50
16:12,344,Foul on Mario Kegler.,26,50
16:12,344,Foul on Eli Wright.,26,50
16:12,204,Cheikh N'Diaye made Free Throw.,27,50
16:12,204,Cheikh N'Diaye made Free Throw.,28,50
16:01,344,Schnider Herard Turnover.,28,50
15:45,204,Cheikh N'Diaye missed Jumper.,28,50
15:45,344,Schnider Herard Defensive Rebound.,28,50
15:18,344,Eli Wright made Three Point Jumper. Assisted by I.J. Ready.,28,53
14:54,204,Stephen Thompson Jr. made Jumper.,30,53
14:54,344,Foul on Quinndary Weatherspoon.,30,53
14:54,344,Official TV Timeout,30,53
14:54,204,Stephen Thompson Jr. made Free Throw.,31,53
14:30,344,I.J. Ready missed Three Point Jumper.,31,53
14:30,204,Jaquori McLaughlin Defensive Rebound.,31,53
14:15,204,Cheikh N'Diaye made Jumper.,33,53
13:50,344,Schnider Herard missed Jumper.,33,53
13:50,204,Drew Eubanks Defensive Rebound.,33,53
13:30,204,Jaquori McLaughlin missed Three Point Jumper.,33,53
13:30,344,Aric Holman Defensive Rebound.,33,53
13:09,344,Aric Holman made Three Point Jumper. Assisted by Lamar Peters.,33,56
12:45,204,Drew Eubanks missed Jumper.,33,56
12:45,344,Eli Wright Defensive Rebound.,33,56
12:18,344,Lamar Peters missed Jumper.,33,56
12:18,204,Drew Eubanks Defensive Rebound.,33,56
12:02,344,Foul on Lamar Peters.,33,56
11:59,204,Gligorije Rakocevic missed Jumper.,33,56
11:59,344,Lamar Peters Defensive Rebound.,33,56
11:48,204,Foul on Drew Eubanks.,33,56
11:48,344,Official TV Timeout,33,56
11:48,344,Quinndary Weatherspoon made Free Throw.,33,57
11:48,344,Quinndary Weatherspoon made Free Throw.,33,58
11:38,344,Foul on Lamar Peters.,33,58
11:32,204,Jaquori McLaughlin made Three Point Jumper. Assisted by Ronnie Stacy.,36,58
11:13,204,Foul on Ronnie Stacy.,36,58
10:49,344,I.J. Ready missed Three Point Jumper.,36,58
10:49,344,Aric Holman Offensive Rebound.,36,58
10:49,344,Aric Holman missed Two Point Tip Shot.,36,58
10:49,344,Aric Holman Offensive Rebound.,36,58
10:44,204,Foul on Ronnie Stacy.,36,58
10:27,344,Aric Holman Turnover.,36,58
10:25,204,Ronnie Stacy Turnover.,36,58
10:25,344,Quinndary Weatherspoon Steal.,36,58
10:10,204,Foul on Ronnie Stacy.,36,58
10:10,344,Quinndary Weatherspoon made Free Throw.,36,59
10:10,344,Quinndary Weatherspoon made Free Throw.,36,60
9:45,204,Jaquori McLaughlin made Three Point Jumper.,39,60
9:40,204,Oregon St  Timeout,39,60
9:40,344,Official TV Timeout,39,60
9:12,344,Mississippi St  Turnover.,39,60
8:57,204,Drew Eubanks Turnover.,39,60
8:57,344,Mario Kegler Steal.,39,60
8:51,344,Tyson Carter missed Three Point Jumper.,39,60
8:51,204,Drew Eubanks Defensive Rebound.,39,60
8:32,204,Stephen Thompson Jr. made Layup.,41,60
8:13,344,Quinndary Weatherspoon Turnover.,41,60
7:57,204,Gligorije Rakocevic missed Jumper.,41,60
7:57,344,Aric Holman Defensive Rebound.,41,60
7:26,344,Lamar Peters Turnover.,41,60
7:26,344,Official TV Timeout,41,60
7:14,204,Jaquori McLaughlin Turnover.,41,60
7:14,344,Eli Wright Steal.,41,60
7:09,344,Eli Wright made Layup.,41,62
6:39,344,Foul on Lamar Peters.,41,62
6:39,204,Jaquori McLaughlin missed Free Throw.,41,62
6:39,204,Stephen Thompson Jr. Offensive Rebound.,41,62
6:30,204,Stephen Thompson Jr. made Jumper.,43,62
6:06,344,Mario Kegler made Layup. Assisted by Aric Holman.,43,64
6:06,204,Foul on Stephen Thompson Jr..,43,64
6:06,344,Mario Kegler missed Free Throw.,43,64
6:06,344,Quinndary Weatherspoon Offensive Rebound.,43,64
6:05,344,Aric Holman missed Dunk.,43,64
6:05,204,Matt Dahlen Defensive Rebound.,43,64
5:56,204,Cheikh N'Diaye made Layup. Assisted by Jaquori McLaughlin.,45,64
5:51,204,Oregon St  Timeout,45,64
5:31,344,I.J. Ready made Jumper.,45,66
5:14,204,Jaquori McLaughlin missed Jumper.,45,66
5:14,344,Quinndary Weatherspoon Defensive Rebound.,45,66
5:03,204,Foul on Tanner Sanders.,45,66
5:03,344,Quinndary Weatherspoon missed Free Throw.,45,66
5:03,344,Mississippi St Deadball Team Rebound.,45,66
5:03,344,Quinndary Weatherspoon made Free Throw.,45,67
4:50,204,Stephen Thompson Jr. Turnover.,45,67
4:50,344,Quinndary Weatherspoon Steal.,45,67
4:45,344,I.J. Ready Turnover.,45,67
4:45,204,Matt Dahlen Steal.,45,67
4:40,204,Stephen Thompson Jr. made Layup. Assisted by Matt Dahlen.,47,67
4:26,344,I.J. Ready Turnover.,47,67
4:26,204,Jaquori McLaughlin Steal.,47,67
4:21,204,Jaquori McLaughlin Turnover.,47,67
4:21,344,I.J. Ready Steal.,47,67
4:19,344,I.J. Ready Turnover.,47,67
4:19,204,Tanner Sanders Steal.,47,67
4:13,204,Stephen Thompson Jr. made Layup.,49,67
3:57,204,Foul on Matt Dahlen.,49,67
3:57,344,Official TV Timeout,49,67
3:57,344,Schnider Herard made Free Throw.,49,68
3:57,344,Schnider Herard missed Free Throw.,49,68
3:57,204,Matt Dahlen Defensive Rebound.,49,68
3:45,344,Foul on Quinndary Weatherspoon.,49,68
3:45,204,Drew Eubanks made Free Throw.,50,68
3:45,204,Drew Eubanks made Free Throw.,51,68
3:16,344,I.J. Ready Turnover.,51,68
3:16,204,Matt Dahlen Turnover.,51,68
3:16,344,I.J. Ready Steal.,51,68
2:44,204,Foul on Matt Dahlen.,51,68
2:44,344,Schnider Herard made Free Throw.,51,69
2:44,344,Schnider Herard missed Free Throw.,51,69
2:44,204,Drew Eubanks Defensive Rebound.,51,69
2:28,204,Drew Eubanks Turnover.,51,69
2:13,344,Lamar Peters made Layup.,51,71
1:59,204,Jaquori McLaughlin missed Jumper.,51,71
1:59,344,Eli Wright Defensive Rebound.,51,71
1:33,344,Eli Wright missed Three Point Jumper.,51,71
1:33,204,Drew Eubanks Defensive Rebound.,51,71
1:25,344,Foul on E.J. Datcher.,51,71
1:25,204,Drew Eubanks made Free Throw.,52,71
1:25,204,Drew Eubanks missed Free Throw.,52,71
1:25,344,Joe Strugg Defensive Rebound.,52,71
0:56,344,Lamar Peters made Three Point Jumper.,52,74
0:42,344,Foul on E.J. Datcher.,52,74
0:42,204,Drew Eubanks made Free Throw.,53,74
0:42,204,Drew Eubanks made Free Throw.,54,74
0:29,344,Drew Davis missed Three Point Jumper.,54,74
0:29,204,Oregon St Defensive Rebound.,54,74
0:01,204,Ronnie Stacy made Layup.,56,74
0:01,344,Foul on Miles Washington.,56,74
0:01,204,Ronnie Stacy made Free Throw.,57,74
0:00,344,End of Game,57,74
