High Point,2737,Winthrop,2272
14:00,2272,Justyn Mutts missed Jumper.,9,4
14:00,2272,Ricky Madison Offensive Rebound.,9,4
13:58,2272,Ricky Madison Turnover.,9,4
13:57,2737,Anders Broman Steal.,9,4
13:49,2737,Charles Falden made Layup.,9,6
13:21,2272,Justyn Mutts made Jumper.,12,6
13:21,2272,Justyn Mutts made Free Throw.,10,6
13:20,2737,Foul on Charles Falden.,12,6
13:13,2272,Foul on Austin White.,12,6
13:13,2737,Nych Smith made Free Throw.,12,7
13:13,2737,Nych Smith made Free Throw.,12,8
13:00,2737,Foul on Charles Falden.,12,8
12:47,2272,Brandonn Kamga missed Jumper.,12,8
12:47,2737,Josh Ferguson Defensive Rebound.,12,8
12:38,2272,Foul on Justyn Mutts.,12,8
12:38,2737,Adam Pickett made Free Throw.,12,9
12:38,2737,Adam Pickett made Free Throw.,12,10
12:20,2272,Brandonn Kamga missed Jumper.,12,10
12:20,2272,Jordan Whitehead Offensive Rebound.,12,10
12:17,2272,Jordan Whitehead missed Jumper.,12,10
12:17,2737,Nych Smith Defensive Rebound.,12,10
12:09,2737,Nych Smith Turnover.,12,10
12:08,2272,Andre Fox Steal.,12,10
12:01,2737,Foul on Bjorn Broman.,12,10
12:01,2272,Andre Fox missed Free Throw.,12,10
12:01,2272,High Point Deadball Team Rebound.,12,10
12:01,2272,Andre Fox made Free Throw.,13,10
11:55,2737,Nych Smith missed Layup.,13,10
11:55,2737,Josh Ferguson Offensive Rebound.,13,10
11:53,2737,Josh Ferguson made Dunk.,13,12
11:26,2272,Austin White Turnover.,13,12
11:25,2737,Nych Smith Steal.,13,12
11:18,2737,Austin Awad Turnover.,13,12
11:18,2272,Jordan Whitehead Steal.,13,12
11:10,2272,Jordan Whitehead missed Layup.,13,12
11:10,2737,Nych Smith Block.,13,12
11:08,2737,Bjorn Broman Defensive Rebound.,13,12
10:51,2737,Adam Pickett made Jumper.,13,14
10:37,2737,Foul on Nych Smith.,13,14
10:37,2737,Official TV Timeout,13,14
10:37,2272,Jamal Wright made Free Throw.,14,14
10:37,2272,Jamal Wright missed Free Throw.,14,14
10:37,2737,Jermaine Ukaegbu Defensive Rebound.,14,14
10:26,2737,Adam Pickett Turnover.,14,14
10:10,2272,Andre Fox missed Three Point Jumper.,14,14
10:10,2737,Anders Broman Defensive Rebound.,14,14
9:55,2737,Adam Pickett made Three Point Jumper. Assisted by Anders Broman.,14,17
9:33,2272,Brandonn Kamga missed Layup.,14,17
9:33,2737,Josh Ferguson Block.,14,17
9:32,2737,Josh Ferguson Defensive Rebound.,14,17
9:20,2737,Bjorn Broman Turnover.,14,17
9:19,2272,Denny Slay Steal.,14,17
8:59,2272,Justyn Mutts made Jumper.,16,17
8:42,2737,Josh Ferguson missed Three Point Jumper.,16,17
8:42,2737,Bjorn Broman Offensive Rebound.,16,17
8:33,2737,Nych Smith missed Jumper.,16,17
8:33,2272,Andre Fox Defensive Rebound.,16,17
8:19,2272,Jahaad Proctor Turnover.,16,17
8:18,2737,Nych Smith Steal.,16,17
8:15,2737,Nych Smith made Layup.,16,19
7:52,2272,Ricky Madison made Layup. Assisted by Jahaad Proctor.,18,19
7:39,2737,Jermaine Ukaegbu Turnover.,18,19
7:39,2272,Denny Slay Steal.,18,19
7:34,2272,Jahaad Proctor made Three Point Jumper. Assisted by Denny Slay.,21,19
7:23,2737,Winthrop  Timeout,21,19
7:23,2737,Official TV Timeout,21,19
7:05,2737,Anders Broman Turnover.,21,19
6:55,2272,Austin White missed Layup.,21,19
6:55,2272,Ricky Madison Offensive Rebound.,21,19
6:53,2272,Ricky Madison missed Two Point Tip Shot.,21,19
6:53,2272,Justyn Mutts Offensive Rebound.,21,19
6:52,2272,Justyn Mutts missed Two Point Tip Shot.,21,19
6:52,2737,Josh Ferguson Defensive Rebound.,21,19
6:51,2272,Foul on Justyn Mutts.,21,19
6:32,2737,Austin Awad missed Three Point Jumper.,21,19
6:32,2272,Jahaad Proctor Defensive Rebound.,21,19
6:22,2272,Jahaad Proctor missed Layup.,21,19
6:22,2737,Anders Broman Block.,21,19
6:21,2737,Xavier Cooks Defensive Rebound.,21,19
6:17,2737,Anders Broman missed Three Point Jumper.,21,19
6:17,2737,Anders Broman Offensive Rebound.,21,19
6:13,2737,Bjorn Broman made Three Point Jumper. Assisted by Anders Broman.,21,22
5:48,2272,Brandonn Kamga missed Jumper.,21,22
5:48,2737,Austin Awad Defensive Rebound.,21,22
5:39,2737,Nych Smith missed Jumper.,21,22
5:39,2272,Jahaad Proctor Defensive Rebound.,21,22
5:31,2272,Jahaad Proctor Turnover.,21,22
5:20,2737,Bjorn Broman missed Three Point Jumper.,21,22
5:20,2272,Jahaad Proctor Defensive Rebound.,21,22
5:06,2272,Jahaad Proctor Turnover.,21,22
5:06,2737,Xavier Cooks Steal.,21,22
4:46,2737,Austin Awad missed Three Point Jumper.,21,22
4:46,2272,Jamal Wright Defensive Rebound.,21,22
4:39,2272,Jahaad Proctor missed Three Point Jumper.,21,22
4:39,2737,Anders Broman Defensive Rebound.,21,22
4:20,2737,Xavier Cooks Turnover.,21,22
4:19,2272,Jamal Wright Steal.,21,22
4:15,2272,Brandonn Kamga made Layup.,23,22
4:13,2737,Foul on Anders Broman.,23,22
4:13,2272,Brandonn Kamga made Free Throw.,24,22
3:51,2272,Foul on Austin White.,24,22
3:51,2737,Official TV Timeout,24,22
3:47,2737,Anders Broman missed Three Point Jumper.,24,22
3:47,2272,Austin White Defensive Rebound.,24,22
3:32,2272,Andre Fox made Jumper.,26,22
3:24,2737,Bjorn Broman made Layup.,26,24
3:11,2272,Andre Fox missed Three Point Jumper.,26,24
3:11,2737,Adam Pickett Defensive Rebound.,26,24
3:01,2737,Xavier Cooks missed Layup.,26,24
3:01,2272,Jordan Whitehead Defensive Rebound.,26,24
2:53,2272,Andre Fox Turnover.,26,24
2:31,2737,Josh Ferguson made Jumper.,26,26
2:18,2272,Andre Fox missed Jumper.,26,26
2:18,2737,Josh Ferguson Defensive Rebound.,26,26
2:06,2737,Adam Pickett Turnover.,26,26
2:05,2272,Jordan Whitehead Steal.,26,26
1:42,2272,Jamal Wright missed Jumper.,26,26
1:42,2737,Adam Pickett Block.,26,26
1:40,2737,Nych Smith Defensive Rebound.,26,26
1:36,2737,Adam Pickett made Layup. Assisted by Nych Smith.,26,28
1:26,2272,High Point  Timeout,26,28
1:05,2272,Andre Fox missed Layup.,26,28
1:05,2737,Jermaine Ukaegbu Block.,26,28
1:03,2272,High Point Offensive Rebound.,26,28
1:02,2737,Foul on Bjorn Broman.,26,28
1:02,2272,Andre Fox made Free Throw.,27,28
1:02,2272,Andre Fox made Free Throw.,28,28
1:02,2272,Andre Fox made Free Throw.,29,28
0:42,2272,Foul on Andre Fox.,29,28
0:42,2737,Anders Broman made Free Throw.,29,29
0:42,2737,Anders Broman made Free Throw.,29,30
0:29,2272,Jahaad Proctor missed Three Point Jumper.,29,30
0:29,2272,High Point Offensive Rebound.,29,30
0:02,2272,Luke Vargo missed Three Point Jumper.,29,30
0:02,2272,Ricky Madison Offensive Rebound.,29,30
0:00,2737,End of 1st half,29,30
19:48,2272,Brandonn Kamga missed Layup.,29,30
19:48,2737,Bjorn Broman Defensive Rebound.,29,30
19:40,2737,Adam Pickett missed Three Point Jumper.,29,30
19:40,2272,Jahaad Proctor Defensive Rebound.,29,30
19:16,2272,Jahaad Proctor missed Layup.,29,30
19:16,2737,Josh Ferguson Defensive Rebound.,29,30
19:02,2737,Bjorn Broman made Three Point Jumper. Assisted by Xavier Cooks.,29,33
18:41,2272,Denny Slay missed Three Point Jumper.,29,33
18:41,2737,Bjorn Broman Defensive Rebound.,29,33
18:29,2737,Bjorn Broman Turnover.,29,33
18:29,2272,Brandonn Kamga Steal.,29,33
18:22,2272,Jahaad Proctor made Layup.,31,33
17:50,2737,Josh Ferguson made Layup.,31,35
17:33,2272,Andre Fox missed Three Point Jumper.,31,35
17:33,2737,Bjorn Broman Defensive Rebound.,31,35
17:15,2737,Xavier Cooks made Layup.,31,37
16:59,2272,Andre Fox made Layup.,33,37
16:50,2737,Anders Broman missed Three Point Jumper.,33,37
16:50,2737,Josh Ferguson Offensive Rebound.,33,37
16:41,2737,Xavier Cooks missed Three Point Jumper.,33,37
16:41,2272,Jahaad Proctor Defensive Rebound.,33,37
16:19,2272,Jordan Whitehead missed Jumper.,33,37
16:19,2737,Josh Ferguson Defensive Rebound.,33,37
16:10,2272,Foul on Andre Fox.,33,37
16:08,2737,Austin Awad missed Three Point Jumper.,33,37
16:08,2272,Jahaad Proctor Defensive Rebound.,33,37
15:59,2272,Jahaad Proctor Turnover.,33,37
15:58,2737,Josh Ferguson Steal.,33,37
15:42,2737,Adam Pickett Turnover.,33,37
15:42,2272,Brandonn Kamga Steal.,33,37
15:38,2737,Foul on Anders Broman.,33,37
15:38,2737,Official TV Timeout,33,37
15:38,2272,Austin White missed Free Throw.,33,37
15:38,2272,High Point Deadball Team Rebound.,33,37
15:38,2272,Austin White made Free Throw.,34,37
15:11,2737,Nych Smith made Layup.,34,39
15:10,2272,Foul on Justyn Mutts.,34,39
15:10,2737,Nych Smith made Free Throw.,34,40
14:53,2272,Ricky Madison missed Jumper.,34,40
14:53,2737,Austin Awad Defensive Rebound.,34,40
14:27,2737,Anders Broman missed Jumper.,34,40
14:27,2272,Jahaad Proctor Block.,34,40
14:23,2272,Luke Vargo Defensive Rebound.,34,40
14:06,2272,Jahaad Proctor Turnover.,34,40
14:05,2737,Josh Ferguson Steal.,34,40
13:59,2737,Charles Falden missed Jumper.,34,40
13:59,2737,Josh Ferguson Offensive Rebound.,34,40
13:56,2272,Foul on Brandonn Kamga.,34,40
13:56,2737,Josh Ferguson made Free Throw.,34,41
13:56,2737,Josh Ferguson made Free Throw.,34,42
13:38,2272,Jahaad Proctor made Jumper.,36,42
13:28,2737,Austin Awad Turnover.,36,42
13:27,2272,Jamal Wright Steal.,36,42
13:23,2272,Jamal Wright missed Jumper.,36,42
13:23,2272,Ricky Madison Offensive Rebound.,36,42
13:20,2737,Foul on Charles Falden.,36,42
13:20,2272,Jahaad Proctor missed Jumper.,36,42
13:20,2737,Xavier Cooks Defensive Rebound.,36,42
13:13,2737,Bjorn Broman made Layup.,36,44
12:48,2737,Foul on Jermaine Ukaegbu.,36,44
12:36,2272,Andre Fox made Jumper.,38,44
12:19,2272,Foul on Luke Vargo.,38,44
12:19,2737,Xavier Cooks made Free Throw.,38,45
12:19,2737,Xavier Cooks made Free Throw.,38,46
12:00,2737,Foul on Nych Smith.,38,46
11:55,2272,Brandonn Kamga missed Jumper.,38,46
11:55,2737,Xavier Cooks Block.,38,46
11:54,2737,Charles Falden Defensive Rebound.,38,46
11:51,2272,Foul on Austin White.,38,46
11:51,2737,Official TV Timeout,38,46
11:51,2737,Charles Falden missed Free Throw.,38,46
11:51,2737,Winthrop Deadball Team Rebound.,38,46
11:51,2737,Charles Falden missed Free Throw.,38,46
11:51,2737,Jermaine Ukaegbu Offensive Rebound.,38,46
11:43,2737,Adam Pickett Turnover.,38,46
11:42,2272,Jordan Whitehead Steal.,38,46
11:36,2272,Brandonn Kamga missed Jumper.,38,46
11:36,2737,Xavier Cooks Defensive Rebound.,38,46
11:28,2737,Foul on Xavier Cooks.,38,46
11:28,2737,Xavier Cooks Turnover.,38,46
11:00,2272,Jamal Wright Turnover.,38,46
10:59,2737,Bjorn Broman Steal.,38,46
10:49,2737,Adam Pickett missed Three Point Jumper.,38,46
10:49,2272,Austin White Defensive Rebound.,38,46
10:22,2272,Andre Fox Turnover.,38,46
10:21,2737,Bjorn Broman Steal.,38,46
10:18,2737,Adam Pickett made Jumper.,38,48
10:18,2272,Foul on Austin White.,38,48
10:18,2737,Adam Pickett made Free Throw.,38,49
10:09,2272,Jahaad Proctor missed Three Point Jumper.,38,49
10:09,2737,Josh Ferguson Defensive Rebound.,38,49
9:53,2737,Anders Broman made Three Point Jumper. Assisted by Jermaine Ukaegbu.,38,52
9:43,2272,Denny Slay made Three Point Jumper. Assisted by Jahaad Proctor.,41,52
9:23,2272,Foul on Brandonn Kamga.,41,52
9:23,2737,Anders Broman made Free Throw.,41,53
9:23,2737,Anders Broman missed Free Throw.,41,53
9:23,2272,Andre Fox Defensive Rebound.,41,53
9:03,2737,Foul on Bjorn Broman.,41,53
8:45,2272,Andre Fox made Jumper.,43,53
8:41,2272,High Point  Timeout,43,53
8:41,2737,Official TV Timeout,43,53
8:33,2272,Foul on Denny Slay.,43,53
8:33,2737,Bjorn Broman made Free Throw.,43,54
8:33,2737,Bjorn Broman made Free Throw.,43,55
8:07,2272,Brandonn Kamga missed Three Point Jumper.,43,55
8:07,2737,Adam Pickett Defensive Rebound.,43,55
7:57,2737,Adam Pickett Turnover.,43,55
7:56,2272,Andre Fox Steal.,43,55
7:56,2737,Foul on Adam Pickett.,43,55
7:56,2737,Official TV Timeout,43,55
7:56,2272,Andre Fox missed Free Throw.,43,55
7:56,2272,High Point Offensive Rebound.,43,55
7:47,2272,Andre Fox made Three Point Jumper. Assisted by Ricky Madison.,46,55
7:25,2737,Bjorn Broman made Layup.,46,57
7:09,2272,Jahaad Proctor made Jumper.,48,57
6:45,2737,Xavier Cooks made Jumper.,48,59
6:44,2272,Foul on Justyn Mutts.,48,59
6:44,2737,Xavier Cooks made Free Throw.,48,60
6:19,2737,Foul on Jermaine Ukaegbu.,48,60
6:19,2272,Andre Fox made Free Throw.,49,60
6:19,2272,Andre Fox missed Free Throw.,49,60
6:19,2737,Winthrop Defensive Rebound.,49,60
5:57,2737,Anders Broman made Three Point Jumper. Assisted by Bjorn Broman.,49,63
5:39,2272,Jahaad Proctor made Jumper.,51,63
5:17,2737,Xavier Cooks made Jumper.,51,65
4:59,2272,Ricky Madison missed Layup.,51,65
4:59,2737,Anders Broman Defensive Rebound.,51,65
4:34,2737,Josh Ferguson Turnover.,51,65
4:33,2272,Ricky Madison Steal.,51,65
4:30,2272,Ricky Madison missed Layup.,51,65
4:30,2737,Xavier Cooks Defensive Rebound.,51,65
4:06,2737,Josh Ferguson missed Layup.,51,65
4:06,2272,Ricky Madison Defensive Rebound.,51,65
3:48,2272,Ricky Madison made Layup. Assisted by Jahaad Proctor.,53,65
3:46,2272,High Point  Timeout,53,65
3:46,2737,Official TV Timeout,53,65
3:30,2272,Foul on Jahaad Proctor.,53,65
3:30,2737,Anders Broman made Free Throw.,53,66
3:30,2737,Anders Broman made Free Throw.,53,67
3:16,2737,Foul on Anders Broman.,53,67
3:16,2272,Jahaad Proctor missed Free Throw.,53,67
3:16,2737,Xavier Cooks Defensive Rebound.,53,67
2:59,2737,Xavier Cooks made Layup. Assisted by Bjorn Broman.,53,69
2:36,2272,Jahaad Proctor missed Three Point Jumper.,53,69
2:36,2737,Jermaine Ukaegbu Defensive Rebound.,53,69
2:08,2737,Bjorn Broman missed Three Point Jumper.,53,69
2:08,2272,Andre Fox Defensive Rebound.,53,69
2:00,2272,Jahaad Proctor missed Layup.,53,69
2:00,2737,Anders Broman Defensive Rebound.,53,69
1:47,2737,Foul on Xavier Cooks.,53,69
1:47,2737,Xavier Cooks Turnover.,53,69
1:38,2737,Keondre Schumacher made Layup.,53,71
1:38,2272,Foul on Jahaad Proctor.,53,71
1:38,2737,Anders Broman made Free Throw.,53,72
1:38,2737,Anders Broman made Free Throw.,53,73
1:28,2272,Austin White missed Three Point Jumper.,53,73
1:28,2737,Nych Smith Defensive Rebound.,53,73
1:21,2737,Nych Smith Turnover.,53,73
1:20,2272,Austin White Steal.,53,73
1:18,2737,Foul on Bjorn Broman.,53,73
1:18,2272,Austin White missed Free Throw.,53,73
1:18,2272,High Point Deadball Team Rebound.,53,73
1:18,2272,Austin White made Free Throw.,54,73
1:12,2272,Foul on Jahaad Proctor.,54,73
1:12,2737,Xavier Cooks made Free Throw.,54,74
1:12,2737,Xavier Cooks made Free Throw.,54,75
1:03,2272,Andre Fox made Layup.,56,75
0:58,2737,Winthrop  Timeout,56,75
0:43,2737,Charles Falden Turnover.,56,75
0:39,2272,Brandonn Kamga missed Three Point Jumper.,56,75
0:39,2737,Winthrop Defensive Rebound.,56,75
0:22,2737,Mitch Hill made Three Point Jumper. Assisted by Nych Smith.,56,78
0:16,2737,Foul on Matt Erps.,56,78
0:16,2272,Denny Slay made Free Throw.,57,78
0:16,2272,Denny Slay made Free Throw.,58,78
0:12,2737,Matt Erps Turnover.,58,78
0:12,2272,Jamal Wright Steal.,58,78
0:09,2272,Jamal Wright missed Layup.,58,78
0:09,2737,Nych Smith Defensive Rebound.,58,78
0:01,2737,Nych Smith Turnover.,58,78
0:00,2272,Jamal Wright Steal.,58,78
0:00,2737,End of Game,58,78
