Wagner,2415,Morgan State,2681
10:53,2415,Martez Cameron missed Jumper.,23,15
10:53,2681,AJ Sumbry Defensive Rebound.,23,15
10:48,2415,Foul on Martez Cameron.,23,15
10:38,2681,Shack Scott Turnover.,23,15
10:21,2415,Isiah Graves missed Three Point Jumper.,23,15
10:21,2415,Morgan St Offensive Rebound.,23,15
10:10,2681,Foul on Connor Ferrell.,23,15
10:10,2415,Isiah Graves missed Free Throw.,23,15
10:10,2415,Morgan St Deadball Team Rebound.,23,15
10:10,2415,Isiah Graves made Free Throw.,23,16
9:46,2681,Michael Carey Turnover.,23,16
9:46,2681,Foul on Michael Carey.,23,16
9:33,2415,Antonio Gillespie missed Three Point Jumper.,23,16
9:33,2681,AJ Sumbry Defensive Rebound.,23,16
9:25,2681,Shack Scott missed Layup.,23,16
9:25,2415,Kyle Thomas Block.,23,16
9:23,2415,Kyle Thomas Defensive Rebound.,23,16
9:16,2415,Antonio Gillespie made Jumper. Assisted by Isiah Graves.,23,18
9:01,2415,Foul on Isiah Graves.,23,18
8:54,2681,Devin Liggeons Turnover.,23,18
8:39,2415,Phillip Carr made Jumper. Assisted by David Syfax.,23,20
8:06,2681,Elijah Davis made Layup. Assisted by Corey Henson.,25,20
7:49,2415,Kyle Thomas made Jumper. Assisted by Isiah Graves.,25,22
7:28,2681,AJ Sumbry made Layup.,27,22
7:15,2415,Antonio Gillespie missed Three Point Jumper.,27,22
7:15,2681,Devin Liggeons Defensive Rebound.,27,22
7:00,2681,Foul on AJ Sumbry.,27,22
7:00,2681,AJ Sumbry Turnover.,27,22
7:00,2415,Official TV Timeout,27,22
6:43,2415,David Syfax missed Three Point Jumper.,27,22
6:43,2681,Greg Senat Defensive Rebound.,27,22
6:30,2681,JoJo Cooper missed Layup.,27,22
6:30,2681,Greg Senat Offensive Rebound.,27,22
6:25,2681,Greg Senat made Layup.,29,22
6:14,2415,Antonio Gillespie made Three Point Jumper. Assisted by Phillip Carr.,29,25
5:55,2681,Elijah Davis missed Three Point Jumper.,29,25
5:55,2415,Isiah Graves Defensive Rebound.,29,25
5:40,2415,Isiah Graves missed Three Point Jumper.,29,25
5:40,2681,JoJo Cooper Defensive Rebound.,29,25
5:22,2681,Greg Senat Turnover.,29,25
5:12,2415,Antonio Gillespie Turnover.,29,25
4:52,2681,Connor Ferrell missed Three Point Jumper.,29,25
4:52,2415,Phillip Carr Defensive Rebound.,29,25
4:44,2681,Connor Ferrell Turnover.,29,25
4:44,2415,Isiah Graves made Free Throw.,29,26
4:44,2415,Isiah Graves made Free Throw.,29,27
4:29,2681,Corey Henson missed Three Point Jumper.,29,27
4:29,2415,Morgan St Defensive Rebound.,29,27
4:25,2681,Foul on Elijah Davis.,29,27
4:25,2415,Isiah Graves missed Free Throw.,29,27
4:25,2681,JoJo Cooper Defensive Rebound.,29,27
4:19,2681,Corey Henson made Three Point Jumper.,32,27
3:53,2415,Kyle Thomas missed Three Point Jumper.,32,27
3:53,2415,Alex Ennis Offensive Rebound.,32,27
3:40,2415,Antonio Gillespie missed Three Point Jumper.,32,27
3:40,2681,Devin Liggeons Defensive Rebound.,32,27
3:16,2415,Foul on Tyler Streeter.,32,27
3:16,2415,Official TV Timeout,32,27
3:16,2681,Devin Liggeons missed Free Throw.,32,27
3:16,2681,Wagner Deadball Team Rebound.,32,27
3:16,2681,Devin Liggeons made Free Throw.,33,27
3:06,2415,Kyle Thomas made Jumper.,33,29
2:42,2415,Foul on Antonio Gillespie.,33,29
2:42,2681,Corey Henson made Free Throw.,34,29
2:42,2681,Corey Henson made Free Throw.,35,29
2:26,2415,Isiah Graves made Three Point Jumper. Assisted by Phillip Carr.,35,32
2:20,2681,Marquis Salmon missed Layup.,35,32
2:20,2415,Phillip Carr Defensive Rebound.,35,32
2:13,2415,Isiah Graves made Layup.,35,34
2:13,2681,Foul on Marquis Salmon.,35,34
2:13,2415,Isiah Graves made Free Throw.,35,35
1:46,2681,Devin Liggeons missed Layup.,35,35
1:46,2415,Kyle Thomas Defensive Rebound.,35,35
1:32,2415,Alex Ennis missed Jumper.,35,35
1:32,2681,JoJo Cooper Defensive Rebound.,35,35
1:24,2681,Corey Henson missed Three Point Jumper.,35,35
1:24,2681,JoJo Cooper Offensive Rebound.,35,35
1:00,2681,Corey Henson missed Layup.,35,35
1:00,2415,Kyle Thomas Defensive Rebound.,35,35
0:42,2415,Isiah Graves missed Three Point Jumper.,35,35
0:42,2681,Corey Henson Defensive Rebound.,35,35
0:35,2681,Elijah Davis made Layup. Assisted by Corey Henson.,37,35
0:03,2415,Morgan St  Timeout,37,35
0:00,2415,Kyle Thomas missed Three Point Jumper.,37,35
0:00,2681,JoJo Cooper Defensive Rebound.,37,35
0:00,2415,End of 1st half,37,35
19:37,2415,Phillip Carr made Jumper.,37,37
19:23,2681,Michael Carey missed Layup.,37,37
19:23,2681,Michael Carey Offensive Rebound.,37,37
19:13,2415,Foul on Antonio Gillespie.,37,37
19:01,2681,Elijah Davis made Layup.,39,37
18:31,2415,Kyle Thomas missed Three Point Jumper.,39,37
18:31,2415,Morgan St Offensive Rebound.,39,37
18:17,2415,David Syfax missed Jumper.,39,37
18:17,2681,AJ Sumbry Defensive Rebound.,39,37
18:05,2681,Shack Scott made Jumper. Assisted by JoJo Cooper.,41,37
17:33,2415,Martez Cameron missed Layup.,41,37
17:33,2415,David Syfax Offensive Rebound.,41,37
17:19,2681,Foul on Shack Scott.,41,37
17:12,2415,Phillip Carr missed Jumper.,41,37
17:12,2681,Shack Scott Defensive Rebound.,41,37
16:49,2681,Michael Carey made Layup. Assisted by AJ Sumbry.,43,37
16:29,2681,Foul on Corey Henson.,43,37
16:29,2415,Isiah Graves made Free Throw.,43,38
16:29,2415,Isiah Graves missed Free Throw.,43,38
16:29,2681,JoJo Cooper Defensive Rebound.,43,38
16:06,2681,Michael Carey missed Jumper.,43,38
16:06,2415,Phillip Carr Defensive Rebound.,43,38
15:57,2415,Martez Cameron missed Jumper.,43,38
15:57,2415,Phillip Carr Offensive Rebound.,43,38
15:53,2415,Phillip Carr made Layup.,43,40
15:26,2681,Corey Henson missed Layup.,43,40
15:26,2415,David Syfax Block.,43,40
15:25,2681,Wagner Offensive Rebound.,43,40
15:25,2415,Official TV Timeout,43,40
15:23,2681,Michael Carey missed Jumper.,43,40
15:23,2415,Isiah Graves Defensive Rebound.,43,40
14:59,2681,Foul on Greg Senat.,43,40
14:59,2415,David Syfax missed Free Throw.,43,40
14:59,2415,Morgan St Deadball Team Rebound.,43,40
14:59,2415,David Syfax made Free Throw.,43,41
14:42,2681,JoJo Cooper Turnover.,43,41
14:40,2415,Martez Cameron Steal.,43,41
14:33,2415,Isiah Graves missed Layup.,43,41
14:33,2681,AJ Sumbry Block.,43,41
14:33,2415,Morgan St Offensive Rebound.,43,41
14:14,2681,Foul on AJ Sumbry.,43,41
14:09,2415,Isiah Graves made Jumper.,43,43
13:46,2681,Corey Henson made Three Point Jumper.,46,43
13:31,2415,Kyle Thomas missed Three Point Jumper.,46,43
13:31,2415,David Syfax Offensive Rebound.,46,43
13:28,2415,David Syfax made Layup.,46,45
13:10,2681,Michael Carey missed Three Point Jumper.,46,45
13:02,2681,Wagner Offensive Rebound.,46,45
12:56,2681,Michael Carey Turnover.,46,45
12:36,2415,Isiah Graves missed Three Point Jumper.,46,45
12:36,2681,AJ Sumbry Defensive Rebound.,46,45
12:29,2681,JoJo Cooper made Layup.,48,45
12:17,2415,David Syfax made Three Point Jumper. Assisted by Martez Cameron.,48,48
11:45,2681,Shack Scott missed Jumper.,48,48
11:45,2415,Martez Cameron Defensive Rebound.,48,48
11:38,2415,Foul on Isiah Graves.,48,48
11:38,2415,Isiah Graves Turnover.,48,48
11:38,2415,Official TV Timeout,48,48
11:16,2415,Foul on David Syfax.,48,48
11:03,2681,AJ Sumbry made Layup. Assisted by Corey Henson.,50,48
10:52,2415,Kyle Thomas missed Jumper.,50,48
10:52,2681,JoJo Cooper Defensive Rebound.,50,48
10:25,2681,JoJo Cooper missed Jumper.,50,48
10:25,2681,AJ Sumbry Offensive Rebound.,50,48
10:22,2415,Foul on Phillip Carr.,50,48
10:22,2681,AJ Sumbry made Free Throw.,51,48
10:22,2681,AJ Sumbry missed Free Throw.,51,48
10:22,2415,Phillip Carr Defensive Rebound.,51,48
10:03,2681,Foul on Michael Carey.,51,48
10:03,2415,Kyle Thomas made Free Throw.,51,49
10:03,2415,Kyle Thomas made Free Throw.,51,50
9:42,2681,JoJo Cooper missed Three Point Jumper.,51,50
9:42,2415,Phillip Carr Defensive Rebound.,51,50
9:28,2415,Phillip Carr made Jumper.,51,52
9:23,2415,Morgan St  Timeout,51,52
9:01,2681,Corey Henson made Three Point Jumper. Assisted by JoJo Cooper.,54,52
8:52,2415,Phillip Carr Turnover.,54,52
8:52,2415,Foul on Phillip Carr.,54,52
8:32,2415,Foul on David Syfax.,54,52
8:32,2681,Connor Ferrell missed Free Throw.,54,52
8:32,2681,Wagner Deadball Team Rebound.,54,52
8:32,2681,Connor Ferrell missed Free Throw.,54,52
8:32,2681,Wagner Deadball Team Rebound.,54,52
8:32,2681,Connor Ferrell missed Free Throw.,54,52
8:32,2415,Alex Ennis Defensive Rebound.,54,52
8:13,2415,Martez Cameron Turnover.,54,52
7:39,2681,AJ Sumbry Turnover.,54,52
7:39,2415,Official TV Timeout,54,52
7:15,2415,Isiah Graves made Layup.,54,54
7:01,2681,Michael Carey missed Layup.,54,54
7:01,2681,AJ Sumbry Offensive Rebound.,54,54
6:56,2681,AJ Sumbry missed Layup.,54,54
6:56,2415,Alex Ennis Block.,54,54
6:51,2415,Phillip Carr Defensive Rebound.,54,54
6:48,2681,Foul on Michael Carey.,54,54
6:35,2415,Alex Ennis Turnover.,54,54
6:32,2681,JoJo Cooper Steal.,54,54
6:30,2415,Foul on Martez Cameron.,54,54
6:30,2681,JoJo Cooper missed Free Throw.,54,54
6:30,2681,Wagner Deadball Team Rebound.,54,54
6:30,2681,JoJo Cooper missed Free Throw.,54,54
6:30,2415,Isiah Graves Defensive Rebound.,54,54
6:20,2415,Kyle Thomas missed Jumper.,54,54
6:20,2681,AJ Sumbry Defensive Rebound.,54,54
5:52,2681,AJ Sumbry made Layup. Assisted by JoJo Cooper.,56,54
5:52,2415,Foul on Kyle Thomas.,56,54
5:52,2681,AJ Sumbry missed Free Throw.,56,54
5:52,2681,Wagner Offensive Rebound.,56,54
5:34,2681,Corey Henson missed Three Point Jumper.,56,54
5:34,2681,Shack Scott Offensive Rebound.,56,54
5:30,2681,Shack Scott made Layup.,58,54
5:15,2681,Foul on Connor Ferrell.,58,54
5:15,2415,Alex Ennis made Free Throw.,58,55
5:15,2415,Alex Ennis missed Free Throw.,58,55
5:15,2681,JoJo Cooper Defensive Rebound.,58,55
4:52,2681,Corey Henson missed Layup.,58,55
4:52,2415,Martez Cameron Defensive Rebound.,58,55
4:43,2681,Foul on Shack Scott.,58,55
4:43,2415,Martez Cameron made Free Throw.,58,56
4:43,2415,Martez Cameron missed Free Throw.,58,56
4:43,2681,JoJo Cooper Defensive Rebound.,58,56
4:17,2681,Connor Ferrell missed Three Point Jumper.,58,56
4:17,2415,Morgan St Defensive Rebound.,58,56
4:11,2681,Foul on Shack Scott.,58,56
4:11,2415,Phillip Carr made Free Throw.,58,57
4:11,2415,Phillip Carr made Free Throw.,58,58
4:01,2681,Shack Scott missed Jumper.,58,58
4:01,2681,AJ Sumbry Offensive Rebound.,58,58
3:57,2681,AJ Sumbry made Layup.,60,58
3:54,2681,Wagner  Timeout,60,58
3:36,2415,Kyle Thomas made Jumper. Assisted by Phillip Carr.,60,60
3:05,2681,Corey Henson missed Layup.,60,60
3:05,2681,Shack Scott Offensive Rebound.,60,60
3:01,2681,Shack Scott made Layup.,62,60
3:01,2415,Foul on David Syfax.,62,60
3:01,2681,Shack Scott missed Free Throw.,62,60
3:01,2415,Kyle Thomas Defensive Rebound.,62,60
2:46,2415,Phillip Carr made Three Point Jumper. Assisted by Martez Cameron.,62,63
2:16,2681,JoJo Cooper missed Three Point Jumper.,62,63
2:16,2681,Michael Carey Offensive Rebound.,62,63
2:13,2681,Michael Carey made Layup.,64,63
2:01,2415,Kyle Thomas missed Jumper.,64,63
2:01,2415,Phillip Carr Offensive Rebound.,64,63
1:34,2415,Isiah Graves Turnover.,64,63
1:32,2681,Michael Carey Steal.,64,63
1:10,2681,AJ Sumbry made Layup. Assisted by JoJo Cooper.,66,63
0:53,2415,Isiah Graves made Three Point Jumper.,66,66
0:22,2415,Foul on Isiah Graves.,66,66
0:22,2681,Corey Henson made Free Throw.,67,66
0:22,2681,Corey Henson made Free Throw.,68,66
0:22,2681,Wagner  Timeout,68,66
0:22,2415,Morgan St  Timeout,68,66
0:06,2415,David Syfax missed Three Point Jumper.,68,66
0:05,2415,Phillip Carr Offensive Rebound.,68,66
0:02,2415,Phillip Carr missed Layup.,68,66
0:00,2415,Morgan St Offensive Rebound.,68,66
0:00,2415,End of Game,68,66
