Florida A&amp;M,56,Stetson,50
4:23,50,Nasir Core Steal.,38,30
4:20,50,Nasir Core missed Layup.,38,30
4:20,56,Derick Newton Defensive Rebound.,38,30
4:13,56,Derick Newton made Layup.,38,32
4:05,50,Elijah Mays missed Three Point Jumper.,38,32
4:05,56,Clay Verk Defensive Rebound.,38,32
3:55,56,Angel Rivera made Layup.,38,34
3:29,50,Nick Severado made Jumper.,40,34
3:29,56,Official TV Timeout,40,34
3:24,56,Clay Verk made Layup.,40,36
3:24,50,Foul on Trey Warren.,40,36
3:24,50,Elijah Mays Offensive Rebound.,40,36
3:24,50,Trey Warren Turnover.,40,36
3:12,56,Derick Newton missed Jumper.,40,36
3:12,50,Elijah Mays Defensive Rebound.,40,36
2:59,50,Derrick Dandridge made Three Point Jumper. Assisted by Nasir Core.,43,36
2:31,56,Leo Goodman Turnover.,43,36
2:31,56,Foul on Leo Goodman.,43,36
2:20,50,Elijah Mays made Jumper.,45,36
2:08,56,Leo Goodman missed Three Point Jumper.,45,36
2:08,50,K'Ja Johnson Defensive Rebound.,45,36
2:02,50,Nick Severado made Jumper.,47,36
1:45,56,Angel Rivera Turnover.,47,36
1:45,56,Foul on Angel Rivera.,47,36
1:31,50,Derrick Dandridge missed Layup.,47,36
1:31,56,Clay Verk Block.,47,36
1:28,50,Derrick Dandridge Offensive Rebound.,47,36
1:27,50,Derrick Dandridge missed Layup.,47,36
0:59,50,Elijah Mays missed Jumper.,47,36
0:59,56,Leo Goodman Defensive Rebound.,47,36
0:52,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,47,39
0:36,50,K'Ja Johnson made Layup.,49,39
0:04,56,Luke Doyle Turnover.,49,39
0:04,50,Florida A&M  Timeout,49,39
0:01,50,Marcus Barham missed Three Point Jumper.,49,39
0:01,50,Justin Ravenel Offensive Rebound.,49,39
0:00,56,End of 1st half,50,39
19:46,50,Derrick Dandridge missed Jumper.,49,39
19:46,56,Angel Rivera Defensive Rebound.,49,39
19:26,56,Luke Doyle made Three Point Jumper. Assisted by B.J. Glasford.,49,42
19:13,56,Foul on Larry Dennis.,49,42
19:07,50,K'Ja Johnson missed Three Point Jumper.,49,42
19:07,56,B.J. Glasford Defensive Rebound.,49,42
18:58,56,Derick Newton missed Three Point Jumper.,49,42
18:58,50,Derrick Dandridge Defensive Rebound.,49,42
18:50,50,Desmond Williams missed Layup.,49,42
18:50,50,Trey Warren Offensive Rebound.,49,42
18:47,50,Trey Warren made Layup.,51,42
18:35,50,Foul on K'Ja Johnson.,51,42
18:30,56,Derick Newton missed Jumper.,51,42
18:30,50,Derrick Dandridge Defensive Rebound.,51,42
18:11,50,Derrick Dandridge missed Jumper.,51,42
18:11,56,Derick Newton Defensive Rebound.,51,42
18:04,56,Angel Rivera made Jumper.,51,44
17:58,50,Marcus Barham missed Three Point Jumper.,51,44
17:58,56,Derick Newton Defensive Rebound.,51,44
17:49,56,Angel Rivera missed Layup.,51,44
17:49,56,Stetson Offensive Rebound.,51,44
17:45,56,Derick Newton missed Jumper.,51,44
17:45,50,Derrick Dandridge Defensive Rebound.,51,44
17:26,50,Marcus Barham Turnover.,51,44
17:26,50,Foul on Marcus Barham.,51,44
17:12,56,Luke Doyle made Layup.,51,46
17:12,50,Foul on Trey Warren.,51,46
17:12,56,Luke Doyle missed Free Throw.,51,46
17:12,50,Derrick Dandridge Defensive Rebound.,51,46
17:04,56,Foul on Larry Dennis.,51,46
16:55,50,Nick Severado Turnover.,51,46
16:41,56,Larry Dennis missed Jumper.,51,46
16:41,50,Nick Severado Block.,51,46
16:39,56,Larry Dennis Offensive Rebound.,51,46
16:32,56,B.J. Glasford missed Three Point Jumper.,51,46
16:32,50,K'Ja Johnson Defensive Rebound.,51,46
16:18,50,Desmond Williams missed Layup.,51,46
16:18,56,Derick Newton Defensive Rebound.,51,46
16:08,50,Foul on Derrick Dandridge.,51,46
16:08,56,B.J. Glasford missed Free Throw.,51,46
16:08,56,Stetson Deadball Team Rebound.,51,46
16:08,56,B.J. Glasford missed Free Throw.,51,46
16:08,50,Derrick Dandridge Defensive Rebound.,51,46
15:45,50,Desmond Williams missed Jumper.,51,46
15:45,56,Derick Newton Defensive Rebound.,51,46
15:36,56,Angel Rivera Turnover.,51,46
15:35,50,Desmond Williams Steal.,51,46
15:33,50,Desmond Williams made Layup.,53,46
15:21,56,Angel Rivera Turnover.,53,46
15:20,50,Nick Severado Steal.,53,46
15:17,50,Desmond Williams missed Layup.,53,46
15:17,56,Luke Doyle Defensive Rebound.,53,46
15:11,56,B.J. Glasford made Jumper.,53,48
14:58,50,Marcus Barham made Jumper.,55,48
14:44,56,Clay Verk missed Three Point Jumper.,55,48
14:44,56,B.J. Glasford Offensive Rebound.,55,48
14:39,56,B.J. Glasford made Layup.,55,50
14:29,50,Marcus Barham made Jumper.,57,50
14:18,56,Derick Newton made Three Point Jumper. Assisted by Angel Rivera.,57,53
14:08,50,Desmond Williams missed Jumper.,57,53
14:08,56,Clay Verk Defensive Rebound.,57,53
14:01,56,Luke Doyle made Layup.,57,55
13:37,50,Marcus Barham missed Layup.,57,55
13:37,50,Florida A&M Offensive Rebound.,57,55
13:35,56,Official TV Timeout,57,55
13:26,50,Leon Williams made Jumper.,59,55
13:16,50,Foul on Nasir Core.,59,55
13:14,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,59,58
13:07,50,Justin Ravenel missed Three Point Jumper.,59,58
13:07,56,Derick Newton Defensive Rebound.,59,58
12:54,56,Angel Rivera made Layup.,59,60
12:45,50,Nasir Core made Layup.,61,60
12:33,56,Angel Rivera missed Layup.,61,60
12:33,56,Clay Verk Offensive Rebound.,61,60
12:31,56,Clay Verk missed Layup.,61,60
12:31,50,Leon Williams Defensive Rebound.,61,60
12:27,56,Foul on Luke Doyle.,61,60
12:27,50,Nasir Core missed Free Throw.,61,60
12:27,50,Florida A&M Deadball Team Rebound.,61,60
12:27,50,Nasir Core made Free Throw.,62,60
12:20,56,Derick Newton Turnover.,62,60
12:09,50,Elijah Mays missed Jumper.,62,60
12:09,56,Stetson Defensive Rebound.,62,60
12:05,56,Leo Goodman Turnover.,62,60
12:03,50,Elijah Mays Steal.,62,60
12:02,50,Elijah Mays made Layup.,64,60
11:55,56,Derick Newton made Layup.,64,62
11:44,56,Foul on Leo Goodman.,64,62
11:44,56,Official TV Timeout,64,62
11:35,50,Nick Severado missed Jumper.,64,62
11:35,56,Derick Newton Defensive Rebound.,64,62
11:18,56,Derick Newton made Jumper.,64,64
11:06,50,Justin Ravenel missed Jumper.,64,64
11:06,56,Derick Newton Defensive Rebound.,64,64
10:50,56,Kevin Ndahiro Turnover.,64,64
10:37,50,Elijah Mays missed Three Point Jumper.,64,64
10:37,56,Leo Goodman Defensive Rebound.,64,64
10:30,56,Luke Doyle made Layup.,64,66
10:12,56,Foul on Leo Goodman.,64,66
10:12,50,Justin Ravenel made Free Throw.,65,66
10:12,50,Justin Ravenel made Free Throw.,66,66
10:06,50,Foul on K'Ja Johnson.,66,66
9:54,56,Luke Doyle missed Three Point Jumper.,66,66
9:54,56,B.J. Glasford Offensive Rebound.,66,66
9:50,56,B.J. Glasford made Dunk.,66,68
9:42,56,Foul on Kevin Ndahiro.,66,68
9:27,50,Desmond Williams missed Three Point Jumper.,66,68
9:27,56,Angel Rivera Defensive Rebound.,66,68
9:20,56,Derick Newton made Three Point Jumper. Assisted by Angel Rivera.,66,71
8:58,50,Marcus Barham made Three Point Jumper.,69,71
8:41,56,B.J. Glasford made Three Point Jumper. Assisted by Angel Rivera.,69,74
8:23,50,Derrick Dandridge missed Jumper.,69,74
8:23,50,Trey Warren Offensive Rebound.,69,74
8:21,50,Trey Warren missed Layup.,69,74
8:21,56,Angel Rivera Defensive Rebound.,69,74
8:18,50,Foul on Marcus Barham.,69,74
8:18,56,Angel Rivera made Free Throw.,69,75
8:18,56,Angel Rivera made Free Throw.,69,76
8:04,50,Marcus Barham missed Layup.,69,76
8:04,56,Stetson Defensive Rebound.,69,76
7:50,56,Angel Rivera made Layup.,69,78
7:36,50,Desmond Williams made Layup.,71,78
7:23,56,Stetson  Timeout,71,78
7:23,56,Official TV Timeout,71,78
7:12,56,Angel Rivera made Layup.,71,80
6:58,50,Leon Williams missed Layup.,71,80
6:58,56,Derick Newton Defensive Rebound.,71,80
6:34,56,Derick Newton made Layup.,71,82
6:34,50,Foul on Leon Williams.,71,82
6:33,56,Official TV Timeout,71,82
6:33,56,Derick Newton made Free Throw.,71,83
6:19,50,Desmond Williams made Jumper.,73,83
6:05,56,Luke Doyle made Three Point Jumper. Assisted by B.J. Glasford.,73,86
5:50,50,Justin Ravenel missed Three Point Jumper.,73,86
5:50,56,Derick Newton Defensive Rebound.,73,86
5:31,56,Derick Newton missed Three Point Jumper.,73,86
5:31,50,Marcus Barham Defensive Rebound.,73,86
5:24,56,Foul on B.J. Glasford.,73,86
5:24,50,Nasir Core made Free Throw.,74,86
5:24,50,Nasir Core made Free Throw.,75,86
5:16,56,Derick Newton made Layup.,75,88
5:08,50,Nasir Core made Layup.,77,88
4:45,56,Angel Rivera made Layup.,77,90
4:31,50,Desmond Williams made Jumper.,79,90
4:31,56,Foul on Derick Newton.,79,90
4:31,50,Desmond Williams made Free Throw.,80,90
4:24,50,Foul on Desmond Williams.,80,90
4:24,56,Derick Newton made Free Throw.,80,91
4:24,56,Derick Newton made Free Throw.,80,92
4:17,50,Marcus Barham made Jumper.,82,92
4:04,50,Foul on Nasir Core.,82,92
4:04,56,Angel Rivera made Free Throw.,82,93
4:04,56,Angel Rivera missed Free Throw.,82,93
4:04,50,Justin Ravenel Defensive Rebound.,82,93
3:56,50,Justin Ravenel made Three Point Jumper. Assisted by Desmond Williams.,85,93
3:32,56,Derick Newton missed Three Point Jumper.,85,93
3:32,56,Leo Goodman Offensive Rebound.,85,93
3:28,56,Leo Goodman Turnover.,85,93
3:25,50,Desmond Williams Turnover.,85,93
3:24,56,Luke Doyle Steal.,85,93
3:23,50,Foul on Marcus Barham.,85,93
3:23,56,Official TV Timeout,85,93
3:23,56,Derick Newton made Free Throw.,85,94
3:23,56,Derick Newton made Free Throw.,85,95
3:16,50,Nasir Core Turnover.,85,95
3:16,50,Foul on Nasir Core.,85,95
3:07,56,Luke Doyle Turnover.,85,95
3:06,50,Justin Ravenel Steal.,85,95
3:02,50,Nasir Core missed Layup.,85,95
3:02,56,B.J. Glasford Block.,85,95
3:02,50,Florida A&M Offensive Rebound.,85,95
2:56,50,Marcus Barham made Three Point Jumper. Assisted by Justin Ravenel.,88,95
2:54,50,Florida A&M  Timeout,88,95
2:26,56,Leo Goodman missed Three Point Jumper.,88,95
2:26,56,B.J. Glasford Offensive Rebound.,88,95
1:58,56,Derick Newton made Three Point Jumper. Assisted by Angel Rivera.,88,98
1:45,56,Foul on Derick Newton.,88,98
1:45,50,Nick Severado made Free Throw.,89,98
1:45,50,Nick Severado made Free Throw.,90,98
1:21,56,B.J. Glasford missed Layup.,90,98
1:21,50,Nick Severado Block.,90,98
1:21,56,Stetson Offensive Rebound.,90,98
1:17,56,Derick Newton missed Jumper.,90,98
1:17,50,Leon Williams Defensive Rebound.,90,98
1:07,50,Elijah Mays missed Layup.,90,98
1:07,56,Derick Newton Defensive Rebound.,90,98
0:38,56,Derick Newton missed Layup.,90,98
0:38,50,Nick Severado Block.,90,98
0:37,56,Stetson Offensive Rebound.,90,98
0:37,56,Stetson  Timeout,90,98
0:33,56,Derick Newton missed Jumper.,90,98
0:33,50,Florida A&M Defensive Rebound.,90,98
0:27,50,Marcus Barham missed Three Point Jumper.,90,98
0:27,56,Luke Doyle Block.,90,98
0:25,56,Leo Goodman Defensive Rebound.,90,98
0:06,56,Leo Goodman Turnover.,90,98
0:05,50,Elijah Mays Steal.,90,98
0:00,50,Nick Severado missed Jumper.,90,98
0:00,50,Marcus Barham Offensive Rebound.,90,98
0:00,56,End of Game,90,98
