Ohio Dominican,Error,Wright State,2750
8:10,2750,Justin Mitchell missed Free Throw.,15,27
8:10,-1,Mike DeLeon Defensive Rebound.,15,27
7:51,-1,Shemar Waugh made Three Point Jumper.,18,27
7:33,2750,Ryan Custer Turnover.,18,27
7:31,-1,Shemar Waugh Steal.,18,27
7:24,-1,Hasan Varence missed Jumper.,18,27
7:24,2750,Justin Mitchell Defensive Rebound.,18,27
7:14,2750,Official TV Timeout,18,27
7:07,2750,Ryan Custer missed Layup.,18,27
7:07,2750,Ryan Custer Offensive Rebound.,18,27
7:03,2750,Mark Hughes missed Three Point Jumper.,18,27
7:03,2750,Grant Benzinger Offensive Rebound.,18,27
6:52,2750,Ryan Custer missed Three Point Jumper.,18,27
6:52,2750,Grant Benzinger Offensive Rebound.,18,27
6:47,2750,Grant Benzinger missed Layup.,18,27
6:47,2750,Grant Benzinger Offensive Rebound.,18,27
6:37,2750,Justin Mitchell missed Three Point Jumper.,18,27
6:37,2750,Ryan Custer Offensive Rebound.,18,27
6:25,2750,Grant Benzinger made Three Point Jumper. Assisted by Mark Alstork.,18,30
6:01,-1,Mike DeLeon made Jumper. Assisted by Ronnie Williams.,20,30
5:48,-1,Foul on Mike DeLeon.,20,30
5:48,2750,Mark Alstork made Free Throw.,20,31
5:48,2750,Mark Alstork made Free Throw.,20,32
5:44,-1,Shemar Waugh missed Three Point Jumper.,20,32
5:44,2750,Grant Benzinger Defensive Rebound.,20,32
5:29,2750,Mark Alstork made Layup.,20,34
5:19,2750,Foul on Mike La Tulip.,20,34
5:07,-1,Shemar Waugh made Layup.,22,34
4:51,2750,Mike La Tulip made Three Point Jumper. Assisted by Mark Alstork.,22,37
4:47,-1,Ohio Dominican  Timeout,22,37
4:39,-1,Ben Casanova made Jumper. Assisted by Michael Simon.,24,37
4:39,2750,Foul on Alan Vest.,24,37
4:39,-1,Ben Casanova missed Free Throw.,24,37
4:39,2750,Alan Vest Defensive Rebound.,24,37
4:26,2750,Grant Benzinger missed Three Point Jumper.,24,37
4:26,-1,Ronnie Williams Defensive Rebound.,24,37
4:25,2750,Foul on Parker Ernsthausen.,24,37
4:25,-1,Ronnie Williams missed Free Throw.,24,37
4:25,2750,Grant Benzinger Defensive Rebound.,24,37
4:24,-1,Foul on Ben Casanova.,24,37
4:24,2750,Grant Benzinger made Free Throw.,24,38
4:24,2750,Grant Benzinger made Free Throw.,24,39
4:16,-1,Ronnie Williams missed Three Point Jumper.,24,39
4:16,2750,Justin Mitchell Defensive Rebound.,24,39
3:58,-1,Foul on Michael Simon.,24,39
3:58,2750,Parker Ernsthausen made Free Throw.,24,40
3:58,2750,Parker Ernsthausen made Free Throw.,24,41
3:43,-1,Sam Hickey Turnover.,24,41
3:42,2750,Mark Alstork Steal.,24,41
3:27,2750,Grant Benzinger made Jumper.,24,43
2:56,-1,Shemar Waugh made Layup.,26,43
2:38,2750,Mark Alstork Turnover.,26,43
2:18,-1,Michael Simon missed Three Point Jumper.,26,43
2:18,2750,Alan Vest Defensive Rebound.,26,43
2:09,2750,Mark Alstork made Three Point Jumper. Assisted by Alan Vest.,26,46
1:51,2750,Foul on Tye Wilburn.,26,46
1:51,-1,Ronnie Williams missed Free Throw.,26,46
1:51,2750,Grant Benzinger Defensive Rebound.,26,46
1:32,-1,Foul on Alex Stevens.,26,46
1:32,2750,Grant Benzinger made Free Throw.,26,47
1:32,2750,Grant Benzinger made Free Throw.,26,48
1:20,-1,Sam Hickey missed Jumper.,26,48
1:20,2750,Wright St Defensive Rebound.,26,48
1:07,-1,Foul on Alex Stevens.,26,48
1:07,2750,Mike La Tulip made Free Throw.,26,49
1:07,2750,Mike La Tulip missed Free Throw.,26,49
1:07,-1,Ben Casanova Defensive Rebound.,26,49
1:01,-1,Ryan Hoyng Turnover.,26,49
0:45,2750,Grant Benzinger missed Jumper.,26,49
0:45,-1,Ben Casanova Defensive Rebound.,26,49
0:36,-1,Shemar Waugh made Jumper.,28,49
0:06,2750,Mark Alstork missed Three Point Jumper.,28,49
0:06,-1,Ronnie Williams Defensive Rebound.,28,49
0:00,2750,End of 1st half,28,49
19:50,2750,Steven Davis made Layup. Assisted by Mike La Tulip.,28,51
19:37,-1,Hasan Varence missed Jumper.,28,51
19:37,2750,Steven Davis Block.,28,51
19:35,2750,Mike La Tulip Defensive Rebound.,28,51
19:30,2750,Mike La Tulip made Layup. Assisted by Mark Alstork.,28,53
19:19,-1,Hasan Varence missed Jumper.,28,53
19:19,2750,Justin Mitchell Defensive Rebound.,28,53
18:58,2750,Mark Alstork made Layup.,28,55
18:44,2750,Foul on Mike La Tulip.,28,55
18:39,-1,Adam Cytlak missed Three Point Jumper.,28,55
18:39,2750,Steven Davis Defensive Rebound.,28,55
18:20,-1,Foul on Shemar Waugh.,28,55
18:19,2750,Grant Benzinger made Layup. Assisted by Mark Alstork.,28,57
18:05,-1,Hasan Varence missed Jumper.,28,57
18:05,2750,Mike La Tulip Defensive Rebound.,28,57
17:47,2750,Mark Alstork made Layup.,28,59
17:40,-1,Ohio Dominican  Timeout,28,59
17:19,-1,Adam Cytlak missed Three Point Jumper.,28,59
17:19,2750,Grant Benzinger Defensive Rebound.,28,59
17:08,2750,Steven Davis made Layup. Assisted by Grant Benzinger.,28,61
16:58,2750,Foul on Mark Alstork.,28,61
16:54,-1,Michael Simon missed Three Point Jumper.,28,61
16:54,2750,Justin Mitchell Defensive Rebound.,28,61
16:41,2750,Justin Mitchell made Jumper. Assisted by Mike La Tulip.,28,63
16:18,-1,Ronnie Williams Turnover.,28,63
16:01,2750,Steven Davis made Three Point Jumper.,28,66
15:48,-1,Michael Simon Turnover.,28,66
15:48,2750,Official TV Timeout,28,66
15:41,2750,Tye Wilburn Turnover.,28,66
15:41,2750,Foul on Tye Wilburn.,28,66
15:32,-1,Adam Cytlak Turnover.,28,66
15:29,2750,Steven Davis Steal.,28,66
15:21,-1,Foul on Alex Stevens.,28,66
15:21,2750,Steven Davis made Free Throw.,28,67
15:21,2750,Steven Davis made Free Throw.,28,68
15:06,-1,Alex Stevens made Jumper. Assisted by Ryan Hoyng.,30,68
14:50,2750,Mark Hughes missed Jumper.,30,68
14:50,-1,Michael Simon Block.,30,68
14:48,-1,Adam Cytlak Defensive Rebound.,30,68
14:20,-1,RJ Jones Turnover.,30,68
14:04,2750,Tye Wilburn missed Jumper.,30,68
14:04,-1,Ohio Dominican Defensive Rebound.,30,68
13:46,-1,Foul on RJ Jones.,30,68
13:46,-1,RJ Jones Turnover.,30,68
13:34,2750,Mark Hughes made Three Point Jumper. Assisted by Tye Wilburn.,30,71
13:19,-1,RJ Jones missed Jumper.,30,71
13:19,2750,Ryan Custer Defensive Rebound.,30,71
13:09,-1,Foul on RJ Jones.,30,71
13:07,2750,Grant Benzinger Turnover.,30,71
12:53,-1,Foul on Sam Hickey.,30,71
12:53,-1,Sam Hickey Turnover.,30,71
12:38,2750,Steven Davis made Three Point Jumper.,30,74
12:23,-1,Sam Hickey Turnover.,30,74
12:21,2750,Ryan Custer Steal.,30,74
12:00,2750,Mark Hughes made Three Point Jumper. Assisted by Tye Wilburn.,30,77
11:58,2750,Official TV Timeout,30,77
11:38,2750,Steven Davis made Layup. Assisted by Mike La Tulip.,30,79
11:21,-1,Ryan Hoyng missed Jumper.,30,79
11:21,-1,Sam Hickey Offensive Rebound.,30,79
11:17,-1,Hasan Varence made Jumper.,32,79
11:10,-1,Foul on Hasan Varence.,32,79
11:09,-1,Foul on RJ Jones.,32,79
11:09,2750,Mike La Tulip made Free Throw.,32,80
11:09,2750,Mike La Tulip made Free Throw.,32,81
10:58,-1,Sam Hickey made Three Point Jumper. Assisted by Hasan Varence.,35,81
10:40,-1,Foul on Ronnie Williams.,35,81
10:40,2750,Mark Alstork made Free Throw.,35,82
10:40,2750,Mark Alstork made Free Throw.,35,83
10:40,2750,Mark Alstork made Free Throw.,35,84
10:34,2750,Foul on Mark Hughes.,35,84
10:34,-1,Ronnie Williams made Free Throw.,36,84
10:34,-1,Ronnie Williams made Free Throw.,37,84
10:03,2750,Parker Ernsthausen missed Three Point Jumper.,37,84
10:03,-1,Ronnie Williams Defensive Rebound.,37,84
9:58,-1,Sam Hickey missed Three Point Jumper.,37,84
9:58,2750,Tye Wilburn Defensive Rebound.,37,84
9:49,2750,Alan Vest missed Three Point Jumper.,37,84
9:49,2750,Ryan Custer Offensive Rebound.,37,84
9:24,2750,Parker Ernsthausen made Jumper.,37,86
9:10,2750,Foul on Parker Ernsthausen.,37,86
9:10,-1,Sam Hickey made Free Throw.,38,86
9:10,-1,Sam Hickey made Free Throw.,39,86
8:41,2750,Tye Wilburn Turnover.,39,86
8:39,-1,Sam Hickey Steal.,39,86
8:33,-1,Sam Hickey made Three Point Jumper. Assisted by Michael Simon.,42,86
8:16,2750,Alan Vest Turnover.,42,86
8:14,-1,Ronnie Williams Steal.,42,86
8:12,-1,Ronnie Williams made Layup. Assisted by Sam Hickey.,44,86
7:47,-1,Foul on Ronnie Williams.,44,86
7:47,2750,Official TV Timeout,44,86
7:47,2750,Parker Ernsthausen made Free Throw.,44,87
7:47,2750,Parker Ernsthausen made Free Throw.,44,88
7:37,-1,Sam Hickey missed Three Point Jumper.,44,88
7:37,2750,Tye Wilburn Defensive Rebound.,44,88
7:21,-1,Foul on Michael Scott.,44,88
7:21,2750,Tye Wilburn made Free Throw.,44,89
7:21,2750,Tye Wilburn made Free Throw.,44,90
7:08,-1,Michael Simon missed Three Point Jumper.,44,90
7:08,-1,Sam Hickey Offensive Rebound.,44,90
7:04,-1,Sam Hickey made Layup.,46,90
6:53,2750,Tye Wilburn made Layup.,46,92
6:46,-1,Sam Hickey missed Layup.,46,92
6:46,2750,Trey Stacey Defensive Rebound.,46,92
6:34,2750,Parker Ernsthausen made Jumper. Assisted by Trey Stacey.,46,94
6:21,-1,Michael Simon Turnover.,46,94
6:02,2750,Ryan Custer missed Three Point Jumper.,46,94
6:02,-1,RJ Jones Defensive Rebound.,46,94
5:51,-1,Cam Brandon Turnover.,46,94
5:48,2750,Alan Vest Steal.,46,94
5:47,2750,Alan Vest made Layup.,46,96
5:36,-1,RJ Jones missed Jumper.,46,96
5:36,2750,Alan Vest Defensive Rebound.,46,96
5:28,-1,Foul on Cam Brandon.,46,96
5:28,2750,Tye Wilburn made Free Throw.,46,97
5:28,2750,Tye Wilburn made Free Throw.,46,98
5:11,-1,RJ Jones made Three Point Jumper.,49,98
4:45,2750,Adam Giles made Three Point Jumper. Assisted by Tye Wilburn.,49,101
4:29,-1,Michael Scott missed Jumper.,49,101
4:29,2750,Tye Wilburn Defensive Rebound.,49,101
4:15,2750,Trey Stacey missed Three Point Jumper.,49,101
4:11,2750,Ryan Custer Offensive Rebound.,49,101
4:11,-1,Foul on Michael Simon.,49,101
4:11,2750,Ryan Custer made Free Throw.,49,102
4:11,2750,Ryan Custer missed Free Throw.,49,102
4:11,-1,Ben Casanova Defensive Rebound.,49,102
4:03,-1,Sam Hickey Turnover.,49,102
4:00,2750,Adam Giles Steal.,49,102
3:54,2750,Adam Giles made Dunk.,49,104
3:51,2750,Foul on Trey Stacey.,49,104
3:51,-1,Cam Brandon missed Free Throw.,49,104
3:51,-1,Ohio Dominican Deadball Team Rebound.,49,104
3:51,-1,Cam Brandon missed Free Throw.,49,104
3:51,2750,Alan Vest Defensive Rebound.,49,104
3:20,2750,Trey Stacey missed Three Point Jumper.,49,104
3:20,-1,RJ Jones Defensive Rebound.,49,104
3:13,-1,RJ Jones missed Jumper.,49,104
3:13,-1,RJ Jones Offensive Rebound.,49,104
3:07,-1,RJ Jones missed Layup.,49,104
3:07,2750,Ryan Custer Defensive Rebound.,49,104
2:43,2750,Ryan Custer made Three Point Jumper. Assisted by Alan Vest.,49,107
2:28,-1,Alex Stevens made Layup. Assisted by Cam Brandon.,51,107
2:20,2750,Tye Wilburn Turnover.,51,107
2:18,-1,Cam Brandon Steal.,51,107
2:10,-1,Cam Brandon missed Jumper.,51,107
2:10,2750,Ryan Custer Defensive Rebound.,51,107
2:09,-1,Foul on Alex Stevens.,51,107
2:09,2750,Ryan Custer missed Free Throw.,51,107
2:09,2750,Wright St Deadball Team Rebound.,51,107
2:09,2750,Ryan Custer missed Free Throw.,51,107
2:09,-1,Ben Casanova Defensive Rebound.,51,107
1:59,-1,Michael Scott Turnover.,51,107
1:45,-1,Foul on Alex Stevens.,51,107
1:45,2750,Mark Hughes made Free Throw.,51,108
1:45,2750,Mark Hughes missed Free Throw.,51,108
1:23,2750,Ryan Custer Offensive Rebound.,51,108
1:23,-1,Foul on RJ Jones.,51,108
1:23,2750,Adam Giles missed Free Throw.,51,108
1:23,2750,Wright St Deadball Team Rebound.,51,108
1:23,2750,Adam Giles made Free Throw.,51,109
0:58,2750,Foul on Trey Stacey.,51,109
0:58,-1,Sam Hickey missed Free Throw.,51,109
0:58,-1,Ohio Dominican Deadball Team Rebound.,51,109
0:58,-1,Sam Hickey made Free Throw.,52,109
0:37,2750,Ryan Custer Turnover.,52,109
0:26,-1,Michael Scott made Layup. Assisted by Cam Brandon.,54,109
0:00,2750,End of Game,54,109
