Mississippi Valley State,2309,Kent State,2400
14:18,2400,Tereke Eckwood Defensive Rebound.,7,10
14:08,2309,Foul on Kevin Zabo.,7,10
14:08,2400,Emmanuel Ejeh made Free Throw.,8,10
14:08,2400,Emmanuel Ejeh made Free Throw.,9,10
13:49,2309,Kevin Zabo missed Jumper.,9,10
13:49,2400,Dante Scott Defensive Rebound.,9,10
13:39,2400,Dante Scott missed Layup.,9,10
13:39,2309,Danny Pippen Block.,9,10
13:39,2400,Emmanuel Ejeh Offensive Rebound.,9,10
13:36,2400,Emmanuel Ejeh made Layup.,11,10
13:09,2400,Foul on Tereke Eckwood.,11,10
13:09,2309,Kevin Zabo missed Free Throw.,11,10
13:09,2309,Kent State Deadball Team Rebound.,11,10
13:09,2309,Kevin Zabo made Free Throw.,11,11
13:00,2400,Tereke Eckwood missed Jumper.,11,11
13:00,2309,Kevin Zabo Defensive Rebound.,11,11
12:49,2309,Jalen Avery made Three Point Jumper. Assisted by Kevin Zabo.,11,14
12:31,2400,Dante Scott Turnover.,11,14
12:31,2309,Mitch Peterson Steal.,11,14
12:31,2400,Foul on Dante Scott.,11,14
12:15,2309,Adonis De La Rosa Turnover.,11,14
11:58,2400,Gemaal Davis Turnover.,11,14
11:58,2309,Official TV Timeout,11,14
11:50,2309,Kevin Zabo missed Jumper.,11,14
11:50,2400,Davere Creighton Defensive Rebound.,11,14
11:36,2400,Dante Scott Turnover.,11,14
11:34,2309,Jaylin Walker Steal.,11,14
11:19,2309,Adonis De La Rosa made Layup.,11,16
11:11,2400,Gemaal Davis missed Jumper.,11,16
11:11,2400,Gemaal Davis Offensive Rebound.,11,16
11:07,2400,Gemaal Davis missed Layup.,11,16
11:07,2309,Akiean Frederick Block.,11,16
11:05,2309,Mitch Peterson Defensive Rebound.,11,16
11:00,2309,Mitch Peterson Turnover.,11,16
10:50,2309,Foul on Kevin Zabo.,11,16
10:50,2309,Foul on Akiean Frederick.,11,16
10:33,2400,Davere Creighton made Jumper. Assisted by Jeffery Lewis.,13,16
10:26,2309,Jaylin Walker made Three Point Jumper. Assisted by Jalen Avery.,13,19
10:18,2400,Davere Creighton missed Layup.,13,19
10:18,2400,Gemaal Davis Offensive Rebound.,13,19
10:11,2309,Foul on Adonis De La Rosa.,13,19
10:11,2400,Gemaal Davis missed Free Throw.,13,19
10:11,2400,Mississippi Valley State Deadball Team Rebound.,13,19
10:11,2400,Gemaal Davis made Free Throw.,14,19
9:58,2309,Jaylin Walker missed Three Point Jumper.,14,19
9:58,2400,Davere Creighton Defensive Rebound.,14,19
9:29,2400,Gemaal Davis made Layup.,16,19
9:11,2309,Jaylin Walker Turnover.,16,19
9:11,2309,Foul on Jaylin Walker.,16,19
8:50,2400,Gemaal Davis missed Layup.,16,19
8:50,2309,BJ Duling Block.,16,19
8:48,2309,Jalen Avery Defensive Rebound.,16,19
8:45,2309,Jalen Avery made Layup.,16,21
8:39,2400,Davere Creighton Turnover.,16,21
8:30,2309,BJ Duling Steal.,16,21
8:27,2309,BJ Duling missed Three Point Jumper.,16,21
8:27,2400,Davere Creighton Defensive Rebound.,16,21
8:25,2400,Mississippi Valley State  Timeout,16,21
8:16,2400,Jordan Evans missed Three Point Jumper.,16,21
8:16,2309,Danny Pippen Defensive Rebound.,16,21
8:12,2309,Danny Pippen Turnover.,16,21
7:49,2400,Tereke Eckwood missed Jumper.,16,21
7:49,2400,Jamal Watson Offensive Rebound.,16,21
7:20,2400,Lorenzo Hunt missed Jumper.,16,21
7:20,2309,Taishaun Johnson Defensive Rebound.,16,21
7:05,2309,BJ Duling made Layup.,16,23
6:36,2309,Foul on Taishaun Johnson.,16,23
6:36,2400,Tereke Eckwood made Free Throw.,17,23
6:36,2400,Tereke Eckwood made Free Throw.,18,23
6:27,2400,Foul on Lorenzo Hunt.,18,23
6:23,2400,Foul on Henry Taylor.,18,23
6:23,2309,Mitch Peterson missed Free Throw.,18,23
6:23,2400,Jamal Watson Defensive Rebound.,18,23
5:56,2400,Tereke Eckwood missed Three Point Jumper.,18,23
5:56,2309,Danny Pippen Defensive Rebound.,18,23
5:51,2400,Foul on Henry Taylor.,18,23
5:42,2400,Foul on Jamal Watson.,18,23
5:42,2309,BJ Duling made Free Throw.,18,24
5:42,2309,BJ Duling missed Free Throw.,18,24
5:42,2309,BJ Duling Offensive Rebound.,18,24
5:41,2309,BJ Duling missed Layup.,18,24
5:41,2400,Jamal Watson Block.,18,24
5:39,2400,Lorenzo Hunt Defensive Rebound.,18,24
5:16,2400,Tereke Eckwood Turnover.,18,24
5:15,2309,Danny Pippen Steal.,18,24
5:10,2309,BJ Duling made Layup.,18,26
4:40,2400,Jamal Watson Turnover.,18,26
4:39,2309,BJ Duling Steal.,18,26
4:36,2309,Desmond Ridenour Turnover.,18,26
4:09,2309,Foul on Kevin Zabo.,18,26
4:09,2400,Tereke Eckwood made Free Throw.,19,26
4:09,2400,Tereke Eckwood made Free Throw.,20,26
3:57,2309,Adonis De La Rosa made Dunk.,20,28
3:29,2400,Tereke Eckwood made Three Point Jumper.,23,28
2:55,2309,Jalen Avery missed Three Point Jumper.,23,28
2:55,2309,Adonis De La Rosa Offensive Rebound.,23,28
2:51,2400,Foul on Davere Creighton.,23,28
2:50,2309,Official TV Timeout,23,28
2:50,2309,Adonis De La Rosa made Free Throw.,23,29
2:50,2309,Adonis De La Rosa made Free Throw.,23,30
2:27,2400,Gemaal Davis missed Jumper.,23,30
2:27,2309,Adonis De La Rosa Defensive Rebound.,23,30
2:19,2309,Mitch Peterson missed Three Point Jumper.,23,30
2:19,2309,Kent State Deadball Team Rebound.,23,30
2:15,2400,Foul on Dante Scott.,23,30
2:12,2309,BJ Duling missed Free Throw.,23,30
2:12,2400,Gemaal Davis Defensive Rebound.,23,30
1:52,2400,Dante Scott missed Jumper.,23,30
1:52,2309,Mitch Peterson Block.,23,30
1:50,2309,Adonis De La Rosa Defensive Rebound.,23,30
1:50,2400,Foul on Gemaal Davis.,23,30
1:46,2309,Adonis De La Rosa made Free Throw.,23,31
1:46,2309,Adonis De La Rosa made Free Throw.,23,32
1:28,2400,Gemaal Davis missed Jumper.,23,32
1:28,2400,Emmanuel Ejeh Offensive Rebound.,23,32
1:26,2400,Emmanuel Ejeh made Layup.,25,32
1:20,2309,Kent State  Timeout,25,32
0:59,2309,Desmond Ridenour made Layup.,25,34
0:36,2400,Jeffery Lewis Turnover.,25,34
0:35,2309,BJ Duling Steal.,25,34
0:29,2309,BJ Duling Turnover.,25,34
0:06,2400,Tereke Eckwood made Layup.,27,34
0:00,2309,End of 1st half,27,34
19:38,2400,Arinze Anakwenze made Jumper.,29,34
19:25,2309,Jaylin Walker made Layup. Assisted by Adonis De La Rosa.,29,36
19:09,2400,Jordan Evans made Jumper.,31,36
18:46,2309,BJ Duling made Layup. Assisted by Adonis De La Rosa.,31,38
18:23,2400,Tereke Eckwood missed Jumper.,31,38
18:23,2400,Dante Scott Offensive Rebound.,31,38
18:19,2400,Dante Scott made Layup.,33,38
17:54,2400,Foul on Arinze Anakwenze.,33,38
17:51,2309,Jaylin Walker missed Three Point Jumper.,33,38
17:51,2400,Arinze Anakwenze Defensive Rebound.,33,38
17:33,2400,Tereke Eckwood made Three Point Jumper. Assisted by Dante Scott.,36,38
17:08,2309,Jalen Avery missed Three Point Jumper.,36,38
17:08,2400,Jordan Evans Defensive Rebound.,36,38
16:59,2400,Emmanuel Ejeh made Layup. Assisted by Tereke Eckwood.,38,38
16:37,2309,Desmond Ridenour missed Three Point Jumper.,38,38
16:37,2309,Kent State Deadball Team Rebound.,38,38
16:35,2400,Foul on Arinze Anakwenze.,38,38
16:32,2309,Jaylin Walker Turnover.,38,38
16:18,2400,Davere Creighton Turnover.,38,38
16:17,2309,Akiean Frederick Steal.,38,38
16:15,2309,Jaylin Walker made Layup. Assisted by Jalen Avery.,38,40
16:00,2400,Davere Creighton missed Three Point Jumper.,38,40
16:00,2400,Emmanuel Ejeh Offensive Rebound.,38,40
15:57,2309,Foul on Akiean Frederick.,38,40
15:57,2309,Official TV Timeout,38,40
15:37,2400,Davere Creighton missed Jumper.,38,40
15:37,2309,Kent State Defensive Rebound.,38,40
15:35,2400,Foul on Emmanuel Ejeh.,38,40
15:26,2309,Danny Pippen made Jumper. Assisted by Desmond Ridenour.,38,42
15:09,2400,Emmanuel Ejeh made Jumper. Assisted by Jordan Evans.,40,42
14:59,2309,Jaylin Walker made Three Point Jumper. Assisted by Jalen Avery.,40,45
14:52,2400,Emmanuel Ejeh made Layup. Assisted by Jordan Evans.,42,45
14:44,2309,Danny Pippen made Three Point Jumper. Assisted by Jalen Avery.,42,48
14:39,2400,Foul on Emmanuel Ejeh.,42,48
14:39,2309,Danny Pippen made Free Throw.,42,49
14:27,2400,Jordan Evans made Jumper. Assisted by Dante Scott.,44,49
14:02,2309,Danny Pippen made Layup. Assisted by Jaylin Walker.,44,51
13:46,2400,Davere Creighton missed Layup.,44,51
13:46,2309,Desmond Ridenour Defensive Rebound.,44,51
13:39,2309,Desmond Ridenour made Layup.,44,53
13:24,2400,Mississippi Valley State  Timeout,44,53
13:05,2400,Dante Scott Turnover.,44,53
13:04,2309,Desmond Ridenour Steal.,44,53
12:53,2309,Kevin Zabo missed Three Point Jumper.,44,53
12:53,2400,Emmanuel Ejeh Defensive Rebound.,44,53
12:44,2309,Foul on Desmond Ridenour.,44,53
12:41,2400,Gemaal Davis Turnover.,44,53
12:27,2309,Danny Pippen made Layup. Assisted by BJ Duling.,44,55
12:10,2400,Jeffery Lewis made Three Point Jumper. Assisted by Jordan Evans.,47,55
11:49,2309,Danny Pippen missed Jumper.,47,55
11:49,2400,Emmanuel Ejeh Defensive Rebound.,47,55
11:23,2400,Jordan Evans made Layup.,49,55
11:02,2309,Kevin Zabo missed Jumper.,49,55
11:02,2400,Jeffery Lewis Defensive Rebound.,49,55
10:46,2400,Jordan Evans missed Jumper.,49,55
10:46,2400,Jordan Evans Offensive Rebound.,49,55
10:39,2309,Foul on Desmond Ridenour.,49,55
10:39,2309,Official TV Timeout,49,55
10:39,2400,Emmanuel Ejeh missed Free Throw.,49,55
10:39,2400,Mississippi Valley State Deadball Team Rebound.,49,55
10:39,2400,Emmanuel Ejeh missed Free Throw.,49,55
10:39,2309,Adonis De La Rosa Defensive Rebound.,49,55
10:28,2309,Foul on Adonis De La Rosa.,49,55
10:17,2309,Mitch Peterson made Jumper.,49,57
9:52,2400,Jordan Evans made Jumper.,51,57
9:34,2309,Jaylin Walker made Layup.,51,59
9:05,2400,Emmanuel Ejeh missed Jumper.,51,59
9:05,2309,Mitch Peterson Defensive Rebound.,51,59
8:53,2309,Adonis De La Rosa made Dunk. Assisted by BJ Duling.,51,61
8:26,2400,Emmanuel Ejeh missed Layup.,51,61
8:26,2309,Kent State Defensive Rebound.,51,61
8:09,2309,Jaylin Walker missed Three Point Jumper.,51,61
8:09,2400,Jordan Evans Defensive Rebound.,51,61
7:50,2400,Jordan Evans missed Three Point Jumper.,51,61
7:50,2309,Jaylin Walker Defensive Rebound.,51,61
7:42,2309,Kevin Zabo missed Three Point Jumper.,51,61
7:42,2309,Kevin Zabo Offensive Rebound.,51,61
7:38,2309,Jalen Avery missed Three Point Jumper.,51,61
7:38,2309,Adonis De La Rosa Offensive Rebound.,51,61
7:36,2400,Foul on Jamal Watson.,51,61
7:36,2309,Official TV Timeout,51,61
7:36,2400,Foul on Jamal Watson.,51,61
7:36,2309,BJ Duling made Free Throw.,51,62
7:36,2309,BJ Duling made Free Throw.,51,63
7:19,2400,LaCurtis Allen Turnover.,51,63
7:07,2309,Jaylin Walker missed Jumper.,51,63
7:07,2309,Adonis De La Rosa Offensive Rebound.,51,63
7:02,2309,Adonis De La Rosa Turnover.,51,63
7:01,2400,Tereke Eckwood Steal.,51,63
6:58,2400,Tereke Eckwood missed Layup.,51,63
6:58,2309,Adonis De La Rosa Block.,51,63
6:55,2309,Jalen Avery Defensive Rebound.,51,63
6:52,2309,BJ Duling made Dunk. Assisted by Jalen Avery.,51,65
6:31,2309,Foul on Kevin Zabo.,51,65
6:22,2400,Jordan Evans made Jumper. Assisted by Tereke Eckwood.,53,65
6:01,2400,Foul on Emmanuel Ejeh.,53,65
6:01,2309,Adonis De La Rosa made Free Throw.,53,66
6:01,2309,Adonis De La Rosa made Free Throw.,53,67
5:40,2400,Emmanuel Ejeh made Layup. Assisted by Dante Scott.,55,67
5:18,2309,Danny Pippen missed Jumper.,55,67
5:18,2400,Mississippi Valley State Offensive Rebound.,55,67
5:14,2400,Foul on Jordan Evans.,55,67
5:14,2309,Adonis De La Rosa made Free Throw.,55,68
5:14,2309,Adonis De La Rosa made Free Throw.,55,69
4:49,2400,Emmanuel Ejeh missed Layup.,55,69
4:49,2400,Emmanuel Ejeh Offensive Rebound.,55,69
4:45,2400,Emmanuel Ejeh made Layup.,57,69
4:28,2309,Desmond Ridenour missed Three Point Jumper.,57,69
4:28,2309,Desmond Ridenour Offensive Rebound.,57,69
4:17,2309,Jaylin Walker Turnover.,57,69
3:55,2400,Jordan Evans missed Jumper.,57,69
3:55,2400,Tereke Eckwood Offensive Rebound.,57,69
3:49,2400,Dante Scott made Layup. Assisted by Tereke Eckwood.,59,69
3:36,2309,Akiean Frederick made Three Point Jumper. Assisted by Kevin Zabo.,59,72
3:27,2400,Dante Scott Turnover.,59,72
3:25,2309,Kevin Zabo Steal.,59,72
3:22,2309,Jaylin Walker Turnover.,59,72
3:22,2309,Official TV Timeout,59,72
3:14,2400,Tereke Eckwood missed Three Point Jumper.,59,72
3:14,2309,BJ Duling Defensive Rebound.,59,72
2:44,2309,Akiean Frederick missed Layup.,59,72
2:44,2400,Jordan Evans Block.,59,72
2:41,2309,BJ Duling Offensive Rebound.,59,73
2:41,2309,BJ Duling made Free Throw.,59,73
2:31,2400,Emmanuel Ejeh made Layup. Assisted by Tereke Eckwood.,61,73
2:25,2400,Mississippi Valley State  Timeout,61,73
2:17,2309,Danny Pippen made Dunk. Assisted by Jaylin Walker.,61,75
2:17,2400,Jordan Evans missed Layup.,61,75
2:17,2309,Danny Pippen Block.,61,75
2:17,2309,Danny Pippen Defensive Rebound.,61,75
2:17,2309,Jaylin Walker made Dunk. Assisted by Jaylin Walker.,61,77
2:12,2400,Jordan Evans missed Free Throw.,61,77
2:12,2400,Mississippi Valley State Deadball Team Rebound.,61,77
2:11,2309,Kent State  Timeout,61,77
1:30,2400,Emmanuel Ejeh made Layup.,63,77
1:13,2309,Jaylin Walker missed Jumper.,63,77
1:13,2400,Jeffery Lewis Defensive Rebound.,63,77
1:06,2309,Foul on Kevin Zabo.,63,77
1:00,2309,Foul on Adonis De La Rosa.,63,77
1:00,2400,Emmanuel Ejeh made Free Throw.,64,77
1:00,2309,Adonis De La Rosa Defensive Rebound.,64,77
0:59,2309,Adonis De La Rosa Turnover.,64,77
0:58,2400,Jordan Evans Steal.,64,77
0:57,2400,Dante Scott missed Layup.,64,77
0:57,2309,Adonis De La Rosa Defensive Rebound.,64,77
0:50,2400,Foul on Emmanuel Ejeh.,64,77
0:50,2309,Technical Foul on Adonis De La Rosa.,64,77
0:50,2309,Foul on Adonis De La Rosa.,64,77
0:50,2400,Technical Foul on Emmanuel Ejeh.,64,77
0:50,2400,Foul on Emmanuel Ejeh.,64,77
0:50,2309,Desmond Ridenour missed Free Throw.,64,77
0:50,2309,Kent State Deadball Team Rebound.,64,77
0:50,2309,Desmond Ridenour missed Free Throw.,64,77
0:50,2400,Tereke Eckwood Defensive Rebound.,64,77
0:49,2400,Tereke Eckwood Turnover.,64,77
0:47,2309,Desmond Ridenour Steal.,64,77
0:19,2309,Desmond Ridenour made Three Point Jumper. Assisted by Jalen Avery.,64,80
0:14,2400,Tereke Eckwood made Three Point Jumper.,67,80
