Curry College,43,Yale,40
5:49,43,Wyatt Yess made Free Throw.,33,98
5:49,43,Wyatt Yess missed Free Throw.,33,98
5:49,43,Noah Yates Offensive Rebound.,33,98
5:37,-1,Foul on John Coleman.,33,98
5:37,43,Wyatt Yess made Free Throw.,33,99
5:37,43,Wyatt Yess made Free Throw.,33,100
5:24,-1,Rj Hadfield made Three Point Jumper. Assisted by Nick George.,36,100
5:13,43,Noah Yates missed Layup.,36,100
5:13,-1,John Coleman Defensive Rebound.,36,100
5:05,-1,Jeff Card Turnover.,36,100
5:02,43,Noah Yates Steal.,36,100
4:58,43,Noah Yates missed Layup.,36,100
4:58,43,Wyatt Yess Offensive Rebound.,36,100
4:55,43,Wyatt Yess missed Two Point Tip Shot.,36,100
4:55,-1,Jeff Card Defensive Rebound.,36,100
4:37,-1,John Coleman Turnover.,36,100
4:35,43,Thomas Ryan Steal.,36,100
4:23,43,Thomas Ryan missed Three Point Jumper.,36,100
4:23,-1,Nick George Defensive Rebound.,36,100
4:07,-1,Jeff Card missed Three Point Jumper.,36,100
4:07,43,Wyatt Yess Defensive Rebound.,36,100
3:52,43,Thomas Ryan missed Three Point Jumper.,36,100
3:52,-1,Nick George Defensive Rebound.,36,100
3:38,-1,Nick George Turnover.,36,100
3:38,43,Official TV Timeout,36,100
3:24,43,Eric Anderson missed Three Point Jumper.,36,100
3:24,-1,Jeff Card Defensive Rebound.,36,100
3:13,43,Foul on Azar Swain.,36,100
3:13,-1,Nick George made Free Throw.,37,100
3:13,-1,Nick George missed Free Throw.,37,100
3:13,43,Noah Yates Defensive Rebound.,37,100
2:47,43,Azar Swain made Three Point Jumper. Assisted by Noah Yates.,37,103
2:23,-1,Jeff Card missed Three Point Jumper.,37,103
2:23,-1,Rj Hadfield Offensive Rebound.,37,103
2:09,-1,Jeff Card Turnover.,37,103
2:08,43,Eric Anderson Steal.,37,103
2:05,-1,Foul on Jeff Card.,37,103
2:05,43,Eric Anderson made Free Throw.,37,104
2:05,43,Eric Anderson made Free Throw.,37,105
1:54,-1,Nick George made Three Point Jumper. Assisted by Rj Hadfield.,40,105
1:38,43,Noah Yates Turnover.,40,105
1:23,-1,Rj Hadfield missed Three Point Jumper.,40,105
1:23,43,Thomas Ryan Block.,40,105
1:20,43,Wyatt Yess Defensive Rebound.,40,105
1:12,43,Thomas Ryan made Layup. Assisted by Azar Swain.,40,107
1:01,-1,Rj Hadfield missed Jumper.,40,107
1:01,43,Thomas Ryan Block.,40,107
0:58,43,Noah Yates Defensive Rebound.,40,107
0:47,43,Eric Anderson missed Three Point Jumper.,40,107
0:47,-1,Nick George Defensive Rebound.,40,107
0:37,-1,Rj Hadfield missed Three Point Jumper.,40,107
0:37,43,Wyatt Yess Defensive Rebound.,40,107
0:19,43,Noah Yates missed Three Point Jumper.,40,107
0:19,-1,Rj Hadfield Defensive Rebound.,40,107
0:01,-1,Jeff Card made Jumper.,42,107
0:00,43,End of Game,42,107
