Stanford,2567,SMU,24
4:37,24,Reid Travis Offensive Rebound.,13,44
4:37,2567,Foul on Ben Emelogu II.,13,44
4:37,24,Reid Travis missed Free Throw.,13,44
4:37,2567,Ben Moore Defensive Rebound.,13,44
4:30,2567,Tom Wilson Turnover.,13,44
4:30,24,Robert Cartwright Steal.,13,44
4:26,24,Robert Cartwright made Layup. Assisted by Michael Humphrey.,15,44
3:59,2567,Dashawn McDowell missed Layup.,15,44
3:59,24,Dorian Pickens Block.,15,44
3:59,2567,Ben Moore Offensive Rebound.,15,44
3:50,2567,Ben Moore made Layup.,15,46
3:40,24,Foul on Robert Cartwright.,15,46
3:40,24,Robert Cartwright Turnover.,15,46
3:40,2567,Official TV Timeout,15,46
3:19,2567,Shake Milton missed Three Point Jumper.,15,46
3:19,24,Stanford Defensive Rebound.,15,46
2:52,24,Robert Cartwright missed Three Point Jumper.,15,46
2:52,2567,Dashawn McDowell Defensive Rebound.,15,46
2:24,2567,Ben Emelogu II missed Three Point Jumper.,15,46
2:24,24,Stanford Defensive Rebound.,15,46
2:03,24,Josh Sharma Turnover.,15,46
1:50,2567,Shake Milton missed Three Point Jumper.,15,46
1:50,24,Stanford Defensive Rebound.,15,46
1:40,2567,Foul on Dashawn McDowell.,15,46
1:40,24,Marcus Sheffield made Free Throw.,16,46
1:40,24,Marcus Sheffield made Free Throw.,17,46
1:15,2567,Shake Milton missed Jumper.,17,46
1:15,24,Christian Sanders Defensive Rebound.,17,46
0:53,24,Josh Sharma made Layup. Assisted by Christian Sanders.,19,46
0:42,2567,SMU  Timeout,19,46
0:18,2567,Ben Moore made Layup. Assisted by Shake Milton.,19,48
0:16,24,Josh Sharma Turnover.,19,48
0:02,2567,Tom Wilson missed Three Point Jumper.,19,48
0:02,24,Dorian Pickens Defensive Rebound.,19,48
0:00,2567,End of 1st half,19,48
20:00,24,Jump Ball won by Stanford,19,48
19:51,24,Reid Travis missed Jumper.,19,48
19:51,2567,Sterling Brown Defensive Rebound.,19,48
19:38,2567,Semi Ojeleye missed Three Point Jumper.,19,48
19:38,2567,Jarrey Foster Offensive Rebound.,19,48
19:38,24,Foul on Christian Sanders.,19,48
19:32,2567,Semi Ojeleye missed Jumper.,19,48
19:32,24,Reid Travis Block.,19,48
19:32,24,Christian Sanders Defensive Rebound.,19,48
19:19,24,Dorian Pickens missed Three Point Jumper.,19,48
19:19,2567,Jarrey Foster Defensive Rebound.,19,48
18:58,2567,Jarrey Foster missed Jumper.,19,48
18:58,2567,Sterling Brown Offensive Rebound.,19,48
18:58,2567,Sterling Brown missed Two Point Tip Shot.,19,48
18:58,24,Reid Travis Defensive Rebound.,19,48
18:30,24,Marcus Allen missed Jumper.,19,48
18:30,24,Reid Travis Offensive Rebound.,19,48
18:30,24,Reid Travis made Two Point Tip Shot.,21,48
18:11,2567,Jarrey Foster made Dunk. Assisted by Shake Milton.,21,50
17:48,24,Dorian Pickens missed Jumper.,21,50
17:48,2567,Ben Moore Defensive Rebound.,21,50
17:41,2567,Semi Ojeleye missed Three Point Jumper.,21,50
17:41,24,Grant Verhoeven Defensive Rebound.,21,50
17:23,24,Christian Sanders missed Jumper.,21,50
17:23,24,Reid Travis Offensive Rebound.,21,50
17:23,24,Reid Travis made Two Point Tip Shot.,23,50
16:59,2567,Ben Moore missed Jumper.,23,50
16:59,24,Reid Travis Defensive Rebound.,23,50
16:51,2567,Foul on Ben Moore.,23,50
16:49,24,Marcus Sheffield made Three Point Jumper. Assisted by Robert Cartwright.,26,50
16:30,24,Foul on Christian Sanders.,26,50
16:27,2567,Shake Milton made Three Point Jumper. Assisted by Jarrey Foster.,26,53
16:11,24,Christian Sanders missed Jumper.,26,53
16:11,2567,Semi Ojeleye Defensive Rebound.,26,53
15:46,2567,Sterling Brown made Dunk. Assisted by Shake Milton.,26,55
15:33,24,Reid Travis missed Layup.,26,55
15:33,2567,Ben Moore Block.,26,55
15:33,24,Reid Travis Offensive Rebound.,26,55
15:20,24,Reid Travis made Layup.,28,55
15:01,2567,Sterling Brown missed Jumper.,28,55
15:01,24,Reid Travis Block.,28,55
15:01,24,Marcus Sheffield Defensive Rebound.,28,55
14:53,24,Robert Cartwright made Layup. Assisted by Marcus Sheffield.,30,55
14:48,2567,SMU  Timeout,30,55
14:48,2567,Official TV Timeout,30,55
14:23,24,Foul on Michael Humphrey.,30,55
14:23,2567,Ben Moore missed Free Throw.,30,55
14:23,2567,SMU Deadball Team Rebound.,30,55
14:23,2567,Ben Moore missed Free Throw.,30,55
14:23,24,Michael Humphrey Defensive Rebound.,30,55
14:03,24,Marcus Allen missed Layup.,30,55
13:58,2567,Ben Moore Block.,30,55
13:58,2567,Semi Ojeleye Defensive Rebound.,30,55
13:53,24,Foul on Michael Humphrey.,30,55
13:45,2567,Semi Ojeleye made Three Point Jumper. Assisted by Shake Milton.,30,58
13:28,24,Reid Travis missed Jumper.,30,58
13:28,2567,Shake Milton Defensive Rebound.,30,58
13:15,2567,Shake Milton Turnover.,30,58
13:02,24,Dorian Pickens made Three Point Jumper. Assisted by Christian Sanders.,33,58
12:45,2567,Semi Ojeleye missed Three Point Jumper.,33,58
12:45,24,Dorian Pickens Defensive Rebound.,33,58
12:25,24,Christian Sanders Turnover.,33,58
12:25,2567,Shake Milton Steal.,33,58
12:21,2567,Semi Ojeleye made Dunk. Assisted by Ben Emelogu II.,33,60
11:48,24,Cameron Walker missed Layup.,33,60
11:48,24,Cameron Walker Offensive Rebound.,33,60
11:48,24,Cameron Walker missed Two Point Tip Shot.,33,60
11:48,24,Cameron Walker Offensive Rebound.,33,60
11:48,2567,Foul on Sterling Brown.,33,60
11:48,2567,Official TV Timeout,33,60
11:34,24,Marcus Sheffield missed Layup.,33,60
11:34,2567,Sterling Brown Defensive Rebound.,33,60
11:27,2567,Ben Emelogu II missed Layup.,33,60
11:27,24,Dorian Pickens Defensive Rebound.,33,60
11:04,24,Dorian Pickens missed Three Point Jumper.,33,60
11:04,2567,Ben Emelogu II Defensive Rebound.,33,60
10:50,2567,Ben Emelogu II missed Three Point Jumper.,33,60
10:50,24,Grant Verhoeven Defensive Rebound.,33,60
10:42,24,Foul on Dorian Pickens.,33,60
10:42,24,Dorian Pickens Turnover.,33,60
10:22,2567,Jarrey Foster Turnover.,33,60
10:07,24,Reid Travis made Layup. Assisted by Marcus Sheffield.,35,60
9:51,24,Foul on Robert Cartwright.,35,60
9:37,2567,Foul on Ben Emelogu II.,35,60
9:37,2567,Ben Emelogu II Turnover.,35,60
9:12,24,Robert Cartwright made Layup.,37,60
8:36,2567,Foul on Semi Ojeleye.,37,60
8:36,2567,Semi Ojeleye Turnover.,37,60
8:11,24,Robert Cartwright missed Jumper.,37,60
8:11,2567,Ben Emelogu II Defensive Rebound.,37,60
7:57,2567,Shake Milton Turnover.,37,60
7:53,2567,Official TV Timeout,37,60
7:38,2567,Foul on Semi Ojeleye.,37,60
7:37,24,Grant Verhoeven Turnover.,37,60
7:37,2567,Ben Emelogu II Steal.,37,60
7:34,2567,Ben Emelogu II Turnover.,37,60
7:34,24,Robert Cartwright Steal.,37,60
7:27,24,Reid Travis made Dunk. Assisted by Robert Cartwright.,39,60
7:04,2567,Shake Milton missed Jumper.,39,60
7:04,2567,Semi Ojeleye Offensive Rebound.,39,60
6:36,2567,Shake Milton made Layup.,39,62
6:28,24,Marcus Sheffield missed Three Point Jumper.,39,62
6:28,24,Dorian Pickens Offensive Rebound.,39,62
6:11,24,Robert Cartwright made Layup.,41,62
5:51,24,Foul on Grant Verhoeven.,41,62
5:51,2567,Semi Ojeleye made Free Throw.,41,63
5:51,2567,Semi Ojeleye made Free Throw.,41,64
5:38,24,Marcus Sheffield missed Three Point Jumper.,41,64
5:38,2567,Shake Milton Defensive Rebound.,41,64
5:11,2567,Shake Milton made Jumper.,41,66
4:40,24,Christian Sanders made Jumper.,43,66
4:16,24,Foul on Marcus Allen.,43,66
4:16,2567,Dashawn McDowell made Free Throw.,43,67
4:16,2567,Dashawn McDowell missed Free Throw.,43,67
4:16,24,Reid Travis Defensive Rebound.,43,67
3:50,24,Marcus Sheffield made Layup. Assisted by Christian Sanders.,45,67
3:50,2567,Foul on Ben Moore.,45,67
3:50,2567,Official TV Timeout,45,67
3:50,24,Marcus Sheffield missed Free Throw.,45,67
3:50,2567,Sterling Brown Defensive Rebound.,45,67
3:29,2567,Sterling Brown made Three Point Jumper. Assisted by Shake Milton.,45,70
3:04,24,Reid Travis Turnover.,45,70
3:04,2567,Ben Moore Steal.,45,70
2:30,24,Foul on Reid Travis.,45,70
2:30,2567,Semi Ojeleye made Free Throw.,45,71
2:30,2567,Semi Ojeleye missed Free Throw.,45,71
2:30,24,Michael Humphrey Defensive Rebound.,45,71
2:09,24,Marcus Sheffield made Jumper.,47,71
1:35,2567,Semi Ojeleye Turnover.,47,71
1:35,24,Michael Humphrey Steal.,47,71
1:20,24,Christian Sanders missed Three Point Jumper.,47,71
1:20,2567,Ben Moore Defensive Rebound.,47,71
0:59,24,Foul on Christian Sanders.,47,71
0:59,2567,Shake Milton made Free Throw.,47,72
0:59,2567,Shake Milton missed Free Throw.,47,72
0:59,24,Christian Sanders Defensive Rebound.,47,72
0:44,24,Michael Humphrey missed Jumper.,47,72
0:44,24,Trevor Stanback Offensive Rebound.,47,72
0:44,24,Trevor Stanback missed Two Point Tip Shot.,47,72
0:44,2567,Jonathan Wilfong Defensive Rebound.,47,72
0:32,2567,SMU  Timeout,47,72
0:32,2567,Official TV Timeout,47,72
0:31,2567,James Pyle Turnover.,47,72
0:19,24,Michael Humphrey made Layup. Assisted by Trevor Stanback.,49,72
0:00,2567,End of Game,49,72
