Colorado State,2623,Missouri State,36
12:24,36,Prentiss Nixon missed Three Point Jumper.,7,12
12:24,2623,Jarrid Rhodes Defensive Rebound.,7,12
12:12,36,Foul on Robbie Berwick.,7,12
12:12,2623,Ronnie Rousseau III made Free Throw.,7,13
12:12,2623,Ronnie Rousseau III made Free Throw.,7,14
11:46,36,Robbie Berwick missed Jumper.,7,14
11:46,2623,Jarred Dixon Block.,7,14
11:45,2623,Alize Johnson Defensive Rebound.,7,14
11:23,2623,Foul on Alize Johnson.,7,14
11:23,2623,Alize Johnson Turnover.,7,14
11:23,2623,Official TV Timeout,7,14
10:54,2623,Foul on Reggie Scurry.,7,14
10:54,36,Nico Carvacho missed Free Throw.,7,14
10:54,36,Colorado State Deadball Team Rebound.,7,14
10:54,36,Nico Carvacho made Free Throw.,8,14
10:35,2623,Jarrid Rhodes made Three Point Jumper. Assisted by Jarred Dixon.,8,17
10:09,36,Nico Carvacho missed Jumper.,8,17
10:09,2623,Jarrid Rhodes Defensive Rebound.,8,17
9:56,2623,Ryan Kreklow made Three Point Jumper. Assisted by Jarred Dixon.,8,20
9:36,36,Che Bob missed Jumper.,8,20
9:36,36,Nico Carvacho Offensive Rebound.,8,20
9:32,36,Nico Carvacho Turnover.,8,20
9:31,2623,Ryan Kreklow Steal.,8,20
9:27,2623,Jarrid Rhodes missed Three Point Jumper.,8,20
9:27,36,Che Bob Defensive Rebound.,8,20
9:18,36,Lorenzo Jenkins missed Three Point Jumper.,8,20
9:18,2623,Ryan Kreklow Defensive Rebound.,8,20
9:15,36,Foul on Che Bob.,8,20
8:59,2623,Foul on Alize Johnson.,8,20
8:59,2623,Alize Johnson Turnover.,8,20
8:40,36,Raquan Mitchell missed Jumper.,8,20
8:40,36,Colorado State Deadball Team Rebound.,8,20
8:37,2623,Foul on Jarrid Rhodes.,8,20
8:37,36,Lorenzo Jenkins made Free Throw.,9,20
8:37,36,Lorenzo Jenkins missed Free Throw.,9,20
8:37,2623,Missouri State Deadball Team Rebound.,9,20
8:36,36,Foul on Raquan Mitchell.,9,20
8:15,2623,Ryan Kreklow Turnover.,9,20
8:14,36,Deion James Steal.,9,20
8:06,36,Prentiss Nixon missed Three Point Jumper.,9,20
8:06,2623,Missouri State Deadball Team Rebound.,9,20
8:05,36,Foul on Deion James.,9,20
7:53,2623,Ronnie Rousseau III Turnover.,9,20
7:53,2623,Official TV Timeout,9,20
7:50,36,Prentiss Nixon Turnover.,9,20
7:49,2623,Jarred Dixon Steal.,9,20
7:44,2623,Jarred Dixon made Layup.,9,22
7:44,36,Foul on J.D. Paige.,9,22
7:44,2623,Jarred Dixon made Free Throw.,9,23
7:34,36,Che Bob missed Three Point Jumper.,9,23
7:34,36,J.D. Paige Offensive Rebound.,9,23
7:29,36,J.D. Paige Turnover.,9,23
7:14,2623,Foul on Jarrid Rhodes.,9,23
7:14,2623,Jarrid Rhodes Turnover.,9,23
6:51,36,Prentiss Nixon missed Jumper.,9,23
6:51,2623,Reggie Scurry Block.,9,23
6:50,36,Colorado State Offensive Rebound.,9,23
6:45,36,Prentiss Nixon missed Three Point Jumper.,9,23
6:45,2623,Missouri State Deadball Team Rebound.,9,23
6:15,2623,Ryan Kreklow missed Layup.,9,23
6:15,2623,Reggie Scurry Offensive Rebound.,9,23
6:13,2623,Reggie Scurry made Two Point Tip Shot.,9,25
6:03,36,J.D. Paige missed Three Point Jumper.,9,25
6:03,36,Che Bob Offensive Rebound.,9,25
5:58,2623,Foul on Reggie Scurry.,9,25
5:58,36,Che Bob made Free Throw.,10,25
5:58,36,Che Bob made Free Throw.,11,25
5:44,2623,Ronnie Rousseau III missed Three Point Jumper.,11,25
5:44,36,Prentiss Nixon Defensive Rebound.,11,25
5:35,36,Lorenzo Jenkins Turnover.,11,25
5:34,2623,Ronnie Rousseau III Steal.,11,25
5:28,36,Foul on Raquan Mitchell.,11,25
5:28,2623,Reggie Scurry made Free Throw.,11,26
5:28,2623,Reggie Scurry made Free Throw.,11,27
5:11,36,J.D. Paige made Jumper.,13,27
4:58,2623,Ronnie Rousseau III Turnover.,13,27
4:57,36,Prentiss Nixon Steal.,13,27
4:54,36,Prentiss Nixon made Layup.,15,27
4:54,2623,Foul on Jarred Dixon.,15,27
4:54,36,Prentiss Nixon made Free Throw.,16,27
4:30,36,Foul on Lorenzo Jenkins.,16,27
4:30,2623,Reggie Scurry made Free Throw.,16,28
4:30,2623,Reggie Scurry made Free Throw.,16,29
4:16,2623,Foul on Obediah Church.,16,29
4:16,36,Che Bob made Free Throw.,17,29
4:16,36,Che Bob missed Free Throw.,17,29
4:16,2623,Reggie Scurry Defensive Rebound.,17,29
3:58,2623,Official TV Timeout,17,29
3:57,2623,Ryan Kreklow made Three Point Jumper. Assisted by Jarred Dixon.,17,32
3:38,36,Nico Carvacho made Jumper. Assisted by Anthony Bonner.,19,32
3:07,2623,Mustafa Lawrence made Three Point Jumper. Assisted by Reggie Scurry.,19,35
2:49,36,Robbie Berwick Turnover.,19,35
2:49,2623,Mustafa Lawrence Steal.,19,35
2:43,2623,Ryan Kreklow missed Three Point Jumper.,19,35
2:43,36,Che Bob Defensive Rebound.,19,35
2:38,2623,Foul on Reggie Scurry.,19,35
2:38,36,Che Bob made Free Throw.,20,35
2:38,36,Che Bob made Free Throw.,21,35
2:27,2623,Tanveer Bhullar made Layup. Assisted by Obediah Church.,21,37
2:10,36,Prentiss Nixon made Three Point Jumper. Assisted by Nico Carvacho.,24,37
1:40,2623,Tanveer Bhullar missed Jumper.,24,37
1:40,2623,Obediah Church Offensive Rebound.,24,37
1:36,36,Foul on Che Bob.,24,37
1:36,2623,Obediah Church made Free Throw.,24,38
1:36,2623,Obediah Church missed Free Throw.,24,38
1:36,36,Anthony Bonner Defensive Rebound.,24,38
1:23,36,Anthony Bonner missed Three Point Jumper.,24,38
1:23,2623,Jarred Dixon Defensive Rebound.,24,38
1:15,2623,Missouri State  Timeout,24,38
1:07,2623,Ryan Kreklow made Jumper. Assisted by Mustafa Lawrence.,24,40
0:44,36,J.D. Paige missed Three Point Jumper.,24,40
0:44,2623,Mustafa Lawrence Defensive Rebound.,24,40
0:13,2623,Jarred Dixon Turnover.,24,40
0:12,36,Prentiss Nixon Steal.,24,40
0:10,36,Prentiss Nixon made Layup.,26,40
0:04,2623,Mustafa Lawrence missed Three Point Jumper.,26,40
0:04,2623,Tanveer Bhullar Offensive Rebound.,26,40
0:01,2623,Tanveer Bhullar made Jumper.,26,42
0:00,2623,End of 1st half,26,40
19:48,36,Che Bob made Jumper.,28,42
19:24,2623,Alize Johnson missed Jumper.,28,42
19:24,36,Nico Carvacho Defensive Rebound.,28,42
19:14,36,Che Bob missed Jumper.,28,42
19:14,36,Nico Carvacho Offensive Rebound.,28,42
19:12,36,Nico Carvacho made Jumper.,30,42
18:44,2623,Alize Johnson missed Three Point Jumper.,30,42
18:44,36,Nico Carvacho Defensive Rebound.,30,42
18:30,36,Che Bob missed Jumper.,30,42
18:30,36,Che Bob Offensive Rebound.,30,42
18:22,36,Prentiss Nixon missed Three Point Jumper.,30,42
18:22,36,Deion James Offensive Rebound.,30,42
18:17,36,Deion James made Jumper.,32,42
17:51,2623,J.T. Miller missed Jumper.,32,42
17:51,36,Deion James Defensive Rebound.,32,42
17:42,2623,Foul on J.T. Miller.,32,42
17:42,36,J.D. Paige made Free Throw.,33,42
17:42,36,J.D. Paige missed Free Throw.,33,42
17:42,2623,Alize Johnson Defensive Rebound.,33,42
17:20,2623,Alize Johnson missed Jumper.,33,42
17:20,2623,Obediah Church Offensive Rebound.,33,42
17:09,2623,Jarrid Rhodes made Three Point Jumper. Assisted by Ronnie Rousseau III.,33,45
16:42,36,J.D. Paige missed Jumper.,33,45
16:42,2623,Obediah Church Block.,33,45
16:40,2623,Jarred Dixon Defensive Rebound.,33,45
16:36,2623,Jarrid Rhodes missed Three Point Jumper.,33,45
16:36,36,Prentiss Nixon Defensive Rebound.,33,45
16:32,2623,Foul on Jarrid Rhodes.,33,45
16:21,36,Nico Carvacho missed Jumper.,33,45
16:21,2623,Obediah Church Defensive Rebound.,33,45
16:08,2623,Ryan Kreklow missed Jumper.,33,45
16:08,2623,Obediah Church Offensive Rebound.,33,45
16:04,2623,Obediah Church made Layup.,33,47
15:40,36,Che Bob Turnover.,33,47
15:39,2623,Obediah Church Steal.,33,47
15:39,2623,Official TV Timeout,33,47
15:25,2623,Jarred Dixon Turnover.,33,47
14:56,2623,Foul on Jarred Dixon.,33,47
14:43,36,Che Bob missed Jumper.,33,47
14:43,36,Colorado State Offensive Rebound.,33,47
14:24,36,Prentiss Nixon made Jumper.,35,47
13:51,2623,Ryan Kreklow made Jumper.,35,49
13:51,36,Foul on Che Bob.,35,49
13:51,2623,Ryan Kreklow made Free Throw.,35,50
13:41,36,Anthony Bonner missed Layup.,35,50
13:41,36,Che Bob Offensive Rebound.,35,50
13:38,36,Che Bob missed Dunk.,35,50
13:38,2623,Ronnie Rousseau III Defensive Rebound.,35,50
13:28,2623,Ryan Kreklow made Layup.,35,52
13:28,36,Foul on Anthony Bonner.,35,52
13:28,2623,Ryan Kreklow made Free Throw.,35,53
13:07,36,Anthony Bonner made Jumper.,37,53
12:46,2623,Obediah Church made Layup. Assisted by Alize Johnson.,37,55
12:31,36,J.D. Paige missed Three Point Jumper.,37,55
12:31,2623,Alize Johnson Defensive Rebound.,37,55
12:12,2623,Ronnie Rousseau III missed Jumper.,37,55
12:12,36,Lorenzo Jenkins Defensive Rebound.,37,55
11:59,36,Lorenzo Jenkins made Three Point Jumper. Assisted by J.D. Paige.,40,55
11:55,2623,Official TV Timeout,40,55
11:41,2623,Ronnie Rousseau III made Jumper. Assisted by Jarred Dixon.,40,57
11:25,36,Lorenzo Jenkins missed Jumper.,40,57
11:25,36,Nico Carvacho Offensive Rebound.,40,57
11:21,36,Nico Carvacho missed Jumper.,40,57
11:21,2623,Reggie Scurry Block.,40,57
11:20,36,Nico Carvacho Offensive Rebound.,40,57
11:19,2623,Foul on Jarred Dixon.,40,57
11:19,36,Nico Carvacho missed Free Throw.,40,57
11:19,36,Colorado State Deadball Team Rebound.,40,57
11:19,36,Nico Carvacho made Free Throw.,41,57
11:02,2623,Alize Johnson missed Three Point Jumper.,41,57
11:02,2623,J.T. Miller Offensive Rebound.,41,57
10:58,36,Foul on Anthony Bonner.,41,57
10:52,2623,Reggie Scurry missed Jumper.,41,57
10:52,36,J.D. Paige Defensive Rebound.,41,57
10:44,36,Prentiss Nixon missed Three Point Jumper.,41,57
10:44,2623,J.T. Miller Defensive Rebound.,41,57
10:12,2623,Missouri State  Turnover.,41,57
10:02,36,Deion James missed Jumper.,41,57
10:02,2623,Reggie Scurry Defensive Rebound.,41,57
9:38,2623,Ronnie Rousseau III made Three Point Jumper.,41,60
9:25,36,Anthony Bonner missed Three Point Jumper.,41,60
9:25,2623,J.T. Miller Defensive Rebound.,41,60
9:10,2623,Ronnie Rousseau III Turnover.,41,60
9:09,36,Che Bob Steal.,41,60
9:05,36,J.D. Paige missed Jumper.,41,60
9:05,2623,Reggie Scurry Block.,41,60
9:03,36,Deion James Offensive Rebound.,41,60
9:01,36,Deion James made Jumper.,43,60
8:55,2623,Missouri State  Timeout,43,60
8:55,2623,Official TV Timeout,43,60
8:44,2623,Jarrid Rhodes missed Three Point Jumper.,43,60
8:44,36,Anthony Bonner Defensive Rebound.,43,60
8:35,36,Che Bob missed Three Point Jumper.,43,60
8:35,2623,Reggie Scurry Defensive Rebound.,43,60
8:12,2623,J.T. Miller missed Jumper.,43,60
8:12,36,Colorado State Defensive Rebound.,43,60
8:00,36,J.D. Paige missed Three Point Jumper.,43,60
8:00,2623,Jarrid Rhodes Defensive Rebound.,43,60
7:53,2623,Ryan Kreklow made Three Point Jumper. Assisted by Jarred Dixon.,43,63
7:39,36,Prentiss Nixon made Jumper.,45,63
7:08,2623,Jarred Dixon missed Jumper.,45,63
7:08,36,Prentiss Nixon Defensive Rebound.,45,63
6:53,36,J.D. Paige Turnover.,45,63
6:53,2623,Official TV Timeout,45,63
6:36,2623,Foul on Alize Johnson.,45,63
6:36,2623,Alize Johnson Turnover.,45,63
6:24,36,Prentiss Nixon made Three Point Jumper.,48,63
6:01,2623,Jarred Dixon missed Jumper.,48,63
6:01,2623,Obediah Church Offensive Rebound.,48,63
6:00,36,Foul on Anthony Bonner.,48,63
6:00,2623,Obediah Church made Free Throw.,48,64
6:00,2623,Obediah Church missed Free Throw.,48,64
6:00,36,Che Bob Defensive Rebound.,48,64
5:46,36,Prentiss Nixon missed Three Point Jumper.,48,64
5:46,36,Che Bob Offensive Rebound.,48,64
5:44,2623,Foul on Alize Johnson.,48,64
5:38,2623,Foul on Jarrid Rhodes.,48,64
5:38,36,Che Bob missed Free Throw.,48,64
5:38,36,J.D. Paige Offensive Rebound.,48,64
5:30,2623,Foul on Ryan Kreklow.,48,64
5:30,36,Prentiss Nixon made Free Throw.,49,64
5:30,36,Prentiss Nixon made Free Throw.,50,64
5:22,36,Foul on Prentiss Nixon.,50,64
5:11,36,Foul on Deion James.,50,64
5:10,2623,Reggie Scurry missed Jumper.,50,64
5:10,36,Anthony Bonner Defensive Rebound.,50,64
4:57,2623,Foul on Obediah Church.,50,64
4:57,36,Deion James made Free Throw.,51,64
4:57,36,Deion James made Free Throw.,52,64
4:43,2623,J.T. Miller made Jumper.,52,66
4:15,36,J.D. Paige made Three Point Jumper. Assisted by Che Bob.,55,66
3:51,36,Foul on Deion James.,55,66
3:51,2623,Official TV Timeout,55,66
3:51,2623,J.T. Miller made Free Throw.,55,67
3:51,2623,J.T. Miller missed Free Throw.,55,67
3:51,36,Prentiss Nixon Defensive Rebound.,55,67
3:27,36,Deion James made Jumper.,57,67
3:01,2623,Foul on J.T. Miller.,57,67
3:01,2623,J.T. Miller Turnover.,57,67
2:48,36,Che Bob missed Jumper.,57,67
2:48,36,Che Bob Offensive Rebound.,57,67
2:45,36,Che Bob made Jumper.,59,67
2:45,2623,Foul on Obediah Church.,59,67
2:45,36,Che Bob missed Free Throw.,59,67
2:45,2623,Missouri State Defensive Rebound.,59,67
2:18,36,Foul on Prentiss Nixon.,59,67
2:18,2623,Ryan Kreklow made Free Throw.,59,68
2:18,2623,Ryan Kreklow made Free Throw.,59,69
2:09,36,Che Bob made Dunk.,61,69
2:08,36,Colorado State  Timeout,61,69
1:59,36,Foul on Che Bob.,61,69
1:59,2623,Jarrid Rhodes missed Free Throw.,61,69
1:59,36,Che Bob Defensive Rebound.,61,69
1:49,36,Deion James made Layup. Assisted by Anthony Bonner.,63,69
1:47,36,Colorado State  Timeout,63,69
1:47,2623,Missouri State  Timeout,63,69
1:41,2623,Alize Johnson Turnover.,63,69
1:32,36,Prentiss Nixon missed Jumper.,63,69
1:32,2623,Alize Johnson Block.,63,69
1:31,36,Colorado State Offensive Rebound.,63,69
1:30,36,Deion James made Jumper. Assisted by J.D. Paige.,65,69
0:58,36,Foul on Anthony Bonner.,65,69
0:58,2623,Jarrid Rhodes made Free Throw.,65,70
0:58,2623,Jarrid Rhodes made Free Throw.,65,71
0:51,36,Che Bob missed Three Point Jumper.,65,71
0:51,36,Deion James Offensive Rebound.,65,71
0:45,2623,Foul on Ryan Kreklow.,65,71
0:45,36,Deion James made Free Throw.,66,71
0:45,36,Deion James made Free Throw.,67,71
0:43,36,Foul on Prentiss Nixon.,67,71
0:43,2623,Ryan Kreklow made Free Throw.,67,72
0:43,2623,Ryan Kreklow missed Free Throw.,67,72
0:43,36,Che Bob Defensive Rebound.,67,72
0:30,36,J.D. Paige missed Jumper.,67,72
0:30,2623,Jarred Dixon Defensive Rebound.,67,72
0:28,36,Foul on Anthony Bonner.,67,72
0:28,2623,Jarred Dixon made Free Throw.,67,73
0:28,2623,Jarred Dixon made Free Throw.,67,74
0:24,36,Deion James Turnover.,67,74
0:22,36,Foul on Prentiss Nixon.,67,74
0:22,2623,Jarred Dixon made Free Throw.,67,75
0:22,2623,Jarred Dixon made Free Throw.,67,76
0:17,36,Prentiss Nixon missed Three Point Jumper.,67,76
0:17,2623,Jarrid Rhodes Defensive Rebound.,67,76
0:14,36,Foul on Prentiss Nixon.,67,76
0:14,2623,Jarrid Rhodes missed Free Throw.,67,76
0:14,2623,Missouri State Deadball Team Rebound.,67,76
0:14,2623,Jarrid Rhodes made Free Throw.,67,77
0:00,2623,End of Game,67,77
