Columbia,41,Connecticut,171
7:24,171,Lukas Meisner made Three Point Jumper. Assisted by Gabe Stefanini.,29,16
7:05,41,Jalen Adams missed Jumper.,29,16
7:05,171,Lukas Meisner Defensive Rebound.,29,16
6:56,41,Foul on Kwintin Williams.,29,16
6:56,41,Official TV Timeout,29,16
6:46,171,Tai Bibbs made Layup. Assisted by Lukas Meisner.,31,16
6:29,41,Mamadou Diarra made Dunk. Assisted by Christian Vital.,31,18
6:16,171,Myles Hanson missed Three Point Jumper.,31,18
6:16,41,Jalen Adams Defensive Rebound.,31,18
6:08,41,Mamadou Diarra made Layup. Assisted by Jalen Adams.,31,20
5:50,171,Tai Bibbs missed Three Point Jumper.,31,20
5:50,41,Jalen Adams Defensive Rebound.,31,20
5:43,41,Terry Larrier missed Three Point Jumper.,31,20
5:43,171,Quinton Adlesh Defensive Rebound.,31,20
5:33,171,Quinton Adlesh missed Three Point Jumper.,31,20
5:33,41,Christian Vital Defensive Rebound.,31,20
5:25,41,Antwoine Anderson missed Three Point Jumper.,31,20
5:25,171,Myles Hanson Defensive Rebound.,31,20
5:03,171,Quinton Adlesh made Jumper.,33,20
4:43,41,Antwoine Anderson missed Three Point Jumper.,33,20
4:43,41,Terry Larrier Offensive Rebound.,33,20
4:40,41,Foul on Terry Larrier.,33,20
4:40,41,Terry Larrier Turnover.,33,20
4:30,171,Lukas Meisner Turnover.,33,20
4:14,41,Christian Vital made Three Point Jumper. Assisted by Antwoine Anderson.,33,23
3:52,171,Lukas Meisner missed Three Point Jumper.,33,23
3:52,41,Mamadou Diarra Defensive Rebound.,33,23
3:44,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,33,26
3:19,171,Rodney Hunter made Layup. Assisted by Nate Hickman.,35,26
3:09,41,Terry Larrier missed Three Point Jumper.,35,26
3:09,171,Quinton Adlesh Defensive Rebound.,35,26
3:03,171,Lukas Meisner made Layup. Assisted by Quinton Adlesh.,37,26
3:03,41,Foul on Jalen Adams.,37,26
3:03,41,Official TV Timeout,37,26
3:03,171,Lukas Meisner missed Free Throw.,37,26
3:03,41,Mamadou Diarra Defensive Rebound.,37,26
3:01,171,Foul on Rodney Hunter.,37,26
3:01,41,Mamadou Diarra missed Free Throw.,37,26
3:01,171,Rodney Hunter Defensive Rebound.,37,26
2:47,171,Mike Smith Turnover.,37,26
2:23,41,Christian Vital missed Layup.,37,26
2:23,171,Columbia Defensive Rebound.,37,26
2:23,41,Foul on Mamadou Diarra.,37,26
2:23,171,Lukas Meisner made Free Throw.,38,26
2:23,171,Lukas Meisner made Free Throw.,39,26
2:10,41,Jalen Adams missed Three Point Jumper.,39,26
2:10,171,Mike Smith Defensive Rebound.,39,26
2:01,171,Nate Hickman missed Three Point Jumper.,39,26
2:01,41,Mamadou Diarra Defensive Rebound.,39,26
1:46,41,Antwoine Anderson missed Jumper.,39,26
1:46,41,Mamadou Diarra Offensive Rebound.,39,26
1:44,171,Foul on Lukas Meisner.,39,26
1:44,41,Mamadou Diarra made Free Throw.,39,27
1:44,41,Mamadou Diarra missed Free Throw.,39,27
1:44,171,Jaron Faulds Defensive Rebound.,39,27
1:18,41,Foul on Mamadou Diarra.,39,27
1:18,171,Nate Hickman made Free Throw.,40,27
1:18,171,Nate Hickman made Free Throw.,41,27
0:58,41,Christian Vital missed Three Point Jumper.,41,27
0:58,171,Mike Smith Defensive Rebound.,41,27
0:46,171,Foul on Nate Hickman.,41,27
0:46,171,Nate Hickman Turnover.,41,27
0:28,41,Christian Vital made Three Point Jumper. Assisted by Terry Larrier.,41,30
0:20,171,Columbia  Timeout,41,30
0:00,171,Mike Smith missed Layup.,41,30
0:00,41,Josh Carlton Block.,41,30
0:00,171,Columbia Deadball Team Rebound.,41,30
0:00,41,End of 1st half,41,30
19:42,171,Quinton Adlesh missed Jumper.,41,30
19:42,41,David Onuorah Defensive Rebound.,41,30
19:22,41,Terry Larrier missed Jumper.,41,30
19:22,171,Patrick Tape Defensive Rebound.,41,30
18:59,171,Quinton Adlesh made Layup.,43,30
18:32,41,David Onuorah Turnover.,43,30
18:19,171,Nate Hickman missed Layup.,43,30
18:19,41,Mamadou Diarra Block.,43,30
18:18,171,Patrick Tape Offensive Rebound.,43,30
18:16,171,Patrick Tape made Layup.,45,30
18:02,41,Mamadou Diarra made Layup. Assisted by Antwoine Anderson.,45,32
17:44,171,Mike Smith missed Jumper.,45,32
17:44,41,Terry Larrier Defensive Rebound.,45,32
17:30,41,Terry Larrier made Three Point Jumper. Assisted by Jalen Adams.,45,35
17:04,171,Lukas Meisner missed Jumper.,45,35
17:04,41,Christian Vital Defensive Rebound.,45,35
16:55,41,Terry Larrier missed Three Point Jumper.,45,35
16:55,41,Mamadou Diarra Offensive Rebound.,45,35
16:51,41,Mamadou Diarra missed Jumper.,45,35
16:51,41,Terry Larrier Offensive Rebound.,45,35
16:50,41,Terry Larrier missed Two Point Tip Shot.,45,35
16:50,41,Terry Larrier Offensive Rebound.,45,35
16:47,41,Terry Larrier made Layup.,45,37
16:27,171,Mike Smith made Jumper.,47,37
15:58,41,Jalen Adams missed Three Point Jumper.,47,37
15:58,171,Nate Hickman Defensive Rebound.,47,37
15:48,171,Quinton Adlesh Turnover.,47,37
15:47,41,Official TV Timeout,47,37
15:34,41,Christian Vital missed Three Point Jumper.,47,37
15:34,41,Terry Larrier Offensive Rebound.,47,37
15:28,171,Foul on Patrick Tape.,47,37
15:28,41,Terry Larrier made Free Throw.,47,38
15:28,41,Terry Larrier missed Free Throw.,47,38
15:28,171,Lukas Meisner Defensive Rebound.,47,38
15:09,171,Jaron Faulds missed Layup.,47,38
15:09,41,Mamadou Diarra Block.,47,38
15:09,171,Columbia Offensive Rebound.,47,38
15:02,171,Nate Hickman made Jumper.,49,38
14:49,41,Mamadou Diarra missed Layup.,49,38
14:49,171,Jaron Faulds Block.,49,38
14:47,171,Jaron Faulds Defensive Rebound.,49,38
14:41,171,Mike Smith Turnover.,49,38
14:26,41,Christian Vital missed Three Point Jumper.,49,38
14:26,41,Jalen Adams Offensive Rebound.,49,38
14:23,41,Jalen Adams missed Layup.,49,38
14:23,41,Terry Larrier Offensive Rebound.,49,38
14:20,41,Terry Larrier missed Jumper.,49,38
14:20,171,Jaron Faulds Block.,49,38
14:18,41,Mamadou Diarra Offensive Rebound.,49,38
14:16,41,Mamadou Diarra made Layup.,49,40
13:51,171,Nate Hickman missed Three Point Jumper.,49,40
13:51,41,Jalen Adams Defensive Rebound.,49,40
13:33,41,Antwoine Anderson made Layup.,49,42
13:18,171,Nate Hickman missed Three Point Jumper.,49,42
13:18,171,Quinton Adlesh Offensive Rebound.,49,42
12:55,171,Quinton Adlesh Turnover.,49,42
12:54,41,Antwoine Anderson Steal.,49,42
12:38,41,Jalen Adams missed Jumper.,49,42
12:38,171,Quinton Adlesh Defensive Rebound.,49,42
12:31,171,Foul on Lukas Meisner.,49,42
12:31,171,Lukas Meisner Turnover.,49,42
12:13,41,Christian Vital missed Three Point Jumper.,49,42
12:13,171,Lukas Meisner Defensive Rebound.,49,42
11:49,171,Mike Smith missed Three Point Jumper.,49,42
11:49,41,Terry Larrier Defensive Rebound.,49,42
11:44,41,Terry Larrier Turnover.,49,42
11:44,41,Official TV Timeout,49,42
11:28,41,Foul on Mamadou Diarra.,49,42
11:28,171,Lukas Meisner missed Free Throw.,49,42
11:28,171,Columbia Deadball Team Rebound.,49,42
11:28,171,Lukas Meisner made Free Throw.,50,42
11:08,41,Jalen Adams missed Jumper.,50,42
11:08,171,Lukas Meisner Defensive Rebound.,50,42
10:46,171,Rodney Hunter missed Jumper.,50,42
10:46,171,Quinton Adlesh Offensive Rebound.,50,42
10:44,171,Quinton Adlesh missed Layup.,50,42
10:44,41,Terry Larrier Defensive Rebound.,50,42
10:42,171,Foul on Rodney Hunter.,50,42
10:28,41,Antwoine Anderson made Three Point Jumper. Assisted by Jalen Adams.,50,45
10:10,41,Foul on Antwoine Anderson.,50,45
10:10,171,Columbia  Timeout,50,45
9:51,171,Lukas Meisner made Three Point Jumper. Assisted by Mike Smith.,53,45
9:34,41,Jalen Adams Turnover.,53,45
9:32,171,Lukas Meisner made Dunk. Assisted by Rodney Hunter.,55,45
9:14,41,Antwoine Anderson missed Layup.,55,45
9:14,41,Antwoine Anderson Offensive Rebound.,55,45
9:11,41,Antwoine Anderson made Two Point Tip Shot.,55,47
8:40,171,Columbia  Turnover.,55,47
8:26,41,Jalen Adams Turnover.,55,47
8:00,171,Mike Smith missed Three Point Jumper.,55,47
8:00,171,Columbia Offensive Rebound.,55,47
8:00,41,Foul on Jalen Adams.,55,47
8:00,41,Official TV Timeout,55,47
7:37,171,Nate Hickman missed Three Point Jumper.,55,47
7:37,41,Terry Larrier Defensive Rebound.,55,47
7:24,171,Foul on Lukas Meisner.,55,47
7:24,41,Jalen Adams made Free Throw.,55,48
7:24,41,Jalen Adams missed Free Throw.,55,48
7:24,171,Lukas Meisner Defensive Rebound.,55,48
7:11,41,Foul on Mamadou Diarra.,55,48
7:11,171,Rodney Hunter made Free Throw.,56,48
7:11,171,Rodney Hunter missed Free Throw.,56,48
7:11,41,Terry Larrier Defensive Rebound.,56,48
6:57,41,Antwoine Anderson made Jumper.,56,50
6:32,171,Lukas Meisner Turnover.,56,50
6:32,41,Tyler Polley Steal.,56,50
6:21,41,Jalen Adams made Layup.,56,52
5:59,171,Mike Smith missed Three Point Jumper.,56,52
5:59,41,Connecticut Defensive Rebound.,56,52
5:47,41,Terry Larrier missed Three Point Jumper.,56,52
5:47,171,Patrick Tape Defensive Rebound.,56,52
5:20,171,Mike Smith missed Three Point Jumper.,56,52
5:20,41,Jalen Adams Defensive Rebound.,56,52
5:12,41,Tyler Polley missed Three Point Jumper.,56,52
5:12,171,Patrick Tape Defensive Rebound.,56,52
5:10,41,Foul on Christian Vital.,56,52
4:47,171,Lukas Meisner missed Three Point Jumper.,56,52
4:47,41,Christian Vital Defensive Rebound.,56,52
4:46,171,Foul on Nate Hickman.,56,52
4:33,41,Jalen Adams made Layup.,56,54
4:04,171,Nate Hickman missed Layup.,56,54
4:04,171,Lukas Meisner Offensive Rebound.,56,54
4:01,171,Lukas Meisner made Two Point Tip Shot.,58,54
3:54,171,Foul on Nate Hickman.,58,54
3:54,41,Official TV Timeout,58,54
3:44,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,58,57
3:15,171,Quinton Adlesh missed Layup.,58,57
3:15,171,Lukas Meisner Offensive Rebound.,58,57
3:13,171,Lukas Meisner made Two Point Tip Shot.,60,57
3:08,41,Foul on Tyler Polley.,60,57
3:08,41,Tyler Polley Turnover.,60,57
2:43,171,Nate Hickman missed Three Point Jumper.,60,57
2:43,41,Mamadou Diarra Defensive Rebound.,60,57
2:30,41,Jalen Adams missed Layup.,60,57
2:30,41,Mamadou Diarra Offensive Rebound.,60,57
2:26,41,Mamadou Diarra made Two Point Tip Shot.,60,59
2:15,171,Quinton Adlesh Turnover.,60,59
2:14,41,Christian Vital Steal.,60,59
2:14,171,Foul on Nate Hickman.,60,59
2:14,41,Christian Vital made Free Throw.,60,60
2:14,41,Christian Vital made Free Throw.,60,61
2:14,41,Connecticut  Timeout,60,61
2:03,171,Nate Hickman Turnover.,60,61
1:51,41,Terry Larrier Turnover.,60,61
1:40,171,Mike Smith missed Layup.,60,61
1:40,171,Patrick Tape Offensive Rebound.,60,61
1:39,41,Foul on Mamadou Diarra.,60,61
1:39,171,Patrick Tape made Free Throw.,61,61
1:39,171,Patrick Tape made Free Throw.,62,61
1:36,41,Connecticut  Timeout,62,61
1:23,41,Jalen Adams made Jumper.,62,63
1:10,171,Mike Smith missed Jumper.,62,63
1:10,41,Christian Vital Defensive Rebound.,62,63
0:47,41,Jalen Adams missed Jumper.,62,63
0:47,171,Rodney Hunter Defensive Rebound.,62,63
0:33,171,Quinton Adlesh made Three Point Jumper. Assisted by Rodney Hunter.,65,63
0:28,41,Connecticut  Timeout,65,63
0:19,41,Jalen Adams made Jumper.,65,65
0:05,171,Mike Smith missed Three Point Jumper.,65,65
0:05,41,Terry Larrier Defensive Rebound.,65,65
0:00,41,End of 2nd half,65,65
4:41,171,Patrick Tape missed Jumper.,65,65
4:41,41,Jalen Adams Defensive Rebound.,65,65
4:15,41,Jalen Adams missed Three Point Jumper.,65,65
4:15,171,Quinton Adlesh Defensive Rebound.,65,65
3:49,171,Nate Hickman missed Layup.,65,65
3:49,41,Tyler Polley Defensive Rebound.,65,65
3:40,41,Antwoine Anderson made Three Point Jumper. Assisted by Christian Vital.,65,68
3:22,171,Nate Hickman missed Three Point Jumper.,65,68
3:22,41,Terry Larrier Defensive Rebound.,65,68
2:52,41,Tyler Polley missed Three Point Jumper.,65,68
2:52,171,Lukas Meisner Defensive Rebound.,65,68
2:40,171,Mike Smith made Layup.,67,68
2:40,41,Foul on Antwoine Anderson.,67,68
2:40,171,Mike Smith made Free Throw.,68,68
2:20,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,68,71
1:59,171,Mike Smith made Three Point Jumper.,71,71
1:39,171,Foul on Lukas Meisner.,71,71
1:39,41,Antwoine Anderson made Free Throw.,71,72
1:39,41,Antwoine Anderson made Free Throw.,71,73
1:20,171,Mike Smith missed Layup.,71,73
1:20,41,Tyler Polley Block.,71,73
1:19,41,Terry Larrier Defensive Rebound.,71,73
0:54,41,Christian Vital made Jumper.,71,75
0:51,171,Columbia  Timeout,71,75
0:44,171,Nate Hickman made Layup.,73,75
0:32,41,Connecticut  Timeout,73,75
0:15,41,Antwoine Anderson missed Three Point Jumper.,73,75
0:15,171,Nate Hickman Defensive Rebound.,73,75
0:06,171,Nate Hickman missed Layup.,73,75
0:06,171,Nate Hickman Offensive Rebound.,73,75
0:04,171,Nate Hickman missed Jumper.,73,75
0:04,41,Antwoine Anderson Block.,73,75
0:04,171,Columbia Offensive Rebound.,73,75
0:04,171,Columbia  Timeout,73,75
0:01,171,Patrick Tape Turnover.,73,75
0:01,41,Christian Vital Steal.,73,75
0:01,171,Foul on Nate Hickman.,73,75
0:01,41,Christian Vital made Free Throw.,73,76
0:01,41,Christian Vital made Free Throw.,73,77
0:00,41,End of Game,73,77
