SIU-Edwardsville,84,Indiana,2565
1:28,84,James Blackmon Jr. Defensive Rebound.,21,41
1:17,84,Josh Newkirk missed Three Point Jumper.,21,41
1:17,2565,Christian Ellis Defensive Rebound.,21,41
1:14,84,Foul on James Blackmon Jr..,21,41
1:14,2565,Christian Ellis missed Free Throw.,21,41
1:14,84,Thomas Bryant Defensive Rebound.,21,41
0:48,84,Juwan Morgan made Jumper.,21,43
0:41,2565,Christian Ellis missed Layup.,21,43
0:41,84,Thomas Bryant Block.,21,43
0:41,2565,Tre Harris Offensive Rebound.,21,43
0:29,2565,SIU-Edwardsville  Timeout,21,43
0:16,2565,Jalen Henry missed Jumper.,21,43
0:16,84,Freddie McSwain Jr. Defensive Rebound.,21,43
0:03,84,Juwan Morgan Turnover.,21,43
0:03,2565,Josh White Steal.,21,43
0:00,84,End of 1st half,21,43
20:00,84,Jump Ball won by Indiana,21,43
19:46,84,Juwan Morgan made Layup.,21,45
19:46,2565,Foul on Jalen Henry.,21,45
19:46,84,Juwan Morgan made Free Throw.,21,46
19:35,2565,Burak Eslik made Layup.,23,46
19:22,84,Thomas Bryant missed Jumper.,23,46
19:22,84,Juwan Morgan Offensive Rebound.,23,46
19:12,84,Thomas Bryant missed Layup.,23,46
19:12,84,Juwan Morgan Offensive Rebound.,23,46
19:07,84,Juwan Morgan made Layup.,23,48
18:45,2565,Burak Eslik made Jumper.,25,48
18:14,84,James Blackmon Jr. made Three Point Jumper.,25,51
17:59,84,Foul on Curtis Jones.,25,51
17:59,2565,Burak Eslik missed Free Throw.,25,51
17:59,2565,SIU-Edwardsville Deadball Team Rebound.,25,51
17:59,2565,Burak Eslik made Free Throw.,26,51
17:42,84,Curtis Jones made Layup.,26,53
17:28,2565,Jalen Henry missed Jumper.,26,53
17:28,84,Juwan Morgan Defensive Rebound.,26,53
17:10,2565,Foul on Keenan Simmons.,26,53
17:10,84,Thomas Bryant missed Jumper.,26,53
17:10,2565,Keenan Simmons Block.,26,53
17:10,2565,Christian Ellis Defensive Rebound.,26,53
16:58,2565,Burak Eslik made Layup.,28,53
16:53,84,James Blackmon Jr. missed Layup.,28,53
16:53,2565,Keenan Simmons Block.,28,53
16:53,84,Indiana Offensive Rebound.,28,53
16:39,2565,Foul on Keenan Simmons.,28,53
16:39,84,Thomas Bryant made Free Throw.,28,54
16:39,84,Thomas Bryant made Free Throw.,28,55
16:21,84,Foul on Josh Newkirk.,28,55
16:12,2565,Brandon Jackson missed Jumper.,28,55
16:12,2565,Devin Thornton Offensive Rebound.,28,55
16:04,2565,Brandon Jackson missed Jumper.,28,55
16:04,84,De'Ron Davis Block.,28,55
16:04,84,James Blackmon Jr. Defensive Rebound.,28,55
15:59,84,James Blackmon Jr. Turnover.,28,55
15:59,2565,Christian Ellis Steal.,28,55
15:53,2565,Burak Eslik made Layup. Assisted by Devin Thornton.,30,55
15:26,84,Foul on De'Ron Davis.,30,55
15:26,84,De'Ron Davis Turnover.,30,55
15:26,84,Official TV Timeout,30,55
15:17,2565,Christian Ellis made Layup.,32,55
14:44,84,Thomas Bryant missed Three Point Jumper.,32,55
14:44,84,De'Ron Davis Offensive Rebound.,32,55
14:38,2565,Jump Ball won by SIU-Edwardsville,32,55
14:38,84,De'Ron Davis Turnover.,32,55
14:38,2565,Devin Thornton Steal.,32,55
14:29,2565,Christian Ellis missed Jumper.,32,55
14:29,2565,Christian Ellis Offensive Rebound.,32,55
14:24,2565,Christian Ellis missed Layup.,32,55
14:24,84,Thomas Bryant Defensive Rebound.,32,55
14:11,84,Robert Johnson made Layup.,32,57
13:54,2565,Carlos Anderson made Layup.,34,57
13:41,2565,Foul on Devin Thornton.,34,57
13:28,84,Josh Newkirk missed Jumper.,34,57
13:28,84,Juwan Morgan Offensive Rebound.,34,57
13:25,84,Juwan Morgan made Layup.,34,59
13:10,2565,Jalen Henry missed Layup.,34,59
13:10,84,Juwan Morgan Block.,34,59
13:10,2565,SIU-Edwardsville Offensive Rebound.,34,59
13:08,2565,Keenan Simmons missed Jumper.,34,59
13:08,84,Robert Johnson Defensive Rebound.,34,59
13:01,84,Juwan Morgan made Layup. Assisted by Robert Johnson.,34,61
12:57,2565,SIU-Edwardsville  Timeout,34,61
12:47,2565,Keenan Simmons missed Layup.,34,61
12:47,84,Juwan Morgan Defensive Rebound.,34,61
12:21,84,Robert Johnson missed Layup.,34,61
12:21,2565,Jalen Henry Defensive Rebound.,34,61
11:53,2565,Carlos Anderson missed Jumper.,34,61
11:53,84,Zach McRoberts Defensive Rebound.,34,61
11:36,2565,Foul on Keenan Simmons.,34,61
11:36,84,Official TV Timeout,34,61
11:24,84,Josh Newkirk made Three Point Jumper. Assisted by Juwan Morgan.,34,64
11:02,2565,Devin Thornton missed Jumper.,34,64
11:02,84,Juwan Morgan Defensive Rebound.,34,64
10:50,84,Robert Johnson missed Layup.,34,64
10:50,2565,Jalen Henry Block.,34,64
10:50,84,Indiana Offensive Rebound.,34,64
10:45,84,Josh Newkirk missed Three Point Jumper.,34,64
10:45,84,Juwan Morgan Offensive Rebound.,34,64
10:42,2565,Foul on Tre Harris.,34,64
10:34,2565,Foul on Devin Thornton.,34,64
10:34,84,Devonte Green made Free Throw.,34,65
10:34,84,Devonte Green made Free Throw.,34,66
10:18,2565,Tre Harris made Three Point Jumper. Assisted by Devin Thornton.,37,66
10:03,84,Freddie McSwain Jr. Turnover.,37,66
9:56,2565,Christian Ellis missed Three Point Jumper.,37,66
9:56,2565,Devin Thornton Offensive Rebound.,37,66
9:51,2565,Devin Thornton missed Layup.,37,66
9:51,84,Thomas Bryant Block.,37,66
9:51,84,Curtis Jones Defensive Rebound.,37,66
9:46,2565,Foul on Christian Ellis.,37,66
9:46,84,Freddie McSwain Jr. made Free Throw.,37,67
9:46,84,Freddie McSwain Jr. made Free Throw.,37,68
9:39,2565,Burak Eslik made Layup.,39,68
9:18,2565,Foul on Brandon Jackson.,39,68
9:18,84,Thomas Bryant made Free Throw.,39,69
9:18,84,Thomas Bryant made Free Throw.,39,70
9:11,2565,Burak Eslik missed Layup.,39,70
9:11,84,Freddie McSwain Jr. Block.,39,70
9:11,84,Tim Priller Defensive Rebound.,39,70
9:01,84,James Blackmon Jr. missed Three Point Jumper.,39,70
9:01,2565,Devin Thornton Defensive Rebound.,39,70
8:51,2565,Tre Harris missed Jumper.,39,70
8:51,84,Freddie McSwain Jr. Defensive Rebound.,39,70
8:40,84,Foul on Freddie McSwain Jr..,39,70
8:40,84,Freddie McSwain Jr. Turnover.,39,70
8:32,2565,Tre Harris missed Three Point Jumper.,39,70
8:32,2565,Devin Thornton Offensive Rebound.,39,70
8:21,84,Foul on Tim Priller.,39,70
8:19,2565,Tre Harris missed Jumper.,39,70
8:19,84,Thomas Bryant Defensive Rebound.,39,70
8:07,84,Freddie McSwain Jr. made Dunk. Assisted by Curtis Jones.,39,72
7:55,2565,Carlos Anderson missed Jumper.,39,72
7:55,2565,Carlos Anderson Offensive Rebound.,39,72
7:50,2565,Carlos Anderson missed Layup.,39,72
7:50,84,Tim Priller Block.,39,72
7:48,84,Tim Priller Defensive Rebound.,39,72
7:43,84,Thomas Bryant missed Dunk.,39,72
7:43,84,Thomas Bryant Offensive Rebound.,39,72
7:36,84,James Blackmon Jr. missed Three Point Jumper.,39,72
7:36,2565,Tre Harris Defensive Rebound.,39,72
7:31,84,Foul on Curtis Jones.,39,72
7:31,84,Official TV Timeout,39,72
7:21,2565,Burak Eslik made Layup.,41,72
7:21,84,Foul on Grant Gelon.,41,72
7:21,2565,Burak Eslik missed Free Throw.,41,72
7:21,2565,Christian Ellis Offensive Rebound.,41,72
7:14,84,Foul on Grant Gelon.,41,72
7:14,84,Indiana  Timeout,41,72
7:14,2565,Burak Eslik missed Free Throw.,41,72
7:14,2565,SIU-Edwardsville Deadball Team Rebound.,41,72
7:14,2565,Burak Eslik made Free Throw.,42,72
6:55,84,De'Ron Davis made Dunk. Assisted by Curtis Jones.,42,74
6:37,2565,Jalen Henry made Jumper. Assisted by Christian Ellis.,44,74
6:18,2565,Foul on Jalen Henry.,44,74
6:18,84,De'Ron Davis made Free Throw.,44,75
6:18,84,De'Ron Davis made Free Throw.,44,76
6:06,2565,Justin Benton missed Jumper.,44,76
6:06,2565,Keenan Simmons Offensive Rebound.,44,76
6:06,2565,Keenan Simmons made Two Point Tip Shot.,46,76
5:55,84,Curtis Jones missed Three Point Jumper.,46,76
5:55,2565,Justin Benton Defensive Rebound.,46,76
5:43,2565,Burak Eslik missed Layup.,46,76
5:43,84,Grant Gelon Defensive Rebound.,46,76
5:13,84,De'Ron Davis Turnover.,46,76
5:07,84,Foul on Grant Gelon.,46,76
5:07,2565,Burak Eslik made Free Throw.,47,76
5:07,2565,Burak Eslik made Free Throw.,48,76
4:57,84,Zach McRoberts Turnover.,48,76
4:43,2565,Jalen Henry made Jumper.,50,76
4:33,84,Curtis Jones made Layup. Assisted by De'Ron Davis.,50,78
4:21,84,Foul on De'Ron Davis.,50,78
4:21,2565,Jalen Henry made Free Throw.,51,78
4:21,2565,Jalen Henry made Free Throw.,52,78
4:05,84,Devonte Green Turnover.,52,78
4:05,2565,Jalen Henry Steal.,52,78
3:56,2565,Jalen Henry made Jumper. Assisted by Carlos Anderson.,54,78
3:28,2565,Foul on Keenan Simmons.,54,78
3:28,84,Official TV Timeout,54,78
3:28,84,Curtis Jones missed Free Throw.,54,78
3:28,84,Indiana Deadball Team Rebound.,54,78
3:28,84,Curtis Jones made Free Throw.,54,79
3:03,2565,Justin Benton missed Three Point Jumper.,54,79
3:03,84,Tim Priller Defensive Rebound.,54,79
2:31,84,Devonte Green made Layup.,54,81
2:14,2565,Brandon Jackson missed Layup.,54,81
2:14,84,Tim Priller Defensive Rebound.,54,81
1:49,84,Freddie McSwain Jr. missed Three Point Jumper.,54,81
1:49,84,De'Ron Davis Offensive Rebound.,54,81
1:43,84,Grant Gelon made Layup. Assisted by De'Ron Davis.,54,83
1:32,2565,Tre Harris made Three Point Jumper. Assisted by Carlos Anderson.,57,83
1:14,2565,Foul on Devin Thornton.,57,83
1:14,84,Freddie McSwain Jr. missed Free Throw.,57,83
1:14,84,Indiana Deadball Team Rebound.,57,83
1:14,84,Freddie McSwain Jr. missed Free Throw.,57,83
1:14,2565,Josh White Defensive Rebound.,57,83
0:55,2565,Tre Harris made Three Point Jumper. Assisted by Josh White.,60,83
0:38,84,Grant Gelon missed Three Point Jumper.,60,83
0:38,2565,Tre Harris Defensive Rebound.,60,83
0:29,2565,Tre Harris Turnover.,60,83
0:29,84,Quentin Taylor Steal.,60,83
0:28,84,Foul on Quentin Taylor.,60,83
0:28,84,Quentin Taylor Turnover.,60,83
0:17,2565,Justin Benton Turnover.,60,83
0:17,84,Freddie McSwain Jr. Steal.,60,83
0:00,84,End of Game,60,83
