George Mason,213,Penn State,2244
9:31,2244,Marquise Moore missed Jumper.,22,21
9:31,213,Terrence Samuel Defensive Rebound.,22,21
9:31,2244,Foul on Daniel Relvao.,22,21
9:20,2244,Foul on Ian Boyd.,22,21
9:11,213,Lamar Stevens Turnover.,22,21
9:11,2244,Jaire Grayer Steal.,22,21
8:48,2244,Justin Kier missed Jumper.,22,21
8:48,213,Josh Reaves Defensive Rebound.,22,21
8:40,213,Shep Garner missed Three Point Jumper.,22,21
8:40,2244,Jaire Grayer Defensive Rebound.,22,21
8:30,2244,Jaire Grayer made Layup.,24,21
8:16,213,Josh Reaves missed Three Point Jumper.,24,21
8:16,213,Lamar Stevens Offensive Rebound.,24,21
8:13,2244,Foul on Justin Kier.,24,21
8:02,213,Payton Banks made Jumper.,24,23
7:41,2244,Jaire Grayer missed Jumper.,24,23
7:41,213,Shep Garner Defensive Rebound.,24,23
7:26,213,Lamar Stevens made Layup.,24,25
7:02,2244,Jaire Grayer made Jumper.,26,25
6:52,213,Payton Banks made Three Point Jumper. Assisted by Terrence Samuel.,26,28
6:31,2244,Jaire Grayer missed Three Point Jumper.,26,28
6:31,213,Lamar Stevens Defensive Rebound.,26,28
6:20,213,Lamar Stevens missed Layup.,26,28
6:20,2244,Jaire Grayer Defensive Rebound.,26,28
6:12,2244,Marquise Moore made Layup.,28,28
5:53,213,Payton Banks missed Three Point Jumper.,28,28
5:53,2244,Marquise Moore Defensive Rebound.,28,28
5:45,2244,Marquise Moore made Layup.,30,28
5:43,213,Penn State  Timeout,30,28
5:43,213,Official TV Timeout,30,28
5:31,2244,Foul on Ian Boyd.,30,28
5:31,213,Payton Banks made Free Throw.,30,29
5:31,213,Payton Banks made Free Throw.,30,30
5:06,2244,Karmari Newman missed Three Point Jumper.,30,30
5:06,213,Penn State Defensive Rebound.,30,30
4:48,213,Payton Banks missed Jumper.,30,30
4:48,213,Julian Moore Offensive Rebound.,30,30
4:43,213,Julian Moore Turnover.,30,30
4:39,2244,Otis Livingston II Steal.,30,30
4:39,213,Foul on Shep Garner.,30,30
4:24,2244,Jaire Grayer Turnover.,30,30
4:06,213,Payton Banks made Three Point Jumper. Assisted by Terrence Samuel.,30,33
3:54,2244,Marquise Moore Turnover.,30,33
3:54,213,Official TV Timeout,30,33
3:41,213,Josh Reaves missed Jumper.,30,33
3:41,2244,Justin Kier Defensive Rebound.,30,33
3:28,2244,Karmari Newman missed Jumper.,30,33
3:28,213,Shep Garner Defensive Rebound.,30,33
3:16,213,Julian Moore Turnover.,30,33
3:15,2244,Marquise Moore Steal.,30,33
3:13,2244,Karmari Newman made Layup. Assisted by Marquise Moore.,32,33
3:04,213,Julian Moore missed Dunk.,32,33
3:04,2244,Marquise Moore Defensive Rebound.,32,33
3:04,213,Foul on Josh Reaves.,32,33
2:50,2244,Otis Livingston II missed Three Point Jumper.,32,33
2:50,213,Mike Watkins Block.,32,33
2:48,213,Penn State Defensive Rebound.,32,33
2:33,2244,Foul on Justin Kier.,32,33
2:33,213,Terrence Samuel missed Free Throw.,32,33
2:33,2244,Daniel Relvao Defensive Rebound.,32,33
2:16,2244,Otis Livingston II missed Three Point Jumper.,32,33
2:16,2244,Justin Kier Offensive Rebound.,32,33
2:11,2244,Justin Kier missed Layup.,32,33
2:11,2244,Marquise Moore Offensive Rebound.,32,33
2:09,2244,Marquise Moore made Layup.,34,33
1:59,213,Terrence Samuel made Three Point Jumper. Assisted by Shep Garner.,34,36
1:35,213,Foul on Mike Watkins.,34,36
1:35,2244,Justin Kier missed Free Throw.,34,36
1:35,2244,George Mason Deadball Team Rebound.,34,36
1:35,2244,Justin Kier made Free Throw.,35,36
1:22,213,Foul on Shep Garner.,35,36
1:22,213,Shep Garner Turnover.,35,36
1:07,2244,Marquise Moore made Jumper.,37,36
0:53,2244,Foul on Daniel Relvao.,37,36
0:53,213,Lamar Stevens made Free Throw.,37,37
0:53,213,Lamar Stevens made Free Throw.,37,38
0:30,2244,Otis Livingston II missed Layup.,37,38
0:30,213,Lamar Stevens Defensive Rebound.,37,38
0:03,213,Julian Moore missed Layup.,37,38
0:03,2244,Karmari Newman Defensive Rebound.,37,38
0:00,213,End of 1st half,37,38
19:47,2244,Jalen Jenkins Turnover.,37,38
19:46,213,Lamar Stevens Steal.,37,38
19:42,213,Lamar Stevens missed Dunk.,37,38
19:42,2244,Justin Kier Defensive Rebound.,37,38
19:37,2244,Justin Kier made Layup.,39,38
19:20,213,Payton Banks missed Three Point Jumper.,39,38
19:20,213,Lamar Stevens Offensive Rebound.,39,38
19:14,2244,Foul on Jaire Grayer.,39,38
19:14,213,Lamar Stevens made Free Throw.,39,39
19:14,213,Lamar Stevens made Free Throw.,39,40
18:58,2244,Otis Livingston II made Three Point Jumper.,42,40
18:42,213,Mike Watkins missed Jumper.,42,40
18:42,2244,Jaire Grayer Defensive Rebound.,42,40
18:34,2244,Marquise Moore missed Jumper.,42,40
18:34,213,Mike Watkins Defensive Rebound.,42,40
18:26,213,Payton Banks missed Three Point Jumper.,42,40
18:26,2244,Marquise Moore Defensive Rebound.,42,40
18:21,213,Foul on Mike Watkins.,42,40
18:08,2244,Foul on Jalen Jenkins.,42,40
18:08,2244,Jalen Jenkins Turnover.,42,40
17:59,213,Shep Garner missed Three Point Jumper.,42,40
17:59,2244,Justin Kier Defensive Rebound.,42,40
17:46,2244,Marquise Moore made Layup.,44,40
17:22,213,Tony Carr missed Jumper.,44,40
17:22,213,Tony Carr Offensive Rebound.,44,40
17:19,213,Tony Carr missed Jumper.,44,40
17:19,2244,Daniel Relvao Defensive Rebound.,44,40
17:10,213,Foul on Shep Garner.,44,40
17:00,2244,Justin Kier missed Layup.,44,40
17:00,213,Lamar Stevens Block.,44,40
17:00,2244,George Mason Offensive Rebound.,44,40
16:47,2244,Jaire Grayer missed Layup.,44,40
16:47,213,Lamar Stevens Block.,44,40
16:45,213,Lamar Stevens Defensive Rebound.,44,40
16:29,213,Payton Banks missed Three Point Jumper.,44,40
16:29,2244,Marquise Moore Defensive Rebound.,44,40
16:12,2244,Jaire Grayer Turnover.,44,40
16:11,213,Terrence Samuel Steal.,44,40
16:09,213,Payton Banks Turnover.,44,40
16:08,2244,Otis Livingston II Steal.,44,40
16:06,213,Foul on Tony Carr.,44,40
16:06,2244,Otis Livingston II made Free Throw.,45,40
16:06,2244,Otis Livingston II made Free Throw.,46,40
15:51,213,Payton Banks missed Layup.,46,40
15:51,2244,Daniel Relvao Block.,46,40
15:50,2244,Marquise Moore Defensive Rebound.,46,40
15:47,2244,Marquise Moore made Layup.,48,40
15:44,213,Penn State  Timeout,48,40
15:44,213,Official TV Timeout,48,40
15:32,213,Shep Garner made Three Point Jumper. Assisted by Lamar Stevens.,48,43
15:10,2244,Otis Livingston II made Jumper.,50,43
14:47,213,Josh Reaves missed Three Point Jumper.,50,43
14:47,2244,Marquise Moore Defensive Rebound.,50,43
14:25,2244,Daniel Relvao missed Layup.,50,43
14:25,213,Lamar Stevens Defensive Rebound.,50,43
14:17,213,Lamar Stevens made Layup.,50,45
13:47,2244,Otis Livingston II missed Jumper.,50,45
13:47,213,Josh Reaves Defensive Rebound.,50,45
13:46,2244,Foul on Marquise Moore.,50,45
13:46,213,Official TV Timeout,50,45
13:38,2244,Foul on Otis Livingston II.,50,45
13:35,213,Shep Garner missed Three Point Jumper.,50,45
13:35,213,Josh Reaves Offensive Rebound.,50,45
13:31,213,Josh Reaves missed Two Point Tip Shot.,50,45
13:31,2244,Otis Livingston II Defensive Rebound.,50,45
13:25,213,Foul on Julian Moore.,50,45
13:25,2244,Jalen Jenkins missed Free Throw.,50,45
13:25,2244,George Mason Deadball Team Rebound.,50,45
13:25,2244,Jalen Jenkins missed Free Throw.,50,45
13:25,213,Penn State Defensive Rebound.,50,45
13:06,213,Terrence Samuel made Three Point Jumper. Assisted by Shep Garner.,50,48
12:35,2244,Jalen Jenkins made Layup. Assisted by Otis Livingston II.,52,48
12:25,2244,Foul on Marquise Moore.,52,48
12:17,213,Mike Watkins Turnover.,52,48
12:00,2244,Karmari Newman Turnover.,52,48
11:59,213,Official TV Timeout,52,48
11:46,213,Mike Watkins missed Jumper.,52,48
11:46,2244,Justin Kier Defensive Rebound.,52,48
11:15,2244,Otis Livingston II missed Three Point Jumper.,52,48
11:15,2244,Jalen Jenkins Offensive Rebound.,52,48
11:14,2244,Jalen Jenkins made Layup.,54,48
11:05,213,Payton Banks made Three Point Jumper. Assisted by Lamar Stevens.,54,51
10:41,2244,Otis Livingston II missed Three Point Jumper.,54,51
10:41,2244,Ian Boyd Offensive Rebound.,54,51
10:40,2244,Ian Boyd made Layup.,56,51
10:40,213,Foul on Terrence Samuel.,56,51
10:40,2244,Ian Boyd made Free Throw.,57,51
10:29,213,Terrence Samuel Turnover.,57,51
10:29,2244,Marquise Moore Steal.,57,51
10:22,2244,Marquise Moore missed Layup.,57,51
10:22,213,Terrence Samuel Defensive Rebound.,57,51
10:02,213,Payton Banks missed Jumper.,57,51
10:02,2244,Justin Kier Defensive Rebound.,57,51
9:48,2244,Ian Boyd missed Three Point Jumper.,57,51
9:48,213,Terrence Samuel Defensive Rebound.,57,51
9:36,213,Lamar Stevens made Jumper.,57,53
9:16,2244,Jalen Jenkins missed Layup.,57,53
9:16,2244,George Mason Offensive Rebound.,57,53
8:46,2244,Marquise Moore made Layup.,59,53
8:36,213,Shep Garner missed Three Point Jumper.,59,53
8:36,2244,Justin Kier Defensive Rebound.,59,53
8:28,213,Foul on Payton Banks.,59,53
8:28,2244,Jaire Grayer made Free Throw.,60,53
8:28,2244,Jaire Grayer made Free Throw.,61,53
8:16,213,Payton Banks missed Three Point Jumper.,61,53
8:16,2244,Marquise Moore Defensive Rebound.,61,53
8:09,2244,Foul on Jaire Grayer.,61,53
8:09,2244,Jaire Grayer Turnover.,61,53
8:00,213,Tony Carr Turnover.,61,53
7:55,2244,Marquise Moore Steal.,61,53
7:50,2244,Jaire Grayer made Three Point Jumper. Assisted by Marquise Moore.,64,53
7:43,213,Penn State  Timeout,64,53
7:43,213,Official TV Timeout,64,53
7:35,213,Tony Carr Turnover.,64,53
7:34,2244,Daniel Relvao Steal.,64,53
7:21,2244,Karmari Newman made Three Point Jumper. Assisted by Marquise Moore.,67,53
7:09,2244,Foul on Marquise Moore.,67,53
7:09,213,Shep Garner made Free Throw.,67,54
7:09,213,Shep Garner made Free Throw.,67,55
6:53,2244,Marquise Moore missed Layup.,67,55
6:53,213,Mike Watkins Block.,67,55
6:53,2244,George Mason Offensive Rebound.,67,55
6:51,2244,Jalen Jenkins made Layup. Assisted by Justin Kier.,69,55
6:36,213,Shep Garner missed Three Point Jumper.,69,55
6:36,2244,Karmari Newman Defensive Rebound.,69,55
6:22,2244,Jaire Grayer missed Three Point Jumper.,69,55
6:22,2244,George Mason Offensive Rebound.,69,55
6:10,2244,Marquise Moore made Jumper.,71,55
5:48,213,Mike Watkins made Jumper.,71,57
5:34,2244,Foul on Karmari Newman.,71,57
5:34,2244,Karmari Newman Turnover.,71,57
5:21,213,Lamar Stevens missed Jumper.,71,57
5:21,2244,Marquise Moore Defensive Rebound.,71,57
5:21,213,Foul on Lamar Stevens.,71,57
5:21,2244,Marquise Moore made Free Throw.,72,57
5:21,2244,Marquise Moore made Free Throw.,73,57
5:12,213,Josh Reaves made Layup.,73,59
4:37,2244,Jaire Grayer missed Jumper.,73,59
4:37,213,Lamar Stevens Defensive Rebound.,73,59
4:24,213,Payton Banks made Jumper.,73,61
4:05,2244,Jalen Jenkins made Layup. Assisted by Otis Livingston II.,75,61
3:51,213,Shep Garner made Jumper.,75,63
3:37,213,Foul on Tony Carr.,75,63
3:37,213,Official TV Timeout,75,63
3:37,2244,Otis Livingston II made Free Throw.,76,63
3:37,2244,Otis Livingston II made Free Throw.,77,63
3:28,213,Shep Garner missed Layup.,77,63
3:28,2244,Justin Kier Defensive Rebound.,77,63
3:11,2244,Marquise Moore made Jumper. Assisted by Justin Kier.,79,63
2:55,213,Mike Watkins missed Jumper.,79,63
2:55,2244,Marquise Moore Defensive Rebound.,79,63
2:38,2244,Jalen Jenkins made Dunk. Assisted by Marquise Moore.,81,63
2:21,213,Payton Banks missed Three Point Jumper.,81,63
2:21,2244,Jaire Grayer Defensive Rebound.,81,63
1:48,2244,Justin Kier Turnover.,81,63
1:47,213,Lamar Stevens Steal.,81,63
1:45,213,Shep Garner made Layup. Assisted by Lamar Stevens.,81,65
1:44,213,Penn State  Timeout,81,65
1:37,2244,Marquise Moore Turnover.,81,65
1:36,213,Shep Garner Steal.,81,65
1:35,2244,Foul on Jaire Grayer.,81,65
1:35,213,Shep Garner made Free Throw.,81,66
1:35,213,Shep Garner missed Free Throw.,81,66
1:35,2244,Otis Livingston II Defensive Rebound.,81,66
1:31,213,Foul on Josh Reaves.,81,66
1:31,2244,Otis Livingston II made Free Throw.,82,66
1:31,2244,Otis Livingston II made Free Throw.,83,66
1:24,213,Shep Garner missed Layup.,83,66
1:24,2244,Jaire Grayer Block.,83,66
1:23,2244,Justin Kier Defensive Rebound.,83,66
1:18,2244,Justin Kier made Layup.,85,66
1:05,213,Lamar Stevens Turnover.,85,66
0:38,2244,Otis Livingston II missed Layup.,85,66
0:38,213,Julian Moore Block.,85,66
0:37,213,Julian Moore Defensive Rebound.,85,66
0:28,213,Tony Carr missed Three Point Jumper.,85,66
0:28,2244,Justin Kier Defensive Rebound.,85,66
0:00,213,End of Game,85,66
