Texas Lutheran,Error,Incarnate Word,2916
12:03,-1,Jacob Kouremetis made Free Throw.,11,17
11:35,2916,Tyler Singleton missed Layup.,11,17
11:35,-1,Mark Sullivan Defensive Rebound.,11,17
11:27,-1,Matthew Gillette missed Layup.,11,17
11:27,2916,Shawn Johnson Defensive Rebound.,11,17
11:22,2916,Shawn Johnson Turnover.,11,17
11:20,-1,Mark Sullivan Steal.,11,17
11:18,-1,Mark Sullivan missed Layup.,11,17
11:18,2916,Shawn Johnson Block.,11,17
11:15,-1,Matthew Gillette Offensive Rebound.,11,17
11:12,-1,Jacob Kouremetis missed Three Point Jumper.,11,17
11:12,2916,Incarnate Word Defensive Rebound.,11,17
11:11,2916,Official TV Timeout,11,17
10:57,2916,Phillip Johnson missed Three Point Jumper.,11,17
10:57,-1,Matthew Gillette Defensive Rebound.,11,17
10:41,-1,Matthew Gillette made Layup.,13,17
10:31,-1,Foul on Jacob Kouremetis.,13,17
10:21,2916,Jorden Kite Turnover.,13,17
10:19,-1,Matthew Gillette Steal.,13,17
10:06,-1,Shawn Hamilton missed Three Point Jumper.,13,17
10:06,2916,Jorden Kite Defensive Rebound.,13,17
9:57,2916,Tyler Singleton missed Layup.,13,17
9:57,-1,Shawn Hamilton Block.,13,17
9:57,2916,Incarnate Word Offensive Rebound.,13,17
9:55,2916,Sam Burmeister made Three Point Jumper. Assisted by Tyler Singleton.,13,20
9:44,-1,Mark Sullivan missed Jumper.,13,20
9:44,2916,Shawn Johnson Defensive Rebound.,13,20
9:25,2916,Incarnate Word  Timeout,13,20
9:09,2916,Jorden Kite Turnover.,13,20
8:52,-1,Matthew Gillette missed Jumper.,13,20
8:52,2916,Tyler Singleton Defensive Rebound.,13,20
8:38,2916,Phillip Johnson Turnover.,13,20
8:21,2916,Foul on Devin Wyatt.,13,20
8:21,-1,Zach Behr made Free Throw.,14,20
8:21,-1,Zach Behr made Free Throw.,15,20
8:07,-1,Foul on Matthew Gillette.,15,20
8:07,2916,Phillip Johnson made Free Throw.,15,21
8:07,2916,Phillip Johnson missed Free Throw.,15,21
8:07,-1,Matthew Gillette Defensive Rebound.,15,21
7:52,-1,Zach Behr missed Jumper.,15,21
7:52,2916,Shawn Johnson Defensive Rebound.,15,21
7:35,2916,Tyler Singleton made Jumper.,15,23
7:15,-1,Matthew Gillette made Jumper. Assisted by Jacob Kouremetis.,17,23
6:50,2916,Shawn Johnson made Layup.,17,25
6:35,-1,Jacob Kouremetis missed Three Point Jumper.,17,25
6:35,2916,Phillip Johnson Defensive Rebound.,17,25
6:12,-1,Foul on Alex Cage.,17,25
6:12,2916,Official TV Timeout,17,25
6:12,2916,Jerred Kite made Free Throw.,17,26
6:12,2916,Jerred Kite made Free Throw.,17,27
5:56,-1,Matthew Gillette missed Layup.,17,27
5:56,-1,Mark Sullivan Offensive Rebound.,17,27
5:53,-1,Mark Sullivan made Layup.,19,27
5:28,2916,Sam Burmeister made Layup.,19,29
5:20,-1,Jacob Kouremetis made Three Point Jumper. Assisted by Mark Sullivan.,22,29
4:53,2916,Jerred Kite made Layup. Assisted by Jalin Hart.,22,31
4:40,-1,Mark Sullivan made Layup.,24,31
4:22,-1,Foul on Joshua Thompson.,24,31
4:22,2916,Sam Burmeister made Free Throw.,24,32
4:22,2916,Sam Burmeister made Free Throw.,24,33
4:10,-1,Harris Jowell made Layup.,26,33
3:46,2916,Tyler Singleton made Jumper.,26,35
3:29,-1,Mark Sullivan missed Layup.,26,35
3:29,2916,Jerred Kite Defensive Rebound.,26,35
3:20,2916,Myles Thornton missed Three Point Jumper.,26,35
3:20,-1,Texas Lutheran Offensive Rebound.,26,35
3:14,2916,Official TV Timeout,26,35
3:05,-1,Joshua Thompson Turnover.,26,35
3:03,2916,Tyler Singleton Steal.,26,35
3:00,2916,Jalin Hart missed Layup.,26,35
3:00,-1,Harris Jowell Block.,26,35
2:58,-1,Blake Ray Defensive Rebound.,26,35
2:54,-1,Michael Sullivan made Three Point Jumper. Assisted by Blake Ray.,29,35
2:41,2916,Jorden Kite missed Three Point Jumper.,29,35
2:41,2916,Shawn Johnson Offensive Rebound.,29,35
2:36,2916,Jalin Hart made Jumper.,29,37
2:17,-1,Michael Sullivan made Jumper.,31,37
2:02,2916,Shawn Johnson made Three Point Jumper. Assisted by Jorden Kite.,31,40
1:40,-1,Zach Behr missed Three Point Jumper.,31,40
1:40,-1,Texas Lutheran Offensive Rebound.,31,40
1:30,-1,Harris Jowell missed Layup.,31,40
1:30,2916,Shawn Johnson Block.,31,40
1:28,-1,Michael Sullivan Offensive Rebound.,31,40
1:23,-1,Michael Sullivan made Layup.,33,40
1:12,2916,Jalin Hart missed Three Point Jumper.,33,40
1:12,-1,Zach Behr Defensive Rebound.,33,40
1:02,2916,Foul on Marek Hulva.,33,40
1:02,-1,Zach Behr made Free Throw.,34,40
1:02,-1,Zach Behr made Free Throw.,35,40
0:54,2916,Tyler Singleton Turnover.,35,40
0:46,2916,Foul on Marek Hulva.,35,40
0:46,-1,Texas Lutheran  Timeout,35,40
0:08,-1,Michael Sullivan missed Layup.,35,40
0:08,-1,Harris Jowell Offensive Rebound.,35,40
0:04,-1,Harris Jowell Turnover.,35,40
0:02,2916,Shawn Johnson Steal.,35,40
0:01,2916,Shawn Johnson missed Free Throw.,35,40
0:01,2916,Marek Hulva Offensive Rebound.,35,40
0:01,-1,Foul on Harris Jowell.,35,40
0:00,2916,End of 1st half,35,40
19:43,-1,Zach Behr missed Jumper.,35,40
19:43,-1,Mark Sullivan Offensive Rebound.,35,40
19:39,-1,Mark Sullivan Turnover.,35,40
19:38,2916,Shawn Johnson Steal.,35,40
19:35,2916,Sam Burmeister made Layup.,35,42
19:14,-1,Harris Jowell missed Layup.,35,42
19:14,2916,Devin Wyatt Block.,35,42
19:12,-1,Harris Jowell Offensive Rebound.,35,42
19:07,-1,Alex Cage missed Three Point Jumper.,35,42
19:07,2916,Shawn Johnson Defensive Rebound.,35,42
19:03,-1,Foul on Alex Cage.,35,42
18:57,2916,Tyler Singleton missed Layup.,35,42
18:57,-1,Michael Sullivan Defensive Rebound.,35,42
18:36,-1,Harris Jowell missed Layup.,35,42
18:36,2916,Devin Wyatt Defensive Rebound.,35,42
18:29,2916,Jalin Hart made Layup.,35,44
18:10,-1,Michael Sullivan missed Three Point Jumper.,35,44
18:10,-1,Michael Sullivan Offensive Rebound.,35,44
18:05,-1,Michael Sullivan missed Jumper.,35,44
18:05,2916,Shawn Johnson Defensive Rebound.,35,44
17:45,2916,Shawn Johnson made Three Point Jumper. Assisted by Jalin Hart.,35,47
17:25,-1,Mark Sullivan missed Layup.,35,47
17:25,2916,Devin Wyatt Block.,35,47
17:22,-1,Harris Jowell Offensive Rebound.,35,47
17:18,-1,Harris Jowell made Layup.,37,47
17:06,2916,Jalin Hart missed Jumper.,37,47
17:06,-1,Zach Behr Defensive Rebound.,37,47
16:51,-1,Harris Jowell missed Jumper.,37,47
16:51,2916,Sam Burmeister Defensive Rebound.,37,47
16:44,2916,Shawn Johnson missed Layup.,37,47
16:44,-1,Harris Jowell Defensive Rebound.,37,47
16:37,-1,Zach Behr made Three Point Jumper.,40,47
16:18,-1,Foul on Mark Sullivan.,40,47
16:18,2916,Devin Wyatt made Free Throw.,40,48
16:18,2916,Devin Wyatt made Free Throw.,40,49
15:58,-1,Michael Sullivan missed Three Point Jumper.,40,49
15:58,2916,Tyler Singleton Defensive Rebound.,40,49
15:49,2916,Official TV Timeout,40,49
15:48,2916,Shawn Johnson missed Three Point Jumper.,40,49
15:48,-1,Matthew Gillette Defensive Rebound.,40,49
15:41,-1,Zach Behr missed Layup.,40,49
15:41,2916,Incarnate Word Defensive Rebound.,40,49
15:27,-1,Foul on Matthew Gillette.,40,49
15:27,2916,Devin Wyatt missed Free Throw.,40,49
15:27,2916,Incarnate Word Deadball Team Rebound.,40,49
15:27,2916,Devin Wyatt made Free Throw.,40,50
15:08,-1,Zach Behr missed Layup.,40,50
15:08,2916,Devin Wyatt Block.,40,50
15:05,-1,Matthew Gillette Offensive Rebound.,40,50
15:04,-1,Matthew Gillette missed Layup.,40,50
15:04,2916,Devin Wyatt Block.,40,50
15:04,-1,Matthew Gillette Offensive Rebound.,40,50
15:04,2916,Foul on Sam Burmeister.,40,50
15:04,-1,Matthew Gillette made Free Throw.,41,50
15:04,-1,Matthew Gillette made Free Throw.,42,50
14:49,2916,Foul on Sam Burmeister.,42,50
14:49,2916,Sam Burmeister Turnover.,42,50
14:32,2916,Foul on Devin Wyatt.,42,50
14:32,-1,Zach Behr made Free Throw.,43,50
14:32,-1,Zach Behr missed Free Throw.,43,50
14:32,2916,Jorden Kite Defensive Rebound.,43,50
14:26,2916,Jorden Kite Turnover.,43,50
14:25,-1,Mark Sullivan Steal.,43,50
14:22,-1,Mark Sullivan made Layup.,45,50
14:05,2916,Jalin Hart missed Layup.,45,50
14:05,2916,Devin Wyatt Offensive Rebound.,45,50
14:00,2916,Devin Wyatt made Layup.,45,52
13:38,-1,Matt Perry made Layup. Assisted by Zach Behr.,47,52
13:19,2916,Shawn Johnson missed Layup.,47,52
13:19,-1,Texas Lutheran Defensive Rebound.,47,52
13:04,-1,Matt Perry made Three Point Jumper. Assisted by Matthew Gillette.,50,52
12:44,2916,Shawn Johnson missed Three Point Jumper.,50,52
12:44,2916,Jalin Hart Offensive Rebound.,50,52
12:37,2916,Tyler Singleton missed Three Point Jumper.,50,52
12:37,2916,Shawn Johnson Offensive Rebound.,50,52
12:33,2916,Shawn Johnson missed Layup.,50,52
12:33,2916,Shawn Johnson Offensive Rebound.,50,52
12:25,2916,Tyler Singleton made Layup.,50,54
12:04,-1,Jacob Kouremetis missed Three Point Jumper.,50,54
12:04,2916,Shawn Johnson Defensive Rebound.,50,54
11:47,-1,Foul on Matt Perry.,50,54
11:47,2916,Official TV Timeout,50,54
11:47,2916,Devin Wyatt missed Free Throw.,50,54
11:47,2916,Incarnate Word Deadball Team Rebound.,50,54
11:47,2916,Devin Wyatt made Free Throw.,50,55
11:32,-1,Matthew Gillette missed Jumper.,50,55
11:32,2916,Shawn Johnson Defensive Rebound.,50,55
11:21,2916,Jerred Kite missed Jumper.,50,55
11:21,-1,Shawn Hamilton Defensive Rebound.,50,55
10:59,-1,Jacob Kouremetis missed Jumper.,50,55
10:59,2916,Jalin Hart Defensive Rebound.,50,55
10:50,2916,Tyler Singleton missed Jumper.,50,55
10:50,-1,Matthew Gillette Defensive Rebound.,50,55
10:30,-1,Shawn Hamilton made Layup. Assisted by Jacob Kouremetis.,52,55
10:15,-1,Foul on Matt Perry.,52,55
10:15,2916,Tyler Singleton made Free Throw.,52,56
10:15,2916,Tyler Singleton made Free Throw.,52,57
10:00,-1,Alex Cage missed Layup.,52,57
10:00,-1,Texas Lutheran Offensive Rebound.,52,57
9:43,-1,Matthew Gillette missed Jumper.,52,57
9:43,2916,Shawn Johnson Defensive Rebound.,52,57
9:30,2916,Tyler Singleton made Layup.,52,59
9:15,-1,Alex Cage made Jumper.,54,59
8:53,-1,Foul on Michael Sullivan.,54,59
8:53,2916,Tyler Singleton made Free Throw.,54,60
8:53,2916,Tyler Singleton made Free Throw.,54,61
8:32,-1,Harris Jowell Turnover.,54,61
8:30,2916,Tyler Singleton Steal.,54,61
8:27,2916,Tyler Singleton missed Dunk.,54,61
8:27,2916,Shawn Johnson Offensive Rebound.,54,61
8:23,2916,Shawn Johnson missed Jumper.,54,61
8:23,-1,Joshua Thompson Defensive Rebound.,54,61
8:23,2916,Foul on Sam Burmeister.,54,61
8:03,2916,Foul on Jalin Hart.,54,61
7:58,-1,Joshua Thompson made Three Point Jumper. Assisted by Shawn Hamilton.,57,61
7:46,2916,Sam Burmeister Turnover.,57,61
7:46,2916,Official TV Timeout,57,61
7:19,-1,Harris Jowell missed Layup.,57,61
7:19,2916,Shawn Johnson Block.,57,61
7:18,-1,Texas Lutheran Offensive Rebound.,57,61
7:14,-1,Michael Sullivan missed Jumper.,57,61
7:14,2916,Devin Wyatt Defensive Rebound.,57,61
7:11,-1,Foul on Michael Sullivan.,57,61
7:11,2916,Devin Wyatt missed Free Throw.,57,61
7:11,2916,Jalin Hart Offensive Rebound.,57,61
6:56,2916,Shawn Johnson missed Layup.,57,61
6:56,-1,Texas Lutheran Defensive Rebound.,57,61
6:34,-1,Harris Jowell Turnover.,57,61
6:19,-1,Foul on Harris Jowell.,57,61
6:19,2916,Shawn Johnson made Free Throw.,57,62
6:19,2916,Shawn Johnson made Free Throw.,57,63
6:06,-1,Zach Behr missed Layup.,57,63
6:06,2916,Devin Wyatt Block.,57,63
6:04,2916,Devin Wyatt Defensive Rebound.,57,63
5:58,2916,Devin Wyatt Turnover.,57,63
5:58,-1,Texas Lutheran  Timeout,57,63
5:37,-1,Alex Cage Turnover.,57,63
5:25,2916,Devin Wyatt made Jumper.,57,65
5:00,-1,Zach Behr missed Jumper.,57,65
5:00,2916,Devin Wyatt Defensive Rebound.,57,65
4:39,2916,Jalin Hart made Layup.,57,67
4:06,-1,Mark Sullivan made Jumper.,59,67
3:50,2916,Devin Wyatt made Dunk. Assisted by Jalin Hart.,59,69
3:30,-1,Michael Sullivan missed Layup.,59,69
3:30,2916,Devin Wyatt Block.,59,69
3:27,-1,Alex Cage Offensive Rebound.,59,69
3:19,-1,Alex Cage made Layup.,61,69
2:51,-1,Foul on Mark Sullivan.,61,69
2:51,2916,Official TV Timeout,61,69
2:51,2916,Jalin Hart made Free Throw.,61,70
2:51,2916,Jalin Hart made Free Throw.,61,71
2:34,-1,Matthew Gillette made Jumper. Assisted by Zach Behr.,63,71
1:57,2916,Shawn Johnson made Jumper.,63,73
1:47,-1,Zach Behr made Three Point Jumper. Assisted by Michael Sullivan.,66,73
1:43,-1,Texas Lutheran  Timeout,66,73
1:37,2916,Jalin Hart Turnover.,66,73
1:35,-1,Joshua Thompson Steal.,66,73
1:32,-1,Michael Sullivan missed Jumper.,66,73
1:32,2916,Jorden Kite Defensive Rebound.,66,73
1:24,2916,Sam Burmeister Turnover.,66,73
1:24,-1,Joshua Thompson Steal.,66,73
1:24,2916,Incarnate Word  Timeout,66,73
1:20,-1,Zach Behr made Three Point Jumper.,69,73
1:02,2916,Jalin Hart Turnover.,69,73
1:01,-1,Mark Sullivan Steal.,69,73
0:58,-1,Mark Sullivan missed Layup.,69,73
0:58,2916,Tyler Singleton Defensive Rebound.,69,73
0:56,-1,Foul on Matthew Gillette.,69,73
0:56,2916,Tyler Singleton missed Free Throw.,69,73
0:56,2916,Incarnate Word Deadball Team Rebound.,69,73
0:56,2916,Tyler Singleton made Free Throw.,69,74
0:42,-1,Mark Sullivan made Layup. Assisted by Zach Behr.,71,74
0:33,-1,Foul on Matt Perry.,71,74
0:33,2916,Tyler Singleton made Free Throw.,71,75
0:33,2916,Tyler Singleton made Free Throw.,71,76
0:33,2916,Incarnate Word  Timeout,71,76
0:30,-1,Mark Sullivan Turnover.,71,76
0:21,-1,Foul on Joshua Thompson.,71,76
0:21,2916,Sam Burmeister missed Free Throw.,71,76
0:21,2916,Incarnate Word Deadball Team Rebound.,71,76
0:21,2916,Sam Burmeister missed Free Throw.,71,76
0:21,-1,Matthew Gillette Defensive Rebound.,71,76
0:21,-1,Michael Sullivan missed Jumper.,71,76
0:21,2916,Shawn Johnson Defensive Rebound.,71,76
0:21,-1,Foul on Matt Perry.,71,76
0:21,2916,Shawn Johnson made Free Throw.,71,77
0:21,2916,Shawn Johnson made Free Throw.,71,78
0:15,-1,Zach Behr missed Three Point Jumper.,71,78
0:15,-1,Michael Sullivan Offensive Rebound.,71,78
0:11,-1,Michael Sullivan missed Layup.,71,78
0:11,2916,Devin Wyatt Block.,71,78
0:09,2916,Jalin Hart Defensive Rebound.,71,78
0:00,2916,End of Game,71,78
