Delaware State,82,UIC,2169
13:41,2169,Kobe Gantz made Free Throw.,5,15
13:41,2169,Kobe Gantz made Free Throw.,6,15
13:29,82,Clint Robinson missed Layup.,6,15
13:29,2169,Simon Okolue Block.,6,15
13:24,2169,Saleik Edwards Defensive Rebound.,6,15
13:17,2169,Artem Tavakalyan Turnover.,6,15
13:16,82,Clint Robinson Steal.,6,15
12:52,82,Tarkus Ferguson made Three Point Jumper. Assisted by Dikembe Dixson.,6,18
12:35,82,Foul on Tarkus Ferguson.,6,18
12:15,2169,Kobe Gantz missed Jumper.,6,18
12:15,2169,Simon Okolue Offensive Rebound.,6,18
12:12,2169,Simon Okolue missed Layup.,6,18
12:12,82,Clint Robinson Defensive Rebound.,6,18
12:08,82,Dikembe Dixson made Layup. Assisted by Godwin Boahen.,6,20
11:48,2169,Saleik Edwards missed Three Point Jumper.,6,20
11:48,82,Godwin Boahen Defensive Rebound.,6,20
11:36,82,Marcus Ottey made Three Point Jumper. Assisted by Godwin Boahen.,6,23
11:27,2169,Delaware State  Timeout,6,23
11:21,2169,Saleik Edwards missed Jumper.,6,23
11:21,2169,Delaware State Offensive Rebound.,6,23
11:19,82,Foul on Marcus Ottey.,6,23
10:59,2169,Simon Okolue missed Three Point Jumper.,6,23
10:59,82,Michael Diggins Defensive Rebound.,6,23
10:41,2169,Foul on Kobe Gantz.,6,23
10:41,82,Godwin Boahen made Free Throw.,6,24
10:41,82,Godwin Boahen made Free Throw.,6,25
10:23,2169,Artem Tavakalyan missed Jumper.,6,25
10:23,82,Clint Robinson Defensive Rebound.,6,25
10:12,82,Dominique Matthews Turnover.,6,25
10:11,2169,Saleik Edwards Steal.,6,25
10:05,2169,Johquin Wiley missed Three Point Jumper.,6,25
10:05,2169,Kobe Gantz Offensive Rebound.,6,25
10:01,2169,Kobe Gantz missed Layup.,6,25
10:01,82,UIC Defensive Rebound.,6,25
9:40,82,Marcus Ottey missed Three Point Jumper.,6,25
9:40,2169,Artem Tavakalyan Defensive Rebound.,6,25
9:24,2169,Johquin Wiley missed Three Point Jumper.,6,25
9:24,2169,Saleik Edwards Offensive Rebound.,6,25
9:21,2169,Kobe Gantz missed Three Point Jumper.,6,25
9:21,82,UIC Defensive Rebound.,6,25
9:18,2169,Foul on Artem Tavakalyan.,6,25
9:06,2169,Foul on Simon Okolue.,6,25
9:06,82,Tai Odiase made Free Throw.,6,26
9:06,82,Tai Odiase made Free Throw.,6,27
8:34,2169,Delaware State  Turnover.,6,27
8:14,82,Godwin Boahen made Jumper.,6,29
8:01,2169,Artem Tavakalyan missed Three Point Jumper.,6,29
8:01,82,Jordan Blount Defensive Rebound.,6,29
7:51,82,Godwin Boahen Turnover.,6,29
7:51,2169,Artem Tavakalyan Steal.,6,29
7:51,82,Foul on Godwin Boahen.,6,29
7:51,82,Official TV Timeout,6,29
7:38,2169,Bennett Ameer made Jumper. Assisted by Johquin Wiley.,8,29
7:17,82,Jordan Blount missed Three Point Jumper.,8,29
7:17,82,Marcus Ottey Offensive Rebound.,8,29
7:11,82,Godwin Boahen made Three Point Jumper. Assisted by Marcus Ottey.,8,32
6:54,2169,Saleik Edwards Turnover.,8,32
6:53,82,Dikembe Dixson Steal.,8,32
6:52,82,Dikembe Dixson made Layup.,8,34
6:52,2169,Foul on Johquin Wiley.,8,34
6:52,82,Dikembe Dixson made Free Throw.,8,35
6:34,2169,Artem Tavakalyan missed Three Point Jumper.,8,35
6:34,82,Godwin Boahen Defensive Rebound.,8,35
6:24,82,Dikembe Dixson missed Three Point Jumper.,8,35
6:24,82,Godwin Boahen Offensive Rebound.,8,35
6:13,2169,Foul on Bennett Ameer.,8,35
6:13,82,Tai Odiase made Free Throw.,8,36
6:13,82,Tai Odiase missed Free Throw.,8,36
6:13,82,Dikembe Dixson Offensive Rebound.,8,36
6:00,82,Dikembe Dixson made Three Point Jumper. Assisted by Godwin Boahen.,8,39
5:46,2169,Bennett Ameer missed Layup.,8,39
5:46,82,Godwin Boahen Block.,8,39
5:44,2169,Bennett Ameer Offensive Rebound.,8,39
5:42,2169,Bennett Ameer made Layup.,10,39
5:33,82,Jordan Blount Turnover.,10,39
5:22,2169,Bennett Ameer made Layup. Assisted by Johquin Wiley.,12,39
5:11,2169,Foul on Demola Onifade.,12,39
5:11,82,Dominique Matthews made Free Throw.,12,40
5:11,82,Dominique Matthews missed Free Throw.,12,40
5:11,2169,Delaware State Defensive Rebound.,12,40
5:10,82,Foul on Tai Odiase.,12,40
4:56,2169,Bennett Ameer missed Jumper.,12,40
4:56,2169,Artem Tavakalyan Offensive Rebound.,12,40
4:49,2169,Kobe Gantz missed Jumper.,12,40
4:49,82,Naradain James Defensive Rebound.,12,40
4:41,82,Naradain James missed Three Point Jumper.,12,40
4:41,82,Naradain James Offensive Rebound.,12,40
4:30,2169,Foul on Demola Onifade.,12,40
4:30,82,Dominique Matthews made Free Throw.,12,41
4:30,82,Dominique Matthews made Free Throw.,12,42
4:08,2169,Johquin Wiley Turnover.,12,42
4:07,82,Tarkus Ferguson Steal.,12,42
4:05,82,Tarkus Ferguson Turnover.,12,42
4:04,2169,Johquin Wiley Steal.,12,42
3:57,2169,Bennett Ameer made Jumper. Assisted by Kobe Gantz.,14,42
3:49,2169,Foul on Simon Okolue.,14,42
3:49,82,Official TV Timeout,14,42
3:49,82,Tarkus Ferguson made Free Throw.,14,43
3:49,82,Tarkus Ferguson made Free Throw.,14,44
3:32,2169,Simon Okolue missed Layup.,14,44
3:32,82,Tai Odiase Block.,14,44
3:30,2169,Artem Tavakalyan Offensive Rebound.,14,44
3:28,2169,Artem Tavakalyan missed Jumper.,14,44
3:28,82,Naradain James Block.,14,44
3:26,2169,Delaware State Offensive Rebound.,14,44
3:25,2169,Kobe Gantz Turnover.,14,44
3:24,82,Jordan Blount Steal.,14,44
3:21,82,Jordan Blount made Layup.,14,46
3:05,2169,Simon Okolue made Dunk. Assisted by Bennett Ameer.,16,46
2:48,82,Dominique Matthews missed Layup.,16,46
2:48,82,Clint Robinson Offensive Rebound.,16,46
2:46,2169,Foul on Simon Okolue.,16,46
2:46,82,Clint Robinson made Free Throw.,16,47
2:46,82,Clint Robinson made Free Throw.,16,48
2:18,82,Foul on Clint Robinson.,16,48
2:18,2169,Kobe Gantz made Free Throw.,17,48
2:18,2169,Kobe Gantz made Free Throw.,18,48
2:03,82,Naradain James missed Three Point Jumper.,18,48
2:03,82,UIC Offensive Rebound.,18,48
1:54,82,Tarkus Ferguson Turnover.,18,48
1:35,2169,Johquin Wiley missed Three Point Jumper.,18,48
1:35,82,Clint Robinson Defensive Rebound.,18,48
1:15,82,Tarkus Ferguson missed Three Point Jumper.,18,48
1:15,2169,Reginald Giles Defensive Rebound.,18,48
1:04,82,Foul on Clint Robinson.,18,48
1:04,2169,Bennett Ameer missed Free Throw.,18,48
1:04,2169,Delaware State Deadball Team Rebound.,18,48
1:04,2169,Bennett Ameer made Free Throw.,19,48
0:51,82,Marcus Ottey made Three Point Jumper. Assisted by Godwin Boahen.,19,51
0:26,2169,Artem Tavakalyan Turnover.,19,51
0:25,82,Jacob Wiley Steal.,19,51
0:20,82,Naradain James Turnover.,19,51
0:18,2169,Kobe Gantz Steal.,19,51
0:15,2169,Kobe Gantz missed Layup.,19,51
0:15,82,Jacob Wiley Defensive Rebound.,19,51
0:08,82,Godwin Boahen missed Three Point Jumper.,19,51
0:08,82,Naradain James Offensive Rebound.,19,51
0:03,82,Naradain James made Dunk.,19,53
0:00,2169,Kobe Gantz missed Three Point Jumper.,19,53
0:00,2169,Delaware State Offensive Rebound.,19,53
0:00,82,End of 1st half,19,53
19:56,82,Dikembe Dixson Turnover.,19,53
19:54,2169,Kobe Gantz Steal.,19,53
19:52,2169,Johquin Wiley made Layup. Assisted by Kobe Gantz.,21,53
19:33,82,Dikembe Dixson made Layup. Assisted by Tarkus Ferguson.,21,55
19:20,2169,Bennett Ameer missed Layup.,21,55
19:20,82,Dominique Matthews Defensive Rebound.,21,55
19:17,2169,Foul on Kobe Gantz.,21,55
18:56,82,Tai Odiase missed Layup.,21,55
18:56,2169,Artem Tavakalyan Defensive Rebound.,21,55
18:35,2169,Artem Tavakalyan missed Layup.,21,55
18:35,2169,Delaware State Offensive Rebound.,21,55
18:34,82,Foul on Jordan Blount.,21,55
18:21,2169,Kobe Gantz missed Jumper.,21,55
18:21,82,Jordan Blount Defensive Rebound.,21,55
18:13,82,Dominique Matthews made Layup. Assisted by Jordan Blount.,21,57
17:40,2169,Johquin Wiley missed Layup.,21,57
17:40,82,Tai Odiase Block.,21,57
17:38,82,Dikembe Dixson Defensive Rebound.,21,57
17:34,82,Dominique Matthews made Layup. Assisted by Dikembe Dixson.,21,59
17:13,2169,Artem Tavakalyan made Jumper.,23,59
17:05,2169,Foul on Bennett Ameer.,23,59
16:58,2169,Foul on Simon Okolue.,23,59
16:58,82,Tai Odiase made Free Throw.,23,60
16:58,82,Tai Odiase made Free Throw.,23,61
16:53,2169,Kobe Gantz missed Three Point Jumper.,23,61
16:53,82,Tai Odiase Defensive Rebound.,23,61
16:41,82,Dominique Matthews missed Three Point Jumper.,23,61
16:41,2169,Bennett Ameer Defensive Rebound.,23,61
16:31,2169,Bennett Ameer made Jumper. Assisted by Johquin Wiley.,25,61
16:13,82,Dikembe Dixson Turnover.,25,61
15:49,2169,Johquin Wiley missed Three Point Jumper.,25,61
15:49,82,Tarkus Ferguson Block.,25,61
15:47,2169,Johquin Wiley Offensive Rebound.,25,61
15:44,2169,Johquin Wiley missed Layup.,25,61
15:44,82,Tai Odiase Defensive Rebound.,25,61
15:40,82,Dikembe Dixson missed Three Point Jumper.,25,61
15:40,2169,Kobe Gantz Defensive Rebound.,25,61
15:29,2169,Johquin Wiley Turnover.,25,61
15:28,82,Tai Odiase Steal.,25,61
15:25,82,Tai Odiase missed Layup.,25,61
15:25,2169,Daivon Gamble Block.,25,61
15:23,2169,Artem Tavakalyan Defensive Rebound.,25,61
15:15,2169,Delaware State  Timeout,25,61
15:05,82,Foul on Jordan Blount.,25,61
15:05,82,Official TV Timeout,25,61
15:05,2169,Bennett Ameer made Free Throw.,26,61
15:05,2169,Bennett Ameer made Free Throw.,27,61
14:47,82,Dominique Matthews made Three Point Jumper. Assisted by Tarkus Ferguson.,27,64
14:14,2169,Delaware State  Turnover.,27,64
14:04,82,Jordan Blount Turnover.,27,64
13:51,2169,Daivon Gamble made Layup. Assisted by Artem Tavakalyan.,29,64
13:35,82,Dikembe Dixson Turnover.,29,64
13:21,2169,Daivon Gamble made Layup. Assisted by Kobe Gantz.,31,64
13:03,82,Tarkus Ferguson missed Three Point Jumper.,31,64
13:03,82,Tai Odiase Offensive Rebound.,31,64
12:57,82,Tai Odiase made Layup.,31,66
12:33,2169,Johquin Wiley missed Jumper.,31,66
12:33,2169,Bennett Ameer Offensive Rebound.,31,66
12:32,82,Foul on Jordan Blount.,31,66
12:32,2169,Bennett Ameer missed Free Throw.,31,66
12:32,2169,Delaware State Deadball Team Rebound.,31,66
12:32,2169,Bennett Ameer made Free Throw.,32,66
12:17,82,Dominique Matthews made Three Point Jumper. Assisted by Dikembe Dixson.,32,69
11:57,2169,Johquin Wiley missed Jumper.,32,69
11:57,82,Dikembe Dixson Defensive Rebound.,32,69
11:50,82,Dominique Matthews missed Three Point Jumper.,32,69
11:50,2169,Artem Tavakalyan Defensive Rebound.,32,69
11:28,82,Foul on Clint Robinson.,32,69
11:28,2169,Delaware State  Timeout,32,69
11:28,2169,Daivon Gamble made Free Throw.,33,69
11:28,2169,Daivon Gamble made Free Throw.,34,69
11:10,2169,Foul on Daivon Gamble.,34,69
11:10,82,Dikembe Dixson made Free Throw.,34,70
11:10,82,Dikembe Dixson missed Free Throw.,34,70
11:10,2169,Delaware State Defensive Rebound.,34,70
10:40,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Kobe Gantz.,37,70
10:19,82,Dominique Matthews made Three Point Jumper. Assisted by Michael Diggins.,37,73
10:08,2169,Johquin Wiley Turnover.,37,73
9:55,2169,Foul on Daivon Gamble.,37,73
9:55,82,Clint Robinson made Free Throw.,37,74
9:55,82,Clint Robinson made Free Throw.,37,75
9:40,2169,Bennett Ameer missed Layup.,37,75
9:40,82,Dominique Matthews Defensive Rebound.,37,75
9:31,82,Michael Diggins missed Three Point Jumper.,37,75
9:31,2169,Artem Tavakalyan Defensive Rebound.,37,75
9:25,82,Foul on Tarkus Ferguson.,37,75
9:25,2169,Daivon Gamble made Free Throw.,38,75
9:25,2169,Daivon Gamble made Free Throw.,39,75
9:10,82,Michael Diggins made Dunk. Assisted by Tarkus Ferguson.,39,77
8:54,2169,Artem Tavakalyan made Three Point Jumper. Assisted by Johquin Wiley.,42,77
8:28,82,Naradain James missed Jumper.,42,77
8:28,2169,Artem Tavakalyan Defensive Rebound.,42,77
8:09,2169,Johquin Wiley Turnover.,42,77
8:06,82,Marcus Ottey Steal.,42,77
8:05,82,Marcus Ottey made Layup.,42,79
7:41,2169,Johquin Wiley made Three Point Jumper. Assisted by Artem Tavakalyan.,45,79
7:18,82,Naradain James missed Layup.,45,79
7:18,82,Clint Robinson Offensive Rebound.,45,79
7:16,82,Clint Robinson made Dunk.,45,81
6:48,2169,Johquin Wiley missed Three Point Jumper.,45,81
6:48,2169,Reginald Giles Offensive Rebound.,45,81
6:45,2169,Reginald Giles missed Layup.,45,81
6:45,82,Godwin Boahen Block.,45,81
6:43,2169,Bennett Ameer Offensive Rebound.,45,81
6:43,2169,Delaware State  Turnover.,45,81
6:43,82,Official TV Timeout,45,81
6:26,82,Naradain James missed Three Point Jumper.,45,81
6:26,82,Michael Diggins Offensive Rebound.,45,81
6:18,82,Michael Diggins made Layup.,45,83
5:59,2169,Johquin Wiley made Three Point Jumper. Assisted by Kobe Gantz.,48,83
5:37,2169,Foul on Reginald Giles.,48,83
5:37,82,Clint Robinson made Free Throw.,48,84
5:37,82,Clint Robinson made Free Throw.,48,85
5:13,2169,Reginald Giles made Jumper. Assisted by Kobe Gantz.,50,85
4:48,82,Godwin Boahen made Three Point Jumper. Assisted by Jacob Wiley.,50,88
4:19,2169,Bennett Ameer Turnover.,50,88
4:19,82,Marcus Ottey Steal.,50,88
4:19,2169,Foul on Bennett Ameer.,50,88
4:19,82,Marcus Ottey made Free Throw.,50,89
4:19,82,Marcus Ottey missed Free Throw.,50,89
4:19,2169,Daivon Gamble Defensive Rebound.,50,89
3:59,2169,Kobe Gantz missed Jumper.,50,89
3:59,2169,Delaware State Offensive Rebound.,50,89
3:55,82,Foul on Jordan Blount.,50,89
3:55,82,Official TV Timeout,50,89
3:55,82,Foul on Naradain James.,50,89
3:55,2169,Daivon Gamble missed Free Throw.,50,89
3:55,82,Naradain James Defensive Rebound.,50,89
3:40,82,Jordan Blount missed Jumper.,50,89
3:40,2169,Reginald Giles Defensive Rebound.,50,89
3:19,2169,Simon Okolue missed Layup.,50,89
3:19,82,Naradain James Block.,50,89
3:13,2169,Simon Okolue Offensive Rebound.,50,89
3:10,2169,Simon Okolue made Layup.,52,89
2:59,82,Naradain James missed Jumper.,52,89
2:59,2169,Daivon Gamble Defensive Rebound.,52,89
2:32,2169,Daivon Gamble missed Three Point Jumper.,52,89
2:32,82,Jacob Wiley Defensive Rebound.,52,89
2:26,82,Marcus Ottey made Dunk. Assisted by Godwin Boahen.,52,91
2:07,2169,Johquin Wiley made Three Point Jumper.,55,91
1:51,82,Jacob Wiley missed Jumper.,55,91
1:51,2169,Simon Okolue Defensive Rebound.,55,91
1:37,2169,Reginald Giles missed Jumper.,55,91
1:37,82,Jacob Wiley Defensive Rebound.,55,91
1:11,82,Jacob Wiley Turnover.,55,91
1:10,2169,Matthew Stevenson Steal.,55,91
1:04,2169,Matthew Stevenson Turnover.,55,91
1:02,82,Godwin Boahen Steal.,55,91
1:00,82,Godwin Boahen made Layup.,55,93
0:35,2169,Myles Carter missed Three Point Jumper.,55,93
0:35,82,Jacob Wiley Defensive Rebound.,55,93
0:15,2169,Foul on Matthew Stevenson.,55,93
0:15,82,Marcus Ottey made Free Throw.,55,94
0:15,82,Marcus Ottey made Free Throw.,55,95
0:05,2169,Matthew Stevenson missed Three Point Jumper.,55,95
0:05,82,Jacob Wiley Defensive Rebound.,55,95
0:00,82,End of Game,55,95
