UC Riverside,3084,Utah Valley,27
16:23,27,Alex Larsson made Free Throw.,44,58
16:16,3084,Conner Toolson missed Three Point Jumper.,44,58
16:16,27,Ajani Kennedy Defensive Rebound.,44,58
16:06,27,Dikymbe Martin made Jumper.,46,58
15:53,27,Foul on Ajani Kennedy.,46,58
15:53,3084,Official TV Timeout,46,58
15:44,3084,Isaac Neilson made Layup. Assisted by Conner Toolson.,46,60
15:17,27,DJ Sylvester Turnover.,46,60
15:15,3084,Conner Toolson Steal.,46,60
15:04,3084,Conner Toolson made Three Point Jumper. Assisted by Ben Nakwaasah.,46,63
14:40,27,Chance Murray made Three Point Jumper. Assisted by Dikymbe Martin.,49,63
14:25,3084,Brandon Randolph Turnover.,49,63
14:22,27,Alex Larsson Steal.,49,63
14:10,27,Alex Larsson made Jumper. Assisted by Chance Murray.,51,63
13:48,3084,Kenneth Ogbe missed Three Point Jumper.,51,63
13:48,27,Chance Murray Defensive Rebound.,51,63
13:35,3084,Foul on Brandon Randolph.,51,63
13:35,27,DJ Sylvester made Free Throw.,52,63
13:35,27,DJ Sylvester missed Free Throw.,52,63
13:35,3084,Akolda Manyang Defensive Rebound.,52,63
13:27,27,Foul on DJ Sylvester.,52,63
13:15,3084,Kenneth Ogbe made Dunk. Assisted by Cory Calvert.,52,65
12:58,27,Dikymbe Martin missed Jumper.,52,65
12:58,27,Menno Dijkstra Offensive Rebound.,52,65
12:54,27,Menno Dijkstra missed Jumper.,52,65
12:54,27,Menno Dijkstra Offensive Rebound.,52,65
12:45,27,Dikymbe Martin Turnover.,52,65
12:34,3084,Ben Nakwaasah missed Three Point Jumper.,52,65
12:34,3084,Akolda Manyang Offensive Rebound.,52,65
12:32,27,Foul on James Jackson.,52,65
12:32,3084,Technical Foul on Akolda Manyang.,52,65
12:32,3084,Foul on Akolda Manyang.,52,65
12:32,27,Technical Foul on James Jackson.,52,65
12:32,27,Foul on James Jackson.,52,65
12:29,3084,Isaac Neilson missed Three Point Jumper.,52,65
12:29,27,James Jackson Defensive Rebound.,52,65
12:15,27,Dikymbe Martin Turnover.,52,65
12:13,3084,Isaac Neilson Steal.,52,65
12:07,3084,Conner Toolson made Three Point Jumper. Assisted by Cory Calvert.,52,68
11:49,27,James Jackson Turnover.,52,68
11:49,27,Foul on James Jackson.,52,68
11:40,3084,Official TV Timeout,52,68
11:12,3084,Utah Valley  Turnover.,52,68
10:58,27,Menno Dijkstra missed Jumper.,52,68
10:58,27,UC Riverside Offensive Rebound.,52,68
10:52,27,Chance Murray Turnover.,52,68
10:20,3084,Cory Calvert missed Layup.,52,68
10:20,27,Menno Dijkstra Defensive Rebound.,52,68
10:12,27,Dikymbe Martin made Jumper. Assisted by Dominick Pickett.,54,68
10:04,27,Foul on Chance Murray.,54,68
10:04,3084,Ben Nakwaasah made Free Throw.,54,69
10:04,3084,Ben Nakwaasah made Free Throw.,54,70
9:52,27,Dikymbe Martin made Three Point Jumper. Assisted by Chance Murray.,57,70
9:38,3084,Cory Calvert missed Three Point Jumper.,57,70
9:38,27,Dikymbe Martin Defensive Rebound.,57,70
9:33,27,Dominick Pickett missed Layup.,57,70
9:33,27,Dominick Pickett Offensive Rebound.,57,70
9:29,27,Chance Murray missed Three Point Jumper.,57,70
9:29,3084,Ben Nakwaasah Defensive Rebound.,57,70
9:26,27,Foul on Dikymbe Martin.,57,70
9:26,3084,Ben Nakwaasah made Free Throw.,57,71
9:26,3084,Ben Nakwaasah made Free Throw.,57,72
9:10,3084,Foul on Ben Nakwaasah.,57,72
9:10,27,UC Riverside  Timeout,57,72
9:08,27,Ajani Kennedy made Jumper. Assisted by Brandon Rosser.,59,72
9:02,3084,Ben Nakwaasah made Three Point Jumper. Assisted by Conner Toolson.,59,75
8:41,3084,Foul on Akolda Manyang.,59,75
8:18,27,Chance Murray made Jumper. Assisted by Ajani Kennedy.,61,75
7:58,3084,Ben Nakwaasah missed Three Point Jumper.,61,75
7:58,27,Brandon Rosser Defensive Rebound.,61,75
7:45,27,Chance Murray made Jumper.,63,75
7:32,27,Foul on Chance Murray.,63,75
7:32,3084,Official TV Timeout,63,75
7:32,3084,Kenneth Ogbe made Free Throw.,63,76
7:32,3084,Kenneth Ogbe made Free Throw.,63,77
7:13,27,Ajani Kennedy made Jumper. Assisted by Brandon Rosser.,65,77
6:52,3084,Zach Nelson Turnover.,65,77
6:50,27,Chance Murray Steal.,65,77
6:38,27,Dikymbe Martin made Jumper.,67,77
6:26,3084,Kenneth Ogbe missed Three Point Jumper.,67,77
6:26,27,Ajani Kennedy Defensive Rebound.,67,77
5:55,27,Dikymbe Martin made Jumper. Assisted by Ajani Kennedy.,69,77
5:27,3084,Conner Toolson missed Three Point Jumper.,69,77
5:27,3084,Zach Nelson Offensive Rebound.,69,77
5:22,3084,Utah Valley  Timeout,69,77
5:22,3084,Zach Nelson Turnover.,69,77
5:20,27,Ajani Kennedy Steal.,69,77
5:14,27,Dikymbe Martin made Layup.,71,77
5:14,3084,Foul on Zach Nelson.,71,77
5:14,27,Dikymbe Martin made Free Throw.,72,77
5:01,27,Foul on Chance Murray.,72,77
5:01,3084,Conner Toolson missed Free Throw.,72,77
5:01,3084,Utah Valley Deadball Team Rebound.,72,77
5:01,3084,Conner Toolson made Free Throw.,72,78
4:45,27,James Jackson made Layup. Assisted by Chance Murray.,74,78
4:30,3084,Kenneth Ogbe made Layup. Assisted by Ben Nakwaasah.,74,80
4:08,27,Dikymbe Martin missed Jumper.,74,80
4:08,3084,Isaac Neilson Defensive Rebound.,74,80
3:54,3084,Isaac Neilson made Dunk. Assisted by Ben Nakwaasah.,74,82
3:35,27,Ajani Kennedy Turnover.,74,82
3:33,3084,Kenneth Ogbe Steal.,74,82
3:17,27,Foul on DJ Sylvester.,74,82
3:16,3084,Official TV Timeout,74,82
3:16,3084,Kenneth Ogbe missed Free Throw.,74,82
3:16,3084,Utah Valley Deadball Team Rebound.,74,82
3:16,3084,Kenneth Ogbe missed Free Throw.,74,82
3:16,27,Alex Larsson Defensive Rebound.,74,82
2:59,27,Alex Larsson made Layup.,76,82
2:33,3084,Conner Toolson missed Jumper.,76,82
2:33,3084,Conner Toolson Offensive Rebound.,76,82
2:12,3084,Ben Nakwaasah missed Layup.,76,82
2:12,27,UC Riverside Defensive Rebound.,76,82
1:52,27,Chance Murray missed Jumper.,76,82
1:52,3084,Conner Toolson Defensive Rebound.,76,82
1:31,3084,Brandon Randolph made Jumper.,76,84
1:15,27,DJ Sylvester made Jumper. Assisted by Dikymbe Martin.,78,84
1:15,3084,Foul on Conner Toolson.,78,84
1:15,27,DJ Sylvester missed Free Throw.,78,84
1:15,3084,Conner Toolson Defensive Rebound.,78,84
1:10,27,Foul on DJ Sylvester.,78,84
1:10,3084,Brandon Randolph missed Free Throw.,78,84
1:10,3084,Utah Valley Deadball Team Rebound.,78,84
1:10,3084,Brandon Randolph made Free Throw.,78,85
1:01,27,Chance Murray missed Jumper.,78,85
1:01,3084,Brandon Randolph Block.,78,85
1:00,27,Chance Murray Offensive Rebound.,78,85
0:58,3084,Foul on Isaac Neilson.,78,85
0:58,27,Chance Murray made Free Throw.,79,85
0:58,27,Chance Murray made Free Throw.,80,85
0:58,27,UC Riverside  Timeout,80,85
0:45,27,Foul on DJ Sylvester.,80,85
0:45,3084,Conner Toolson made Free Throw.,80,86
0:45,3084,Conner Toolson made Free Throw.,80,87
0:40,27,Chance Murray missed Three Point Jumper.,80,87
0:40,3084,Ben Nakwaasah Defensive Rebound.,80,87
0:36,27,Foul on DJ Sylvester.,80,87
0:36,3084,Ben Nakwaasah made Free Throw.,80,88
0:36,3084,Ben Nakwaasah missed Free Throw.,80,88
0:36,27,Alex Larsson Defensive Rebound.,80,88
0:30,27,Chance Murray missed Three Point Jumper.,80,88
0:30,3084,Isaac Neilson Defensive Rebound.,80,88
0:19,3084,Brandon Randolph made Dunk. Assisted by Ben Nakwaasah.,80,90
0:14,27,Alex Larsson made Jumper. Assisted by Dikymbe Martin.,82,90
0:00,3084,End of Game,82,90
