UIC,2750,Wright State,82
8:07,82,Godwin Boahen missed Three Point Jumper.,15,21
8:07,82,Clint Robinson Offensive Rebound.,15,21
7:50,82,Marcus Ottey Turnover.,15,21
7:49,2750,Cole Gentry Steal.,15,21
7:44,2750,Everett Winchester missed Jumper.,15,21
7:44,82,Dikembe Dixson Defensive Rebound.,15,21
7:40,2750,Foul on Cole Gentry.,15,21
7:40,2750,Official TV Timeout,15,21
7:35,82,Dikembe Dixson missed Jumper.,15,21
7:35,2750,Justin Mitchell Defensive Rebound.,15,21
7:18,2750,Justin Mitchell missed Jumper.,15,21
7:18,82,Clint Robinson Defensive Rebound.,15,21
7:03,82,Godwin Boahen missed Jumper.,15,21
7:03,2750,Grant Benzinger Defensive Rebound.,15,21
6:53,2750,Cole Gentry missed Three Point Jumper.,15,21
6:53,2750,Grant Benzinger Offensive Rebound.,15,21
6:43,2750,Grant Benzinger Turnover.,15,21
6:29,82,Jordan Blount Turnover.,15,21
6:27,2750,Grant Benzinger Steal.,15,21
6:16,2750,Justin Mitchell made Layup. Assisted by Cole Gentry.,15,23
6:01,82,Clint Robinson missed Jumper.,15,23
6:01,2750,Loudon Love Defensive Rebound.,15,23
5:53,82,Foul on Jordan Blount.,15,23
5:53,2750,Justin Mitchell made Free Throw.,15,24
5:53,2750,Justin Mitchell made Free Throw.,15,25
5:43,82,Dominique Matthews missed Jumper.,15,25
5:43,82,Dominique Matthews Offensive Rebound.,15,25
5:42,2750,Foul on Jaylon Hall.,15,25
5:42,82,Dominique Matthews made Free Throw.,16,25
5:42,82,Dominique Matthews made Free Throw.,17,25
5:28,2750,Jaylon Hall Turnover.,17,25
5:25,82,Michael Diggins Steal.,17,25
5:17,82,Godwin Boahen Turnover.,17,25
5:14,2750,Grant Benzinger Steal.,17,25
5:01,2750,Justin Mitchell missed Jumper.,17,25
5:01,82,Clint Robinson Block.,17,25
4:57,82,Dikembe Dixson Defensive Rebound.,17,25
4:40,82,Dikembe Dixson missed Jumper.,17,25
4:40,2750,Jaylon Hall Defensive Rebound.,17,25
4:25,2750,Justin Mitchell Turnover.,17,25
4:17,82,Dikembe Dixson made Jumper.,19,25
4:04,2750,Jaylon Hall missed Three Point Jumper.,19,25
4:04,2750,Parker Ernsthausen Offensive Rebound.,19,25
3:54,82,Foul on Godwin Boahen.,19,25
3:54,2750,Official TV Timeout,19,25
3:53,2750,Grant Benzinger missed Three Point Jumper.,19,25
3:53,82,Dominique Matthews Defensive Rebound.,19,25
3:44,82,Dikembe Dixson missed Jumper.,19,25
3:44,82,Tai Odiase Offensive Rebound.,19,25
3:41,82,Tai Odiase made Jumper.,21,25
3:41,2750,Foul on Justin Mitchell.,21,25
3:41,82,Tai Odiase made Free Throw.,22,25
3:31,2750,Loudon Love missed Layup.,22,25
3:31,82,Dikembe Dixson Defensive Rebound.,22,25
3:25,82,Foul on Dominique Matthews.,22,25
3:25,82,Dominique Matthews Turnover.,22,25
3:00,2750,Loudon Love made Layup. Assisted by Mark Hughes.,22,27
2:38,2750,Foul on Mark Hughes.,22,27
2:20,82,Tai Odiase missed Jumper.,22,27
2:20,82,Tai Odiase Offensive Rebound.,22,27
2:16,82,Tai Odiase made Jumper.,24,27
2:02,2750,Loudon Love missed Jumper.,24,27
2:02,82,Tai Odiase Block.,24,27
2:02,2750,Wright State Offensive Rebound.,24,27
1:53,2750,Grant Benzinger missed Jumper.,24,27
1:53,82,Tai Odiase Defensive Rebound.,24,27
1:46,82,Dominique Matthews made Three Point Jumper. Assisted by Michael Diggins.,27,27
1:22,2750,Justin Mitchell missed Jumper.,27,27
1:22,2750,Justin Mitchell Offensive Rebound.,27,27
1:20,2750,Justin Mitchell made Jumper.,27,29
0:43,82,Marcus Ottey made Layup.,29,29
0:14,2750,Cole Gentry missed Jumper.,29,29
0:14,2750,Mark Hughes Offensive Rebound.,29,29
0:08,2750,Justin Mitchell missed Layup.,29,29
0:08,82,Dikembe Dixson Defensive Rebound.,29,29
0:01,82,Dominique Matthews missed Three Point Jumper.,29,29
0:01,2750,Wright State Defensive Rebound.,29,29
0:00,2750,End of 1st half,29,29
19:51,2750,Mark Hughes Turnover.,29,29
19:50,82,Dikembe Dixson Steal.,29,29
19:29,82,Dikembe Dixson made Jumper. Assisted by Marcus Ottey.,31,29
19:04,2750,Loudon Love missed Jumper.,31,29
19:04,82,Tai Odiase Defensive Rebound.,31,29
18:55,2750,Foul on Justin Mitchell.,31,29
18:55,82,Dikembe Dixson made Free Throw.,32,29
18:55,82,Dikembe Dixson made Free Throw.,33,29
18:38,2750,Grant Benzinger missed Layup.,33,29
18:38,2750,Loudon Love Offensive Rebound.,33,29
18:22,2750,Loudon Love missed Layup.,33,29
18:22,2750,Parker Ernsthausen Offensive Rebound.,33,29
18:21,2750,Parker Ernsthausen made Jumper.,33,31
18:03,82,Dikembe Dixson made Jumper.,35,31
17:51,2750,Mark Hughes missed Three Point Jumper.,35,31
17:51,82,Dikembe Dixson Defensive Rebound.,35,31
17:44,82,Foul on Dikembe Dixson.,35,31
17:44,82,Dikembe Dixson Turnover.,35,31
17:32,2750,Jaylon Hall missed Jumper.,35,31
17:32,2750,Jaylon Hall Offensive Rebound.,35,31
17:25,82,Foul on Tai Odiase.,35,31
17:25,2750,Loudon Love made Free Throw.,35,32
17:25,2750,Loudon Love made Free Throw.,35,33
17:04,82,Jordan Blount missed Three Point Jumper.,35,33
17:04,2750,Grant Benzinger Defensive Rebound.,35,33
16:55,82,Foul on Godwin Boahen.,35,33
16:53,82,Foul on Tai Odiase.,35,33
16:53,2750,Loudon Love missed Free Throw.,35,33
16:53,2750,Wright State Deadball Team Rebound.,35,33
16:53,2750,Loudon Love made Free Throw.,35,34
16:33,82,Dikembe Dixson Turnover.,35,34
16:31,2750,Grant Benzinger Steal.,35,34
16:29,2750,Mark Hughes made Dunk.,35,36
16:15,82,Godwin Boahen Turnover.,35,36
15:51,2750,Jaylon Hall missed Jumper.,35,36
15:51,82,Jordan Blount Defensive Rebound.,35,36
15:30,82,Dikembe Dixson missed Jumper.,35,36
15:30,2750,Jaylon Hall Defensive Rebound.,35,36
15:22,2750,Justin Mitchell made Layup. Assisted by Mark Hughes.,35,38
14:52,82,Marcus Ottey missed Layup.,35,38
14:52,2750,Justin Mitchell Defensive Rebound.,35,38
14:46,2750,Grant Benzinger missed Layup.,35,38
14:46,82,Tai Odiase Defensive Rebound.,35,38
14:15,82,Tai Odiase missed Jumper.,35,38
14:15,2750,Loudon Love Defensive Rebound.,35,38
13:45,2750,Jaylon Hall missed Jumper.,35,38
13:45,82,Tai Odiase Block.,35,38
13:44,2750,Loudon Love Offensive Rebound.,35,38
13:44,2750,Wright State  Turnover.,35,38
13:44,2750,Official TV Timeout,35,38
13:14,82,Michael Diggins made Three Point Jumper. Assisted by Jordan Blount.,38,38
13:04,82,Foul on Michael Diggins.,38,38
13:02,2750,Everett Winchester made Layup. Assisted by Mark Hughes.,38,40
12:45,82,Foul on Clint Robinson.,38,40
12:45,82,Clint Robinson Turnover.,38,40
12:36,2750,Foul on Everett Winchester.,38,40
12:36,2750,Everett Winchester Turnover.,38,40
12:11,82,Marcus Ottey missed Jumper.,38,40
12:11,82,Clint Robinson Offensive Rebound.,38,40
11:57,82,Dikembe Dixson missed Jumper.,38,40
11:57,2750,Wright State Defensive Rebound.,38,40
11:57,2750,Official TV Timeout,38,40
11:42,2750,Justin Mitchell made Layup. Assisted by Cole Gentry.,38,42
11:21,82,Marcus Ottey made Jumper.,40,42
11:03,2750,Mark Hughes made Three Point Jumper. Assisted by Cole Gentry.,40,45
10:31,82,Clint Robinson made Dunk. Assisted by Marcus Ottey.,42,45
10:00,2750,Cole Gentry missed Three Point Jumper.,42,45
10:00,82,Jordan Blount Defensive Rebound.,42,45
9:34,82,Jordan Blount Turnover.,42,45
9:33,2750,Cole Gentry Steal.,42,45
9:26,2750,Justin Mitchell Turnover.,42,45
9:07,82,Dominique Matthews missed Three Point Jumper.,42,45
9:07,2750,Grant Benzinger Defensive Rebound.,42,45
8:57,82,Foul on Jordan Blount.,42,45
8:57,2750,Mark Hughes made Free Throw.,42,46
8:57,2750,Mark Hughes made Free Throw.,42,47
8:42,82,Dikembe Dixson Turnover.,42,47
8:41,2750,Mark Hughes Steal.,42,47
8:34,2750,Cole Gentry missed Three Point Jumper.,42,47
8:34,82,Jordan Blount Defensive Rebound.,42,47
8:25,82,Jordan Blount made Three Point Jumper. Assisted by Marcus Ottey.,45,47
8:06,2750,Mark Hughes missed Three Point Jumper.,45,47
8:06,2750,Grant Benzinger Offensive Rebound.,45,47
7:56,2750,Jaylon Hall made Layup.,45,49
7:40,82,Godwin Boahen missed Jumper.,45,49
7:40,2750,Justin Mitchell Defensive Rebound.,45,49
7:30,2750,Justin Mitchell Turnover.,45,49
7:27,82,Jordan Blount Steal.,45,49
7:27,2750,Official TV Timeout,45,49
7:17,82,Dominique Matthews Turnover.,45,49
6:56,2750,Grant Benzinger missed Jumper.,45,49
6:56,82,Dominique Matthews Defensive Rebound.,45,49
6:42,82,Dominique Matthews made Layup.,47,49
6:29,82,Foul on Dominique Matthews.,47,49
6:29,2750,Jaylon Hall made Free Throw.,47,50
6:29,2750,Jaylon Hall missed Free Throw.,47,50
6:29,82,Jordan Blount Defensive Rebound.,47,50
6:13,82,Jordan Blount Turnover.,47,50
6:04,2750,Justin Mitchell missed Layup.,47,50
6:04,82,Marcus Ottey Block.,47,50
6:02,82,Godwin Boahen Defensive Rebound.,47,50
5:58,82,Godwin Boahen missed Layup.,47,50
5:58,82,Tai Odiase Offensive Rebound.,47,50
5:55,82,Tai Odiase made Jumper.,49,50
5:54,82,UIC  Timeout,49,50
5:32,2750,Grant Benzinger made Three Point Jumper. Assisted by Mark Hughes.,49,53
5:22,2750,Foul on Mark Hughes.,49,53
5:05,82,Godwin Boahen made Jumper.,51,53
4:45,2750,Loudon Love missed Jumper.,51,53
4:45,82,Godwin Boahen Defensive Rebound.,51,53
4:30,82,Dikembe Dixson missed Jumper.,51,53
4:30,2750,Grant Benzinger Defensive Rebound.,51,53
4:08,2750,Loudon Love missed Jumper.,51,53
4:08,82,Dominique Matthews Defensive Rebound.,51,53
4:02,2750,Foul on Grant Benzinger.,51,53
3:46,82,Godwin Boahen made Three Point Jumper. Assisted by Dominique Matthews.,54,53
3:31,2750,Cole Gentry missed Layup.,54,53
3:31,82,Marcus Ottey Defensive Rebound.,54,53
3:25,2750,Official TV Timeout,54,53
3:17,82,Godwin Boahen Turnover.,54,53
3:10,2750,Mark Hughes made Three Point Jumper. Assisted by Justin Mitchell.,54,56
2:47,2750,Foul on Loudon Love.,54,56
2:47,82,Dikembe Dixson missed Free Throw.,54,56
2:47,82,UIC Deadball Team Rebound.,54,56
2:47,82,Dikembe Dixson made Free Throw.,55,56
2:34,2750,Justin Mitchell missed Jumper.,55,56
2:34,82,Tai Odiase Block.,55,56
2:32,82,Dominique Matthews Defensive Rebound.,55,56
2:32,2750,Foul on Cole Gentry.,55,56
2:24,82,Marcus Ottey made Jumper.,57,56
2:15,2750,Wright State  Timeout,57,56
2:10,82,Foul on Marcus Ottey.,57,56
2:10,2750,Justin Mitchell made Free Throw.,57,57
2:10,2750,Justin Mitchell made Free Throw.,57,58
1:58,82,Marcus Ottey missed Layup.,57,58
1:58,2750,Mark Hughes Defensive Rebound.,57,58
1:46,2750,Grant Benzinger missed Jumper.,57,58
1:46,2750,Grant Benzinger Offensive Rebound.,57,58
1:30,2750,Mark Hughes missed Three Point Jumper.,57,58
1:30,2750,Grant Benzinger Offensive Rebound.,57,58
1:26,82,Foul on Dominique Matthews.,57,58
1:26,2750,Grant Benzinger made Free Throw.,57,59
1:26,2750,Grant Benzinger made Free Throw.,57,60
1:16,2750,Foul on Loudon Love.,57,60
1:16,82,Marcus Ottey made Free Throw.,58,60
1:16,82,Marcus Ottey made Free Throw.,59,60
1:06,82,Foul on Godwin Boahen.,59,60
1:06,2750,Grant Benzinger made Free Throw.,59,61
1:06,2750,Grant Benzinger made Free Throw.,59,62
0:53,82,Dominique Matthews Turnover.,59,62
0:52,2750,Justin Mitchell Steal.,59,62
0:40,82,Foul on Godwin Boahen.,59,62
0:40,2750,Cole Gentry made Free Throw.,59,63
0:40,2750,Cole Gentry missed Free Throw.,59,63
0:40,82,Dikembe Dixson Defensive Rebound.,59,63
0:28,2750,Foul on Loudon Love.,59,63
0:28,82,Godwin Boahen made Free Throw.,60,63
0:28,82,Godwin Boahen made Free Throw.,61,63
0:08,82,Foul on Marcus Ottey.,61,63
0:08,2750,Grant Benzinger made Free Throw.,61,64
0:08,2750,Grant Benzinger made Free Throw.,61,65
0:07,82,UIC  Timeout,61,65
0:04,82,Marcus Ottey missed Three Point Jumper.,61,65
0:04,82,Marcus Ottey Offensive Rebound.,61,65
0:01,82,Marcus Ottey missed Jumper.,61,65
0:01,2750,Loudon Love Block.,61,65
0:01,2750,Grant Benzinger Defensive Rebound.,61,65
0:00,2750,End of Game,61,65
