Southern,2623,Missouri State,2582
0:16,2623,Jarrid Rhodes made Layup. Assisted by Mustafa Lawrence.,23,49
0:02,2582,Brendon Ganaway made Three Point Jumper.,26,49
0:00,2623,End of 1st half,26,49
19:50,2582,LaQuentin Collins missed Three Point Jumper.,26,49
19:50,2623,Jarrid Rhodes Defensive Rebound.,26,49
19:31,2623,Ronnie Rousseau III made Three Point Jumper. Assisted by Jarrid Rhodes.,26,52
19:15,2582,Jared Sam made Jumper. Assisted by Patrick Smith.,28,52
19:02,2623,Ryan Kreklow missed Three Point Jumper.,28,52
19:02,2623,Jarrid Rhodes Offensive Rebound.,28,52
18:47,2623,Ryan Kreklow made Three Point Jumper. Assisted by Ronnie Rousseau III.,28,55
18:28,2582,Patrick Smith missed Jumper.,28,55
18:28,2623,Ryan Kreklow Block.,28,55
18:28,2582,Southern Offensive Rebound.,28,55
18:14,2582,Eddie Reese made Three Point Jumper.,31,55
17:59,2623,Ryan Kreklow made Three Point Jumper. Assisted by Alize Johnson.,31,58
17:46,2582,Jamar Sandifer missed Jumper.,31,58
17:46,2623,Obediah Church Defensive Rebound.,31,58
17:37,2582,Foul on Jamar Sandifer.,31,58
17:37,2623,Alize Johnson made Free Throw.,31,59
17:37,2623,Alize Johnson made Free Throw.,31,60
17:29,2582,Jamar Sandifer Turnover.,31,60
17:21,2623,Alize Johnson missed Three Point Jumper.,31,60
17:21,2623,Obediah Church Offensive Rebound.,31,60
17:13,2623,Ryan Kreklow Turnover.,31,60
17:12,2582,Eddie Reese Steal.,31,60
17:06,2623,Foul on Jarrid Rhodes.,31,60
17:06,2582,Eddie Reese made Free Throw.,32,60
17:06,2582,Eddie Reese missed Free Throw.,32,60
17:05,2582,Eddie Reese Offensive Rebound.,32,60
16:58,2582,Aaron Ray missed Jumper.,32,60
16:58,2623,Alize Johnson Defensive Rebound.,32,60
16:57,2623,Jarrid Rhodes missed Jumper.,32,60
16:57,2582,Southern Deadball Team Rebound.,32,60
16:57,2623,Foul on Alize Johnson.,32,60
16:30,2582,Jared Sam missed Layup.,32,60
16:30,2623,Ryan Kreklow Defensive Rebound.,32,60
16:23,2623,Jarrid Rhodes missed Jumper.,32,60
16:23,2623,Alize Johnson Offensive Rebound.,32,60
16:21,2582,Foul on Aaron Ray.,32,60
16:21,2623,Alize Johnson missed Free Throw.,32,60
16:21,2623,Missouri State Deadball Team Rebound.,32,60
16:21,2623,Alize Johnson missed Free Throw.,32,60
16:21,2582,Jared Sam Defensive Rebound.,32,60
16:04,2582,Eddie Reese missed Three Point Jumper.,32,60
16:04,2582,Aaron Ray Offensive Rebound.,32,60
15:59,2623,Foul on Alize Johnson.,32,60
15:59,2623,Official TV Timeout,32,60
15:46,2582,Emanual Shepherd Turnover.,32,60
15:19,2623,Ryan Kreklow made Jumper.,32,62
15:03,2582,Jamar Sandifer missed Jumper.,32,62
15:03,2623,Alize Johnson Defensive Rebound.,32,62
14:53,2623,Ryan Kreklow missed Jumper.,32,62
14:53,2582,Emanual Shepherd Defensive Rebound.,32,62
14:45,2582,Aaron Ray missed Jumper.,32,62
14:45,2582,Jared Sam Offensive Rebound.,32,62
14:39,2582,Jamar Sandifer missed Three Point Jumper.,32,62
14:39,2623,Ryan Kreklow Defensive Rebound.,32,62
14:30,2623,Ryan Kreklow Turnover.,32,62
14:29,2582,Jamar Sandifer Steal.,32,62
14:26,2582,Eddie Reese made Three Point Jumper. Assisted by Jamar Sandifer.,35,62
14:11,2623,Missouri State  Timeout,35,62
14:11,2623,Official TV Timeout,35,62
13:54,2582,Foul on Jared Sam.,35,62
13:54,2623,Ronnie Rousseau III missed Free Throw.,35,62
13:54,2623,Missouri State Deadball Team Rebound.,35,62
13:54,2623,Ronnie Rousseau III made Free Throw.,35,63
13:38,2623,Foul on Jarred Dixon.,35,63
13:38,2582,LaQuentin Collins missed Free Throw.,35,63
13:38,2582,Southern Deadball Team Rebound.,35,63
13:38,2582,LaQuentin Collins missed Free Throw.,35,63
13:38,2582,Jared Sam Offensive Rebound.,35,63
13:32,2582,Emanual Shepherd made Jumper. Assisted by Brendon Ganaway.,37,63
13:10,2623,Jarrid Rhodes Turnover.,37,63
13:09,2582,Jared Sam Steal.,37,63
12:59,2582,LaQuentin Collins Turnover.,37,63
12:53,2623,Ronnie Rousseau III missed Jumper.,37,63
12:53,2582,LaQuentin Collins Block.,37,63
12:52,2623,Abdul Fofana Offensive Rebound.,37,63
12:50,2623,Abdul Fofana missed Jumper.,37,63
12:50,2582,Emanual Shepherd Defensive Rebound.,37,63
12:37,2582,LaQuentin Collins missed Jumper.,37,63
12:37,2623,Abdul Fofana Defensive Rebound.,37,63
12:15,2623,Ronnie Rousseau III missed Jumper.,37,63
12:15,2582,Jared Sam Defensive Rebound.,37,63
12:00,2582,Jared Sam missed Jumper.,37,63
12:00,2582,Southern Deadball Team Rebound.,37,63
11:55,2623,Foul on J.T. Miller.,37,63
11:55,2623,Official TV Timeout,37,63
11:40,2582,Emanual Shepherd made Layup. Assisted by Eddie Reese.,39,63
11:25,2623,Reggie Scurry missed Jumper.,39,63
11:25,2623,Tanveer Bhullar Offensive Rebound.,39,63
11:22,2623,Tanveer Bhullar missed Jumper.,39,63
11:22,2623,Missouri State Deadball Team Rebound.,39,63
11:21,2582,Foul on Jared Sam.,39,63
11:16,2623,Tanveer Bhullar made Jumper.,39,65
10:58,2582,Emanual Shepherd missed Jumper.,39,65
10:58,2623,J.T. Miller Defensive Rebound.,39,65
10:46,2623,Tanveer Bhullar made Jumper.,39,67
10:24,2582,Jared Sam made Jumper.,41,67
10:13,2623,Tanveer Bhullar missed Jumper.,41,67
10:13,2582,Jared Sam Defensive Rebound.,41,67
10:06,2582,Richard Lee missed Three Point Jumper.,41,67
10:06,2582,Emanual Shepherd Offensive Rebound.,41,67
9:58,2582,Richard Lee made Three Point Jumper. Assisted by Eddie Reese.,44,67
9:35,2582,Foul on Emanual Shepherd.,44,67
9:35,2623,J.T. Miller made Free Throw.,44,68
9:35,2623,J.T. Miller made Free Throw.,44,69
9:17,2582,Eddie Reese made Three Point Jumper. Assisted by Richard Lee.,47,69
9:01,2623,Mustafa Lawrence missed Three Point Jumper.,47,69
9:01,2582,Torrey Mayo Defensive Rebound.,47,69
8:58,2623,Foul on Reggie Scurry.,47,69
8:39,2582,Jared Sam missed Jumper.,47,69
8:39,2623,Tanveer Bhullar Defensive Rebound.,47,69
8:28,2623,Jarred Dixon made Jumper.,47,71
8:06,2582,Richard Lee missed Jumper.,47,71
8:06,2623,Tanveer Bhullar Defensive Rebound.,47,71
7:51,2582,Foul on Torrey Mayo.,47,71
7:51,2623,Official TV Timeout,47,71
7:40,2623,Ryan Kreklow missed Three Point Jumper.,47,71
7:40,2582,Eddie Reese Block.,47,71
7:39,2623,Ryan Kreklow Offensive Rebound.,47,71
7:28,2623,Reggie Scurry missed Three Point Jumper.,47,71
7:28,2582,Aaron Ray Defensive Rebound.,47,71
6:59,2582,Eddie Reese missed Three Point Jumper.,47,71
6:59,2623,Reggie Scurry Defensive Rebound.,47,71
6:57,2623,Ryan Kreklow missed Three Point Jumper.,47,71
6:57,2623,Obediah Church Offensive Rebound.,47,71
6:54,2623,Obediah Church missed Jumper.,47,71
6:54,2582,Shaquille Benson Defensive Rebound.,47,71
6:36,2582,Eddie Reese missed Jumper.,47,71
6:36,2623,Ryan Kreklow Defensive Rebound.,47,71
6:24,2582,Foul on Shaquille Benson.,47,71
6:24,2623,Reggie Scurry made Free Throw.,47,72
6:24,2623,Reggie Scurry made Free Throw.,47,73
6:06,2623,Foul on Obediah Church.,47,73
6:06,2582,Aaron Ray missed Free Throw.,47,73
6:06,2582,Southern Deadball Team Rebound.,47,73
6:06,2582,Aaron Ray missed Free Throw.,47,73
6:06,2582,Jared Sam Offensive Rebound.,47,73
6:02,2582,Brendon Ganaway Turnover.,47,73
6:01,2623,Jarred Dixon Steal.,47,73
5:59,2623,Jarred Dixon missed Jumper.,47,73
5:59,2623,Mustafa Lawrence Offensive Rebound.,47,73
5:56,2623,Obediah Church made Jumper.,47,75
5:34,2582,Jared Sam missed Jumper.,47,75
5:34,2582,Patrick Smith Offensive Rebound.,47,75
5:32,2582,Patrick Smith missed Jumper.,47,75
5:32,2623,Obediah Church Block.,47,75
5:30,2582,Aaron Ray Offensive Rebound.,47,75
5:27,2582,LaQuentin Collins missed Three Point Jumper.,47,75
5:27,2623,Obediah Church Defensive Rebound.,47,75
4:58,2623,Mustafa Lawrence missed Three Point Jumper.,47,75
4:58,2623,Obediah Church Offensive Rebound.,47,75
4:38,2623,Alize Johnson made Jumper.,47,77
4:22,2623,Foul on Ronnie Rousseau III.,47,77
4:22,2582,Aaron Ray missed Free Throw.,47,77
4:22,2623,Alize Johnson Defensive Rebound.,47,77
4:06,2623,Reggie Scurry Turnover.,47,77
4:05,2582,Emanual Shepherd Steal.,47,77
3:47,2582,Patrick Smith made Three Point Jumper. Assisted by Eddie Reese.,50,77
3:36,2623,Missouri State  Timeout,50,77
3:36,2623,Official TV Timeout,50,77
3:26,2623,Tanveer Bhullar missed Layup.,50,77
3:26,2582,Shaquille Benson Defensive Rebound.,50,77
3:17,2582,Eddie Reese missed Jumper.,50,77
3:17,2582,Shaquille Benson Offensive Rebound.,50,77
3:14,2582,Shaquille Benson missed Jumper.,50,77
3:14,2623,Jarred Dixon Block.,50,77
3:13,2582,Shaquille Benson Offensive Rebound.,50,77
3:13,2623,Foul on Tanveer Bhullar.,50,77
3:13,2582,Shaquille Benson made Free Throw.,51,77
3:13,2582,Shaquille Benson missed Free Throw.,51,77
3:13,2623,Tanveer Bhullar Defensive Rebound.,51,77
2:57,2623,Mustafa Lawrence made Jumper.,51,79
2:48,2582,Shaquille Benson missed Jumper.,51,79
2:48,2582,Emanual Shepherd Offensive Rebound.,51,79
2:41,2582,Emanual Shepherd made Jumper.,53,79
2:29,2623,Reggie Scurry missed Jumper.,53,79
2:29,2582,Shaquille Benson Block.,53,79
2:27,2623,Tanveer Bhullar Offensive Rebound.,53,79
2:22,2623,Tanveer Bhullar made Jumper.,53,81
2:02,2582,Richard Lee Turnover.,53,81
2:02,2623,Reggie Scurry Steal.,53,81
1:50,2623,Tanveer Bhullar made Jumper.,53,83
1:34,2582,DeRias Johnson missed Three Point Jumper.,53,83
1:34,2623,Ross Owens Defensive Rebound.,53,83
1:11,2623,Ross Owens missed Three Point Jumper.,53,83
1:11,2623,Tanveer Bhullar Offensive Rebound.,53,83
0:59,2582,Foul on DeRias Johnson.,53,83
0:59,2623,Tanveer Bhullar made Free Throw.,53,84
0:59,2623,Tanveer Bhullar missed Free Throw.,53,84
0:59,2582,Emanual Shepherd Defensive Rebound.,53,84
0:48,2582,Aaron Ray missed Jumper.,53,84
0:48,2582,Mubashar Ali Offensive Rebound.,53,84
0:45,2582,Mubashar Ali made Jumper.,55,84
0:17,2623,Mustafa Lawrence missed Jumper.,55,84
0:17,2623,Reggie Scurry Offensive Rebound.,55,84
0:16,2623,Reggie Scurry made Dunk.,55,86
0:11,2582,Brendon Ganaway made Three Point Jumper.,58,86
0:00,2623,End of Game,58,86
